"","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15","r16","r17","r18","r19","r20","r21","r22","r23","r24","r25","r26","r27","r28","r29","r30","r31","r32","r33","r34","r35","r36","r37","r38","r39","r40","r41","r42","r43","r44","r45","r46","r47","r48","r49","r50"
"X105.2",1.37172704729619e-16,2.21501594239535e-11,2.29081390610971e-14,1.57190132467198e-24,0.0037476333737422,4.57726400618194e-07,0.00799087162182734,0.0253904358828483,6.07198625898508e-17,0.0113957657120143,2.86214990051129e-16,3.54890789845103e-19,0.000696799713930537,4.61917214118528e-10,1.71655887666272e-07,4.29201108788581e-28,8.30762349622953e-28,0.0274838112719525,5.16945638576083e-24,1.88547795569886e-34,0.0607390864784966,5.97911029972556e-07,1.00858419985775e-14,4.3391688241751e-18,0.378112820950218,4.73682093660815e-18,3.29380645099228e-23,3.39102166059784e-14,2.15040966463394e-12,0.00311944696299745,2.03640213457974e-14,4.43088799682549e-16,1.88082048863681e-05,3.64407181435062e-08,1.48397422528313e-25,9.09584155514307e-07,6.23328664671633e-29,8.50697431589478e-27,3.20186010563987e-20,0.0802930465595538,0.00288542796086839,1.44634470555426e-06,0.115857328121729,1.06039807709238e-08,6.02822208176584e-21,2.00845285969329e-23,5.32397232250576e-22,4.79286378947031e-19,1.2148915192154e-12,0.108267635252045
"X46",3.71918099171829e-12,0.010648856263201,0.0113883676048724,5.07500516908961e-07,6.78668715069842e-11,6.21620008049594e-17,5.34255773534609e-05,8.2810771077302e-08,5.45119423328101e-11,0.00411952134674229,8.01454067993136e-05,1.03917348490744e-19,2.59028611888352e-11,1.37794524406379e-10,0.0964337132687573,0.000221172868349962,3.5273223648495e-14,0.0456245167904213,0.0832290797530574,0.00599802721832873,0.0221867545420374,1.50646162117168e-05,0.0010234346469961,5.22006928023961e-17,0.439911187640807,8.21375900162462e-11,6.61938415336491e-09,1.13662546744654e-09,4.09504229353625e-13,0.00411922936961753,1.11688279679612e-09,2.52052564402149e-06,1.07391175426367e-12,0.0146705598970196,8.89719180250541e-18,0.00167085916936903,0.00977126467233351,1.10169283188376e-23,2.39273344044131e-11,0.00695321166395797,2.04315068530016e-08,0.00573599454924995,0.00613068766605606,0.0317006728983632,0.00468205434215232,1.76621974441375e-17,8.88178093572875e-15,1.58510115621238e-05,4.05554902892401e-07,0.00459962297707827
"X52",1.19352825418786e-13,0.00677785657811272,0.0814360025171604,2.31444110786408e-25,7.42069373953096e-16,1.24551789126898e-27,1.6983757438995e-26,1.53096645466477e-71,1.17029818565283e-06,1.65776796468159e-44,0.00304632098274563,8.02411748488577e-23,0.000319407821012265,3.48243263772913e-22,0.309873491961657,0.000729383305938662,0.00110799552288947,0.0340051603995599,0.122472241071696,2.23506107129241e-05,6.69415824671155e-07,1.39922393151461e-21,0.000198878294386219,4.86311875192038e-09,0.249658321502826,8.2338393804982e-24,2.28801876469226e-22,0.000185825243814116,1.9960964277452e-08,0.00276013420105477,3.49331058392696e-20,5.40370193503014e-30,7.1768563791595e-31,0.0211023879933383,3.59841912907564e-10,1.62496175229687e-14,3.18519490584951e-07,1.10648159856767e-14,1.2626853857829e-15,0.0104225648435182,2.65480532552813e-31,5.07121594395014e-08,7.06320279994727e-28,0.0165041294551419,0.000464531280955702,7.29359911713203e-16,1.32393932265786e-19,7.87761581713974e-26,7.07536425197802e-11,6.64719006710162e-30
"X91.1",3.37514004292086e-12,0.000688277509023859,0.105932234591136,9.71318322304919e-10,0.00179298882200771,0.000422620306396508,8.17984598740862e-05,0.061765504744556,1.21235661377197e-06,0.0120103765063092,0.00152536092322593,7.85397975944943e-14,0.00312854285860657,0.000180458981141112,0.468249779404934,0.000806095621935052,0.00365536369428769,0.0239535995687404,0.0775213546200208,2.81278466786487e-16,0.00301453801889466,6.5758738161089e-07,6.2158850489361e-05,6.24271016148552e-09,0.050997834881649,7.63776599954638e-19,2.14326857020007e-20,1.4145558197695e-06,0.000350529228783721,0.00103542393190994,2.23180027819602e-09,5.83621091792247e-13,5.12154921890443e-07,0.00389418726212609,0.00159093348693286,7.58486411722505e-05,1.10823808917897e-15,3.73768738776268e-18,5.31592932550216e-12,0.022295864327855,7.5941705875752e-06,1.32506988701475e-05,0.00241084991137197,0.0146635404999293,2.89151252626129e-25,6.58009644518539e-05,1.2108594587561e-17,4.16580583252637e-14,8.02072947877622e-05,0.0460136292223189
"X161.1",1.35744767594673e-15,2.59966979036793e-18,0.073015671065119,0.0112212323620789,1.02960673042989e-06,0.00337260796370269,0.0165177457955251,0.279141130097933,2.61960543587345e-21,0.0413575006218781,0.00179405922098398,2.73843263381335e-06,1.87556727683999e-17,2.74019539850546e-14,0.369161041374381,0.00605581503818491,1.28378001947091e-16,0.0116711450599502,9.20385349270242e-07,1.36920918302445e-12,0.00465915259065506,1.79279250500987e-06,3.11047820096991e-17,4.75665153225893e-10,5.91120635614421e-11,0.00384616115452602,3.57317610848369e-15,4.66101921358839e-12,0.00469612899946121,0.000311403469235574,5.21429367213012e-22,3.49692508361821e-08,0.00947374314075935,1.18895632186983e-22,3.9344233840758e-11,1.13635220434998e-06,6.39754329236067e-16,2.01663614738603e-25,0.000554730368376217,0.00932180496073093,0.0220847105198012,1.6831875419225e-16,0.00217830855408149,1.14896577975309e-08,7.83701327628753e-16,7.44965856145639e-25,1.14088433651454e-08,0.000300799832544499,1.8878656055011e-16,0.0218042205537235
"X183",2.0923287796223e-15,1.01553289781582e-34,0.0014618390456426,0.0304366093962427,3.75367105924732e-09,5.17684861997712e-33,0.0729620860614253,0.381982575972628,1.6587040710196e-26,0.00893665932297629,5.1368184222608e-10,0.00345154164859613,1.16649142871556e-23,2.26152152550325e-12,0.186199858316188,2.74167265423074e-09,5.31440459008606e-12,0.00520154858862497,3.24990822415509e-36,2.85096936767384e-13,0.0176362276007907,1.67686026399398e-10,8.4963393120498e-23,0.000558819744466761,3.45604878323204e-10,0.000231718048047099,4.60929441996088e-31,4.92514145648492e-10,3.38460239836613e-62,0.0300018760778883,6.74886934446807e-21,2.81398383129407e-18,2.14230776488924e-13,1.72166926601056e-05,7.21785090563609e-22,8.34720053282834e-49,8.31781474962965e-14,3.12958476844347e-37,2.839226183854e-22,1.5858894675034e-22,0.0666273970600907,6.19397619705704e-12,6.01475361473248e-10,7.33501572067691e-34,0.0332596748825915,6.38412408945059e-21,2.60212741037532e-05,7.37626512534627e-08,2.95225897900542e-20,7.8933958786307e-14
"X179",2.58581917762086e-17,3.50772523909746e-25,9.47953915687344e-50,9.33757228527637e-15,3.33395108639809e-11,9.06136422545839e-45,0.210336697398275,0.241815729576399,9.29589740745193e-23,3.75501894091971e-45,1.26202396245236e-42,2.67141125689187e-19,1.0759640629295e-14,0.016656874887842,0.0894288787894909,2.00073327079232e-36,1.75220186981471e-07,9.3334405061242e-18,1.71965154079747e-42,6.187787403992e-29,0.0100108025346005,3.75971967305459e-09,1.47361605729399e-18,3.30984625526596e-22,4.35146450677163e-26,1.59289244104556e-25,3.20828644657935e-45,2.43941393841633e-18,9.27888053414967e-67,0.0403374003001961,3.42916134989277e-22,4.55517492463715e-19,1.54226824289571e-29,0.0405690883966484,7.10153858854286e-30,2.62636102975562e-39,4.79304579334513e-07,2.33785140057513e-35,2.4063294633557e-42,1.17245727770737e-23,0.115801296567242,1.13502572468027e-36,1.19751482319222e-32,5.41758688164766e-39,0.0618760408412898,2.8192165950272e-18,3.62209525400663e-21,5.87598954922168e-30,7.78759089964265e-37,1.33245329154736e-49
"X116",4.10295755183258e-12,3.06309043769986e-12,1.20815138763931e-11,1.10130692868111e-10,0.000843100308984517,2.02723522241762e-05,0.376772148821942,0.0462144222203085,2.68232841202678e-12,5.53463601299049e-40,0.0104967444985287,1.11301451982802e-06,3.91270324549848e-14,0.0311215747722842,0.0561662018799194,2.98834232555305e-37,0.0208493438898205,1.30424771010648e-08,2.25751178498177e-34,5.96269959243704e-18,2.29760727737757e-19,1.34716945922e-10,4.18154915190335e-15,4.36309892676413e-07,2.40971340746818e-21,1.16383559792248e-20,1.52025869481418e-40,5.87740506103376e-11,0.0171541698681807,0.0316407409524166,2.5376460811637e-07,2.3417233137495e-23,0.00261819628081873,0.0453397296475524,8.64634770510275e-17,1.75047126925224e-06,7.4612403278208e-08,1.56185305470711e-22,6.14146183149472e-13,1.05730192742706e-09,0.153823562057475,2.49038275994165e-16,4.27103996859643e-25,2.31186002011117e-08,0.0194924857893052,1.43424546525258e-06,2.02452695885606e-13,1.87035058589225e-07,4.34238651060821e-20,1.19339851004678e-16
"X125.1",2.25009268105152e-22,3.8647976281675e-36,9.84418969250016e-05,3.21725896956916e-15,0.000279224807385084,0.0518756612483386,0.346578305053815,4.00472186123615e-50,1.11668571900406e-34,1.51783268375154e-24,0.189745068445004,2.83292859850518e-11,4.28034956163741e-18,0.00843568559060965,0.0384963386118098,4.92862418313047e-24,1.8576758833246e-16,7.4782239396845e-19,6.7159350693626e-33,1.11752309124136e-29,8.00474471067037e-30,6.20425450144972e-19,2.60142038824634e-21,3.62052516184709e-26,7.50964863593526e-16,3.99025344259566e-22,1.22173882747212e-26,2.51621779665571e-26,0.0575231545111307,0.00121721897548972,6.82037168538056e-30,2.94647109594543e-17,7.98490848494084e-06,2.32375865967304e-20,1.41685901470065e-19,0.00185549151761329,3.27122949030693e-33,7.61505117450853e-33,8.26577926279724e-25,0.00453261103515193,0.134906705037392,3.3762027982951e-17,1.92665202546789e-18,2.32713523860336e-24,6.15663821707771e-42,8.26193433349511e-38,2.33749317415547e-42,7.24365363087832e-33,3.05603655985288e-33,9.26864826052264e-20
"X136.2",9.62269549252854e-11,3.63574393411102e-37,2.49557414531175e-25,9.22104358134351e-32,2.0967275456305e-07,9.22278577406606e-25,2.29153383787167e-20,0.0021300454271825,8.41974821836143e-24,9.54713303051723e-18,0.164077839213913,5.56487707420889e-14,0.0195431434798048,0.173634968693842,4.03509943301878e-05,1.11907610935263e-23,2.73298774185082e-07,1.31340882438833e-52,6.69229648887438e-16,3.72057293412668e-20,0.0188935772424171,7.61818989152666e-20,3.3634431602079e-20,2.50632931022727e-28,2.37496572592373e-07,1.16875656705759e-28,7.1396641105749e-06,4.17135465371369e-12,0.269314455770184,0.168405893001225,1.99756182602686e-22,1.14227644285722e-29,0.00541723571958919,2.34594028578674e-23,9.70329166830132e-25,0.0742193518795579,1.40371412079565e-06,8.46007362044434e-07,9.96859731546196e-30,0.0156004361516713,8.93279466153388e-09,7.00152161045275e-10,4.91477725996706e-21,0.000194261971132672,5.69066186040354e-15,7.73598442878978e-13,1.42264007106502e-32,1.47810674342884e-17,2.97647951384796e-23,1.74919988188754e-16
"X184",1.1437227122572e-20,3.15925598107017e-31,7.58450253735952e-18,1.51706775957623e-20,3.91717054197861e-07,1.96117160961762e-23,4.72521573656321e-12,0.000870526992537826,3.89981430965831e-23,3.69566544985585e-21,0.0135722212679948,7.53521156726266e-24,0.0162403382984767,0.117421676416946,1.73316329920752e-10,3.24532687376371e-14,9.00869362900228e-14,3.63936543147729e-54,0.0104669645007356,1.86312861228305e-15,0.0445923392894468,1.49076571043696e-29,7.86405217778835e-25,1.00655995038068e-09,7.58583651291823e-05,4.59039028723017e-31,4.30412455683789e-06,4.78311857997595e-07,0.238688101655925,0.273905815086285,1.09231396834415e-08,6.76767511879744e-12,0.00861367696171333,1.59625970827614e-17,9.31659120214319e-25,0.0460694233740257,0.00875042120684245,4.04183408070937e-13,1.6874590817279e-20,2.86074036567468e-13,0.000644120766789265,5.55386567516115e-09,6.81027667646278e-14,0.0773333064448009,4.58966761675915e-05,0.00317043912175812,3.52141330282997e-25,0.0116937626337029,2.32935823971581e-10,3.11523547240284e-10
"X98.2",5.75075169928862e-19,1.26634873302672e-19,0.00866400926292408,1.43230038304103e-15,2.95285744512906e-14,0.00704056378617283,2.21747191113278e-14,1.81158042619187e-08,0.000241421939725658,8.19389421384375e-31,2.15478004831103e-32,7.06867625334514e-18,0.00653850557975145,0.0203045723652526,7.92265890122831e-42,0.0253461609382981,1.07867406841369e-29,4.76906911549779e-26,0.0102564820960372,2.06058893790363e-22,0.0866711765056091,4.11510685011285e-25,9.17022401264587e-25,1.5898859383715e-11,1.86864348961169e-18,8.87826372800334e-11,1.59283082069164e-19,1.41581327411974e-13,0.105060362099366,0.309240379090192,7.24377685827152e-22,0.012594490541469,0.00584632633856729,0.00458374527116859,8.54800880837752e-27,2.34851179987598e-49,0.0175333019376761,2.83092984502834e-32,2.95133383650325e-12,0.0165583186571482,1.42280257573177e-05,9.16806801014256e-11,3.86070956387332e-05,0.244629146828413,1.55910930030188e-07,3.88272728777641e-09,2.41762405372369e-36,0.00136326558889237,4.07597201621908e-05,1.5289416921955e-31
"X103.2",7.48785564711236e-20,6.28800654005634e-16,0.0207303284856703,4.67937209773114e-07,6.13484958666279e-26,4.17356342034185e-14,2.34951824982716e-21,0.00124466795647253,3.60122492927145e-10,3.67650689535853e-14,4.73026332012721e-12,5.20112619575797e-22,3.32131761876897e-11,9.19284159636565e-32,5.34632817694925e-22,0.032764527700405,7.52856546576462e-17,8.96099675850513e-22,4.29552851077189e-14,1.03481794601288e-24,0.128123042038422,9.87480066872641e-20,1.26100360373983e-18,8.68592132966911e-21,1.85949175274489e-19,0.00981393224962315,7.53070843990885e-22,2.6748504387084e-20,0.0149583268820037,0.201856374449076,4.84688840900864e-05,0.0141601314468629,5.90538147588691e-12,0.0130978341469431,3.9853595685551e-29,6.99620611765046e-39,2.70984237089762e-08,1.58305481740887e-38,5.58955660650678e-17,0.120076616892586,0.000309788904200943,1.03317247993568e-13,3.98304133550848e-25,0.353919985821739,5.85156058559688e-17,2.30466208724986e-29,6.7289594163348e-40,1.24418992260151e-12,8.15620136404651e-25,1.15393807157847e-32
"X126.2",4.88551338428748e-27,4.31791288503398e-13,0.0150254603958033,0.0139011878103881,3.9430946398942e-11,8.33585025185548e-21,9.34853808139739e-16,0.0016432197973552,4.4319794744606e-21,1.96343376303843e-06,0.010329140557696,3.4358944209396e-25,3.93594913117537e-27,8.06884393780796e-30,1.12558356886102e-07,0.0129639828765466,0.000358652029688297,2.60746462353405e-25,0.00249913748034405,4.81056348014755e-08,0.19800284142496,8.65609799686565e-09,7.36422845761373e-11,1.72990539103472e-29,7.23035000041053e-05,0.0152935727041214,2.37879252321471e-08,8.49578150639195e-19,2.52532565601415e-14,0.0559566635015,0.00026991689517373,0.00240952487783499,1.4126455871469e-34,0.0113474589503039,9.74317590865258e-19,1.74301890280923e-06,6.21155389153162e-14,2.26767674913337e-33,0.00290415852256267,0.253565708501835,3.84730139244902e-13,3.17977466448293e-23,6.7103233739376e-36,0.277291184092417,7.44011501113121e-06,1.23573898684397e-06,6.73054992000052e-32,3.27714235647737e-13,3.83211331523404e-17,0.00193046100385058
"X101",3.51577463241105e-13,1.15187153720466e-10,2.53740804509813e-07,0.0054481910413482,5.94598711470614e-08,1.52011394130228e-13,4.46781771706478e-20,2.17823633524092e-07,2.68847065914457e-20,2.12782938681209e-32,1.53932911758469e-08,1.22404977170878e-10,6.7295411716394e-13,6.45265219643939e-41,2.37345103941835e-09,6.79913517560752e-19,9.83456687784364e-15,7.75451566851646e-30,0.0104024567498773,1.88903853258397e-18,0.279213540854103,4.4794993619632e-17,1.824739754588e-08,2.36576013332215e-16,0.0320973800827336,0.0196737600985846,2.26654132457403e-05,3.7881851854732e-08,6.26604060937514e-11,3.98385127815183e-14,6.82757581560122e-28,1.73186577422048e-08,0.00308226468901812,2.03996638724024e-25,2.56801763475393e-21,1.54473086588193e-05,1.4247677065864e-23,2.52669665840005e-16,3.23143038387906e-11,0.285422639977886,1.85345376476288e-15,7.64547852627693e-27,1.74915112981492e-16,0.0693751160890452,0.000576612243550497,0.000574069980604336,5.03242762949372e-15,0.00771130866994864,0.00779785566619197,0.115174195546274
"X94.2",8.46674701221542e-15,2.72333563907556e-21,0.00962543303965786,7.86461034975697e-18,7.87352044799018e-17,2.6559403544766e-05,1.46697579374952e-26,3.05762465072286e-09,2.9828192082373e-17,1.74176301631122e-26,1.54037174528648e-20,3.82400407028463e-13,4.64921140443635e-09,2.02359468829484e-42,3.5743810310599e-12,2.35879079027628e-36,2.66386536381949e-09,1.50223647566317e-44,5.46655454659743e-22,1.98456161320017e-22,0.281198933551212,2.37515337811164e-14,4.01834259815722e-17,1.91642854189506e-15,0.144697340366212,0.000186321966880019,6.82382936639985e-24,2.21586280009831e-07,4.10741617351423e-20,1.25940118659649e-13,3.7670942580385e-21,2.06923070142451e-24,0.0104573916076722,2.15976909712e-39,4.92423225286016e-10,2.01668991684773e-11,7.93040587996977e-17,0.0148124504014142,1.50848418230217e-08,0.171662407986194,3.78146239442767e-05,1.48127063450248e-22,0.0176334449889158,8.62100280674922e-39,2.11500297679355e-32,7.75773559487547e-12,0.00076169850836288,7.77153302582016e-22,2.7671445096541e-19,0.205007537870268
"X140.3",5.6895448209039e-06,5.70148510268585e-31,3.01403915663678e-12,2.14075834726674e-25,2.84666446873049e-13,6.21516449299119e-05,6.48930838070565e-11,0.000990092304807084,7.2267634193237e-09,0.0152683850554451,1.40483659031009e-16,2.02612098906496e-07,2.80926241737586e-14,1.88583306424081e-13,1.70075663143162e-26,9.45957626562034e-25,3.11439145878337e-18,7.2720971838887e-43,7.31142461329622e-35,1.19481896872336e-30,0.217351415138054,0.00269060591761934,5.64607567068801e-23,1.77690127432732e-18,0.308666229907386,8.85335870871288e-05,4.19772227150138e-31,5.78705875175532e-13,1.06528024198335e-18,2.11719375735573e-10,0.00584615447898001,8.52425643855344e-20,9.65153724630747e-10,0.00669155747263867,1.52255595652198e-15,8.44001553188181e-19,5.95147033600605e-10,0.061533072073668,0.00358648925415731,0.0458486116844431,0.0194839194676269,7.55159034460666e-13,1.38790554033129e-17,1.12758604789946e-43,3.79731657924609e-25,3.18332056609705e-15,2.91381967900392e-05,2.51878782410923e-30,2.75963171834392e-13,0.150500557766522
"X82.1",0.00251869425975531,0.00906365699962583,0.0807695431685398,6.36864848469607e-14,1.0976629087686e-12,1.52767726464162e-16,3.11100646982662e-16,1.6683993360578e-33,2.80770068291168e-06,0.0250345986979182,0.000500649219415232,3.11417758569004e-09,7.67003286478443e-06,8.0931181742755e-09,0.0697771721139034,0.00569742569724571,2.1433296590625e-14,9.7455837057663e-49,5.43047169264118e-16,4.42871012629452e-14,0.134134328408451,0.00211070411252186,4.21648649039972e-14,4.39821794023023e-13,0.343223943631152,0.00477107216465167,0.00751308032702043,1.83054880462494e-15,1.64856448453492e-08,9.76885804152807e-10,1.42933595442808e-07,8.85741261486339e-17,1.42937241289867e-12,0.0401840723612268,3.40325940096112e-07,3.63336732241749e-28,0.00294065555225076,0.103170158380669,1.40938148877418e-08,1.25749425579766e-08,8.85791617110347e-05,1.91627081005167e-09,1.37904215595003e-44,3.42841267088078e-17,3.26041297522696e-13,4.67388405078331e-11,2.77593615339564e-08,3.25020390415913e-11,0.00127789329498926,0.00155896064698632
"X41.1",1.71113700303125e-30,0.0131546930653876,0.205669114470425,3.17952560418771e-21,3.275988161651e-38,8.11581047959654e-34,3.96959728446482e-26,6.18463127827543e-52,1.69940391548046e-05,1.24503215556518e-17,6.51248717663452e-14,4.96036699626689e-41,0.00259124864646051,4.62289721450418e-28,0.253168882426145,1.16654268203862e-14,1.59197834372123e-06,6.40766969907331e-65,0.0081148145112277,1.43974706607152e-11,0.0840781217184162,1.89741191522201e-07,1.89827418448994e-24,6.2529191754109e-19,0.196307251184632,1.68959287317436e-05,3.95273883539169e-10,3.21976501726904e-12,4.71425468232693e-30,2.46158483650819e-16,0.000337700902901229,2.49107218932155e-33,5.01609061108795e-47,0.0554497224429406,1.43758498667878e-10,2.50314865773106e-42,1.28256225006566e-06,0.0806635116259139,2.89283625385557e-30,3.74181448259605e-15,4.21658399694868e-18,1.54741527162838e-28,7.22350710983095e-41,1.64485316505932e-42,1.67075070971054e-05,2.85699169658431e-17,7.39021195172746e-11,4.58898606811257e-24,7.26183759891125e-15,3.66295232001466e-48
"X83.2",1.6398715590348e-26,4.13588164565473e-15,0.300855959663462,1.2278132068344e-08,1.06618883600958e-24,6.51435667524652e-23,4.03477047212758e-37,0.0640444447035026,3.38581521066501e-06,2.18484971512353e-19,4.22302702343911e-16,4.10783442257735e-22,0.0118969481274344,7.46855710291794e-14,0.363697447878153,2.6073755584957e-41,4.81941307721043e-06,8.00373812851736e-60,1.41082458615919e-12,7.42686703964263e-23,0.0586571926572698,9.32760919642259e-18,6.20220613995362e-29,1.82804567527382e-11,0.0501209774790133,3.88172845132257e-21,2.01079180502205e-14,3.07708941209979e-06,1.31569575465652e-44,2.67729043148236e-22,0.00277978355445296,1.45912503902245e-16,2.01108552766453e-28,0.0302882851302228,3.3459918260036e-21,4.64980458133862e-22,1.53775125323772e-13,0.0464903236110949,8.45039704650884e-33,1.08256088717982e-11,0.00584393014970854,1.02653828194578e-23,1.3773525908755e-10,1.11670743030767e-37,1.79206242500562e-17,8.61238723608205e-24,2.13397256841594e-09,1.76028798067183e-24,5.68547527774275e-08,3.933462911527e-21
"X177",2.36910620988823e-05,1.51593496973977e-28,0.262192547170491,0.0145497254016103,6.13351741905138e-23,0.00203160062222385,3.03509352084918e-34,0.240801401979693,1.21079277904376e-14,6.63168596304446e-07,4.50237444065404e-27,0.000418987669861997,0.000388060679753065,9.65311489210083e-27,0.2554227608441,3.95553320776584e-60,3.2939217302096e-34,5.67096740042544e-49,1.62179882203116e-43,2.3357468211332e-20,0.0494356080569851,5.32026398643812e-18,2.54492600839504e-22,1.673269619964e-11,1.71526632364141e-06,4.57257131806272e-15,1.35108339402713e-07,9.72527491964212e-19,3.68925922751494e-47,3.44814351201169e-12,7.49253080552345e-07,7.90234308302947e-19,0.00860511808994862,1.76258671174042e-11,1.10221220197874e-25,1.02136062729862e-20,4.48825010115175e-08,0.0087194098193137,3.08825101704506e-31,4.10866017287949e-21,0.063789900608148,3.10494297544042e-12,3.28708000854364e-16,1.42559487135828e-23,8.11738851076357e-21,2.38526187150177e-24,1.2927865840138e-05,1.07617579303134e-07,3.7008131419708e-09,1.74695091661405e-24
"X207.1",3.77212273973045e-16,6.7209692328131e-29,0.155019711105649,0.0168538026076246,5.12985646315024e-24,8.96624376800431e-26,2.28758893686344e-09,0.303631771755176,1.09646009651898e-14,1.39860808504241e-14,8.48041821824382e-45,0.00231462563520129,2.54017878854708e-09,1.96211511019344e-19,0.111956412341055,4.83783550825458e-51,2.21053048175917e-34,1.21552410121009e-32,8.37980593193948e-34,1.17076539709997e-14,0.0480488674827038,7.0045848492624e-11,1.73886256170035e-31,1.5023085465429e-09,3.37412976108058e-09,1.37637477087605e-17,7.16295921087834e-10,8.55361901714194e-11,8.22009713776242e-59,0.0328564496075112,7.17759547586403e-09,3.85960800293542e-20,0.00655610351562322,0.00599304057324872,1.06943993638108e-32,5.92751100261655e-28,9.05117759774508e-18,1.78128858628387e-07,1.08244805940778e-42,2.19930852562912e-32,0.158326338684406,0.00765958729051632,6.5652664987847e-10,1.80016872178492e-31,0.00257605440155439,1.25261607180187e-18,2.56767034007511e-05,9.01240022726138e-06,2.05212971562074e-10,5.40442914520161e-40
"X148",8.75737842083031e-10,3.3672389379181e-06,0.0336688753828608,1.04581044119578e-09,7.43617588703895e-08,1.14230600773853e-28,0.0741080398833429,0.17832764363682,5.97708402947626e-05,2.1150366885311e-15,3.08518489553393e-33,1.06614793637336e-07,0.00356871255327327,0.00555679090336701,0.0605706781155892,5.07553988346029e-15,1.60414798089291e-16,4.2660213183496e-34,1.1790457959495e-18,1.82584123987725e-09,0.0401085010687539,0.000306814263796802,8.02611353282095e-13,0.00276079631887314,5.81505271556294e-13,1.40028539462415e-13,6.50255731834851e-18,0.00600379120668003,6.97083427452591e-05,0.041904852462577,2.88361414995336e-12,0.000112280880453175,0.00375675073030227,0.0364915739421541,3.61331781223842e-24,2.9163704244113e-19,6.46631702834674e-10,6.89196279208311e-21,6.9517238816244e-31,1.71172895088481e-18,0.270408998549301,2.41013604204019e-16,4.6411509397518e-17,7.20159806230507e-05,0.0331036711404096,1.88281171963265e-07,0.003196491062177,2.14356375124254e-13,0.000135930118264489,1.21753661549694e-20
"X118.4",2.14848815182326e-09,8.50849272374198e-07,4.02212089423178e-26,0.00815274386507038,0.000361628515652689,8.324011050159e-06,0.193124117359057,7.0309894258083e-18,0.00464491436720092,1.38131149111829e-09,0.0255899504370046,3.26314696071406e-17,0.00289913106762747,0.0170924047769488,0.0522262154452203,0.000264542021356224,6.06046250502e-06,7.62209095453226e-39,2.62513924534882e-13,2.48390824468948e-07,0.012926734905416,5.83020159291852e-06,7.91619332928108e-14,9.12860887648168e-06,4.33601406770088e-07,1.32956539457036e-11,5.16078592125892e-12,1.95560367388461e-06,0.0467130468248795,0.0318457539912883,5.23331463631265e-06,0.00011909712344708,0.00145225906921327,0.0364467860463141,3.5636002814075e-07,5.89289161603191e-06,1.44026918878079e-05,3.20304582824124e-13,6.4083008036152e-14,2.37477366611904e-11,0.313637464900771,3.82046671842029e-12,2.88081368538368e-11,0.00777675444396954,0.00886026898371089,0.00015122243424407,0.0143332624205305,7.32005525974837e-11,1.31206301398982e-09,0.00101410640348172
"X119.2",1.79632678502781e-07,5.29409055780473e-12,9.5683932885581e-09,0.00479245829226952,5.05465027319676e-12,0.0367540553214522,0.191966565376261,7.03064911421571e-49,5.06144536170607e-10,5.02690119730162e-06,0.190506486061887,8.10690563477618e-12,2.4496245378763e-21,0.00624440041218158,0.0328615519194601,0.00233420805198637,1.6697235886604e-11,2.16059513074963e-31,5.10702840998229e-10,9.58977651185281e-17,0.00474379046564055,4.82556898273057e-15,4.3737289255167e-13,8.06828680488319e-13,9.67004140077509e-07,4.21022760269379e-20,3.53163818047795e-06,4.02898899405859e-11,0.070890696013203,0.0093800184727107,2.76376325731822e-12,3.73359381642345e-10,1.63285836418569e-07,0.000456341821809573,4.17651843059553e-09,0.00016606642703952,6.55214859363465e-21,1.71119660905079e-22,3.11050870818269e-16,8.07369002641293e-05,0.263674337175652,2.4704549398951e-05,5.770277579374e-06,3.16997479848133e-22,6.38887381067617e-31,8.4774388891313e-20,2.35248426439058e-25,6.26613074701652e-23,4.06849473545491e-22,4.11864059846938e-13
"X183.1",1.92286068247496e-13,8.58109862155103e-10,1.04718549656312e-21,1.29040640381758e-27,8.45295345023509e-09,3.68856154837316e-26,1.55875019849615e-19,0.00680380016221691,2.0051078994608e-23,2.78463222966708e-26,0.139462863458286,1.31023325333719e-23,0.0214017537202133,0.206885176482449,4.27983032506183e-19,3.98564273162739e-17,3.09536849703143e-14,0.0177005275687067,1.06635842318642e-17,5.26157192553045e-22,0.0522787803908409,4.71503174669405e-09,2.52465702692582e-09,1.37249265449e-27,3.15100285259769e-19,8.81971549928715e-21,9.09763237917387e-12,2.29176915598787e-12,0.388707102478181,0.0321660780326994,1.26931358521053e-25,1.67281778431173e-12,0.00494372791197432,5.03014200738777e-15,3.46023099889452e-26,0.0244627680004138,4.14923044474989e-24,0.00431173482397037,5.66156320356296e-39,0.00784374231901298,6.31247595869518e-09,4.01644055577246e-16,4.72984207720764e-15,0.0129389998160075,7.41432913366415e-08,7.85295087903611e-12,3.37465118488198e-25,6.40732695189922e-30,4.82468795899988e-23,8.91626088112475e-13
