"","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15","r16","r17","r18","r19","r20","r21","r22","r23","r24","r25","r26","r27","r28","r29","r30","r31","r32","r33","r34","r35","r36","r37","r38","r39","r40","r41","r42","r43","r44","r45","r46","r47","r48","r49","r50","r51","r52","r53","r54"
"X94.2",0.00140309894644633,3.40098892608043e-18,1.36868327676578e-07,0.0190644734534696,5.10975426372794e-26,4.57632062564168e-11,0.00738635601452491,4.05395204002361e-16,3.5497175000782e-05,1.41872148120879e-12,2.50562484847231e-06,1.38101835718423e-24,3.7203826316415e-05,0.00264957323667039,0.00031905900488951,0.103712732962048,0.00486066051710218,1.96161546356e-22,7.23870462598984e-21,2.95418258734561e-14,1.306532460433e-09,2.84616957137527e-10,0.00207826777387732,3.69207189946542e-19,1.62536216365103e-18,0.438172047293113,0.00535484793673022,0.0452589383922538,1.5205709440153e-17,3.12547546148466e-13,1.42280879539404e-21,1.64998052390246e-14,4.79897892326776e-16,4.3497656299748e-06,3.3930627876889e-08,0.0599653416411407,0.00778170818366316,7.21277390147781e-08,0.00532196986093194,1.6315519906834e-11,7.60262370760591e-05,1.09336329519308e-06,2.14321981592027e-22,1.17342329690805e-22,6.00231823925092e-16,9.58914784923181e-36,4.5200504251488e-07,4.14364343230425e-10,0.137889464649927,6.09414845058901e-10,9.46352208165937e-09,0.107451955280862,4.52685037919489e-06,1.85719981068732e-19
"X140.3",9.5607178493249e-11,0.00499024098034158,0.113163080164236,5.89791260301213e-20,0.0185893591578807,3.92178352988557e-05,3.51702087411125e-05,1.34712157348397e-12,1.99141758262313e-15,0.00663351852868393,0.00564584013438094,4.08176652532093e-18,7.17001852129963e-32,0.00579292089780902,1.69780737705024e-11,0.0413473195300474,0.000922023224053057,0.00390387840433255,2.16057955858077e-05,1.21881456013828e-25,1.10606371425138e-07,2.63098762582741e-12,0.0412400035753081,0.00389407599260187,3.61052943211571e-12,0.443989435431677,0.000483983629954593,0.179886800322048,9.71094071340198e-19,2.88157649304153e-10,0.000104515006750978,1.17909816058363e-16,4.49821092060019e-06,2.04064849858489e-08,2.48119088470336e-06,0.0226367859704926,1.02070665118776e-10,1.11380370755417e-13,0.00503247957740542,1.89525872257545e-22,1.57375485179e-08,8.72569677206718e-09,7.07788963650776e-14,2.6215839563127e-16,4.37231978681052e-12,6.39796808771033e-20,4.18144690566949e-07,0.00909415834280863,0.0258084191184532,6.52536322199878e-19,6.70291359846702e-23,1.78576016759156e-40,9.69289509357693e-07,2.47673803897312e-06
"X82.1",2.63101173590376e-08,0.00273017053542288,0.219382963851169,4.1662666861216e-24,0.00315988238162236,9.10636222560381e-11,7.40082811592226e-25,1.17910913890855e-06,1.25488617129077e-09,3.41970012748463e-06,4.84617227411428e-15,0.103386729453292,0.0206459209520284,1.2503886753505e-26,9.06281750486112e-21,3.9393747580107e-16,1.70856256534257e-28,1.28198462071888e-20,1.01979944633452e-06,4.19536491386613e-08,4.78848556943604e-16,8.3971829769327e-18,0.030158217229088,1.60735534314723e-14,6.32306844180755e-12,0.276772082490645,2.19753259837527e-19,0.234631794046059,2.03926160705223e-07,3.27977956665974e-07,0.00337758259958523,1.42460996121355e-06,0.0077353775675714,0.000120793935442731,6.16126324085083e-12,1.97263470773219e-28,1.27944872783177e-17,1.72965181062849e-09,9.06221474803453e-28,0.0170186318861638,2.92179240056923e-17,1.88483288110964e-41,1.82445769721105e-13,2.24537744184649e-08,1.48048754988169e-08,2.38294637279204e-09,0.000362079077796904,2.49564759175699e-10,1.3010871913264e-09,1.15329250530519e-14,1.49218483252136e-11,7.25532916440089e-27,1.12597443481845e-07,0.00665229881619604
"X41.1",1.54663432235535e-11,5.80352016352262e-31,0.182768978079698,0.00448187878642846,0.0067773138736988,2.17481670264939e-34,4.51484460277239e-33,8.16814227511537e-18,2.20554545129259e-29,1.29370688359442e-33,7.29383865408698e-28,0.273034946199049,0.0684615860069671,5.70793080045342e-37,3.49932181776628e-29,1.03433822627527e-66,3.04645890661471e-21,8.71371220487073e-47,1.84720124067981e-18,1.87929994655684e-23,1.65274552152528e-29,7.39033851574466e-12,3.03755487229495e-41,7.35952712595789e-31,1.94716148839297e-28,0.11007278358151,2.42583064976977e-41,0.170703665876293,9.0725989190389e-16,6.40881252580204e-13,5.9670019058312e-38,2.27796532327171e-21,2.59630686328473e-19,2.89620018747972e-27,6.99386144396256e-29,9.18694033245703e-33,5.65377513930465e-32,4.83409248172544e-27,2.45513446934519e-18,5.96295614143346e-09,4.57106234681662e-29,1.12229719694927e-17,7.49588778832173e-14,7.10256773328088e-27,2.46494746150378e-26,2.48998256160352e-22,7.72110402354736e-22,5.21244695195566e-28,1.71577681551781e-56,6.85065793155174e-10,2.5141354857573e-11,0.187529799066542,6.74566621450089e-44,4.40044746659428e-12
"X83.2",2.63185905381572e-33,1.67301843113008e-19,0.062735928512713,0.115130355718441,0.0122695815123494,3.06598575869648e-35,1.46460814211282e-33,9.57212281050662e-11,4.04333273153715e-37,6.66837145048663e-20,9.94770732130903e-23,0.353652004100382,0.038213070841626,9.01786180525245e-39,6.50281668288283e-35,1.065712935732e-72,1.46986243009326e-13,1.134296576872e-70,1.5114640097449e-10,1.81277270128307e-37,5.91553991894668e-23,2.3642543141504e-11,2.02004242681098e-16,3.81568681555347e-36,7.16409393605297e-33,0.0338922531014071,1.60492508741822e-40,0.074335293225106,3.66697962249745e-10,9.86780009507162e-21,2.44927499447866e-41,3.95154693609838e-20,1.22468221072567e-14,4.52060782000302e-30,5.39438391906267e-22,5.9643796861712e-18,3.83593227024487e-26,1.60950539552943e-30,1.58021366769851e-11,1.55531181461075e-25,6.44960758260853e-17,0.0731327506600575,9.60908071702e-24,9.82282550572709e-32,2.33474089054221e-34,4.27677445588381e-18,9.02343889217045e-48,5.98310781328027e-37,1.43154759598251e-56,1.18462183311252e-33,7.75249093364246e-11,0.238526403920481,8.9019710050482e-60,7.74355230349714e-17
"X177",2.05024012641247e-31,0.0201932166152661,5.17967491999291e-26,0.180081815259757,3.59127623658451e-37,3.98725556517588e-24,8.61581780297826e-41,0.00466506080687455,9.75498982304845e-29,1.17172762838737e-05,2.42989620893085e-28,0.346504711079891,2.86662190093474e-57,3.4272056452182e-21,8.27390829297785e-21,0.0159286821358764,1.02514190936868e-13,4.41024208905926e-60,1.00272961843103e-14,1.36343060501249e-18,4.90701064035783e-16,1.00135813611689e-18,0.136742588278516,8.13083534013657e-30,7.7147190147284e-05,0.0227820097515431,6.56728212011289e-25,0.0123800881453965,6.97186196324453e-16,8.74123014447439e-11,2.39806724349319e-15,0.00499030578925917,1.35536448337255e-13,7.6889692524622e-17,3.62747008243597e-07,1.24192421931441e-22,1.50695799431511e-15,8.67674923743813e-20,6.15724710993978e-26,3.84517173358811e-18,3.10793666806683e-11,0.144027392913268,2.7228998817924e-09,2.9562912690435e-24,3.06354023046746e-36,7.78960429269426e-19,2.88858518313993e-33,1.69756151262322e-26,2.90208722354534e-14,4.48663059976277e-31,2.38564747787561e-10,0.0879480962563198,1.86377597242506e-24,3.04004632449779e-28
"X207.1",3.01362649198847e-30,4.04139980169436e-07,2.93291409883069e-39,0.106750685855397,5.51537778411273e-21,4.28655725742895e-38,4.40080869757338e-26,0.00193360903733001,9.48934648767253e-20,1.22816775545421e-14,4.13678262607127e-27,0.365108412343084,9.08077231736558e-29,0.00963217745246579,0.000361657075549069,0.124395233622623,5.84010445467617e-20,2.55299018558116e-27,4.90021039965251e-32,1.41407670899991e-23,1.54634112469464e-09,1.95441345386452e-25,0.307266161679805,2.73913855889495e-21,5.09067437065859e-11,1.28289550196649e-05,6.02551364652325e-31,9.26600568585901e-12,7.10560378658432e-26,1.40661598862062e-14,2.55055155226264e-07,0.00212944620749144,3.2973590168013e-24,4.03982740171492e-16,1.60131423802003e-15,1.47571313764498e-10,3.16799001808549e-12,4.09048643682889e-27,7.10954225388057e-21,4.33093609592131e-11,3.03917689432028e-18,0.0709473727998108,8.52790661793257e-06,4.47589107948248e-26,1.53135544078419e-25,2.86065497892606e-21,1.35526387872547e-33,0.0236418374720406,2.70113717829577e-18,6.24834627546075e-34,1.18841051179009e-21,4.17641605910344e-16,1.03186995362579e-14,1.94849423242662e-32
"X148",4.57852204525984e-27,2.29482018293524e-38,5.57878131663281e-35,0.00841531083007654,0.0459926001191144,7.87244818273582e-30,1.4460528012997e-17,9.52965424940175e-13,1.87347763502089e-14,3.79201320494887e-20,7.47746867554431e-26,0.302215466247983,4.99596353670602e-13,0.0986285817696285,1.66218749842802e-16,0.125891890016237,8.01326620653798e-29,3.10778676654979e-48,1.17805432104096e-27,9.08420191779699e-18,6.00080925385676e-10,6.26341862826557e-23,0.257689934118585,3.78688915324645e-31,2.47848070844241e-35,3.03071282545658e-21,6.54235987826234e-33,3.89006238305577e-19,9.30736437866475e-21,1.79032643410988e-12,5.32083481286134e-21,5.18028639308024e-06,5.95773156451358e-16,4.68250593179037e-25,5.67033445171946e-18,2.00754171195704e-22,2.18494759422818e-12,1.09740096136065e-19,1.69576553256756e-15,1.34668034340118e-05,6.10607002267826e-19,5.53698753099449e-16,1.79678042180636e-29,4.81837194660207e-13,3.0115802264742e-30,3.11980137825879e-20,1.1481640075465e-29,0.142615999379276,1.33567315208501e-10,1.98559989736035e-29,2.44905173179607e-38,1.79910254461831e-37,5.5108118207631e-20,9.20684586476764e-47
"X118.4",0.00236018035751834,0.00106314976677883,0.000215797473861365,8.2026968965619e-20,0.113846815176042,1.00811942511885e-08,2.86364889535257e-09,3.80831186924661e-23,8.21496080734767e-08,1.26972368458913e-05,3.10579310781694e-06,0.15730149117889,4.66061654313556e-06,0.194351261431526,0.00414977705280403,0.0387371136861916,0.00232501771417189,4.94695785885937e-32,3.57946156118615e-07,0.0055203194502025,5.93743070464273e-05,1.48068400301994e-10,0.0803242667777173,1.75722962140075e-10,4.05867173927275e-09,5.44999458941574e-07,0.000381774444380378,2.52944285102363e-14,1.33017061652012e-17,8.40001696404608e-13,0.0107967273709562,6.4869033780671e-05,1.64512866967396e-08,9.30892157099055e-05,3.35976685032564e-05,1.02994881233707e-15,1.27667511445079e-15,1.75679402259855e-23,7.1165856478335e-14,0.000359798683439104,0.00457406749812087,4.92424939872504e-42,2.32719866153992e-19,1.18123886358707e-05,5.76890221559729e-46,2.22892977832982e-16,5.02759606431632e-12,0.270120365021661,1.27588263278521e-05,1.61390038794017e-10,2.61888226866167e-13,1.74544785066975e-05,5.23777870108813e-12,0.00322091470509837
"X119.2",0.00279324968605602,5.18024238544466e-14,0.00230882588735482,1.94166435940242e-25,5.707799162444e-06,5.02917834004284e-19,1.05549348787586e-05,2.22629567910086e-10,1.27980732687355e-12,0.0160291904907786,0.00838548332924379,0.0835227636024552,1.62827454736351e-07,0.19853493444861,0.00554202951971463,0.000226980904232712,2.59063542443242e-10,8.02658534460029e-17,9.53734061635426e-11,1.34946826225514e-12,3.09597182600884e-10,3.6713627991753e-10,1.16436693776327e-05,3.88416458948622e-14,0.0390170422399369,0.00513442252121865,2.57167150592048e-23,1.43494186082132e-09,2.59338387763201e-07,1.00385783140759e-16,4.47987869790635e-14,3.61373039372109e-05,1.72710412701522e-19,0.00943001956622467,0.00220564445104443,0.000138777454235591,1.21646371177162e-18,1.05365978642892e-12,3.4124797030234e-12,5.76696385614391e-07,0.00305120854817533,1.93206282963659e-21,0.000873276017331911,2.98283107272426e-07,1.02814247774426e-34,0.00259099038295761,3.3946677604318e-23,0.287614812521783,0.00210583957677969,2.07392661421509e-19,0.000255608961714477,0.00374205174867939,3.12226721764012e-13,0.162004422360667
"X183.1",1.66312709013343e-23,2.09633213694816e-23,0.000385982989829793,1.0600796503547e-05,7.8612222388239e-26,2.69179292284378e-30,4.02607723338954e-13,1.22376496635099e-08,2.79215095485921e-44,5.5397847475837e-35,1.10194227901029e-16,1.16110367270776e-20,9.95043385475358e-25,2.15427789494601e-10,0.0882510310120291,6.52388158325198e-15,1.03481075489749e-42,0.039665728462833,0.00714112042722911,9.62547076469806e-11,1.47543768044487e-12,4.63202705805119e-29,6.86927026470848e-10,9.14242296644581e-15,3.31312255365933e-27,0.0270517106857036,3.39424497942169e-29,4.09797136063614e-36,3.60066821650022e-41,1.18914626963623e-25,7.60563891360832e-37,0.0136031082156708,3.22592428094098e-17,1.89520553236328e-23,1.07761781454724e-19,3.04524081893423e-28,8.02948987019442e-08,0.0128426052364067,6.86085606786241e-24,0.125441277899131,0.414290696758349,3.24376815553469e-18,5.99927158179986e-18,5.25953601337887e-12,0.00047960460102279,3.32566976204945e-23,1.17005589468569e-18,0.014000365028041,1.34169415991203e-11,3.96978384070147e-51,0.000583768568878517,4.43155924398579e-14,4.04499960265597e-19,0.157196170135609
"X222.1",3.14567496389086e-11,0.00447470208479026,0.00290987321495496,2.26051343616361e-11,0.0486058125072198,1.28311145782315e-11,3.45174431035836e-20,4.85590786766788e-20,1.40945986829622e-17,2.26262096409915e-14,5.22354846533279e-16,2.81981659919494e-09,1.82790986774895e-05,2.064391692406e-06,0.110273660031508,4.94419059826769e-07,1.43550140535276e-12,0.0466004197501384,0.000203796309744816,0.000124818357080161,7.74004440868083e-11,1.2418349812652e-12,6.01456826873509e-06,6.15735378446229e-17,3.90032092482275e-15,0.0296970623367976,6.63589261168699e-07,1.14119748716605e-17,4.18939321417117e-09,2.57492600511973e-19,4.63301979510126e-23,0.00228445563850297,2.08085725783528e-05,8.10608971164473e-05,1.12964480844805e-22,0.00401539230855857,0.000887443234406977,0.000207146949713956,1.20597856262325e-12,0.221919341437544,0.390010412850788,3.1573289723849e-12,9.90965693972702e-19,8.97073210680278e-07,0.000143325740326439,4.82464444479262e-18,5.51147865338757e-05,0.011344299871011,3.64654975732715e-31,4.62400356636107e-30,0.010296184901682,2.6333841320087e-17,5.89994432105678e-19,5.07801315512611e-18
"X144.2",8.87177893675536e-10,4.29953119245223e-05,0.000697042448936806,0.000359019863083628,3.59410589801827e-15,0.000542485218609014,1.21938149725432e-13,1.29419382862343e-11,0.00178586411755055,1.83526247310113e-06,3.26173039075992e-24,3.23206087723645e-11,0.00481249054608383,0.00466382198406043,0.0930500130543592,0.0191848474210621,4.89515386477944e-06,0.0517644741732872,1.99747629253431e-06,2.89324110525451e-08,0.00134594220726788,4.80939823912896e-10,0.000826017077380392,1.47029742016201e-11,0.0052394644622079,0.0298724288312954,0.00152412480075344,4.0698713144134e-08,0.0050733575430927,5.20700459902343e-05,0.000164375114056528,1.07435169998857e-11,5.49852684028764e-10,9.45328163744542e-13,1.04820207794231e-09,0.0164401517207897,0.000705539080837635,1.41708965553739e-18,0.00315432921333361,0.350814312956224,0.226909287926362,4.66454708575447e-07,4.06887558569465e-14,0.0102616436606467,0.00212548147586154,0.000585739745550523,4.48914730900746e-12,0.00879520081053994,3.15788106814515e-08,2.16026758017798e-06,0.00190243632227634,0.00289664422106229,7.74783170648758e-06,1.91143419915365e-50
"X111.2",4.12942296814287e-10,9.42226286446945e-08,4.88581300268683e-19,0.0103330505741775,3.05820434368333e-09,6.52016835246678e-09,1.35280279545206e-11,5.92195283107536e-06,1.89483862290796e-06,8.45218342124276e-17,3.77832905022587e-20,8.92026092751401e-07,5.73677491151898e-05,2.29196538032814e-07,0.0379021847186759,0.106165862430149,0.000444490285786014,0.0331260290886656,3.57057304025423e-07,0.00542312190816294,0.0053047826571345,2.50681921988095e-09,0.00735765049801072,0.00117594047276138,4.2244248877758e-15,0.0372545697121083,0.00101666036253599,4.80909951017209e-12,0.00686358727493774,4.78231708273771e-07,2.42503393649211e-05,4.53467633193808e-11,7.83355613327185e-28,7.03840496485588e-29,8.65745095350344e-08,3.02707397424922e-18,0.000180022755275163,1.05592337748249e-12,2.09618019677205e-07,0.402007536874288,0.0828733783408574,0.00182333898308654,7.95244664988932e-09,0.00872078310823987,9.75683766774107e-09,0.00297792475332973,2.4868532965318e-20,6.0723644148297e-08,0.0425583090142589,0.0027435497331898,1.71991407069997e-17,0.075605707258349,0.000627638027028782,0.00708219488180263
"X105.3",1.03478810297094e-14,2.49972700026536e-08,1.5250154002951e-28,3.61803607365751e-06,0.00423222246416543,0.000375873369999684,3.66127625997802e-13,1.15481037515731e-05,4.29946338672911e-10,3.88864655358227e-21,4.7255091948066e-16,8.02838742006338e-15,1.38995509822613e-12,1.01551746026493e-23,8.82691116397213e-32,0.251166362461793,1.05980162036073e-24,0.00672812291361523,0.000161223630808228,2.19330958266818e-10,6.26245805521389e-16,5.27927891171627e-21,6.63025340671578e-13,1.61308567495305e-08,5.77512625578422e-14,0.0749967474813899,9.69557079601166e-20,1.0896852993592e-27,0.000123840856156509,3.58612856025231e-18,2.73297249475681e-15,3.07701806103102e-07,3.05124651786726e-26,1.02300899765621e-32,9.17333159766364e-22,2.13268769047361e-36,1.82788176028223e-32,9.20114513584834e-10,2.49427064026682e-14,0.31384184614237,9.87118203340642e-38,2.82111522786882e-17,1.95999793989115e-05,4.38691351361016e-07,1.08549485187339e-06,0.0071991869743218,1.47456781264621e-06,1.51404214024228e-23,0.0872753664534836,5.51713319764783e-10,2.04463383437816e-19,0.19686104507846,1.40741926703892e-17,0.0180982427564013
"X63.2",1.47986515135642e-21,1.0866594258782e-19,3.72482506602276e-10,3.45187637846588e-11,5.21878771277854e-12,4.94179727426617e-19,2.23794733147505e-19,4.04807262033512e-24,3.16050324861109e-18,4.78649802002321e-26,3.19056904408941e-13,1.51886780502949e-18,1.76670713717677e-05,5.31147372438384e-27,1.64604890259666e-25,0.36493187779963,4.03340269031144e-25,0.000422583572418727,2.87971788921263e-09,7.25803774032222e-16,4.5222273814194e-20,2.40274870466903e-21,1.94552907542845e-52,5.53446210021336e-22,1.05632055946723e-14,0.189956374349096,1.99873384830092e-18,1.29212702890275e-44,2.08633898913037e-07,3.8066338614011e-13,7.38124501369419e-13,7.83521315007581e-11,5.11352919688878e-11,1.8916638015424e-05,1.76502818902464e-22,4.47670872298894e-12,7.25394611314036e-10,7.15942793992814e-11,2.86257536989502e-22,0.120170909731406,3.84484141888157e-35,7.49978189169001e-25,2.54012432382756e-22,5.5987959053388e-13,0.000390769855470178,0.00355250581611445,9.85249631149151e-12,1.89918143666276e-23,0.0695773544697405,1.75013620358151e-17,0.0138004695727081,0.272995904170642,2.93502304965701e-10,0.0040895990479519
"X73.1",1.17679894891817e-11,1.58129510667386e-26,0.100788603989838,0.00498048062760064,2.59495854625861e-35,1.23581716414897e-15,0.00223750189878272,1.49177459930692e-25,4.77534200612895e-14,6.02746985933592e-17,6.878594564495e-12,3.90073579647474e-22,9.77548543372948e-09,1.05653967956504e-16,0.00657998544195759,0.364017087153212,0.00203319675201716,1.11858551822032e-05,4.16814395541732e-09,1.96798845277958e-23,2.98147160717082e-05,2.26409929988058e-13,2.76077784128852e-48,8.3034042491631e-13,1.00886373255499e-23,0.2776988112703,6.0284649749231e-05,1.2635908082484e-45,2.41408023043826e-22,4.98625190769269e-19,7.28948466966192e-26,4.99989745946848e-24,2.30837504694802e-31,1.56898961420172e-21,3.9798578720531e-18,0.011408235377433,6.10620552343557e-07,1.47793606440898e-12,0.00316484674417278,0.0106317835533139,9.16212024081664e-16,0.00221516021129301,3.62640970363403e-22,1.87468313186287e-08,5.17069662051641e-05,0.00570009479381653,2.03739978474368e-13,1.43245995088023e-13,0.0129218696360912,6.21340122981203e-21,0.00288839017470327,0.227555799998765,4.92007058149536e-06,4.53325787041236e-28
