"","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15","r16","r17","r18","r19","r20","r21","r22","r23","r24","r25","r26","r27","r28","r29","r30","r31","r32","r33","r34","r35","r36","r37","r38","r39","r40","r41","r42","r43","r44","r45","r46","r47","r48","r49","r50","r51","r52","r53","r54"
"X83",2.88265612897705e-24,4.83954853680949e-12,1.65406201909629e-05,1.59733729368824e-08,0.253381767908903,3.20682114230689e-07,0.236609844081783,0.229094734110821,0.0106354609113544,2.2084731494761e-29,0.0170372558211985,1.57433688260652e-09,1.45199901445854e-24,2.32698513953802e-12,4.43212464436176e-09,0.00718274799313743,2.5825745914241e-14,2.69321177441768e-20,2.67879915851824e-11,6.58332845972719e-11,0.00987260206736463,1.61663328636902e-05,7.95307181052379e-09,1.36089165263693e-09,0.218709811909906,7.57890339465858e-05,0.00040829561570685,2.09434635804216e-06,6.6195800188063e-11,0.000276839305494254,1.33763167363637e-08,3.1446844925492e-10,4.30893364170232e-08,0.000193798487420444,4.54149769442178e-20,3.33229318207405e-07,8.50128303004689e-15,6.98253756037148e-06,1.56152148870489e-08,6.08875751505737e-09,2.6700791010907e-08,0.00675657346312927,1.26447488131139e-26,5.62372243910667e-08,1.53148118049238e-11,6.96217041707833e-12,6.78074616181017e-08,8.46137514984862e-08,6.74887550039796e-08,3.45945164843816e-31,0.00621017573357646,9.56054080882439e-14,2.08600237248004e-05,1.53970026039977e-21
"X91",2.74154380162485e-14,6.7557741806836e-16,0.00212668668784768,6.06477434986208e-10,0.0413185645888754,1.00615874565257e-18,0.106329056793352,0.200024973626529,0.00471970917268291,6.47219579979944e-26,8.30510944448352e-09,0.00566382110567366,1.76588012799179e-24,0.00734972912508596,3.4705549566474e-05,0.00367275809004642,3.05073340449846e-12,0.00116099072286762,4.17455021342414e-07,3.56704527444508e-14,0.02011447942989,7.23653998711921e-19,0.042752322541109,1.72886526569325e-09,0.360204485956142,7.40484410217148e-16,1.23159642052419e-13,4.07650237162569e-09,1.48596839581646e-18,2.72902112456866e-21,6.74565095541049e-15,1.14241841005309e-12,1.84310702719938e-06,3.22493979608914e-16,9.7206037277041e-10,7.49243528551271e-17,4.95767400657276e-20,5.51554367440506e-08,3.33226442736192e-05,0.000978574144403652,3.51548939368814e-37,0.00473114050491232,9.46468414007746e-10,0.00631573446192834,2.42509976914853e-18,5.32485825937813e-11,9.28427486374179e-08,5.0653877459727e-11,7.57491383597233e-07,2.65843777979556e-24,0.0132943634691197,4.80632933112957e-15,1.07372916742411e-06,0.144008845802712
"X55.1",5.38703840126427e-11,5.6666004781119e-14,0.000522565404346526,3.48934941478462e-19,0.0475229797982696,8.04317143435638e-17,1.06915770646379e-17,0.0261322055101453,0.000812792332102214,1.06183759401422e-11,4.01060686856812e-12,0.00179210725032926,2.02111328626821e-32,2.27299373345903e-13,0.000442507024397745,1.61577058038345e-30,1.39630870116925e-11,2.96340596361019e-09,6.62083868177275e-08,2.23213531032855e-11,3.40337935965891e-11,4.02418337918799e-09,3.03067956100962e-05,0.228378156081652,3.16728656199324e-14,6.22358219362037e-17,5.69200768507118e-12,0.000970335030037275,1.73163986461634e-58,3.64898787702957e-05,2.93110976411444e-22,5.42754250317115e-05,8.64774110139436e-35,4.17436159908339e-09,3.83105104835568e-60,1.7273222045144e-13,0.193035240222522,0.0160121828070426,3.64363037656192e-19,1.95952915697441e-06,7.86314145757608e-22,6.20454609512513e-06,2.90715186778274e-07,7.81624096358545e-21,1.07895034291981e-05,2.44984696791149e-29,4.25406059110183e-22,5.154231260089e-22,0.0042155530549315,3.97610014171458e-32,0.240336786844166,0.000141006663325312,4.99096609652333e-28,0.192613634823091
"X63.1",0.00750828113429434,2.68516197029009e-17,0.00013284804926207,4.22086206950057e-25,0.121509190558137,0.00121628173463014,6.99781409127707e-29,1.1094649652041e-09,1.0984853916282e-23,1.19148617937719e-12,3.01637917461242e-11,4.96430664821314e-21,3.7537431271542e-12,8.87686690309206e-19,6.98854214113021e-08,1.10249097682744e-12,1.1461770584214e-09,0.00762768201708683,1.48500573998509e-09,9.36800186207626e-08,1.92064687635303e-25,3.80905064455015e-07,0.0102049395428579,0.161945743861398,2.58034711456643e-05,6.88020920542208e-15,3.31751870709671e-25,1.81493488441439e-12,2.56163746330903e-23,4.92472052457795e-10,3.68743870636178e-39,1.84554166888879e-09,0.0295585219856289,5.06041471918934e-28,3.03396725407217e-16,3.20553952138255e-13,0.222950211217012,4.45880386061032e-08,1.79485747496619e-33,0.00456429576588003,0.0110832593462886,8.00415807214019e-13,2.73483378755095e-11,7.59384297664857e-22,4.11134121524045e-06,2.40008113326408e-10,1.17683306322799e-08,6.79498464743398e-06,0.0114661378634825,0.0334260752235287,0.367967323215614,0.0148790111156342,2.52072097315125e-30,1.8321038196098e-09
"X87",3.97128497938012e-26,1.78514968720577e-45,2.81348158485823e-06,1.96461611877452e-20,6.6890414368897e-11,0.0870032991301892,6.56149134069598e-19,6.74766068167584e-14,8.10155789999589e-67,1.76393908820122e-08,1.71340402412855e-17,2.60111044050788e-52,5.76009249176457e-10,1.20009719588824e-10,1.55453252151225e-30,9.32251650338086e-07,4.10193894700637e-11,2.79532482772698e-25,0.00131017478657276,3.64663775030161e-21,1.24442924379466e-20,4.68466297268623e-26,0.0519683183446401,0.028428486132396,0.0230640367796205,3.45339432555445e-27,6.18314290339498e-32,2.12672142004026e-20,0.0839441568318117,0.000513536816334127,3.14493760950786e-41,4.63130183398037e-14,0.101131603825412,1.27624807118539e-28,1.37956383231661e-13,6.5624985771759e-17,0.135562806887849,2.88552949933177e-22,2.30589279759089e-30,1.26667945991661e-15,0.000277231573737221,7.58042544938375e-13,1.31546469144117e-18,3.73713063351233e-34,4.38024240115194e-23,2.04140794249708e-24,0.000247815580269852,2.35316957432168e-13,3.54255695131923e-09,0.0999959637731905,0.414480805708297,1.39926936389798e-05,1.14004864272702e-39,1.77550892820259e-52
"X106.1",6.66329762264510e-12,7.27293826213177e-10,1.67104682154691e-09,2.59063931488965e-17,6.0398393745032e-35,0.328271805595694,9.70031953141539e-10,4.68626037603259e-21,1.01038859115104e-37,0.000233374628858247,2.37979169275722e-06,3.92894534008327e-32,2.42899095103025e-30,4.5027269470663e-18,1.48844255164285e-30,1.03128531565809e-14,1.43741145614741e-30,1.66238952406518e-23,0.0285847312700136,1.94491422433471e-21,8.6308276343125e-07,1.03450801466217e-13,0.0383438639124754,4.58396631501581e-23,2.28750094317854e-24,7.73690182347771e-26,1.64097653535723e-17,0.00174271635342341,0.12557488559171,3.4612998140479e-15,6.13432872654105e-07,0.0456741006136098,0.0508535534116761,2.55086306216037e-18,2.63577531483079e-37,1.94501166635384e-23,0.0435169690783573,3.9760666380003e-12,2.0087956059319e-29,4.30526604972793e-28,1.13650443938135e-07,1.64480271587274e-07,1.00387464451837e-10,9.40703431522473e-54,3.39487127284355e-11,2.11325496418208e-31,7.50366599750106e-15,2.80250161191697e-17,3.46551519871681e-15,0.0810809754423005,0.23876602743014,7.49604747174563e-24,1.43493797296304e-32,1.84598030505247e-15
"X80.1",3.92657677788548e-09,0.00861543769749984,5.95134180778317e-10,4.84828285380612e-17,0.0232520167300445,0.46867152195983,3.35387638729646e-05,2.26799631880991e-18,1.17581299598002e-20,0.0209457087047373,2.25260178443597e-06,7.36499479812431e-06,6.64338175912447e-20,1.43847730394997e-11,0.00770558330217685,0.000935365664591503,0.0551470771169176,0.000209552574914794,0.00302533379298886,6.32468306010045e-22,9.90146909042333e-09,0.0143770303041483,1.19852437164224e-12,7.37826398500485e-09,7.03593460555612e-17,1.85531695834766e-18,8.18923617880306e-10,3.02012033927979e-15,0.0402902223475535,2.75557444694239e-27,2.0740804872131e-05,0.167968925951443,0.000344163498045818,0.0107762425193665,0.0181757679916588,9.24478310714855e-32,0.00900637812518286,1.22925205611763e-13,5.67856975187119e-19,1.64196186176212e-05,0.00858420098186604,4.09669333053055e-12,8.66468011190473e-07,4.12639708435987e-14,0.000744834567414116,0.00489582883425929,5.84757229381824e-09,2.58314477438909e-08,0.00602411810122907,0.000126716471020497,0.0427824641117674,1.28513063229274e-12,3.98452105611642e-07,7.91013544624047e-09
"X93.2",1.32513668185838e-18,4.7471605340622e-46,5.25077593562627e-05,1.65919000867035e-07,1.43946777994733e-09,0.266357008129731,9.56352078553288e-23,1.275919505153e-09,3.84361968185903e-23,0.000227549000273181,2.26693938169416e-30,1.18715367417096e-15,0.000324647668472812,2.01555987020414e-13,1.35148118764392e-09,1.70739134230641e-05,0.283410498804845,0.0116620023485967,5.46872767320493e-37,1.24756068066669e-18,1.09390630053526e-12,2.09267630550926e-17,6.72434638491217e-18,0.00871714155317817,9.70477321582373e-13,9.79571809423657e-15,8.05921305484064e-20,0.00382875722864458,2.48356716256205e-24,0.0182725222339491,2.17886081299922e-31,0.232196185239669,4.73224717478282e-09,9.28449232949431e-28,0.0137726012216711,0.0137825526292148,1.4087527059648e-09,6.70716413993374e-18,0.0170608004092595,0.000448066863711471,0.000144330389715199,2.56817293448331e-15,2.89554418981429e-16,0.0136282622434017,9.33509490975105e-20,8.89394773475316e-05,0.00315605153300416,2.23612833174947e-09,0.00108020181961553,1.32770961203835e-12,4.16519536876481e-24,9.38836098947718e-07,0.00984604738616344,5.75528299454297e-09
"X87.1",0.000108751574239605,3.12526173892669e-09,0.000444989996782478,0.000350880415880373,8.59651552270305e-17,0.0335665998572723,0.00221960717570186,0.00139156255000429,0.00262224040067475,0.00018232118151944,1.34658211166014e-06,1.53352867996486e-21,3.40154301635401e-15,2.29317379170746e-06,8.31198834400756e-06,4.46543481037598e-12,0.458933052932237,0.00426138656712391,0.0123478190187964,5.03495558106432e-06,0.00884974545002356,3.78127132990112e-14,1.09256335349768e-06,0.00139704613157878,6.76143385601467e-17,7.75393440238431e-11,2.07034424995395e-16,0.00418993096256339,4.70965234759759e-11,0.0184530618554501,0.00494049264508631,0.132691695133845,0.00350721433460914,0.0603305621979464,6.70036439490417e-08,0.0613479558556477,1.88047809771949e-09,2.89602451187103e-05,0.0105555135674457,3.26882380356087e-10,2.36039956075558e-16,0.000925574606620193,0.00241473897435583,4.64937367996494e-10,1.48187321263844e-15,1.42887007443497e-05,0.0181285419742839,1.37904148288805e-10,0.00132123117838259,0.0227798748740392,0.000202389164910057,0.034518012334552,0.00200564853965519,1.63921852240025e-19
"X105",0.000118845384792905,0.0708994695779809,1.00758585762816e-05,2.87748550843757e-10,2.9098828437148e-20,2.68916060412467e-25,0.0136372610312853,7.03015647095978e-07,0.0151426410511657,3.04006333535193e-05,4.18049364756064e-13,6.94253023587976e-19,2.0629010771892e-52,0.00597460060631697,3.36607644134835e-14,8.19012257263311e-05,0.320585919537788,2.42699844922874e-28,0.0174157232586099,2.45833024757119e-10,3.10162988923142e-06,2.21932181644364e-17,1.58002556190338e-23,3.29096151405995e-09,2.85848415149073e-14,8.01772519356652e-10,3.7939435280735e-24,4.11626547155087e-12,8.14107377115345e-08,2.79230199053987e-27,0.0809030193088599,9.45669986923717e-18,3.96259014425494e-24,0.280007467045396,5.77426611258e-31,0.0412932192834638,2.02376621276827e-12,7.37633330276624e-19,1.37824215566934e-10,4.02390006008646e-18,5.09008192343493e-19,8.62963866163842e-13,9.93493688358462e-17,2.94248243265345e-29,0.00046144163986441,3.62760516648022e-21,1.54208894575187e-17,3.0210795667904e-17,0.00307866715256533,0.0117666562007729,0.0129000379955857,0.0418371762804668,1.41373599915788e-33,8.38182489800009e-36
"X170",3.56059300298608e-11,0.0238923290281454,4.47792423803304e-16,5.17004076360435e-18,1.40858269876994e-27,1.12857140741983e-07,0.00908220220810805,6.16076196600494e-07,0.032166226424584,3.097828929849e-06,0.00111804360667665,3.96763423700655e-22,3.10543914048772e-25,1.03918485628931e-12,1.19485764295309e-14,2.03593716138942e-32,0.0790518268508648,1.66182134258391e-19,0.000217905643418543,2.63395298569635e-07,9.69408538477249e-16,9.48344901900517e-28,1.53628852246979e-17,0.00111090351150678,0.0003743632998195,4.45414980470402e-23,2.30696583177996e-16,3.99602412116312e-22,5.9496047346442e-23,1.52460662587066e-28,0.092318574159102,2.32933023335514e-18,3.10407091168145e-17,0.422474828767761,2.09253861209422e-14,3.116049041379e-20,2.33052177118909e-26,2.03530686757264e-10,0.154957548147823,7.92204585971427e-31,6.77887332546281e-07,1.55838612031394e-23,1.68991603907981e-17,6.23502097290606e-18,0.0165129891068329,1.21620501804112e-16,2.79164046714672e-15,0.0033580282267671,0.0215627329940098,1.53036510159423e-06,0.0150947541574756,0.0174196672915591,4.25897977399228e-25,3.50161596406661e-18
"X127.3",1.02472932290255e-09,5.2415575326145e-67,8.29897211535256e-14,1.68792520349606e-17,6.78611847944431e-29,1.54542042207672e-07,1.34989324279667e-17,0.0110665601178407,0.0158207630079542,0.0961877083255668,6.67762820826921e-12,5.01492596161995e-05,0.0918553414790988,6.00571545346732e-10,1.26871195244175e-11,1.07980928699472e-23,9.27820122841023e-08,4.38977800420866e-13,0.00044788553089384,2.00053446816128e-09,1.46755662557036e-09,0.00034078343498163,3.75937722786748e-26,6.45385013086748e-12,7.42259544301924e-33,3.88599569192422e-20,3.86114372756006e-21,1.03834732634494e-11,1.86841582376548e-09,4.11300534946182e-13,1.39886143188909e-12,5.4936334755685e-11,2.20321946830807e-13,0.287973278472726,3.73771559654455e-07,2.42316433164066e-22,5.85706867575931e-08,0.00015827164468544,0.348218781870178,1.3390508259028e-12,1.36421371252572e-22,8.62594105995691e-17,6.94448715955484e-15,2.88000473338004e-12,1.00980493556038e-16,3.72567601724432e-13,1.3749768565829e-06,4.6916385865152e-17,0.0218109845252015,3.68100602530229e-20,0.00835870191657493,0.00788407619279095,8.97113950043105e-11,1.20113019375758e-12
"X107.2",3.89501729426895e-22,0.0501737239843696,0.00682651991547992,1.06788569548764e-12,0.0227316232846553,9.56104538847084e-05,0.00153590085247412,0.0261562431487398,0.00192766022417236,0.319203107229079,7.12905472080406e-17,0.00995934140369208,0.0655318998121533,0.00311807458035038,2.16801376494784e-07,1.41891469611413e-18,0.00376669862736577,6.02931982539345e-08,0.00766463349297161,4.81057295586015e-20,9.3392173065728e-13,2.2468481038762e-08,0.00468678116996817,1.32618455184947e-21,8.57430175102526e-16,2.02909619057348e-19,6.62125720292391e-09,0.00641256971214402,2.33107742139922e-11,2.16403980011335e-35,2.72182876280361e-43,4.26683748679249e-21,4.56703756300026e-18,0.0585420288423916,9.60538525389469e-19,4.2047263063332e-05,7.9383822929041e-12,2.95007222362318e-05,0.336277310750833,1.63903774839535e-15,8.1428959682416e-20,0.000208842763778525,1.00371671602144e-37,4.89635745228994e-23,6.97297635002897e-16,8.73051962369742e-16,5.51624612963178e-31,1.99868401676161e-15,2.15076984761265e-05,3.48205479049062e-17,1.2814288367483e-06,4.37877236343216e-23,4.26328163283715e-25,1.97926906335464e-05
"X94.1",8.07019188667435e-10,0.160635831043998,0.0064541565055901,1.15630305148436e-26,2.58389050679337e-69,3.05264738734021e-12,0.126970800566507,0.0395502835358932,0.00597508207061533,0.391690293160743,1.95981366722934e-12,0.0209811564943218,1.44614187905821e-29,8.82362499918071e-08,7.00350421379515e-09,2.79507585612546e-31,4.55385076282212e-15,2.95238665942806e-15,2.77317269221697e-13,2.42943424072244e-06,1.68770996826762e-19,9.492318547547e-37,7.87308987605048e-11,0.000114567518573162,3.40161333112982e-19,2.53848951524421e-39,6.03064585770857e-07,7.94519801228263e-28,1.12596491851858e-30,1.2665854877644e-51,2.14586803181242e-18,1.20517422189995e-24,6.71411387100004e-25,5.78556120700568e-39,4.70417792888486e-27,2.70030281445042e-36,4.20406587830807e-17,3.23478421709831e-19,0.146417903844401,1.52913638747156e-27,3.94139940688872e-09,2.05635130283168e-45,2.64959069235821e-47,7.62106472261112e-36,0.0416525882542899,2.54389282552361e-39,3.31276553533054e-14,0.000404877017769298,0.0100238101435995,0.00258869529127537,2.28480410148655e-05,2.65205502143865e-18,5.24817838980806e-10,1.63903645705219e-31
"X71.1",0.000629008335834182,0.0654402344014068,0.00240909538722378,1.28906740956009e-19,2.81436790231506e-38,3.50858067449056e-05,0.280695606126751,0.117456937652189,2.43325547132632e-10,0.245967430604604,0.000561204237780027,0.00806398508615462,2.27926060818557e-22,1.28165358018195e-25,3.0826496252391e-21,2.16965603357545e-14,1.85958029373182e-14,6.30195589642249e-21,7.97205137894944e-23,4.40446484217939e-08,1.53432277993117e-36,1.23276805254623e-27,4.44364214580306e-10,7.93794960364177e-22,6.14367598574268e-44,1.55472229922752e-23,3.3120706929908e-16,4.67966768386489e-10,6.60274296477176e-26,1.15286703306476e-37,0.00303392370593998,2.73366519799458e-19,1.07333890727994e-15,4.21812591844493e-21,5.88204924922076e-12,9.95313412840908e-33,1.09285997813129e-17,6.76512266297638e-11,0.0132978662146769,7.80643278219972e-27,3.73671085126446e-14,2.2397678292164e-38,2.06574529972176e-32,1.34528161118602e-33,0.157334777242776,1.28000055378597e-26,8.553502173991e-18,9.17418607379947e-11,0.00682813152172734,0.0135655569849095,0.00058990997866787,0.019389114062421,5.56442135260949e-06,0.00294423317936077
"X93.3",2.50436637340579e-07,2.04966113423316e-11,0.0015847931167457,2.3194585579591e-16,0.105209600027798,0.000114468038326649,0.269337374325514,0.315657722603383,5.63871029168693e-13,0.0470591142413753,0.00530376983105189,0.000871172509811919,5.68423830903739e-22,8.49658767515027e-12,5.36683778711932e-06,0.000944776526653772,2.95579460462109e-07,4.36660037908131e-06,2.50717533618957e-10,9.41342331862141e-08,3.11224675396594e-31,3.93989890631735e-06,1.16136029339058e-13,1.59912058549517e-06,0.0204307181089486,9.19344047674409e-19,1.1644594059189e-12,1.68005201408201e-05,8.61627419753647e-12,0.00626399706294737,0.000536615984584797,1.49378011311895e-07,1.49884379486541e-16,1.68676357611131e-15,1.47626226741478e-24,3.97658566768222e-06,8.45334800633678e-09,1.04498997392967e-08,0.00220733706037545,1.45993340702157e-21,0.000452342600752448,5.34333136654019e-15,5.61648621681099e-23,6.12356217571712e-22,0.167713245173963,2.58889811852056e-20,4.49684098920121e-17,4.24604889107421e-07,8.71893479212359e-06,0.0251359359861217,1.0281053867828e-10,0.00621349043873592,2.05196694708425e-25,4.30123377632321e-31
"X112",8.08703787775708e-18,1.15507081207597e-33,6.99609454722854e-05,3.02514552216877e-15,0.159811979449305,2.63346981705393e-16,0.144951860862683,0.4042562698961,9.79293224338571e-14,1.17861629935262e-18,3.34678164790451e-08,4.84140725297811e-20,1.2781245289532e-30,0.0205206612109728,5.90949608025728e-17,1.01930133517721e-06,1.06477679179853e-20,2.07748160922706e-26,9.08117888967949e-09,0.000336032573667697,2.65167194316629e-28,6.36409631166276e-12,3.37827402738719e-17,4.51185412900013e-09,0.192951714738277,2.4731349672246e-27,5.6074371878392e-10,3.14155958587602e-14,1.07141410150165e-14,7.06312653953566e-24,1.56802646661262e-15,1.05117475846317e-10,1.19711446592766e-14,1.56561066094754e-14,1.29228736877837e-32,3.2231379477178e-25,1.18119740613352e-17,5.20513755063416e-13,2.13710519035343e-07,3.36911070482202e-12,0.00609218741910213,6.97211898721759e-05,1.26378280734071e-34,1.13316650698858e-18,0.075052768616353,5.21714436542496e-23,1.71194980449445e-23,5.03941107763141e-07,2.09663135870294e-13,1.32215868627823e-12,2.39394656889422e-25,2.18015238781889e-08,1.01340424168316e-21,2.39065217754399e-34
"X83.1",1.93308896628594e-05,1.88569489734505e-25,0.00109003915286812,2.75208609104515e-16,1.63648784776933e-26,4.48152413321032e-18,0.0579368371410378,0.324822480866652,8.48854138435649e-10,1.00769485096308e-18,1.28833087461697e-09,3.4219085472392e-12,5.05855635771117e-15,0.0678332799714778,0.000280476690177999,0.000598097089784284,1.88761770751275e-26,6.85594500780395e-16,5.72506220422371e-08,2.38234130635551e-13,9.89282601666524e-10,7.29110006717243e-26,0.0263999799770804,4.55643595295846e-06,0.32471282843819,3.73751002252901e-22,5.10387873558781e-11,5.01758441679563e-11,6.52151261487456e-18,5.66818639487291e-28,5.14464952327484e-16,1.49366870180848e-12,3.05876097759966e-17,6.051167369792e-24,1.36679953804436e-05,1.86955003494325e-17,3.30454106962574e-07,4.08238152034546e-17,9.16559171919303e-13,1.50987461649205e-08,1.09697093412799e-24,1.95910018203555e-10,1.17686020212073e-13,1.09542568948767e-05,0.0209354402448,8.72967271436734e-12,2.81634104070247e-10,5.6467505912874e-10,0.000599171780284036,9.3991764730142e-28,0.000921349581494833,3.11907103324457e-11,2.975926353472e-13,0.140987328754962
"X41",2.47067760234489e-21,1.50871684739981e-09,0.00129991131574164,2.05236185469175e-13,0.0707930466914671,9.05314024987214e-32,1.09913465192859e-21,0.0196009321718688,0.000105755047230456,5.21754959934641e-14,3.04842749249488e-25,0.00454425157675467,1.146558329239e-11,3.51755039515202e-14,0.0208887484933711,7.51911959697233e-21,6.37759655505263e-20,8.1478658215952e-08,1.22732209305633e-13,1.42481362839921e-16,6.0593638739204e-06,2.13881558039986e-05,2.78264359568243e-20,0.128357740480524,3.79635747041822e-19,2.60072876659495e-32,2.88235692751825e-10,3.86242936096474e-07,3.85516104591822e-58,4.01470421757456e-09,8.95581416920837e-22,0.0100138331830002,2.40143810331094e-60,1.61977100200834e-13,3.9117875334871e-42,4.40800182344068e-28,0.329714577170079,0.0120754663626228,2.97796256009044e-22,1.0028201386223e-06,3.02320541121511e-11,6.02784386693206e-16,0.000140735985676685,8.49018854934581e-06,3.12212375174228e-12,7.28741372980611e-13,1.5651375029393e-26,2.16166702029277e-25,0.000741888320070705,9.71253554447558e-41,0.106811311242221,8.86256295489418e-08,5.53559036785671e-26,0.217209789828895
"X73",7.48982880560912e-08,5.32089171952182e-05,0.0091722473572967,2.90415191984795e-16,0.130323740742635,3.01995793992101e-14,1.12499935134286e-20,3.09851018020964e-10,6.26054650107134e-23,0.000120161291968635,8.96929067288303e-20,0.00219671081932489,0.000113206184653111,4.50636581193607e-08,0.0137406255816648,3.67700085258627e-16,7.75891619646679e-07,0.000138682599118193,3.39675941439144e-09,6.28185906228967e-07,4.14258427898034e-14,2.99808830725216e-11,0.0132744256951825,0.0686162002551897,0.000645352266434329,7.8329026079633e-11,1.21667705733512e-12,3.3994520089197e-11,0.000421194509800264,2.54265295242738e-10,7.23348997481081e-31,1.56036182544171e-06,2.29824073346294e-19,1.19839035233799e-12,0.0198503518299534,2.87147647941477e-17,0.40092060846731,3.86892911156379e-15,3.64527015708981e-18,0.0132485129189681,0.00045320214828771,2.75850938903362e-15,3.89305187942859e-07,6.00020755610951e-13,5.49836339356672e-07,2.93234474550228e-07,1.52962325174761e-06,5.55327180639447e-05,0.0154550179829414,0.0243058109031984,0.191568992062058,0.0120512211218239,2.3692848539245e-20,0.030025676817996
"X72.2",2.37628404528909e-18,4.47427343665766e-12,5.36073299801623e-09,7.06463063070055e-14,1.4898411416214e-12,0.0376386914057337,5.51924922992423e-08,1.54688892158634e-07,1.49387795062167e-48,4.06255391984463e-05,3.10039280763053e-14,3.2163575478876e-26,5.42522935824381e-09,0.00193332285309645,2.31601374509334e-17,3.20327759786713e-21,0.00307729871428793,8.94473861281744e-31,7.6395925095912e-10,3.73352885415317e-08,0.00340061742816187,7.35077458023073e-10,0.0314511534984177,1.62635248058869e-05,0.0169736068293195,0.0164140642513312,4.78582620541346e-15,9.37084355162884e-12,0.18547259930686,0.000496890449825739,4.71794722176793e-25,0.0232621411363463,0.0179885123084454,1.22266912148805e-21,0.00730185536299372,5.24872473651563e-15,0.28244027195412,1.35716675998866e-24,1.7556579328186e-12,0.00570023388259769,3.61598229840675e-10,1.27565675872558e-19,1.57125198286913e-10,3.81071969116909e-14,1.20142249994123e-17,1.35718882416981e-14,4.87840054595146e-05,2.37029855288503e-05,1.80120510603306e-08,0.0728915368518175,0.243880063153275,0.000998899984121678,8.39481404331008e-19,1.90333173216081e-47
"X114.1",5.79820574010534e-07,1.41711464875791e-05,3.37357414003439e-29,8.34710751171671e-24,2.1025303926122e-68,0.174029727617834,1.98014269523501e-06,3.16423570178784e-07,3.02955475550339e-38,0.00584776718322562,5.98863576372075e-18,2.61560825721747e-61,2.77871337568169e-60,1.00769366221701e-13,9.33013602273164e-59,2.18084796784285e-23,4.84473937595789e-27,8.7711640144104e-32,0.00961435867184555,6.53410942613305e-10,1.25294310970762e-07,1.34933651949656e-19,0.030559809009353,2.71124112952767e-43,1.69119880596465e-38,1.91611453088905e-14,1.49331596857372e-10,1.38098402543291e-10,0.260346183285301,7.46055308759549e-17,1.56468695629956e-14,0.163035008163278,1.43335510549702e-14,4.02047099467592e-27,8.05618487059807e-28,5.71117534074509e-48,0.107762742690618,1.91878517593603e-21,1.0971242028228e-43,1.83510288508017e-27,7.77582773070601e-22,1.378175107519e-26,2.51351061890207e-14,8.11118144947099e-39,1.19466678189682e-27,8.85842634981599e-30,2.3946207154228e-11,1.28254288187803e-20,4.94480145506945e-51,0.053090755704162,0.144921093935807,5.23720113037347e-28,1.1373243895435e-46,4.64037896174001e-28
"X125",4.65855568299115e-07,0.0112711916783726,4.81221526667666e-16,6.25912738962562e-18,3.43805025943062e-14,0.245626267702423,6.2203062650187e-11,1.44019605812645e-09,2.02822868150389e-17,0.0315645591377489,1.3762729068907e-11,1.90392702347955e-40,2.46467299730895e-30,3.31756120731461e-09,2.48588249183068e-22,0.00036401780418461,0.0246191521093122,0.00249131783352314,0.000740614195869576,0.000298494207870774,6.68758467646335e-25,0.000539394873564241,2.31066477136998e-13,5.81894568262403e-21,1.56359088575134e-11,9.49991800534659e-10,0.000758479690414911,4.67374562194491e-13,0.14730755873915,1.22112009183874e-08,0.00542259542907839,0.388741571786338,1.34616855310761e-36,0.0146016636343505,0.010954332356096,9.88971978067563e-23,0.0168783491670881,4.67646323442648e-18,9.30891282527188e-36,3.223494200678e-06,0.000135090056199455,8.99796979707913e-32,1.0504518932785e-18,2.70302747660041e-14,1.10434851605986e-15,9.43522645644314e-17,1.94686558552097e-09,1.71742099692832e-07,2.29984331054482e-26,0.00787835492755478,0.0292218681133532,4.50191132460759e-17,5.13315668413156e-45,3.15231116187658e-20
"X89.1",7.14072841072861e-24,1.56151657904538e-24,4.15796054851966e-08,2.29651397476131e-23,9.93893992745894e-22,0.115753249816203,2.47905375469389e-27,0.00201837330904712,5.77444795985765e-31,0.015947821710673,6.83807362293032e-20,3.05118014404782e-44,0.017284830465074,4.30373859235667e-14,1.53554657188526e-16,5.63838131066614e-38,0.166491847124569,5.2261180716441e-21,9.74577729325282e-26,3.37773720460046e-08,1.12359796023211e-24,3.06932043926102e-37,1.61665911309536e-18,2.15625558388136e-06,0.00961344953346297,3.39128476146663e-11,5.25315905337946e-13,2.3430597869675e-19,0.00677482221859293,2.94925588008815e-06,2.03974326847855e-22,0.452534081893559,7.69382477432137e-24,2.78640720207696e-26,0.0131596096845206,0.109329077507317,7.51732524094257e-16,6.73496522138644e-30,5.35159584723283e-08,0.00912987778350097,1.26407081757515e-38,5.02817289684249e-23,1.95114655412582e-25,3.66713035624735e-18,4.30488702081444e-27,7.52801250552935e-15,2.77826374321762e-09,1.36475765199713e-23,2.50259845198292e-35,0.00959350322427,1.25854926237808e-34,0.0143949610418216,1.46292161082213e-32,8.06013127333676e-32
