"","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15","r16","r17","r18","r19","r20","r21","r22","r23","r24","r25","r26","r27","r28","r29","r30","r31","r32","r33","r34","r35","r36","r37","r38","r39","r40","r41","r42","r43","r44","r45","r46","r47","r48","r49","r50","r51","r52","r53","r54","r55","r56"
"X86",0.0108219472886078,8.33196503939984e-05,0.0119594118965262,4.22967734781669e-22,1.09291083854688e-14,2.4505436412981e-20,0.088252991554192,0.00311043948292117,8.88829916176072e-15,1.58915522603984e-21,9.88714622991875e-05,1.29105488368409e-05,1.11853159562448e-11,4.80133591275374e-14,1.32099615086862e-17,8.31299569444817e-22,0.0289748389331967,2.23943926320572e-18,5.08898230097865e-22,0.0164096936032231,0.00195847665193188,0.431239004479517,1.02466128663514e-22,8.73612061769463e-16,0.00781845762086374,0.0187934493819635,9.37241620016064e-33,2.31045529863293e-30,2.03633116866759e-14,0.00067543640957509,8.81697091597955e-21,2.00617675010195e-07,1.14631016071575e-06,0.14113096858372,0.111475196965765,1.25750638886206e-06,5.35910467330083e-10,3.78601646764734e-09,1.04872930946473e-09,1.78931459952727e-07,3.91781973227218e-20,3.65254206415108e-21,1.13529471802745e-19,1.41882912780012e-19,0.000305202338442533,2.11324238782374e-21,0.0131564382643574,1.25090380106946e-15,2.05075439918825e-17,1.57996130223662e-07,4.82620824762016e-13,1.88429445277443e-18,1.43436714096634e-27,8.6306843426059e-10,0.00970081848546111,0.000250486203023099
"X97.1",0.00243226684482355,0.000756863676005057,0.00434952308472907,2.61657732779574e-33,5.34005496120528e-14,0.00211828855511531,0.209115294049472,1.99827059536269e-06,9.1708287851661e-25,1.92484382842023e-26,5.19842008048774e-08,1.13130997338506e-14,4.36263133755968e-11,1.53884909962184e-10,4.78806600287612e-24,6.31138357909613e-06,0.0266771582354471,3.96168843760247e-13,3.11258905529054e-14,3.64601550237949e-06,1.98616089856968e-13,0.219609167303474,4.78035892916213e-16,1.95336207536379e-15,0.0201245695733249,6.43097848476313e-11,5.22194725342088e-07,1.76728105303146e-09,0.0194495581870963,0.00261019169143046,1.24805741523705e-38,1.61961271921998e-32,1.9304687105421e-13,0.334018118365035,0.0500435258719435,7.75554200546518e-17,6.18008088323233e-22,9.33970262326992e-25,1.01027671678877e-11,3.24135407709927e-13,3.89172120382838e-19,0.00696269572223297,4.67750344485527e-27,6.40442136267624e-29,2.15870193265602e-16,0.00272574761016511,1.06294399826706e-22,3.29492541465878e-13,2.29431025008102e-19,7.54038870857171e-48,0.00846055037664548,5.10971421201827e-34,1.67625935650659e-21,6.59198219682161e-09,5.10955220995046e-06,4.27207215624782e-14
"X85",0.00133583925721094,2.87523326468508e-09,9.31305527921084e-43,9.67729164600006e-14,3.67954533484888e-10,4.70821439118047e-12,0.143209128690601,1.49462496445773e-24,3.75737560785894e-10,7.40582257234866e-17,2.26170298991312e-05,2.88109966125851e-11,0.0012048363421785,0.000141334237857897,7.8967858571366e-10,0.170915828785697,0.000495546030836704,1.47916381855262e-20,6.05159761391009e-09,7.51610178785141e-17,2.22462665826669e-10,0.0155727933686254,5.2245070994392e-07,0,0.0401302153396416,7.53282617952921e-28,6.87350836402548e-08,1.87596779739205e-10,0.0078851522994698,1.30522110266851e-05,8.09696843570209e-14,1.92269056564221e-14,2.13023696151396e-38,0.404428895088958,1.69259988926522e-23,1.11480062541076e-11,2.11624596814107e-26,9.44774533971677e-12,1.12194703976145e-14,4.76083954843485e-26,8.35795493726765e-05,5.69704756132213e-17,2.86287312732844e-09,4.24647226466228e-20,0.00107333651397934,3.13041791141048e-08,4.61012883838118e-21,2.08312671742868e-12,8.78981915954927e-18,3.8725730098782e-21,0.0336988933263848,0,0.0103119713067402,4.85123004066155e-40,0.180924340040338,5.97968073075748e-21
"X143.1",0.00246556707198533,6.47365719028138e-15,3.1674025010751e-31,9.27990436071928e-10,7.93946316435271e-25,8.20913957294085e-36,0.0074659608833875,7.52835783134717e-13,5.23608228785105e-09,7.99463718423427e-09,4.45845074845436e-05,8.78805263746418e-19,6.13691431436807e-13,0.000259059593487477,6.9871829580424e-20,0.372606776205969,2.19592967106674e-05,1.82619096490408e-29,9.56086620262705e-06,4.17981989994839e-30,3.70610145258992e-10,1.13947969188464e-13,2.60178958227923e-17,3.77315965546009e-28,0.0196438637280141,3.2823372791384e-15,1.58052740604816e-19,1.12247962227547e-26,7.80097891337922e-17,5.59765044952271e-28,4.85589468826285e-15,0.00279022879395552,2.83919116087234e-07,0.243046713344753,4.38560776928755e-31,6.37929343273556e-23,6.22522377065822e-19,4.03015247180289e-07,0.000894839874107455,8.3349855997068e-19,3.42969515318758e-13,1.77100018375582e-39,1.70921273399418e-09,1.47433638053599e-08,0.0266048847294902,1.60172153495438e-07,2.05760459547409e-11,3.29518490727001e-15,4.0753191027996e-07,0.106789685881136,0.0417394159209682,2.81234754070286e-24,2.83927042448423e-05,1.5489254000066e-24,0.178408713050259,1.85654628387719e-14
"X141.1",0.00399333915760825,0.00432828028809586,1.60673398653651e-17,7.13828207924698e-18,3.37175068003639e-19,0.00734222295625107,4.90823825712155e-19,0.000830476413402069,2.58961204302104e-23,2.41595834839354e-22,0.00350059633537477,2.23508818593601e-13,5.00465256338633e-08,4.44548180274057e-07,1.93091461262106e-10,0.385447336509675,0.0353011265109207,8.58618636388321e-20,0.00122569373783089,9.06377540551121e-06,7.34917061436931e-16,8.24015958101271e-07,2.65710331787314e-35,2.03664037458154e-26,0.00174125770473692,0.0116076254761907,0.00263433517787284,1.78762186758453e-06,0.00674253319753796,0.0692759762583269,5.55829340399052e-15,3.08120224949338e-15,0.00219926415315366,0.0468926517132343,9.03377076513275e-07,0.00064695018796443,1.54455385702343e-12,3.3680768005347e-12,0.160969106711095,0.00253030050780877,2.59713453450013e-20,0.00697517111912491,7.04108011507556e-19,2.80843830742022e-06,5.24702529879039e-06,4.64293803466985e-10,1.07393005457749e-07,1.06102409957732e-14,3.46637530992529e-23,0.118850218087079,0.0550063690840361,1.96832231793005e-14,6.73183652700836e-31,1.39534782199231e-06,3.26121764549162e-39,1.12042073523563e-16
"X80",5.95202453674889e-21,5.04716642484722e-09,1.16507207304666e-21,6.00960951897035e-14,6.81918454914690e-09,0.0186503545265951,4.00788717564102e-20,9.80374971789736e-19,1.41376477562854e-28,1.38249401625582e-38,9.71189312330088e-07,2.05397580106443e-27,1.51257535384631e-18,1.5444321036043e-07,8.14839814690466e-14,0.196623088276349,0.0139397259494107,1.80519457194527e-05,1.04964217152607e-10,1.3727440361728e-09,1.72752753036178e-28,1.69289764422226e-22,3.79748209300852e-28,4.51171128609666e-16,1.02573649074978e-17,1.40146508217787e-12,0.01493229478007,2.32436544207214e-09,0.0378387970111096,0.209656011482804,1.88193434126076e-26,1.96949962688564e-53,1.11605839270388e-19,2.55593514239464e-26,5.11978695270992e-17,0.0200623641242206,3.44521680655281e-14,7.83205148644879e-13,0.280676738269515,3.59662133629113e-14,1.41975114742006e-13,9.305075836619e-05,1.26083725239212e-05,4.14512195371556e-14,7.22717647547617e-33,0.00642380488277815,5.25602450588326e-17,6.08934028731624e-10,1.12818533037694e-31,3.83201714031684e-10,0.0655567973164278,1.90743439522122e-12,0.0892176756488253,4.88075671433883e-12,3.10469639988105e-19,1.16916127760207e-08
"X83",2.51681493267644e-06,7.70882585290991e-26,4.21685761891006e-15,1.02703216858868e-27,0.000497730543900766,1.12704080023964e-11,2.56104228023866e-23,4.18466933204751e-23,8.94266752628161e-13,1.84941289399641e-08,2.60484203018104e-09,2.88522532072132e-11,5.30021293327662e-06,1.83267551837852e-19,6.03748761930039e-06,0.0301599811670273,2.8590900134504e-08,3.46638732142045e-07,5.83782837129634e-06,3.8027201122392e-10,0.040753809943346,7.12661869598562e-08,1.06871469591024e-06,1.82422662883079e-06,4.81931851008677e-11,1.18127536895146e-15,1.70940471660087e-24,1.33314239042823e-25,6.68804571348519e-10,0.347030043649064,2.92780761360834e-11,1.73379146045e-17,4.17468942244937e-21,3.89259379896881e-08,1.67489966394145e-10,0.00497504082935741,5.05267625416172e-07,6.23588130403931e-11,0.236115920720744,1.29460155486724e-13,0.000186411312826229,7.95534476118e-27,0.0128927559208761,2.2497058351124e-28,0.0146654974663875,0.01938086414816,0.000235229308563744,8.33123245798381e-08,2.57859061131794e-16,2.39338689892842e-47,0.0395829297796202,5.47410406777774e-10,0.199485351760202,5.27948678253983e-12,0.107259941190749,6.99372797447373e-06
"X91",7.65430801977911e-13,1.41446431023715e-25,2.46543225391756e-19,1.41650320798848e-15,0.00165772670992875,1.79320990772782e-44,1.20375296923526e-14,7.72016811717977e-19,1.66734660682724e-15,7.14693696934403e-28,2.20075580065746e-25,1.94064901589744e-08,8.08771842000706e-19,1.36357309719595e-20,4.40719588107128e-22,2.88694497953015e-06,7.6823859338311e-22,1.8019818461797e-09,0.00248278869686321,3.14435340461384e-26,0.128011753021891,3.39545306763849e-17,5.62302776164079e-13,1.40473627143249e-18,3.80304924151735e-33,6.01511771859862e-42,1.54570020662121e-40,1.45791197622624e-34,6.60383390115428e-34,0.316305262994276,6.06332555632419e-13,2.49303595725725e-09,0.000982705386286062,1.37958025635791e-05,4.91081708598071e-26,2.47208786085815e-18,5.7328580509862e-11,0.0145275008100845,0.133658705625475,3.1392968430333e-17,4.64524468606186e-19,1.65219634351298e-09,0.00348837804678,5.5540488486842e-11,0.0712726119459245,0.200914000495222,4.02168817116864e-14,3.9207734443803e-18,4.4451983840335e-18,2.76399248525024e-33,0.00429266600888802,4.15439879491436e-12,0.0160231277429922,1.48568164382914e-22,0.106481784846033,1.02631376342821e-21
"X55.1",2.18455746859295e-10,1.87595691620795e-17,8.79959118548879e-27,1.48360403955392e-32,3.70089376122136e-16,0.00298002722839271,7.43128657470734e-19,0.115252046579076,4.99418549720084e-34,4.53422247832564e-11,1.70671266177703e-19,2.42579973103221e-21,1.10498437061754e-10,1.33738873708854e-14,1.28159207252174e-26,3.30336453861212e-26,1.06072956156345e-07,2.46924636812993e-07,0.0384695830550519,0.0818554086019568,4.50969916824236e-09,4.57618293740343e-15,0.00960543830148966,2.10556885133868e-37,1.29586583357002e-28,2.0599444643615e-21,1.48979102253559e-13,2.04953817600314e-32,1.79959012114317e-10,1.09878637443908e-05,5.64870158441503e-19,8.58108275349394e-10,4.10248115013936e-15,4.41433399512593e-17,9.28287289945725e-13,0.00662716945904696,2.83124308855401e-23,0.0065723409150604,0.00949844236712591,1.49529996840626e-10,0.0238108668259097,4.63499583036319e-54,6.28361078720537e-21,0.380670919535978,4.01362743689304e-23,0.188247425292731,3.20161254642514e-07,0.010074348936144,1.46863873729692e-27,1.14366749030097e-09,0.00143714716679837,2.0067721736005e-15,0.0448075341485049,5.04059195422515e-09,0.0146984211585796,0.023593068820207
"X63.1",2.80344599737295e-27,1.16466881089484e-05,2.68543591358408e-09,3.87449963557936e-13,2.66018896677092e-17,3.20746584172899e-26,1.3490603299964e-21,0.0412156390249724,5.06208381462429e-19,2.17539918557724e-18,1.40861534451851e-21,3.00770152474809e-12,0.000892080859946035,1.01715764827143e-16,2.99132800029591e-24,8.78975792035877e-17,0.000372888429495943,0.00048115019032127,0.147045561057983,0.135762559999778,4.97129082303471e-30,4.41244783931986e-20,1.12201589343935e-20,0.0227524518137156,2.01437928563445e-36,2.84034233963197e-21,6.53110206161422e-08,8.46547790302331e-38,2.05502037606555e-20,2.26836812076035e-23,4.67423320681367e-11,1.65779186293761e-27,5.02515800665785e-23,2.07060709179548e-29,7.27605278626298e-27,0.00818276523040841,8.51190649965129e-29,0.0417091912099451,5.20706629982995e-11,4.80926073484262e-19,1.78296422429957e-23,0.0390194166822728,5.55454147170596e-31,0.337391874332397,2.02552127879993e-30,0.00903436985805448,0.00194600491570614,4.98777478057774e-17,4.06221152961189e-35,3.638365338806e-12,0.00503138071868162,7.78952604990057e-11,0.210903906452805,5.77107307544657e-10,2.00843534055413e-05,9.68330401519572e-22
"X87",6.20585249794302e-26,1.28883639280995e-13,1.65182141769341e-22,2.04240015530428e-19,1.41242411876066e-09,5.46301816513682e-31,0.00283799782525408,2.64934821522761e-40,3.78610616366905e-25,3.31130597659351e-14,1.89831797976246e-19,5.77728496461407e-18,2.11342013942922e-28,2.94271355124484e-06,7.55091851996624e-28,1.89310424258795e-06,8.55784107729693e-27,1.08723709972558e-16,0.239756399128331,0.255104788211591,2.77219462594281e-18,2.72261056542698e-05,2.54972453130159e-33,0.0954058459617821,0.00544177003105068,4.46117908701264e-30,0.00021906065735517,4.01082998092091e-09,1.45649135187669e-16,3.25757693581931e-14,1.84155816605734e-05,2.12711486600052e-43,7.01312556456061e-07,7.71262964727369e-27,2.80688480402087e-24,0.00667996339705171,3.33713918384217e-17,0.05461447558786,7.11393761321287e-12,1.86246318287918e-36,6.57648048973395e-23,0.0807652599055501,1.69325101231352e-24,0.135964660101136,2.44865559130915e-13,6.26927836365039e-11,2.86564891935643e-08,4.92773384824682e-37,3.89258779823044e-07,1.06090339011387e-10,1.85749364435222e-05,0.00568455847926094,0.0876543671884668,1.27526526789396e-26,2.06493403569861e-25,3.54486003103103e-53
"X106.1",4.24693286595852e-23,5.48486300654893e-11,3.25343889143954e-15,5.7852735221434e-17,4.59801256319362e-14,8.58224742525254e-20,1.20610780320767e-19,2.18097240198387e-42,2.08065240818732e-23,6.65066840595983e-08,0.00215054896050687,4.66750711182426e-22,1.15567535016429e-30,0.000135933260447973,0.119713575371004,2.50157576575623e-06,2.13987131312584e-14,8.1195861866766e-11,0.163171938976368,0.429291919570214,1.05304401170608e-27,4.43626933537697e-05,4.54677797621636e-12,0.0952626322271158,0.0795223230148502,5.23360003868357e-08,2.69220778155973e-09,8.26094362972377e-12,1.06392181551842e-09,1.39203220646404e-21,8.29266450319457e-26,4.58698725291114e-26,0.0115247316620625,2.90474590079443e-11,4.8646106579902e-22,4.60619963881199e-07,1.9273970749916e-15,0.0231635292549438,4.59035238484611e-17,3.09964831103304e-24,8.64215172125887e-14,0.0345990927332093,4.91006564063855e-17,5.90163149218084e-30,6.44668932426984e-06,9.26417461552947e-07,2.125338400079e-24,0.009727067625921,1.05597128568582e-19,3.96386614198268e-24,1.8504363285653e-38,0.000264048636291784,3.76222973699756e-16,4.57760770253431e-22,7.94166714584144e-14,4.95900215327606e-11
"X80.1",1.21642278454847e-20,2.45366037711487e-23,0.113900452007328,1.78349587612917e-08,4.93828760911186e-26,8.47221479446962e-28,2.43710610513922e-46,1.55419698775927e-15,2.14310664335325e-07,2.42947000812101e-22,2.39147630393335e-16,5.24162419374391e-31,9.23967770590006e-25,3.25588016281532e-31,0.281393738540109,1.46080228138059e-17,5.55809894968786e-14,1.02805651469979e-13,0.00254617707273998,0.401916319724574,7.72995043671369e-24,6.84242363507464e-24,7.22024711738853e-31,0.000592174492133757,0.0300412667363613,8.79696301741e-15,3.28010976220326e-37,8.87448996311396e-14,7.83358717986113e-13,1.83660872660531e-15,4.58436674716402e-42,8.25207696558681e-26,0.0164509606699047,0.000269674520254251,7.0489187581739e-18,5.05231274019306e-41,5.24451183534159e-29,3.20452243260239e-47,4.62177583327873e-27,9.10391585004248e-26,4.38064213278477e-29,0.0131611015716588,5.81055501414265e-13,1.99303095946384e-41,3.30019927362414e-13,1.25075014052406e-31,1.41074378523524e-16,0.0131032253681582,3.50794272262429e-36,1.41619547847175e-14,2.27073138290269e-46,0.0674478584318718,4.13476336452962e-14,1.09479115924566e-20,0.0239575317370985,0.0165620828809665
"X93.2",8.17883427586518e-10,5.95201399184865e-08,0.161786366095843,0.00396797931977129,0.00176851312938576,9.03245064856814e-13,0.00104861489892521,0.0029782601962338,8.05211390986957e-09,1.06663914129334e-09,0.000232333661081677,3.21965784040254e-08,1.79518251781795e-09,2.29441096632773e-15,0.234045231079051,3.95600349453012e-16,0.000257224953539752,0.00123441157690609,7.67232169274642e-19,0.147212901562818,4.7440678740106e-22,6.29303002908043e-07,1.52831314770713e-13,7.36016888435726e-17,1.6521178305e-13,0.0194296329048787,4.1641431074557e-08,1.87200950287143e-13,4.38997397308211e-05,0.000487085339436491,1.51781422559609e-11,5.49758481229231e-27,0.00838762056825579,0.0194021901201642,0.000173009737177818,8.73985086115974e-14,1.48704518851549e-12,1.40019706901099e-23,1.44452149254615e-21,1.92612619617159e-10,1.62609405872532e-12,0.00065798077250882,3.49012284268624e-15,3.96724618023047e-19,2.25785428949838e-12,0.000733960345083576,2.57651140581229e-12,2.16805888633823e-08,9.42145332130354e-08,2.44666529470434e-19,6.8501506667276e-11,0.335391538512671,6.74727422041247e-15,1.4727029199948e-08,6.40669554740949e-36,0.000472935030931983
"X87.1",0.000115682787329658,1.57766480178217e-07,0.080233631826245,5.94973044299234e-08,0.00410197458982966,0.0103064041674043,0.00997240530080861,4.06377034571888e-07,9.27339663836986e-16,0.000493977259888395,1.5080668330429e-09,1.67546004903011e-12,5.87396720850942e-07,0.000603570806647109,0.0582096380231225,0.00117630888055847,0.0175159893997158,6.13402085103422e-12,2.83112805126687e-06,4.99461032998982e-06,1.99242105592956e-17,0.111569110726333,7.42173151576671e-09,2.64788192530469e-05,2.0929213004299e-23,4.68228016139154e-18,3.26075950706575e-07,7.15988499706919e-22,0.000349379371803144,1.51189957604407e-06,0.0168098866638479,0.00939899396737161,1.8124585195485e-23,1.31883446693693e-11,0.0558774355177519,0.000120012980142962,3.2064984219419e-14,0.00254861628520788,8.69257906126271e-10,1.01522614657007e-19,0.00368905927209464,3.98559772335299e-13,8.43738364286762e-12,6.31755366541952e-08,3.19622030945527e-19,3.02959963531942e-09,2.1659796579965e-10,0.00824819562075138,4.55222355136309e-16,0.000336579895890773,0.000877797529120423,0.505263890680674,1.67992297174328e-11,0.0147607452741985,1.98500883805281e-23,4.2890277353504e-11
"X105",8.59112415662113e-05,1.12201727580864e-25,2.8322346877622e-57,2.4848145956527e-34,2.13281714725906e-07,5.44286059092777e-14,3.75694604975166e-41,1.56192885782493e-18,2.24762237682514e-22,9.26159908585335e-10,6.80894977817658e-23,3.54276195992698e-19,0.000113850910595224,3.36046553897061e-24,3.50563985257322e-36,1.17967370891529e-06,0.0222785287230802,5.81829560026473e-08,7.3146495445687e-26,0.0104602065265016,3.52592668276585e-12,0.245644118553017,1.65195039580183e-11,2.45164623168435e-10,0.0141861287147478,1.40639481631496e-25,1.60825708615542e-15,1.36418480409202e-47,5.59995748139295e-19,1.15352923407818e-07,3.06646889224588e-10,0.0156517109580282,2.34071689471066e-17,5.74546286590692e-06,0.22244077616903,4.97835252867851e-05,9.10418644613547e-29,2.96857278473223e-26,4.93271259606678e-18,1.3838452815971e-25,3.59026540568949e-05,2.01487161104298e-30,0.0001225003467059,3.36862218748314e-21,7.0836637775303e-05,4.44088059128724e-26,0.00363927882109128,0.00172438310355751,0,0.0417955389396353,5.23603916297138e-21,0.304970734226167,0.00011406539283912,7.85792794575615e-10,0.0407347175341691,1.69514249807985e-25
"X170",1.22852610849863e-07,0.00795799136978888,5.85261947831511e-42,2.44346986710678e-27,3.46230223661927e-14,3.03215984392925e-24,4.81210247727757e-26,3.55042141181544e-12,9.23577035490068e-23,5.68640743370633e-08,1.23954844542336e-20,2.50058750944125e-16,6.26394388858036e-15,9.91716613257129e-12,4.38225605775777e-27,3.50837242385812e-39,0.0358150867231978,6.06440464254114e-33,2.78726313291961e-26,0.0205575355861205,1.95006792675198e-12,0.24811321936978,2.80639497450018e-20,2.70861058361155e-31,1.52148602427021e-14,1.50058160443739e-18,3.97781158605476e-36,1.08734534538972e-28,0.00181039445232706,0.00602431592296442,2.53050834547407e-43,6.35937123107683e-07,0.00280238485150213,0.170425902593678,0.337258471095087,0.00185328595481915,7.89678613449951e-19,1.4724437286259e-39,1.25814870740804e-25,4.89619386873047e-08,6.17470723951017e-26,1.95698137971762e-39,3.78669182437597e-31,1.24020060657898e-40,1.53639509217514e-08,1.92274810826499e-40,3.50561786018016e-09,8.89066106889499e-08,2.32450776163018e-15,0.0257527603422238,9.18383208738729e-48,0.0351939566817309,1.64215686136802e-35,0.00474694066071527,3.75944816852847e-55,4.69262285983742e-13
"X127.3",5.66834795848434e-28,0.0040490904684816,5.95318684199969e-11,1.04681814132514e-20,7.7498158034922e-12,0.00120624842621814,0.0122411929254957,7.21918897986325e-14,4.25199377862091e-15,3.29794520657449e-07,1.31474104368265e-17,3.69368062786701e-21,1.22110632515904e-18,6.93479681281164e-06,1.64803577156681e-25,1.25621362485052e-25,0.0244818917951163,3.03184549804298e-17,1.88910788761769e-31,0.00218592760373634,2.10712625158299e-13,0.107047129876562,4.18644444683048e-07,4.30505006088064e-15,2.9746207650294e-26,2.4964738031925e-19,1.58572850004737e-21,0.0772695372268674,0.0185438672614671,0.00675583546669597,0.0120584800961622,2.97159774235768e-16,3.69838134115868e-24,0.413139044375248,0.21197293376495,0.0109291296629594,9.59859740650285e-19,1.80828162677973e-16,0.000973210124913963,8.14440275656519e-21,2.08707889613027e-19,7.42490848924478e-26,3.31510410066794e-29,2.52238706422946e-21,1.90136738325571e-25,4.02977778120924e-30,3.06683717704208e-13,1.25943437091062e-06,3.70657047376735e-19,9.20260559687236e-06,1.52893132684347e-30,4.57883989325603e-32,8.43412606565929e-46,1.07699594897041e-05,1.31604868829991e-59,5.86304331136643e-12
"X107.2",1.45216004434773e-19,1.69708532452011e-13,1.52822139506188e-05,1.77362485737641e-06,0.00124394645959865,9.96109290391577e-11,0.00334566896898,3.41048214969825e-20,9.17490236959922e-20,1.16794661647114e-15,0.00816693454711058,1.35263335520996e-14,1.28956234921469e-09,0.00332256660798118,1.50792455692984e-08,0.0586388324972689,6.42959166956206e-14,4.01126592350833e-11,1.62100873264115e-14,1.06790424041997e-10,3.09291174065618e-09,2.3317577930069e-06,0.0114552384407094,3.99345264357093e-10,0.0243890136045011,9.50668184928254e-18,9.56166394370598e-07,0.0855696190206633,1.89738915340117e-06,0.00178207816125869,0.0184563035116277,8.87152539009336e-06,1.01851100466737e-24,0.454430695316589,0.0306997140559582,8.1298596960744e-09,2.85051241333239e-12,0.00266884082914476,0.000450600419653389,5.83876660660189e-21,6.62871615121882e-05,1.06231064869561e-08,0.000246574449820452,1.93621220486494e-08,1.5885584079965e-23,2.13921604530409e-06,5.98795224550053e-09,1.89458974048988e-06,1.03744448971319e-18,0.14055882802667,1.43098425773614e-08,0.00663477133430226,0.000340057193046647,4.14568890334837e-22,0.13086176362648,1.70113575255726e-10
"X94.1",8.91429241619758e-11,5.12274133958803e-19,2.46797148123648e-07,3.02960770111876e-08,1.98072969527771e-07,2.09511443445608e-29,2.17066704609318e-25,3.22834641867338e-07,5.37465689192774e-17,6.78439795087523e-12,0.00535040523426102,1.0461384413196e-20,6.99688384939144e-12,0.000296016522116507,2.34119188274283e-05,0.163587807292047,0.0143961400537078,1.82754937408975e-16,5.41796311497711e-07,0.000287632878623917,1.37603999366096e-15,2.29603369090188e-20,2.13648649977732e-18,6.52931888057121e-22,0.0134201384210745,1.59950860681152e-17,1.15776782340556e-08,3.79328624991506e-16,1.61022541061069e-47,8.57521917133225e-48,5.64422175464464e-14,0.0049157513537296,6.15510798472281e-18,0.245088685299625,9.52487029611157e-28,2.88664009174968e-22,0.0053934605560366,0.000477523357301651,0.0415450732717603,1.20535095076619e-10,2.49143541492566e-07,2.15962688488933e-19,0.013282180233679,1.84033505320809e-12,1.53508632274197e-12,1.63003085200746e-16,1.69000116611261e-09,4.83642713234502e-10,5.49641455274904e-07,0.351492507660395,0.0178177650256849,3.16861886471239e-18,4.08564545149257e-05,2.22698565407187e-10,0.116544910023932,5.41820612191249e-12
"X71.1",3.30567351650512e-10,5.61639443664465e-12,8.5419438642757e-11,1.83426962772207e-22,1.32070586792247e-10,0.0010589288965436,7.35066106732321e-32,3.09289172656443e-06,1.74667105193009e-19,3.31539458645202e-20,0.004909039298406,3.57188703693497e-19,1.76346103483337e-07,8.44732562192532e-05,1.49606838292641e-05,0.19778122452777,0.0769078196803404,8.72094445885161e-24,2.82861428003855e-10,0.0137509963238362,7.3240114689161e-23,1.92674886956106e-08,9.65259811633166e-26,8.08831670351398e-20,9.90293534515909e-31,2.38117341115824e-12,0.00122059700735886,1.05020275458755e-36,0.00335597897826568,7.22814056304639e-09,9.60694760821556e-27,0.000179939017892387,3.67159959377063e-06,0.0471974215176348,1.90401024978604e-20,0.00274993193403913,9.06831242204533e-13,1.02431559020267e-19,0.25125422659877,2.33981144676179e-14,0.00205549412062547,0.00792835220774148,0.00153830587242669,2.21220194170198e-21,3.09057950102929e-23,0.00533431512856853,6.71672829839341e-06,6.37061959785699e-25,1.71435709353182e-13,0.315227054222481,0.0206536182765962,5.01034463173891e-20,5.62607879825415e-17,4.41940166871418e-15,2.1878689352968e-40,1.31504455333808e-14
"X93.3",2.16828298364934e-07,1.10695607412687e-10,4.2614034917223e-08,3.04611237104774e-07,8.18487207243949e-09,0.0116953192627998,0.0130546353971172,2.33877493254634e-08,2.0461368634243e-20,0.000303027320986681,3.15197586072441e-10,5.38141142255586e-07,1.83671856235105e-08,1.13931643982161e-05,3.25987826963018e-15,0.0864590624950912,0.0382602825663847,3.12103313429316e-13,1.03911287951453e-23,0.00469373124400929,0.0099420581571338,6.78721297752268e-12,4.77983650867211e-08,7.09403297997151e-10,1.08196396621193e-08,0.00226716250370529,0.00743124101583474,0.00162092687142032,0.0531614547145463,0.0549588699990293,1.95410082263417e-19,3.88788883224183e-11,2.77235264032968e-08,1.20386241967204e-07,3.49898231752851e-05,0.0156403709217213,2.47440905446281e-16,0.000719548975629878,0.445604301929653,3.01417976717149e-11,0.000129339467317595,1.55135757864873e-11,0.000165914818840984,1.3847990897293e-08,8.83981913026661e-24,3.50706004552148e-17,0.00150286876006572,9.38201670528564e-11,1.06271668255683e-13,0.0868898564874279,0.0236739189868702,0.00916930292069825,0.0759862059252707,1.85733730184241e-11,1.77914142560391e-09,6.48200054558427e-05
"X112",7.63928087683591e-05,4.49100433558364e-19,6.48062658960315e-19,3.74669770049761e-23,1.63138448611679e-06,6.47623115692461e-13,5.92868956874003e-11,3.44687128353084e-22,4.65183624284126e-13,0.000947865724779228,3.00567508772903e-16,0.000620188718011651,2.16402212697441e-05,1.50944586692279e-05,1.67071546310199e-19,1.16145439739722e-08,0.0129637657065216,0.000236201948561226,1.16730232542699e-08,3.85123725794293e-05,0.149511693501026,9.68998990386703e-12,1.4360231691181e-09,1.87947373917835e-07,0.00219492296654112,0.000243796452708948,8.32395650199506e-17,5.0645780406488e-13,6.48805886306168e-11,0.157737039539395,4.16371596984957e-05,0.000349311605432257,3.85623460608e-06,1.51164425444303e-05,0.00272304991883748,1.8833871938965e-13,3.22517929358518e-06,2.77037015014675e-21,0.391819760903585,4.74663394635149e-17,0.00179146124962791,2.12517141050866e-19,1.203060533357e-05,2.33691671089693e-21,0.00286132033143791,0.00761217286727126,0.00403845405324383,1.08004725785287e-05,0.0091010650711769,3.34592362134249e-30,0.0129374763843837,0.000925754295697974,0.168217259743922,1.79492827847612e-11,0.0742745181597828,5.60109660419609e-13
