"","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15","r16","r17","r18","r19","r20","r21","r22","r23","r24","r25","r26","r27","r28","r29","r30","r31","r32","r33","r34","r35","r36","r37","r38","r39","r40","r41","r42","r43","r44","r45","r46","r47","r48"
"X106.1",0.000150873316849745,0.0697626690026715,1.23543791779898e-05,4.077587591647e-07,6.19642661844687e-11,3.72190934704978e-14,4.77442564441483e-05,1.24397299484289e-30,6.94295184132037e-11,0.286479217082419,1.28556917303679e-13,2.08351386541964e-06,0.0254196172591163,5.92701419237335e-13,6.9663797970704e-10,1.15172988099609e-18,4.69825603731331e-17,1.48029669940792e-05,8.32597832535514e-11,5.31060422337157e-06,0.0188697442726607,0.000496344943833179,5.54866371781857e-19,0.00617412912332181,0.000379205578387112,1.47472873292619e-24,0.00773113104700128,6.09982635897417e-08,7.20049946654293e-16,1.56084862764633e-21,5.69715508959714e-35,0.232313085544565,2.31316692192667e-05,4.97817320822782e-10,0.191291793224902,5.39858760636606e-23,0.00824976605339453,1.49880114121611e-17,3.19784931649254e-17,2.81273244267607e-15,0.00499631208854658,1.58248868249491e-06,2.45184243884038e-17,1.08307064690164e-09,6.61547229182725e-22,0.000214232951345783,0.00788975849215566,2.04226731438259e-16
"X80.1",5.345736585177e-10,6.15646962121427e-22,0.0104918437295989,9.08665002356786e-34,4.30639814543417e-07,1.78525001538599e-05,0.000994965475815505,6.69123613949948e-20,4.42826899560394e-33,0.44698764180144,2.10386644604935e-14,3.34628315228831e-20,0.00857731643837724,1.97740426156956e-17,0.0137536462663956,9.22760117219407e-14,2.07593901793845e-26,2.84373602541102e-27,6.5868263943328e-11,7.9710033856102e-24,0.0310850857784073,1.0205052687307e-15,3.66905280050995e-08,0.00109003757176316,1.5570301060525e-26,2.02491858223907e-09,0.0145367580422105,1.65876769783216e-17,1.28234748974583e-27,4.84467687595754e-11,0.00431369916275329,0.137172821651772,0.000391467417383552,0.00047862078402871,0.0475854033780361,0.000478096928690943,5.24569753993211e-13,0.0871741715067382,2.40135249629795e-20,1.30229833585726e-22,0.0279130331859265,6.81565344694849e-22,2.93246324642456e-12,7.06811132974151e-08,0.0211783720481157,0.00706162237406572,2.67243630760376e-05,9.31663762581437e-14
"X93.2",6.85438543030464e-05,2.31062171583148e-16,2.2665289914113e-20,2.38631595256372e-38,1.91980180741678e-23,5.25697331829279e-18,3.43312604043025e-16,3.95919234832137e-05,6.08875703037013e-44,0.323365008164721,4.13999078766061e-12,6.33543372519499e-20,4.21710968878231e-84,1.73476071925561e-14,1.68306573166902e-07,4.65371584903823e-07,4.86467762128558e-19,3.10429774623187e-30,4.92213443483856e-13,0.00668555893412734,0.108057013068806,1.15949527188244e-41,3.74585317586467e-07,5.15716008448171e-07,3.92834664764075e-27,2.57561948407099e-22,0.00837498940409252,1.14760730831127e-09,2.32988275561584e-27,7.30625716263867e-29,0.0966418464593295,0.00881114027863793,0.0022279499741043,2.10943017710989e-21,1.21662511530901e-08,0.00489238196912662,1.59007183058758e-08,0.259839165803735,2.40058750650476e-17,1.50738209246881e-12,0.0270543852912984,2.20851351893347e-17,1.53480141737563e-12,5.00312136246841e-12,6.8742547383948e-09,0.00133942955387957,2.6657121625925e-14,3.87022279139293e-34
"X87.1",0.000477535506880074,0.0294034474784475,8.58737071944552e-39,0.00634949972724216,1.2007671933525e-25,5.42312274994425e-18,8.36309348152479e-21,4.25060984431286e-12,2.52734067944272e-20,0.0775996301280776,2.82778092753077e-09,3.13241520650166e-10,5.71621359293381e-32,8.13453237856353e-26,9.38345247570585e-34,2.51515061091505e-08,1.87773475656989e-28,2.03902020345354e-05,5.12692469027651e-15,0.00988463499904069,0.28399242922729,3.60614934093491e-18,4.71566814072222e-12,0.000634056416540004,6.85510337405988e-11,3.67674794024064e-23,1.72040840637562e-07,1.26492224011451e-13,2.79491745056491e-27,1.10697424520791e-40,0.170136330871539,8.82085032549144e-30,3.55484382951752e-05,2.95603724645e-17,1.47267654118246e-10,1.04990749717171e-22,1.03989200114536e-22,0.25682485080958,6.30081379747386e-17,2.31347197378459e-11,0.000188469206893463,0.00816179801401578,7.20780841599955e-20,4.93228867723218e-17,1.12819605647549e-23,6.30411097345646e-11,0.00261117022005971,7.78546558621363e-19
"X105",1.34047701934039e-21,0.000396649169623923,9.56171302425605e-16,0.0110747733051346,6.31145640705907e-10,2.90008507816531e-23,0.0133917030911165,6.11504025457059e-15,0.0135272192587818,0.000149503792600668,0.0620438505312832,7.31505244681533e-12,0.097104591924619,0.000700630292689286,6.36680970348881e-23,1.88167640219689e-09,1.27202811619509e-15,0.00546830837123002,7.08694825642553e-23,1.0998902331049e-11,0.444342935258342,1.07398572746695e-05,6.18477080303815e-11,9.87822712734325e-07,0.000325800925616748,0.00634197388257392,5.78316140794162e-10,4.76157032056545e-06,1.39442063314886e-15,8.7102865712057e-06,0.0992999132291481,0.000682942062246249,5.91320101880578e-09,2.26284385509946e-06,5.85087864158279e-12,2.07296485499284e-10,6.21606358073732e-14,0.0861984918193579,4.62389708387714e-11,6.44684017690938e-05,0.0139666341414848,6.56497064822942e-06,2.38104278964367e-05,4.28470497332896e-08,0.00119258750955166,0.000568340666463318,0.000464812600130168,0.0184079024662461
"X170",4.14444911383326e-12,4.31869143792983e-17,0.00985417966606245,9.63230248388524e-24,0.000855032035394239,5.30831315559941e-17,0.0196560610850782,5.43450024787671e-14,0.0051996779779102,3.53970199180106e-09,0.158667141115816,1.88256873953105e-20,0.0625873679820984,0.137145017126207,6.58190526043575e-22,1.62731186002575e-13,6.70757864860456e-06,1.89524114581773e-24,7.70603662164905e-19,3.53217413106066e-09,0.372544438354536,1.03908999863598e-11,8.90942075405397e-30,2.94624726688799e-14,1.14343763140854e-13,8.03504407807169e-07,2.08763184535081e-20,1.11341496177411e-23,0.0036453668712367,0.10182155395549,2.19547638164024e-10,3.09976216291647e-22,3.2400031101748e-16,4.04981444630786e-15,1.51725264532304e-17,2.39531869729274e-28,8.50666499519422e-06,5.36802737666167e-51,4.42057751050409e-14,5.08446295665659e-10,1.55627451108022e-56,3.0798240109266e-12,0.000605525962306063,2.2450643397189e-15,2.6042167353208e-17,2.52458708668116e-13,6.51088957164162e-12,7.55327499852653e-24
"X127.3",2.75983420140465e-13,0.0186695041400376,4.31423790408573e-06,7.35132891871361e-09,0.00467068464331217,2.52872806795501e-22,0.0154429124204598,3.21641768532244e-21,6.00936571142338e-08,1.50339709087797e-13,0.121649313587353,2.57091276338752e-17,5.07841939908105e-16,0.393457307208642,9.53999017074484e-12,2.21220745217328e-11,1.9116261270614e-14,3.49006959241894e-07,1.53712185156936e-17,0.00156565668236482,0.143735894321731,7.29765775542693e-23,1.4147212710255e-21,0.0101231832606877,2.95558698587245e-08,2.60308741314413e-14,6.99307510716406e-31,1.45633561365725e-16,0.00628964313914132,0.158736655038651,2.34483833037514e-06,4.8166043980323e-12,1.42201041416843e-30,3.5018578044743e-09,2.72667993094252e-21,1.86740161852409e-09,0.000117649980483786,6.93172148532063e-16,7.97273501423925e-11,7.67259192396746e-21,1.41180952645788e-10,0.000451131783762153,5.63508886487111e-14,3.36588847437296e-08,1.01869151462315e-12,1.11702468557243e-14,7.29201797574084e-06,8.62916534292895e-37
"X107.2",0.00167260408305397,9.07190183407859e-32,1.64227331235304e-24,0.0193054976479519,6.15209825790466e-05,2.08574292773104e-15,3.48217907455839e-21,1.04285962162161e-25,0.03765556785102,0.0021183767157604,0.0144603600496341,2.6036782393118e-14,4.410164696094e-32,0.464112785579037,1.0014008375411e-15,1.60081526268744e-10,9.95803547214044e-18,0.0150517601031654,4.83469843566789e-18,0.011746657090403,0.00634713280278308,9.62234307547932e-08,7.33188437687263e-22,3.48598173001257e-16,1.44714271558914e-21,2.6582369670387e-11,1.27283332711959e-17,1.20645597063396e-14,0.0063361680914955,0.071100122643592,3.27921621152349e-09,9.13577024940308e-19,2.64088000188799e-08,2.20172054058853e-13,9.591867709669e-21,5.58571952944007e-07,9.72559440665804e-21,0.00344887769506974,4.01520148661299e-21,1.45245743089479e-20,0.111870231044363,1.59695273542339e-14,1.1036435357303e-06,2.21572745348028e-11,0.122718516330235,0.00575027956263547,3.00257211953768e-10,0.0285854030774927
"X94.1",1.86123915154775e-06,1.27837102815219e-09,4.52167606703926e-14,0.0311539878545031,1.70796243445775e-37,7.24373831286792e-30,1.17967442741494e-25,5.75244187286834e-20,0.136785255095533,0.0171176818513577,3.87229388536817e-45,0.000141709571389032,0.00418307313202891,0.261769174817294,5.98709959137567e-24,8.48545327105783e-18,9.40792735733986e-22,1.65824990627162e-07,4.15779604041326e-08,0.0108587643274659,5.00051911809807e-05,7.39091701201073e-10,4.98796651156035e-18,3.38272401173235e-30,4.8830146027369e-23,0.00142982564414228,0.00395161989977325,1.80604105853648e-07,1.8772609342275e-27,4.3721891111021e-41,1.61285051052178e-20,3.57689871131817e-26,3.70705050241586e-06,5.06424263370037e-09,1.02131948900553e-12,7.71916442901604e-11,6.06389718123078e-24,2.843500462584e-34,7.8327525074942e-14,0.00158740684887649,0.122928178817156,7.42214859197664e-19,4.93290968684421e-06,5.20952348212974e-38,0.317377344846409,2.87062325175074e-43,2.81780135211253e-13,0.0547544881003082
"X71.1",5.28495316502272e-08,0.111276813984577,2.05660274045241e-08,0.0504022562479407,0.0168844703685563,2.48293791271669e-24,4.15317451660693e-12,3.15951642433771e-26,0.252930864737862,0.0347581650848793,8.73445052809613e-37,7.13798490684756e-07,6.51897647413678e-10,0.0754148334523172,1.17100966947405e-08,7.08422415076968e-19,4.99838507788261e-23,2.38673360262454e-10,9.76960253067855e-06,0.00803375097036584,0.00801405038904618,0.000127501726030714,6.60902610962239e-19,6.4513863305381e-11,4.7277987684193e-26,3.93765998739238e-15,2.06909579419565e-27,1.40187185889444e-28,0.0278137434078129,4.22922790628946e-29,1.33524967647281e-16,1.246093985918e-20,0.000580507098885454,7.74256493775093e-24,5.9861648607793e-06,8.32051100361136e-26,5.84308169171881e-08,9.36070742356589e-39,6.68367328943596e-05,3.17948235767436e-09,0.00303769393744879,2.91665264167483e-31,1.23163319763748e-22,2.66153174249131e-27,0.369869961777542,6.66568549989974e-39,8.6807027756057e-31,0.0243062518675663
"X93.3",4.00133960510065e-05,0.166117018168878,2.1475159547849e-23,0.0407733561280091,0.0642568389704747,2.6648894252616e-07,4.13696570242138e-18,6.14537895113578e-24,0.238638061171601,0.0170720780770477,6.69989423008949e-28,7.46287749378471e-10,8.76862013606441e-17,0.00295435661791922,4.05845294770363e-19,9.33459485064435e-15,0.000390779203449718,6.35101377588525e-05,3.00547811615057e-12,4.21479764298111e-18,2.08843822344062e-11,4.91947094082379e-24,4.67623642382611e-22,5.50768090601782e-13,3.43636072663218e-32,3.10400081158801e-19,1.68336845858322e-19,1.90452564878713e-19,0.212668353140458,2.19149611324926e-10,2.09388650918416e-23,1.89769196350425e-29,1.52378222860793e-14,6.63542438198745e-23,1.25749871071145e-29,5.04300111714868e-18,2.84408274282106e-45,6.12118284664562e-26,2.49385636424985e-17,8.98388751527256e-13,4.325618402768e-59,1.2014022913178e-08,4.73331588305426e-23,5.10638485005233e-15,0.195215700694471,0.0021473839795438,5.66376948150843e-14,8.0636598395144e-12
"X112",8.22706918271878e-16,0.110767415736724,3.71517077797283e-16,0.0186803160400977,0.0466438611113179,0.00573594230544014,2.16172451446711e-19,4.85614083722912e-15,0.130454197036118,0.00380347653323875,5.73820641326343e-35,3.45843047921994e-06,2.86026923361026e-16,0.0003655198840273,3.55421375643096e-21,0.000104332403260917,5.21872355037812e-09,1.07258168472304e-06,3.23361800611309e-16,3.52300122943123e-12,0.00188020132067737,0.0084911848185295,7.58529468867304e-16,1.49169160432041e-28,3.26059220128434e-24,0.00342711041101752,0.00814172856839027,5.11127557450713e-12,0.385113243035125,2.48640507217545e-08,7.5032276852028e-14,8.32609359035547e-22,9.21173143636057e-07,2.39576458056751e-22,1.25568945390154e-11,0.00241842774793287,0.00819559744168158,3.55329111200424e-27,8.29782180447187e-09,3.3492559781217e-15,1.54266051234632e-38,5.29254342364899e-07,7.00833588347863e-14,1.09895874081959e-16,0.0623604133474594,0.0634770148692415,0.000911395051608438,1.60124496299429e-18
"X83.1",3.9927734915824e-36,0.00602344945390069,3.96106527259463e-06,0.00919991979581173,0.00984997332169567,0.0077908919497214,6.77283941042575e-26,3.80994235335259e-15,0.0539608311857266,0.000256114582099316,0.00264655641257144,0.0218792826756206,8.10300237599655e-25,0.00585185047894774,1.00765371334971e-07,0.000400874777111165,1.49187571558172e-28,1.88618044553703e-21,5.20421192531922e-15,0.00579647501448223,1.10469977657825e-10,0.00619375821915431,3.78673293647057e-14,4.34702964529028e-11,7.65058693462661e-07,0.0296277068829717,1.7766003204731e-10,1.97745036397869e-11,0.370867624368088,7.62065510443024e-13,3.1198682445839e-24,1.55255666663882e-08,0.00217998342075946,4.30797383798733e-11,0.000122869066883246,2.45253343094261e-08,0.190370942720209,1.18602794934778e-18,1.2626756384621e-07,2.50183651424896e-08,6.00319185325294e-17,1.35710183204214e-15,7.76781166249836e-14,5.50443969588325e-18,0.0184071278590645,0.092054457800883,0.000614028358690501,1.03523459642882e-18
"X41",3.17077681181076e-05,1.00672908242937e-21,5.35210306536102e-08,2.25418969014714e-09,0.0527518101347136,3.03926868119343e-14,5.83030421556787e-09,3.95271844037626e-18,0.00369395015855137,0.00143249245146836,4.39145372638166e-26,2.89769957398632e-08,0.0169267867407175,1.2258118127925e-05,3.62923858443453e-14,2.13385625083833e-05,3.02450131608026e-09,0.00253873369111201,0.000114809989433849,6.87209548167618e-33,0.0120350822611134,0.00835823816564301,4.02939422425239e-13,0.0205508648907038,5.5450218357363e-11,8.43002028836872e-26,2.4116453683445e-17,0.387463474213945,0.00485156845399837,0.0126279851298402,1.12960940246873e-18,0.0315464491702808,2.99284576822045e-26,5.67843659365328e-15,0.00122090557907876,0.0248490625266627,0.148002290529482,0.00715640541884971,8.18643109462921e-13,0.0840504952822673,2.36061830491007e-27,5.47293955810368e-17,8.09681770134256e-14,2.44891201025324e-12,8.80164014694924e-18,6.50587014773417e-21,0.000913865639339187,4.24298567263646e-15
"X73",9.01070221861777e-19,0.149055931134355,2.40424319401975e-08,0.0287602115302447,0.00131695006408829,2.85988394244931e-09,0.01019659237659,3.01994960521739e-21,1.04833472765658e-06,0.000287078955791834,9.60630588739625e-19,5.09222823575969e-07,1.85335370418208e-17,8.01918613409897e-11,2.10995194006802e-23,0.00658077144399708,3.02283792412124e-10,4.62440967997587e-11,1.63886770461134e-20,4.77095587106399e-16,0.0121411934071743,1.48898582370407e-18,8.71440997242211e-07,1.16627997493982e-21,1.12850925146449e-10,0.00303585503281012,1.3511237046427e-15,0.357119162167909,0.00302746721050764,2.86443779201552e-09,8.42683797539226e-15,0.126637408327092,1.11357230339617e-07,5.18342906926965e-20,0.0599473047820729,0.0240207841943744,1.00186867511969e-11,8.86999886919719e-12,3.78302368422311e-19,0.0318869487095245,3.53480236056759e-06,4.1132800582117e-08,1.25665028502224e-11,0.00605059237318301,0.00339839805185315,1.87332136175068e-15,0.0060136230364355,0.00375816149513598
"X72.2",8.99905619320713e-13,0.205157977003008,2.28029442188443e-26,0.00410019669563487,7.2438843901804e-26,2.70826233997996e-09,0.00700091330873408,3.09030938544918e-07,1.84334279839791e-06,0.0230227962404618,1.09700719891835e-25,0.000689981790974329,4.43795111233892e-35,1.24978128591786e-06,1.39859633642296e-09,4.5356445041171e-08,2.6434235038698e-08,2.57495730326088e-09,2.54299598924613e-08,0.00263205674818371,0.0168351698254279,0.000893684388992518,0.000292446891161723,6.30997549889595e-23,3.8152518717121e-06,2.55622450367547e-05,7.60272777423775e-05,0.154249530307766,1.75502906112405e-12,8.86456722367945e-13,0.00400069107637394,0.310289288511358,6.17259090494775e-13,1.36823108035674e-05,0.115889196077196,0.00463051973379687,9.68579644634368e-30,4.01280838741838e-14,1.16930946123168e-07,2.97747005477332e-08,5.64067117764251e-18,2.38454849514999e-13,3.59738828966725e-17,2.69983653958083e-15,7.50205071183791e-05,4.20697809350741e-26,0.00547680077869784,2.89656344624795e-09
"X114.1",8.00826788103916e-10,0.0932279268232764,2.5918292708044e-06,4.70203421136796e-10,1.02836472129251e-09,0.000546953475779614,9.09474858265183e-05,4.03334264743087e-06,0.00196057356610822,0.159912256472435,1.439667581401e-26,0.0116719041521047,0.000147784699698007,3.04308600847836e-12,0.00599471003882835,1.41823209584995e-13,4.34313984462778e-12,1.67147941427042e-15,3.86794234015628e-07,3.29117301968805e-05,0.0144768061179643,0.0111228268666956,1.6516092575917e-09,0.00609648595541676,8.73432479966906e-08,3.93228586875023e-09,0.00817927080923223,0.0194694397806714,2.04031406601915e-07,7.1190204340954e-08,1.91343227721622e-27,0.392153227614636,3.50238979654231e-10,0.0034263084211486,0.0589392032840203,9.97254317792705e-10,0.0105424924767665,0.035733669058984,7.68315750530369e-07,6.62991576069771e-10,0.00364392695612031,4.51037105281798e-24,1.3923622482894e-16,1.77906503422219e-09,0.0108728811943649,3.5495529650166e-12,1.33722838721144e-05,9.9842225591933e-05
"X125",2.98865810653569e-20,2.58023809206072e-31,1.06979017160117e-06,5.85163635802637e-58,1.80227758661179e-06,2.42325637675266e-05,2.63940814471662e-05,6.40016325784837e-18,1.97977330611172e-06,0.252527335352579,1.13818430331526e-14,3.30752654613172e-13,5.75876497731135e-26,2.5586228183607e-22,0.0178750554807993,1.69166719172936e-20,2.12033150505692e-24,4.28506361019003e-37,1.05749206143293e-26,9.83602912085364e-37,0.0179381363779326,0.00453155585157292,2.71245755022567e-11,4.13375949166296e-15,9.01005336446083e-32,0.00766573275736523,0.0206777766059033,2.04713606103603e-24,8.57425639163765e-17,5.01670082972077e-05,3.11700459495108e-35,0.255899330232089,0.00187535795840406,0.00862206216569815,3.74838681415441e-37,0.00129810390110296,1.74101808459975e-22,0.20435505008166,2.52030232143319e-21,4.77326599015269e-23,0.00445578363915385,3.55560188657402e-24,9.07454690964724e-10,5.45818305188479e-21,0.0450536898336189,0.000410827515062103,3.37323111398782e-31,7.92528748310087e-13
"X89.1",1.43602497307283e-15,7.30469726706547e-22,7.4783764663695e-21,1.99871479069063e-10,0.00043838392417763,1.06691279836351e-05,6.40891777203184e-15,6.45023617446e-08,4.84112311760013e-10,0.155239815291407,5.06399463082862e-11,6.91498244845841e-07,1.31045815748313e-44,8.19439557771565e-09,0.0159747762279116,3.02380411040736e-08,1.09807962795381e-16,1.72554125523441e-15,2.01388231248177e-26,0.0148445574975511,0.0798599928950598,7.97454272594257e-05,0.00769969818886235,3.00159839738481e-17,4.51271977117605e-22,0.00144516434753227,0.0138785967331943,5.46156965243724e-12,0.000329428125558486,3.19975613323568e-07,0.00792124448061867,0.0815177125039634,0.00174502385861589,0.00104708025475916,1.63486161688134e-34,7.69167913267851e-09,3.87092624523486e-14,0.42399177767794,4.76865416877239e-18,1.6403184443615e-16,0.00860075289713605,2.89510298945858e-17,8.75001553837517e-05,4.04930671289071e-25,0.0236149753875309,3.75289832712695e-05,1.47959816854207e-27,3.02761992691962e-05
"X137.3",1.91984083416197e-12,0.0278677924491735,1.38099090936643e-21,0.047237008862407,2.53726051442044e-24,5.39486441444533e-11,9.84742074744534e-32,2.26145891671496e-06,1.20109768006572e-27,0.014695187229163,3.94035476054915e-28,3.80713797060833e-08,0.125122427892606,1.65328071420768e-23,0.0161650909854203,4.16135330860519e-14,9.40293497275058e-06,0.000749858425569068,0.00245679778984357,2.1213618354798e-09,0.221062922488879,1.07887033915064e-09,0.000211139829227122,1.56108835729705e-09,1.90392252221268e-10,9.37311564253183e-12,5.29305400509385e-13,0.000109686502133028,8.07197705669058e-06,6.8082708568943e-19,0.0386860161429437,6.92347483959982e-15,1.10223546863289e-10,1.54046968703311e-24,0.000254154796705928,1.6798805230646e-05,9.45683334074163e-16,0.399513609472231,4.12832618246032e-09,3.98228771551781e-17,1.61457405467056e-05,1.65544673886853e-12,4.11309634770414e-28,8.75028596221948e-10,0.000340393556008136,5.81357845855601e-13,4.84178090566042e-08,3.20031577632004e-08
"X167",2.89536194337712e-20,2.11046469350006e-06,1.01358188284399e-15,0.0300409240767784,1.64646930652094e-15,6.04596001972071e-13,5.33457566535407e-22,2.37102018073371e-11,1.52944646232245e-14,2.27219933044539e-22,5.0912515325855e-13,5.90925374711624e-09,0.225570664505948,6.66918265639952e-20,0.0195465218781952,9.2968934166025e-17,0.000544928871320237,4.52694564741017e-09,0.0023936207700064,6.54830594544849e-34,0.354514334665485,4.39260357621007e-13,2.27089406917388e-19,1.93339266651119e-18,2.26670113675939e-28,3.08650160551216e-14,2.05539196166665e-16,5.02025015323931e-06,8.37866139848822e-13,0.0911770099062199,5.49242207966568e-06,4.82669250458918e-10,6.13114296862463e-29,3.14777807178729e-24,0.000370772621031947,2.39943632279597e-05,1.55490210242666e-09,0.151258412879035,6.29121538649584e-12,6.57911753517002e-26,0.035737432445215,2.28158840637597e-10,7.50452716134919e-27,3.60852255936709e-06,0.00816992197109538,1.69010308974044e-11,2.34405357251187e-14,8.1575790092326e-17
"X130",2.59627081984756e-30,1.68753465240381e-26,0.0165585471281833,2.63516690819482e-34,5.08531813406143e-08,2.15648167368947e-12,6.28854156927167e-05,3.32510922406628e-19,1.02585428368439e-19,8.75932652795985e-24,0.0193912258294643,0.00203764206405687,0.11896210361572,0.0446998660217506,0.0238108251079734,2.82643943500518e-18,3.89495037099258e-06,6.05199521393373e-36,8.25459898699163e-09,7.235101987752e-15,0.333279576055629,4.75092916551332e-06,5.83818417178331e-07,3.90330079227535e-22,1.12828319427963e-26,1.80906559226163e-18,1.23920532723903e-15,6.51338841319388e-19,2.95579185763705e-16,0.284142212815878,1.03881192685814e-33,6.72783601905433e-13,6.91184238077774e-27,2.99428983573949e-20,1.62579679850697e-12,8.86859600127248e-15,0.00707887766289123,0.000198716709567611,8.03078840266111e-16,2.96573609620578e-21,1.2577931347528e-22,8.22214459085131e-18,0.000993260541524874,1.59775457521601e-17,0.0210429533025354,3.43205231016896e-28,1.07819348465024e-21,2.93657387180054e-29
"X112.1",2.00420594903088e-17,0.0166968947569392,3.62568602141572e-07,6.0263346967355e-32,8.86377576918151e-09,5.21818127003582e-19,0.00638380483467202,8.20851659483369e-12,1.01553895188792e-32,5.95579001584679e-21,0.0148651558289461,0.00857774861893919,5.18405511206641e-08,0.249287827659525,0.0136886274098827,3.44489465181294e-14,1.74103100231229e-12,6.66969091978621e-10,1.14487165378415e-11,7.09058270505367e-24,0.117860899068474,3.51462267628804e-07,9.41142684617879e-07,0.00383586623699222,3.54448960341048e-20,1.03292653547484e-13,7.04869190753235e-13,1.94807182892433e-11,3.59466942592185e-05,0.360683840822773,5.43318724275157e-22,0.00124893524009311,9.05737066656336e-15,7.42122400144353e-07,1.60858037422841e-06,1.12783173435934e-08,0.0020237259987596,0.00883474017501758,1.67179463948142e-05,2.51958409567774e-09,1.01045554397636e-23,4.21773361520367e-06,5.80035028070813e-20,3.43774038216769e-16,0.052022840277561,9.38158187074619e-19,1.41451306227749e-08,0.00280959615406752
"X121",3.31888197174209e-19,3.45055093280689e-52,7.56841425455711e-26,0.000367790660960858,1.95383338583372e-38,1.25109365876581e-13,2.58655772631601e-34,2.41120890712099e-15,7.66455113056562e-32,9.43517040888562e-23,1.44447103451227e-23,8.48664475659586e-12,1.51279808316106e-25,0.28462174120799,0.0049983494019168,9.592287808986e-18,2.61183043059473e-23,0.0107481669391359,6.14735899200113e-17,4.50654519557624e-46,8.33356767371378e-11,4.55626910339884e-06,1.03785920492783e-16,8.68240789250245e-05,1.23989229687841e-27,1.35165927695532e-16,5.03653786352626e-05,9.26298720086699e-05,7.07155756601719e-18,0.216585431108694,1.74792457506718e-12,1.85393272090854e-05,0.00112529048444242,9.67422254629335e-20,7.64722098687539e-06,7.44244596537382e-15,2.07680428785868e-35,0.0164693319687854,1.50132092158187e-21,1.72115844839609e-23,0.0512277906376511,1.12974951243804e-07,3.32415683223207e-16,1.62018436101713e-14,0.19549308574377,0.00206770424796087,1.21138555905853e-11,0.115565843175635
"X92.1",1.31515770322568e-15,3.95432299181848e-11,3.08332563243056e-14,6.74728105372188e-10,1.74834234374328e-16,7.3427036712228e-22,3.01847484733541e-08,0.00455298825139653,0.0209902335238004,3.62293590378608e-06,8.01792032837903e-47,8.27530017872497e-08,0.0046298467028142,0.154167547033505,2.43262518208807e-07,9.33922049202312e-29,2.4881127411564e-16,4.31688380493341e-08,6.40582312977342e-07,5.16591614102391e-27,8.78165309989092e-12,0.00206772574917772,0.000500775718501982,0.000247473057007729,1.34010679842802e-34,8.30469281677597e-18,0.00629194275317897,0.00628765431088039,4.41007507960732e-49,0.0626799665912889,2.5243239551901e-10,9.95744828572912e-09,4.00187788347779e-06,7.90300505966746e-18,1.8892123544251e-09,1.26620853836521e-09,6.46299817277538e-11,0.0136178551176146,0.00167440878911704,7.44479690699355e-08,0.0570022716482425,2.11617460317743e-18,0.00522930606343556,4.57123721014157e-22,0.400830696523902,5.59701666186688e-09,7.9669210554518e-16,0.192649929415649
"X123.2",0.00166120363365235,0.117455771355213,0.00265820634318782,0.000158363698729214,0.125227721374577,7.62710936865649e-37,1.97749960653416e-09,2.64033208599861e-21,0.0912715585343925,0.0095115278730337,5.82673868586174e-15,3.7334901503307e-16,0.00903003267462161,0.0431082840372788,0.00787771356876185,7.23709796675183e-27,9.39693297888739e-23,2.02780230362002e-16,1.96584785305478e-20,6.72923229615567e-26,0.00449677351784916,1.40713008748421e-06,5.15200418881759e-08,1.45580318439446e-07,3.15422632963002e-38,2.56383701899264e-41,1.53824318691377e-20,7.69527882309371e-13,0.0180410397868787,1.10732554575962e-24,2.17394531589272e-10,1.18763641523599e-11,7.4752871529399e-17,2.48663863109172e-11,1.7516620649301e-06,8.05393173606491e-17,0.000107637469011671,1.02486071514175e-12,1.61027630537617e-05,1.38761276370963e-18,1.34431840737779e-07,5.648517683696e-28,1.764603047531e-20,1.85116972561558e-34,0.444044821771587,3.53103492560787e-50,3.34042280663527e-31,0.103652789218941
"X89.2",0.00129838885001599,0.178092767190511,9.11022741443335e-08,4.86267260132796e-05,0.205871768413053,6.24914563969945e-29,2.07710296500353e-09,7.12219262997606e-26,0.086536356347201,0.0024510345341467,0.0140148602565166,1.35250899296168e-10,0.000317769137352089,0.000497277982859896,0.000134179240077714,4.17461964818382e-23,8.71763685797303e-13,0.0154846872741104,3.29420955747255e-24,4.70448099947976e-24,7.05315490774787e-16,7.02823855955049e-22,3.18714029642887e-13,6.73006963786407e-09,1.64317993729411e-20,1.53342365351823e-15,1.48444250630668e-13,9.98036637564783e-11,0.186158677610717,4.84209399896856e-05,2.65393872495843e-15,1.76369496211214e-10,2.52121915368479e-25,4.65302195334789e-11,3.13373982980021e-21,4.16575510350704e-11,1.11272136271101e-39,8.43397035820076e-05,4.43303664805219e-07,9.88006710500739e-24,1.33027305311158e-39,0.00163420944569007,9.14129778114409e-22,3.42683337508918e-29,0.247959010696056,1.04724547391519e-34,6.61643084405154e-27,0.00258065801614395
