"","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15","r16","r17","r18","r19","r20","r21","r22","r23","r24","r25","r26","r27","r28","r29","r30","r31","r32","r33","r34","r35","r36","r37","r38","r39","r40","r41","r42","r43","r44","r45","r46","r47","r48","r49","r50","r51","r52","r53","r54","r55","r56","r57"
"X112",4.76537924390733e-12,0.00117937605489844,6.63887611284549e-13,4.27255176243186e-26,8.95593215473498e-10,4.22919535902699e-19,0.00104952918170686,8.50721679687117e-11,3.62688933568794e-18,3.56089239784244e-16,2.18400983349827e-07,1.64580684232493e-21,4.45457779025277e-20,3.14518034893919e-14,6.47861892307683e-27,0.0597519526730269,4.02620127404451e-27,0.257063888211198,2.34034816509763e-06,4.93296340830781e-22,0.0136799171233475,9.28547429950729e-19,2.48042981746035e-13,0.0278491019398839,6.56016716746129e-06,1.62447481813487e-10,4.29054305044238e-08,0.0719567666421338,0.173835437074046,0.00298863876860955,0.00619288774359041,0.000229686859085903,4.5729481781514e-10,3.79429907489534e-07,2.67742897951482e-06,0.280555305278463,0.00400296785923013,1.41597814655413e-06,2.20403536096913e-12,4.2944762080203e-33,3.99550621049148e-19,2.03340895871792e-16,5.92354702910994e-12,1.41436187317103e-18,2.00911567310538e-13,0.0257678824653172,7.28361030072714e-11,3.93727548947858e-16,1.57307215022992e-07,4.86671955664813e-17,5.86520289599404e-06,0.0191890191434967,4.21418441688104e-22,4.32914777540885e-12,6.08574127732803e-07,4.95383520802359e-18,3.14777945578835e-07
"X83.1",5.34511724313167e-12,0.00962986003131042,6.95044213514114e-28,3.52586301000133e-22,2.39136865151664e-08,7.65355720747608e-16,2.55976296228353e-25,1.08351345949383e-15,3.31305469262301e-18,5.91637795203083e-16,3.37638948612757e-31,0.00589175355123805,1.643393255225e-18,2.44857665004014e-25,9.28185416486862e-22,0.0745091026876172,5.85999029297968e-14,0.113517322885035,1.11839486044218e-23,9.2354399563801e-25,6.64173043357427e-34,5.98531235563154e-24,1.01922116048396e-08,0.027115429384789,0.00481792567752676,7.93692841072787e-25,1.60024247832132e-22,0.0466244867202188,0.137126880310524,0.0167941305332081,8.36575346968572e-38,1.59262250261647e-26,2.69272023524123e-21,7.13752272488056e-05,0.000664175268564421,0.277444964308083,2.05160564411335e-19,9.31752262228423e-17,7.60267263973395e-20,3.02701676820281e-15,3.14230252182007e-33,1.21017170616248e-23,1.16701200338747e-21,1.18477001822831e-11,1.54333816921566e-15,1.4770517208099e-62,8.83495363819419e-29,5.11408315953776e-35,1.71345202847654e-13,3.28841746296954e-24,1.12104379688301e-14,0.237178906910671,2.27546779996404e-16,1.65527998537821e-15,4.26119436708988e-21,8.46384373819432e-18,4.44251003263333e-26
"X41",0.386593715370319,3.35771066302679e-05,0.000148600342473676,0.13221558412598,0.00206142343913667,7.88191395556148e-15,2.04861364968484e-07,1.35611423591713e-12,7.4577377885354e-16,8.88008745249533e-17,7.63689199662761e-20,0.00292413477907719,8.53436932112139e-26,4.10602794734213e-48,5.15566295451022e-20,0.000138681036800782,0.00408404221092109,2.04958118424368e-10,4.69902708120642e-26,2.79513637631931e-32,2.71422376448464e-11,0.0225397389257333,4.55781928202527e-18,9.77114903329865e-09,7.90112477047289e-15,9.27842238444551e-17,2.47763521894002e-12,0.045364813323682,0.00499903069790074,0.00385650591008004,1.31892328354476e-13,1.0984357076515e-05,9.79890339119994e-08,4.57444717992997e-10,5.29734366040408e-11,4.68666858714934e-12,1.96588209742886e-18,7.21978407392559e-13,0.0153422049986775,0.00119676828435375,3.11826020654153e-12,3.54360062097095e-10,5.54820486836826e-18,4.88614644381515e-06,2.08749418744482e-06,8.55430787284791e-27,8.62871452731005e-09,9.33550444749621e-17,4.19076650527111e-07,7.386720231775e-22,4.03350043677042e-11,0.137625696169984,0.136922611634453,5.67459881223628e-07,6.27599082749884e-08,2.09046175299573e-10,1.35797938352123e-13
"X73",0.29478832971804,6.55132324851305e-05,7.59026683810876e-22,0.21674669054906,1.71965494498579e-15,1.73077488193534e-08,1.92363552857271e-21,2.13888842379207e-24,4.81015715736598e-30,6.87776267679546e-31,9.32678906059413e-13,0.0050518281193388,2.32698396534923e-22,5.96089504902295e-30,8.7059494195801e-11,6.84415384662957e-06,7.19960128723342e-17,1.26971755797401e-42,1.05340950142912e-14,1.11700795894913e-18,9.397571551577e-30,0.0127614682912259,0.00533430460192776,8.40731598000449e-11,1.11953195370708e-14,6.96391692633748e-10,3.28869377026186e-22,0.27817604294746,0.00222912817934894,1.04916314123289e-16,2.76811038753785e-30,1.04689115704955e-19,0.000213561457412859,2.7889643664319e-12,0.000942123345308682,1.54727906623145e-12,1.34549885349901e-35,3.28945731534486e-23,0.109951677441802,0.00150250011576761,1.87755072017314e-09,1.99848532894118e-14,3.07636120435942e-25,0.00262465407794279,2.54162883219863e-17,0.00515387597779864,0.000714659348006484,3.92819909850189e-19,1.73830444063857e-26,5.71683867763201e-33,4.65250196346185e-16,5.17223115546403e-40,0.0304293249722088,2.55585194614659e-19,7.5256797034967e-21,4.27435353076696e-15,2.01609738028893e-27
"X72.2",0.0649499281421398,4.74461449645859e-10,6.61930772377472e-09,0.25167826032824,1.67203765242499e-09,8.68473861413623e-13,3.36653014623858e-14,6.89046900722077e-19,4.51446224997468e-20,5.04833154026143e-20,1.96983553271095e-15,0.000268657433886411,3.57467945591081e-22,5.39897957697892e-06,0.000988670087205688,3.31557562776171e-06,5.99288638619475e-13,4.15589229375098e-07,0.0102879845069313,0.000148075676987714,0.000122650538573551,0.0102992019611277,0.0635177721716843,0.00269627593682103,1.1354011521018e-13,3.64648441978174e-16,0.00191268682385116,0.210150910726011,8.56675384611912e-06,7.68277750706378e-19,1.11215266362098e-08,2.77070447641544e-15,1.19352702034553e-26,0.00561811931972117,0.00308185491924781,1.26683164691922e-29,1.9899168839607e-24,1.99740946168711e-05,0.320229875081457,0.00275846034103147,3.09810810133244e-15,2.90842247083234e-18,2.62395171490894e-45,1.5169614765837e-16,4.9056208615085e-12,8.60380107222436e-37,0.0039426655448232,1.69252571541232e-17,1.44060436992924e-07,5.6212909662064e-19,2.02697528914266e-11,3.52562402768732e-14,5.12084297505034e-26,0.00379252739055422,4.93219187879999e-08,2.44992537492654e-08,5.24085925083223e-17
"X114.1",1.4782468652449e-07,5.04916488729031e-07,1.2528039038541e-13,0.13452923292063,0.000659570306430709,4.15363757365563e-10,1.50982001888177e-12,1.62880354695889e-11,0.145379598606088,1.60815148986377e-07,1.03228532999045e-13,0.00066041968920638,6.42136259887439e-24,5.22346067617912e-06,0.00837782889121089,0.0142066317105367,0.007495913412879,0.0258844944768387,1.34853411019786e-23,3.4812010193575e-19,0.0112918688925982,0.0223032878310975,0.0391410817465323,0.000212580806314905,6.40892245887364e-13,3.87662180591821e-15,0.00892018593712147,5.98291750180855e-08,2.80827673083516e-10,0.0115338382349313,0.00029482507157257,9.06905179975134e-09,3.45304418175575e-27,6.77144900954939e-15,4.0566271030553e-15,4.93818976959114e-20,0.0108802168019403,3.11636436462608e-12,0.425665716269972,5.01795090687078e-20,5.9460196353205e-09,7.956832058742e-20,6.09156765731026e-07,1.20248309331391e-08,1.39130314299832e-11,9.03215158999519e-21,2.69545672131682e-11,0.00769177150232475,1.78395103222761e-16,1.01113160304868e-13,2.37067661437591e-13,0.010428084433679,7.70819196813859e-19,0.00344466544588915,0.0056565672457052,7.85049294115367e-05,3.91953444082171e-15
"X125",4.51677113995369e-06,5.62618097500328e-15,7.31469035764566e-12,1.32159839056143e-12,8.61633136427483e-09,1.01838584406054e-11,2.36437126205719e-14,1.47716254074512e-07,0.293605804245298,5.31572991684514e-06,5.70845348900823e-19,9.46448631582258e-08,4.22031806636069e-37,3.27579707439018e-30,6.61910957224383e-31,0.00481325098431581,0.00361379469308041,0.0310701565294581,3.23174936841956e-37,1.74344631072705e-24,3.80247379418879e-12,0.122415967598539,2.52668080770344e-24,2.77449308237026e-33,4.66895553855518e-25,8.06698255320471e-15,0.00269213724674605,0.00656336229909607,2.25601036094213e-15,5.09218019420405e-05,8.20607167324403e-27,0.0194755017021997,1.54046252033797e-28,1.54551305576631e-18,4.29649900336339e-22,4.08885654523747e-11,3.53887644222301e-17,3.65197441644279e-33,0.287793378421087,5.86792564435506e-34,6.62809051309187e-11,7.6675838118463e-20,0.0764232103332457,1.70243581719202e-11,8.14454466342773e-32,0.0433288128491726,5.8902538175551e-23,0.00101772345880385,1.09105279537095e-30,1.11602958226161e-05,5.54998957351787e-20,8.64367421316179e-19,4.62793522948944e-12,0.00297137893682774,0.0213152100352355,5.92988117358665e-11,2.95935093698399e-32
"X89.1",1.07121538781428e-23,6.36706521806933e-33,5.68243215545886e-08,3.85402882848051e-66,1.20901011128593e-23,3.81589226784643e-22,9.71216460049812e-08,1.05679869294672e-15,0.223219720800843,1.97533783339108e-28,8.17533940028063e-34,1.95268788814254e-25,2.07394090001294e-50,2.4287628607709e-44,6.22534779048772e-42,4.39305816050252e-31,6.63472493901367e-13,3.35042922236829e-16,0.107009462678266,1.08923445709117e-36,1.87746633606801e-28,0.319603303968235,4.72083346602588e-69,3.30338208383675e-25,1.40827597571532e-29,3.82830320991995e-25,1.6630382919856e-16,0.0410317035594925,4.03120324543932e-24,9.97132358017679e-05,3.10989238266963e-42,0.0662890424571004,2.02613152734651e-34,1.95130846958976e-18,2.93305449745039e-34,3.06114088400865e-11,6.92476493977294e-74,1.75785736954411e-37,0.100290411883884,7.38928823696108e-32,3.6628789038835e-15,3.61810536002981e-18,0.0632296034103224,4.11557701149814e-26,1.23401658826969e-27,4.73665126571707e-11,5.56892008680854e-17,5.49588501618512e-17,5.13434801931961e-16,0.047154054368557,1.50697633486116e-38,1.58457177480366e-16,1.76275365024542e-14,4.45550088518005e-15,1.05632242493144e-23,8.35609186134798e-29,5.52579774016336e-53
"X137.3",1.2288311512521e-12,3.11738341720554e-14,0.000538024783821092,5.35624107078832e-06,0.00186387269035569,8.66313174734289e-14,3.89799711288628e-06,1.59667726854234e-12,0.0621366866229019,0.034142047448699,7.56462518635822e-11,5.49464692213562e-15,5.32711749786507e-23,7.36258293295367e-07,3.79940917549197e-15,6.6158041753392e-28,0.000159124726584758,3.13017515483307e-20,0.156827568848408,1.43611327956694e-23,1.25018218030867e-09,0.460780619048696,0.017626073624175,0.00894585220118452,2.66543875548421e-08,1.7246564801537e-22,1.16347330611342e-07,0.00963424938683295,0.00283720105334505,0.00564915264618678,5.20582975163486e-18,0.0414778698304992,6.780055413269e-09,8.40159281154899e-18,9.2806038194855e-09,0.000214544550405958,0.0612331111494181,1.00969225555262e-05,0.00832647432057998,1.23383452984059e-08,1.31089735155359e-17,0.00281340088651374,0.00261208425978751,0.00011810718906503,3.02099750282309e-15,2.83101215192877e-26,3.08314719220513e-06,4.38556932097831e-05,0.0026917132931236,0.118470339172235,1.76447176175903e-14,1.0392758746469e-13,1.57903665488736e-12,6.4887423813109e-14,1.04270716002004e-07,3.79524189498755e-11,2.4553047022648e-13
"X167",0.000452603244283965,7.02280355287716e-09,0.000189029593277314,0.0243773114372059,5.75998602073539e-08,1.16218463096443e-07,0.000800458052052634,0.00581997525584059,6.18882266030636e-08,0.148638404302653,2.46068303081251e-05,8.47906197852887e-10,4.19349524612293e-14,1.551400923856e-09,4.38510657846036e-17,0.00778783805327885,0.00619031755735109,0.00124640204619319,0.006495451311807,4.60572742086668e-30,9.4970958257071e-23,0.384996588810286,0.0110142826223428,4.71121404790507e-31,7.51185606489713e-08,6.68156236164743e-31,3.4386597110904e-10,1.89170529622986e-20,0.00027591872869624,2.03786280462463e-20,1.97859388757867e-17,1.36589847840635e-08,7.67299444521392e-09,0.03922879208376,1.06405892680942e-12,5.55182009684945e-13,0.287291272129333,3.25460539941175e-12,1.16513902862223e-08,5.46506213962517e-23,0.000608058243058159,1.0226045547711e-07,1.46257772328573e-39,0.0126567169092831,2.27303330665297e-25,3.33839888827884e-09,6.97661672441696e-15,8.92809220717774e-21,0.000420692407493737,0.0320835717455669,1.55906887132875e-06,4.56323728869227e-16,3.32934388688545e-24,9.78925192841678e-20,0.00954064836133246,0.00101274412387854,1.17999915611092e-16
"X130",1.43238611245408e-22,7.85567174349248e-31,0.0147345523908359,3.08140244309852e-30,1.95094948233832e-63,7.79002325019131e-47,1.11021500809019e-10,2.18258389449849e-23,7.26323718675853e-28,0.192866082617725,3.64497577193358e-26,1.8768144483756e-06,1.75667791959115e-30,7.79563783055341e-23,6.25414600955629e-20,1.92338590329139e-61,4.97726502508796e-09,1.06982308473902e-25,1.99873449309469e-111,5.1705292152186e-27,1.42004622931312e-35,0.198687192604055,4.51031064898469e-23,9.34526862338186e-73,2.78406105142176e-24,8.44693618704811e-21,8.94735449184707e-29,6.99386487088108e-25,1.20611136742703e-05,8.87966659405429e-14,5.74496350905561e-51,0.0416195914359245,5.09963530327881e-47,0.199281005070595,2.81757512944972e-29,2.43473414550633e-38,0.30833034883833,1.04939830597376e-26,2.78692106771493e-35,2.9839433665773e-53,0.0181878432377813,7.48790383354332e-19,4.58198687012528e-38,0.00935286650927163,5.68705071672381e-47,4.00109612764844e-20,7.18537008960876e-49,3.29013289999832e-25,0.00324731840719172,2.06424892079052e-49,2.47973871648302e-26,6.25402166250581e-09,2.76924639078902e-29,1.81085949668898e-37,1.25104600283898e-22,8.04263953910012e-09,6.21687309450055e-57
"X112.1",7.46031880132067e-13,1.23302406750062e-08,0.0097771742007169,3.06038657406267e-12,3.16497846901656e-18,1.01207487836631e-06,3.80251365810393e-09,5.59552235198046e-18,1.6775852722374e-12,0.0956399463886061,5.63808847571057e-20,4.2399287722989e-16,3.28705799368295e-24,0.000899808232695151,4.23995454937251e-15,9.01533483408543e-13,1.200459627769e-08,1.06696354980362e-11,4.18903014963361e-10,0.00501406895083716,4.10026868076947e-10,0.0533427650208133,2.92290434970886e-08,1.84477285550861e-28,5.48542077515479e-16,9.24720800459532e-16,0.000722485268792989,3.64861463377282e-07,0.0168343882896625,1.28479178960846e-15,1.12321765989223e-28,0.230523737894352,1.88078908210729e-19,0.411318697399399,8.4981344589383e-13,1.54260139568062e-17,0.105073987071905,2.38777460813814e-05,6.03957462798391e-07,4.8801062084759e-20,0.0208404544630378,7.52784232284364e-08,0.00301135127952325,0.029044522545682,6.0265716576413e-18,1.88590143390738e-16,8.62034421998607e-15,1.99951591925311e-10,1.65355584265275e-10,3.02271330768256e-18,2.14533704822318e-21,0.000164920441875234,2.99364128694328e-15,1.18549081954079e-14,6.06929482559788e-10,4.64416288378814e-14,1.37747527685239e-23
"X121",1.65216560859564e-16,0.00796464916482971,4.47826311742121e-25,5.68969175966929e-12,0.0805622282619491,0.172761859179001,2.82785023802339e-39,0.00014753592105243,2.3155100136609e-27,1.84960186007782e-39,0.00151021028746244,6.82190418062403e-22,1.27357763851009e-11,0.000106066456675654,1.56048148362289e-24,0.0487964216235409,8.76513257882456e-13,0.032296776888666,9.17899147215616e-11,1.10169031366387e-18,3.25483657915304e-17,0.0240099964261278,2.49918658973087e-06,1.23922945964097e-27,6.04806586490105e-19,1.27515616861199e-14,9.79533963205e-10,5.17160958900406e-21,7.07063819823846e-15,7.8958649175688e-22,2.00565001527871e-28,0.178289262871373,3.311912825928e-19,0.377820731139909,3.45008017400172e-16,5.95363792953736e-09,7.73986613855183e-21,1.47392160295876e-33,1.15241806590235e-05,5.07487817350635e-16,7.52440597779637e-24,3.91015720245639e-25,1.71141662785166e-16,0.0334801065387754,0.0014266877193223,0.0152265152091478,7.30056860329919e-44,2.66561784465561e-15,1.61202915735958e-35,3.23887631169665e-20,7.68328863150402e-23,6.91692914426502e-20,8.3127288541642e-27,1.11899165020751e-09,0.0173238129991042,1.84576841129677e-08,1.61159118331019e-12
"X92.1",8.44793716934678e-18,0.00196648904273303,0.000623019627212682,1.87970848841417e-19,0.0646406179661307,0.362912823334673,1.9069752360759e-17,0.000101430894578717,2.59688583923836e-26,5.61955349940787e-38,0.00126945446863337,8.63070874106762e-07,3.6681903481165e-09,9.23971994283658e-16,0.000102937306698932,0.0484388983827134,0.00476976961063178,0.153849088970719,2.75738317270802e-61,3.18032765052438e-27,3.38585308698622e-34,0.0387338905773066,1.20736635932179e-17,1.70761946980455e-61,2.09812143120518e-19,5.30022088642893e-15,1.1195666226361e-11,2.1284899799546e-13,3.6612623696345e-22,1.79853317414323e-17,4.44107818153952e-32,0.0114651220939556,9.03913325734974e-10,0.200532844060161,0.000202473765426903,8.43174025511893e-29,7.72739666996417e-25,5.15017229317769e-36,4.14030239987645e-06,7.3604478471279e-05,0.000327419307282995,2.39705713238649e-21,2.41500617721061e-11,0.0356734095580217,1.32399419623564e-05,0.040582402654457,1.71218908552005e-12,3.44697019222152e-27,2.29795137247642e-24,5.97047257598459e-32,2.82164142796222e-18,2.97521640247374e-05,2.86058367609887e-12,0.000294096478451599,0.0108180841020949,5.27221749580808e-11,2.1300639412623e-29
"X123.2",1.80436112161208e-05,1.16708302121002e-21,0.0110251303395839,4.90149416844581e-16,9.93106968306739e-27,0.304720947204986,0.00633860310109353,3.68957271312794e-09,4.21083110913912e-20,0.0016793586432434,2.99309491465031e-07,0.00013442389927387,0.000228979685448814,6.159860283256e-10,0.00348082177030231,2.73623924672483e-15,0.0214884753267682,0.328763893992244,0.0103922815943763,1.64442672830586e-13,4.45122536344313e-15,0.0140505853284012,5.96114286025367e-08,2.8857243829329e-32,3.25757718627603e-15,6.48156501777497e-20,3.35152469899763e-10,2.53067094065046e-20,0.0982560404782802,1.75754278751741e-05,4.13697250774285e-24,7.34378174759571e-11,1.84104325354743e-06,0.0547698405590543,1.05771349362259e-08,7.3103499840905e-22,7.45152160071069e-23,4.21910009873678e-10,0.00289212290243376,8.12243079716827e-06,0.0444114383131602,0.000508377763811016,1.90268899161283e-10,0.000950443150763356,9.15653710877451e-22,1.49978302511199e-32,0.0415876569488014,1.74408157968824e-10,1.04948356119894e-11,8.35731932878991e-11,3.0149163777842e-18,0.000989281419658194,2.20985756186544e-17,8.98639549293851e-11,0.000305583014960667,1.45269964015449e-09,1.72948778751282e-41
"X89.2",0.00104041786451705,8.56525135304483e-25,0.00787467743529671,3.46075015479389e-13,4.22646078838379e-18,0.0977835105406353,0.00717666304482659,6.94178354811057e-12,1.84463007417728e-23,3.22205104157875e-16,0.00440293063843832,3.98405266277191e-16,2.89236703860567e-20,4.77366642938458e-20,2.48321692590413e-13,4.43798433160044e-21,9.7224170862814e-05,0.330211384167911,0.0487886417787509,2.33727374889577e-26,0.0109575311823982,4.44759467336442e-27,0.00126059618502324,5.65197540259028e-09,2.84704335601318e-09,1.11586139872921e-22,2.12504587066689e-17,0.01399661204166,0.278562970873718,1.2078931256152e-06,4.14957660956357e-05,0.0100069820875862,6.13788964537942e-12,6.26148090821581e-16,2.77557893465099e-17,0.0486684531479607,2.91171326313541e-29,4.53855665630055e-12,5.49142069142863e-16,0.00192530506715991,0.0630161341020067,0.00740429890938806,2.9374773062213e-15,2.44124176025407e-21,6.11328329000331e-23,0.000434648672938114,0.00194468041239232,1.40659754951654e-15,3.67974522028013e-07,2.82014157727736e-13,5.61080876876964e-24,2.87577257373485e-47,3.1617640613169e-14,2.22205694498665e-05,6.00947041627163e-10,8.92279197034136e-10,1.28741251111659e-25
