"","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15","r16","r17","r18","r19","r20","r21","r22","r23","r24","r25","r26","r27","r28","r29","r30","r31","r32","r33","r34","r35","r36","r37","r38","r39","r40","r41","r42","r43","r44","r45","r46","r47","r48","r49","r50","r51","r52","r53","r54","r55","r56","r57"
"X69",1.49688550440618e-20,4.59699241349683e-15,5.39663286825663e-53,0.00144922457625652,1.21609758362506e-15,0.000214018762730886,3.82883531897049e-41,6.8586257785133e-18,7.80397681733534e-62,0.290073175592915,6.90883928487005e-13,1.01357712905098e-26,0.00520853640046986,3.11523883666971e-17,5.76990644850233e-13,0.0632925573310216,1.10662047725521e-42,0.00989933157425185,2.55793893589178e-10,1.17059626324619e-11,1.98890051134095e-44,0.0545071108524232,1.13961096080412e-09,6.30110736876096e-17,1.67577596802601e-35,0.0110387684367901,5.17980959951732e-09,1.1267174444924e-54,1.00251039145343e-36,3.34321301710713e-27,0.000643774851565388,8.04181721598658e-24,1.63583416772712e-16,5.50699721643582e-20,5.53484886126059e-16,1.09936825522711e-18,0.041031974171574,2.27287050077973e-21,4.79237544516513e-14,0.0116972295103766,6.60905607505839e-36,1.52790692218113e-56,2.39510174075894e-19,8.03544926484742e-26,0.000864269565661608,1.10069998939534e-10,3.59210292571397e-17,2.54438727973502e-14,4.92851176521367e-43,0.327701982023289,2.75958578413961e-08,3.91658506128184e-16,6.2212971724385e-33,2.30867040226668e-22,0.157128824267319,1.63949414841875e-34,0.00888560126748074
"X86",3.07094526564053e-18,1.79808984953514e-06,5.58010244170498e-32,3.33475427737346e-25,0.0629892208795686,1.21917861066723e-15,2.37479030738607e-30,3.40676836649925e-19,8.36885118998343e-09,0.477069378099954,5.87709832877272e-17,5.67201926106469e-26,3.09847204020256e-06,1.85393298025302e-22,2.29840510602922e-07,0.0349435781483441,4.79623115861792e-32,8.53308588960363e-06,0.0906102137710315,1.35857749336384e-11,5.17071821530097e-28,0.0117094661932639,5.02751959457809e-21,6.67783329351862e-10,3.19612655031687e-14,0.00286790786473033,3.79219781433522e-15,0.00118242409532523,8.47299404951291e-19,5.10781579050586e-23,6.47689964606377e-18,4.37642545986645e-41,8.50853519356754e-20,0.0612031489953779,8.16771481912909e-14,1.81909301831819e-14,0.02453026030346,6.75952750351087e-15,8.80693353747531e-09,0.00161453242328208,3.36626368981357e-31,0.00378577822247227,0.00740002443949126,3.12360672205004e-25,2.89808494601888e-14,0.0109396782186594,1.11216174060789e-07,1.32242212702988e-13,5.154035664302e-31,0.0526190005766366,0.0108679216323407,1.00067173318828e-07,2.15724844277626e-12,6.22808229850606e-06,0.108545232824957,4.68780845513208e-31,0.023603748296903
"X97.1",1.11386266765798e-26,1.36947797543348e-34,1.83945040602438e-19,1.94217451294513e-20,0.248710385878186,7.47076651839312e-37,2.43642840946617e-13,2.24951616642739e-18,3.24024223805261e-07,0.322061265345234,6.0657718668983e-20,1.25248672340388e-25,3.67771564765926e-12,7.5343869034607e-10,1.93718332557228e-26,3.61811100548953e-43,1.67374619758348e-22,8.68257634946936e-30,0.173065549051747,1.64082083804818e-34,0.000787028824142383,1.52827295092104e-59,1.75722324103515e-28,0.00923043392735703,0.00734349168056642,2.02360149273875e-26,3.31400806127368e-14,3.47925824151362e-09,0.000856783303739133,3.77793170940617e-29,0.00939944304426901,6.79150086728456e-07,2.68168826784058e-16,0.176898445820306,4.50676448128241e-18,2.44887081247238e-14,2.52721189012249e-21,0.0124414593357435,2.4851136970412e-26,4.44581477535663e-13,3.1504544133801e-35,0.049787536634831,5.142532486947e-07,1.6357052397263e-33,9.54870523878282e-13,1.1439377267408e-40,1.65302644828508e-06,1.13935204398859e-32,1.06313919100109e-17,7.64226149735043e-07,6.56118586020253e-11,2.65818383904827e-18,3.96005498267422e-16,8.80776325810393e-27,3.56263781534909e-20,5.84076783206905e-27,0.0115614830911703
"X85",7.58427753027544e-25,1.89625707522621e-11,1.82445890635082e-18,1.50350981906409e-15,0.446728867173029,0.0049265929927038,6.84937697973981e-12,0.016970301680035,2.43556567000142e-15,0.0557182564780131,2.96867222194503e-06,8.20427447395734e-13,1.70209836122807e-13,6.69042079095257e-16,1.56732381028796e-28,4.73889250461571e-27,1.14625199886731e-18,0.0146375058644552,0.12505162215974,2.11204528242561e-28,0.00223366315914061,7.02762567553175e-32,5.62562207444842e-32,0.0204823020188909,0.00778453789206538,1.66383075803509e-22,1.60061750538031e-32,7.48053515069912e-29,8.62031111612977e-21,9.82091688306431e-13,0.0182204465509368,1.33740509899118e-15,2.11165399625367e-10,0.209618122572801,1.84006182577462e-27,0.00353378959905676,6.63783487798867e-06,0.000284543255590567,6.63552880912688e-26,8.69412650005579e-08,4.2070293922693e-29,0.00186792079669064,7.31491061973806e-39,9.21052706723711e-42,7.2355616112907e-17,1.147866302035e-24,0.0901256226570694,1.27498433182075e-22,3.7844367847929e-18,0.0173835554354662,0.00172091669015822,1.24966733165107e-28,1.98134788887362e-18,1.48669407586817e-14,3.2715245252555e-31,3.27052631371319e-27,0.0225449688263506
"X143.1",4.22456109295431e-26,1.35092930951179e-13,7.77616478432202e-31,4.06169647073185e-23,0.314263278413522,0.0435180884653791,2.33149712518783e-19,0.0499662775747014,3.47473404348696e-37,2.03439253140386e-42,2.0105079190472e-09,4.41659566314688e-05,1.13810877941346e-09,2.50060515810579e-30,1.26411658890977e-19,0.037562780954255,1.83474318175773e-29,0.116516678639857,0.0128644054811831,2.82240454568714e-19,4.8704596202792e-44,0.000581321607770692,4.78103824001079e-29,5.48716908372569e-18,9.24970875696779e-16,1.45892655501256e-16,3.75264544274942e-37,1.22684954196614e-23,3.43280692172305e-63,7.10498249610341e-19,5.77098539613955e-12,5.01614729838886e-44,0.00473295526017597,0.110567141599931,2.61591220511094e-38,7.57642434176036e-34,9.73657603663833e-05,7.22906056095547e-32,4.49259802847117e-32,2.1835268617321e-19,2.34978457596617e-25,5.35530154522492e-54,1.98856265585677e-29,2.70246025879126e-39,1.25247121456956e-24,0.0248643524539491,0.303327313902185,8.7159672336637e-18,6.30755419150982e-25,8.94565414066967e-22,0.0119410808355962,0.0136771577971892,3.51686417098454e-18,4.53844133289491e-20,2.01328881652866e-34,4.984191401169e-48,0.00667061062278666
"X141.1",7.71834607485097e-25,1.32745660119386e-12,1.50434248222224e-13,1.60971247018424e-08,0.0770223707605156,0.0184966629133112,5.92682960615677e-13,0.0202371139625506,3.23166412429552e-13,2.63217197217274e-09,5.53823502300289e-25,0.0126249443820614,0.00244712035305446,1.34704638522712e-07,5.72197906627164e-11,4.98017106615428e-15,0.00250461375820493,0.264333343346651,4.78067067517191e-09,1.78175902962309e-06,0.0503366411963191,4.45431287010431e-12,6.22127215656114e-09,0.0446259614876447,2.33462388861441e-11,0.000121854650383602,6.45344366859714e-07,0.0172681082004725,2.22801121494951e-20,1.36098435004204e-14,1.41040853633486e-17,1.61406079857508e-18,8.44886420361393e-17,0.0211683343353575,0.000205855079155754,0.0192454630507489,0.0247216893203778,3.73371948055427e-07,5.59486107509592e-21,7.95488973997201e-36,2.37965425449079e-12,9.4174625397428e-11,4.34704215873892e-13,5.7482959780096e-09,7.90603119532343e-09,9.91946164153041e-20,0.421279153955273,3.69657738257335e-07,3.6318905798345e-14,2.86246855435882e-10,4.23084130860793e-05,0.0292147501157457,2.29907988775798e-16,1.03000629090671e-24,1.05696385139291e-18,2.39032473797178e-32,0.00324488639022956
"X80",0.00523716786893469,8.65398032354559e-15,1.10538641670599e-12,2.96698677493242e-08,9.11830351217073e-33,2.15687894153377e-19,1.8325665107726e-12,1.61367813901848e-26,6.60390335486777e-17,1.16423863896887e-22,1.77631723472987e-24,1.84759153048282e-17,1.78211099336939e-15,5.28826139051373e-09,8.68479181454272e-21,2.70269179740759e-41,0.00940230415828976,0.253050622265057,0.0211460759068535,8.1092030515666e-09,0.114568782821986,3.64602925203274e-28,0.00072151998617585,0.0677836657072972,1.72730723258851e-05,1.80030796645031e-19,1.1256090720977e-08,0.010937325390043,0.00375144665188464,4.90174450520672e-31,0.0251627826706552,0.000524917499908103,2.61123613569458e-27,5.55380542808292e-24,3.18249648100122e-05,0.213693830875524,0.00165768383748467,2.34129001470924e-12,4.24640786739114e-25,1.905651929572e-51,0.00190639583939295,4.97296805717974e-08,1.20931902825736e-22,1.89545197716197e-07,3.78868743160578e-17,6.19951000294491e-12,0.241869707329728,2.06145996843333e-08,6.6740593608481e-08,3.63990842261228e-20,1.04046553020379e-16,9.06794928505963e-31,1.14608922056568e-11,1.55538400980325e-16,1.23131721887043e-28,4.68768510849922e-16,0.00232817560964087
"X83",1.35770691186066e-05,0.017739351010335,1.92353030943219e-08,6.48205365002266e-05,3.05747999780711e-08,3.06001686222745e-30,0.000177820855767295,2.13256075396241e-11,1.22408295711131e-10,4.58771608848602e-06,0.000119813000977125,1.645202625038e-16,0.000513289856983714,3.42284182230384e-24,2.34377754381915e-08,1.02782052148813e-06,0.00659115754313109,0.147592260098717,7.06036458265368e-08,0.000206094671839488,0.0489524692753137,1.57607804162673e-11,7.33330366578198e-09,0.0483990910552394,0.00557981772825138,0.0060690159506421,3.38924505520263e-09,0.037656159798551,0.0192971981560854,1.576835554963e-11,0.00436068191659648,1.69259710519623e-07,1.53210595597090e-11,1.64007682998068e-09,0.00393751671842206,0.404823378769708,0.00275005729245266,0.000365203990860646,9.85784403358936e-09,4.16619512421096e-25,2.01080908874632e-05,0.00107094191045167,2.35289778216805e-05,1.09682831758118e-11,1.78610327166584e-07,0.0580882221033233,0.0595011858361781,8.776707329473e-14,0.000792306725149572,9.43788206926542e-08,0.00183709285269447,2.46536905506606e-08,8.41043132361989e-08,0.0155591992850277,2.59467974110598e-17,1.38707080487262e-09,0.0157638123480299
"X91",4.72267215793834e-07,0.00851973118320612,0.00117850668159489,1.81944647387125e-06,0.0060052297834217,0.000576486189525948,3.07159800534037e-11,0.00251307733449187,5.64954225564044e-13,0.00223756060988506,3.30201260180376e-18,0.00706158373247906,0.000239200414812915,8.59365441888583e-19,2.87564562301943e-14,0.0228254985723258,0.0150662088861044,0.067489938349158,9.10258420013876e-08,2.70086556670799e-05,7.84970915470131e-24,4.77907700393145e-09,1.20530508615186e-09,0.0314741035427679,0.0182415214484232,1.29597704813172e-08,5.08969795506772e-05,0.0167252684642722,0.0226725249926388,0.0213728822476259,1.23129875763164e-32,1.03605264416194e-14,3.4482464546085e-12,0.000166226929698184,0.00194591733494334,0.373081862483551,2.00644107968717e-08,0.00281844668367931,1.88965840932047e-09,0.0396329371690095,0.00554881726639787,4.96378214262658e-12,8.4192947233551e-20,5.47620840792857e-15,0.00895890785789675,2.22629560122995e-33,0.00731556572232106,1.06465748071716e-08,0.000281156939478447,9.55398970005973e-08,0.000383851609426318,0.226879819441751,5.79093102582566e-06,1.28192174127017e-07,2.98503634735123e-20,1.17153840005843e-10,0.00199145642649205
"X55.1",0.237312981597231,1.24574815814414e-11,2.51918566479305e-14,0.225795898461424,3.79119411224192e-09,1.2468131010089e-07,3.90402673089679e-11,5.41629553289962e-12,3.52885441068841e-12,9.04140976667597e-05,3.00581418739573e-11,0.000187100470003766,1.24429027856127e-32,1.35325024901146e-63,3.85288184998405e-09,0.00244713818047562,4.339253100276e-07,0.00663903657940961,3.97099664844895e-22,7.33690948810912e-28,8.3482168458785e-07,0.012636774457798,1.66689008355631e-34,1.31719068538014e-06,7.82093827332745e-13,2.7881524091724e-15,1.79523098219529e-10,0.0176367845677474,0.00228993723961925,0.00543061634644433,4.65828363425464e-22,3.8536244775472e-15,3.36825771059322e-21,1.13822267875749e-10,2.21847073032326e-10,7.2689351737535e-07,3.03504457788617e-21,2.03734120006942e-11,2.48685178919687e-28,2.38516405581216e-19,1.24286000708823e-21,1.01585983794204e-09,4.92631296915087e-11,6.00325788042516e-25,2.2780642210457e-10,1.36467160844172e-40,1.51083602824435e-24,5.24306214398088e-20,1.75847630168349e-13,1.32046803737242e-12,1.52532196017924e-14,0.13463667929511,0.244667565133051,8.19326934158832e-10,7.73462028730574e-19,7.27661678911477e-25,1.10510229267037e-09
"X63.1",0.146158501916603,0.00163032738740663,3.73376832900918e-11,0.350658534116499,1.30187492989385e-16,2.56058089577986e-07,6.56526734126437e-13,1.63029848327773e-07,2.872712233261e-05,3.20228923688815e-15,4.57217858368963e-08,0.00140236845788895,2.89625006853352e-23,1.87666039779533e-07,6.89762130184946e-07,0.000211532164452961,2.56403453938722e-09,0.000218011856096771,1.67685310515978e-10,2.13601322272853e-11,1.32355990027838e-15,0.00682534463847704,2.45874246169944e-27,2.17324706388404e-11,1.89615903630045e-10,2.75172370790435e-12,1.74346066773476e-07,0.250652274087927,8.53309719320912e-05,3.37076577236085e-07,5.8036398908023e-05,1.01408680782856e-17,0.0067453382609388,3.15022669193285e-12,1.62564068084667e-06,0.000182504563623635,6.8291315950966e-15,3.21359138741043e-15,0.0445337018431946,3.4457509014481e-08,1.24010884951696e-08,7.02698210138697e-10,0.0116741846108672,8.11598528118514e-20,6.05962069345251e-18,0.0168067570729897,4.8136014917535e-09,4.58708043905618e-09,2.95047614862472e-24,3.73053561166448e-05,6.46560125460155e-20,1.3601068362969e-28,0.123614147841229,2.22774560968224e-11,9.94474005573988e-06,1.77637208120059e-26,4.58417341598618e-09
"X87",0.000326771982842347,2.16951299961939e-21,0.0012655959726954,0.398559465784686,6.15091344855681e-08,4.98261277296375e-17,5.88961409871698e-11,2.2004450495746e-10,0.0487165135226955,0.000720884299773813,1.27889468402489e-14,1.6196176994623e-09,1.0351441631564e-21,0.0629063746381752,2.98548310458188e-19,0.00927170960973991,0.00231112836220169,0.00261261211147979,0.00213196142639047,6.34397880171386e-11,8.5284335368901e-11,1.79579480276236e-12,0.00874380929760064,4.60625977188643e-09,2.88823046875154e-15,9.14387239927345e-17,0.00515852882364234,0.202531822495924,1.08054905487063e-08,0.00149935896300222,0.0110641820103057,6.87781877517688e-09,6.66970868225347e-09,5.24576440052283e-12,1.80961252156165e-16,6.63758332100403e-05,0.00380595758690101,0.000772568584186453,0.167968307458679,3.88576696453957e-06,0.00220699564200677,0.000206729128675428,3.71602376498806e-13,1.36370404065769e-18,1.65982799893941e-17,8.55024472418905e-09,3.41626925174391e-05,9.15063327786432e-06,1.63271248239656e-08,0.0152448933500687,1.89653644084123e-25,0.00832624263161818,0.000346421555680384,4.43010103167753e-05,2.25170882803877e-13,0.00010190993619161,3.03969986815822e-06
"X106.1",2.09596806048851e-27,7.31369502696965e-18,2.38744138047662e-25,0.251670398698071,3.20872414981586e-05,4.10844701009159e-35,1.21509080222048e-28,1.14336045928674e-06,0.271041685586878,0.00418152206030999,2.9091320391271e-12,4.69210922002016e-12,1.86267488454812e-13,0.0637319617551117,8.46445634541853e-07,0.00862569962292632,0.011248409750312,0.0190724439378843,1.90434682369011e-09,1.70185921094829e-16,7.55160246628163e-12,1.70368623774557e-18,0.00927425005599756,5.94381296780991e-24,8.22368568629457e-19,6.3694602002669e-11,7.44560311095186e-06,4.38664190682729e-38,7.42767967013984e-30,0.000413227872781958,0.00142406206481911,2.86285399161271e-23,1.59226351335367e-31,7.22269811691781e-25,5.71155655855655e-30,3.18097237380319e-23,0.0269391378357628,5.57853669183893e-07,0.203444588643198,3.62121097684318e-13,1.27058110849006e-06,6.5617827441672e-14,6.49231177579645e-21,5.38117885839931e-29,7.83368365880741e-21,0.000532677883272534,2.77427343376343e-25,0.00314792885453377,3.42715574376479e-18,2.2098045987934e-06,2.73297137039679e-27,0.00296340453431785,3.54712515227391e-33,1.81938339840861e-05,0.00530098578123925,0.00771035090963498,6.71450358401844e-07
"X80.1",0.0145357018265,1.63400499109272e-09,3.05364068107754e-23,0.0610134928301138,7.42556129186969e-09,0.000294936827193181,1.58485685209749e-20,3.23672284464397e-07,0.475710889624604,1.24556977077046e-10,4.59089464925235e-12,8.2264316236034e-13,0.0107414348987838,7.55552573537533e-06,3.30361709890778e-16,0.00547861727519352,0.017467020740049,0.0173734084397377,5.74499871293857e-22,0.0030791751685428,1.01916257451068e-11,0.0471942398490655,1.06551804066289e-17,6.37532214670318e-15,1.72630086220768e-07,2.93076179793772e-09,5.6016052732622e-12,4.09636791568842e-15,3.92653704318833e-17,2.32691606650692e-15,1.20441932623482e-11,2.81795183927631e-13,0.00235227288823098,0.00621450480507711,4.65381784454173e-18,1.56387210639295e-12,0.0264852067287496,1.33682013138987e-08,0.128155252373691,0.00581086370934359,1.04098443900994e-16,3.51475557034338e-26,9.54087877027893e-06,9.02967368189794e-09,1.71316343504152e-22,0.0237764289718189,7.28192034928447e-14,8.95171199292827e-08,1.90074571979369e-19,0.0365462403085269,1.05799854419585e-19,1.73358271228613e-22,5.82310794624864e-10,0.00579809301966885,0.0226393507458867,0.00085608262725171,3.52941996099309e-15
"X93.2",5.86072006428509e-10,2.32359198239422e-23,0.00302055281895384,1.30938185834113e-38,1.72826820341893e-11,4.51092678639324e-22,0.0010455754206283,3.44054401935964e-17,0.347330843626604,1.69415145428564e-19,1.25387106537905e-16,9.21085034999498e-13,4.93457407124629e-12,2.65140340960287e-18,3.3053031721661e-07,8.68538636094743e-21,0.00929887513551608,1.25945849690014e-13,0.0419544095526668,1.34539111474575e-08,1.75219144305972e-15,0.1811854213042,2.31410715004647e-50,1.05114118407921e-11,1.66370290890172e-15,7.13285045359365e-20,9.89530050756395e-15,0.0526546612231352,1.70022687240578e-17,2.03692448606866e-08,0.000115679136836725,0.0110401595676089,7.49188084709034e-05,0.0160277612223387,1.98620682785034e-18,1.0606631840214e-14,5.00133567202488e-25,8.55683062891581e-15,0.0330869160429394,3.09866785588475e-10,7.77675816846281e-06,0.0141910316158835,5.03286293883683e-13,1.10826606248254e-23,1.27883299133598e-13,1.31548156640043e-13,1.62471537206303e-09,0.00481400676859364,5.83614161201644e-05,0.231267384209575,6.63980832632215e-19,2.30195249017115e-06,0.00454332302194761,5.05759074350555e-09,7.48978869889489e-28,1.83874244215032e-25,1.24002024656399e-12
"X87.1",2.45580476173854e-15,1.4252149687969e-16,6.45887070083499e-09,4.35518256832376e-06,0.000796970413027624,3.42377863307368e-17,2.40503845614246e-10,2.01342483178942e-12,0.0855962400064514,0.0822335109933832,5.97232651898913e-13,5.35717612221296e-16,1.36679316578439e-20,2.80392472871175e-07,1.00157386345745e-13,9.47533860462893e-07,3.41474628742968e-05,4.58347023997411e-07,0.030256399161785,5.11320870773502e-10,0.0163221007910236,0.298640557030328,0.013562542416709,0.0103991967042199,4.2822128658435e-08,3.7618492014537e-21,1.01378935578787e-18,3.07885137778037e-05,1.26159517488211e-23,0.0158098568416436,0.000258476231493547,0.0188616562637899,2.6807732229571e-15,1.27112652803759e-09,1.51956644754504e-21,9.46092916327716e-13,5.99566179275686e-25,0.00253803494582542,3.27658729123697e-05,6.07492804079048e-06,1.65692954433614e-07,0.0097049675024948,8.22062814654917e-23,1.12720278620178e-31,1.85388666131167e-08,4.58137979895276e-12,8.83306055773827e-05,0.00527659006922402,8.70004618103174e-05,0.365882760162697,4.6724429754504e-22,2.02308280228556e-17,1.94178182697938e-07,2.47101602081929e-18,3.56691416885581e-31,1.19594499535381e-25,0.0042949124392373
"X105",1.05447644521622e-18,4.15236569322784e-13,2.65057205632589e-25,0.00884592295086363,5.47443055168575e-17,0.00342166622213297,1.94774846185406e-25,1.22213482490769e-11,2.2700831079817e-30,0.292172419199565,1.53919927990582e-19,1.58726908627767e-12,1.21337221059644e-40,5.41357683510609e-16,2.56687431374343e-06,0.0420400178739005,7.0534308186568e-09,0.0187489764863819,1.02767812759728e-67,2.73384948233195e-19,5.55504226123558e-28,0.262036151545267,0.00106637392500285,0.000127430810107911,6.76776307997794e-26,5.74080457137396e-14,1.124339012314e-23,2.98888212109254e-32,7.56928377957589e-13,0.00507073758361834,5.39889042768172e-13,1.88638253150069e-44,0.00374902626412002,0.00846916148202742,1.09122384539691e-20,1.65890273125768e-22,0.121317122338543,0.00643278342125808,3.86736329886076e-22,1.35981575880707e-06,6.38633854719728e-20,1.92357857966374e-29,1.90081643806938e-16,1.78258424243082e-37,1.22373479391169e-09,5.67027937127049e-09,1.31996484936827e-13,8.71650639058686e-28,3.22150213962259e-32,0.197257859041783,1.42244595720426e-10,1.4785473293775e-30,1.04845535170759e-20,2.47727159784569e-30,2.86110972663962e-22,1.06450605500865e-28,0.00894692307823241
"X170",6.91133814955827e-09,4.17575688331294e-11,1.27362320164918e-06,1.95943819368777e-08,7.90964858760678e-35,3.35762918150753e-11,1.35980364042989e-16,4.24440792771576e-22,3.84054082807355e-06,0.420910514727879,5.39334800386122e-17,1.79136182625698e-10,3.74636145779378e-28,2.13216991562115e-08,0.000867386535821773,0.0157549297683609,0.000205271481907248,0.00595754936053686,1.02304973740848e-20,8.51000442454936e-06,1.37372194553711e-20,0.119824725344479,1.05129150395192e-11,0.00417159002087851,4.27276468284334e-14,1.50908834279535e-14,4.37653877745213e-21,1.61481787485999e-14,0.0012118106906881,8.22131949686777e-11,3.69446519922527e-07,1.36089128886922e-27,4.48770425539649e-16,0.191379429979475,0.000725450387518192,6.56689327396953e-10,0.136499184545203,0.0233210566620875,1.86112064858395e-23,1.94447290758295e-12,0.00112195701151297,1.07589926453991e-15,0.0152001656350676,2.92014121878016e-15,1.54574765819539e-16,0.00596486906761903,1.73314759607407e-11,1.10649120141503e-08,3.33548211630168e-11,0.000416433929575293,0.000283412112966614,3.32422179030877e-14,1.43793527220964e-10,1.74473342640615e-12,2.46469697430293e-27,1.63511670518926e-12,0.0182766986606411
"X127.3",1.82832795552929e-07,6.47991835972392e-20,7.11669590855234e-08,1.12929636546504e-16,0.0830287153721038,4.10040082602918e-36,2.23902417950574e-16,9.3387583308441e-23,7.50325801654735e-10,0.242088448459281,0.000173791731936645,7.59513246451786e-19,4.49147578379353e-28,3.0453772872513e-17,0.00428470703114747,1.92821383678131e-05,5.08319941031525e-10,0.000108402991735118,0.0715993838235472,0.00030210287883982,0.00187017462251856,1.7779012743838e-14,1.57561826545094e-09,0.0192680742954788,3.69071384379973e-14,1.41663724076126e-13,1.76610102038693e-07,2.59485772215273e-14,0.0120057557368985,1.47489033679858e-10,1.64953169475192e-11,0.0720494827163477,2.78845925983636e-14,0.422433713833613,4.80695647003621e-08,1.64066546021446e-15,0.00777421606086564,0.0216299306566835,8.86006511027644e-11,5.05926480234906e-13,4.44556798392439e-07,0.000595837953287348,0.0108320696614818,7.43019075696441e-14,1.5399770091534e-13,3.33894255137159e-18,2.91649990083431e-15,6.55972440075354e-10,2.65630545743652e-20,0.00969244979071365,1.75716409006611e-24,1.44589072626519e-17,1.40774068545589e-16,4.91591947703257e-20,6.09571262021859e-23,2.67267276146943e-32,0.00706822855733432
"X107.2",5.39045087726481e-12,3.51612603953577e-07,1.3350677161688e-32,1.34450737995508e-15,0.260226639706075,0.0653951402298551,9.37073143991611e-35,9.29175836326119e-06,1.56559766293724e-12,1.40544295217902e-12,0.013225383745069,5.761240939022e-35,3.28320449190094e-12,1.17957499880671e-15,5.85903691742624e-14,0.0533324903577715,3.44489556994338e-25,0.0721017985090522,0.0567231553964235,6.22019726954693e-23,7.66505295561186e-22,3.42226890715365e-11,1.83791280853841e-08,0.0217442867283628,5.03832953057214e-14,1.96970035141073e-08,2.70034412786173e-11,3.02154961908031e-26,5.35370304074153e-15,7.33263058838595e-05,1.49317689117902e-07,0.0245783881448015,2.003523625046e-23,0.418941659757382,2.14003727932624e-15,0.0047537834007999,7.51079425987083e-39,1.00776732178254e-10,8.43515531512706e-17,9.09496556563815e-05,4.31584806827277e-31,6.96744320840881e-21,8.80335098360115e-11,1.18986822679484e-07,0.000136314378120984,2.29598796197255e-07,1.70962543023632e-05,1.93353467976695e-06,3.76449040888562e-23,0.0360259409930457,1.93987864869028e-25,2.39319139082029e-17,1.45017160833975e-19,2.19893280017562e-14,1.99725586952426e-10,2.54895765277914e-11,0.00392112919129663
"X94.1",9.94729220059955e-17,3.0859652456688e-09,4.95902013419777e-37,1.10108378470408e-21,0.19055067796631,0.155404233479229,2.77655552389301e-22,0.00123626340328237,7.97738280316052e-14,1.99217613147497e-50,9.09586940222799e-05,1.85380194158832e-14,6.11415523196051e-06,3.35749808481315e-28,9.27955065274294e-07,0.0748389170190667,5.56614918648762e-53,0.244521670710887,5.16393956414721e-35,7.02462544519411e-18,2.23634382919563e-51,0.0160150317145452,5.9702294252237e-15,3.60287676307693e-18,1.21706035236478e-28,1.74404363778437e-13,4.43205724046959e-19,3.82800889175246e-08,3.73161632729886e-51,1.59612130374809e-11,3.8003612950412e-17,1.24781596988842e-36,5.00745121798106e-08,0.213156357987609,5.69478150279415e-06,2.9394832633108e-33,9.99867085177519e-42,1.49372312507664e-24,1.69439503104791e-15,0.00454416710832211,2.39008245181257e-34,4.37001407742834e-22,1.06939194287883e-06,0.00849680054808161,6.72958280174669e-10,0.0212612582999271,0.104829426333589,8.99235867392889e-10,4.11660824148093e-13,2.27510581347088e-18,6.76002058465332e-26,8.0192660253926e-08,7.42519968137281e-10,5.74628741982312e-08,8.06416539573137e-14,4.92475566084729e-18,6.20973667622518e-19
"X71.1",6.54893765656193e-09,1.44462374697805e-21,6.55395861684001e-11,2.54353512065237e-17,0.0261127756796715,0.118862064597598,0.000483541298877467,8.34788136955689e-05,0.00416308188321153,5.28832133991065e-06,4.10715651226069e-07,0.00115942404624011,0.00384846176482306,1.99156749208496e-06,0.00885136320163049,0.00957654708733195,0.000566464509005644,0.443863110214956,6.74226402169173e-05,4.4061956308368e-06,0.00273599010384886,1.26588240639776e-09,5.5930016395588e-12,0.0454906872066302,1.99595003760528e-17,1.13393045052391e-10,1.04176697891058e-16,0.0139233939007495,0.0138912330042653,6.0992943193036e-11,4.24566568537067e-13,5.14414046276676e-24,0.000333256942135216,0.0647106686175622,0.00804287783720275,2.02193982418514e-09,3.59150212258608e-19,1.85576436789039e-12,0.00758696830393507,0.0221809355857286,5.43424671575559e-19,0.00108173076853436,2.45276957496526e-12,4.34553170113806e-17,3.62897026581436e-05,8.84139880365386e-21,0.190319789804678,5.37229096954473e-16,1.37612653110144e-05,2.27894883681227e-12,4.73617619017056e-22,0.0224986423085089,1.25949844994232e-10,1.75538264101894e-13,3.63422921629013e-06,4.28132960650707e-15,7.90172650216984e-10
"X93.3",0.0057614245914967,7.27313333513847e-14,2.6162699949913e-13,3.51331450169059e-29,3.57670494138378e-34,0.00297253489698815,5.3733491678439e-16,1.51639685110403e-19,4.98438556309471e-18,6.54265329008597e-21,5.40151393309529e-21,4.68756012319571e-25,4.31646343969189e-47,4.13147759821799e-26,3.03373323401074e-22,3.20002730213002e-07,2.66175412329195e-26,0.42936375253318,0.0402919712579639,2.38041725100362e-20,0.0380488542430703,5.76287334731681e-25,0.000455400523078156,0.0519042191447951,6.07539330631433e-16,2.75404514992447e-15,1.35185342270817e-21,0.037284885276129,0.122749176147479,9.01176175469682e-17,0.0123129401474824,0.0258517728103519,2.81536996585819e-16,3.86709811977214e-09,6.13159649927225e-07,0.13098844001001,4.05482934321487e-12,2.74295133115059e-19,6.90400231749285e-21,1.08636560201986e-11,8.16942942981367e-06,2.64103370390472e-07,1.49363054978081e-23,2.22739537687935e-22,2.85215437049491e-15,6.77466494189221e-32,0.0800310029770679,4.09445377836575e-22,2.65341522938249e-19,9.8744797450236e-21,2.75229087235427e-17,3.1550388659411e-58,3.67925803292314e-16,4.73915635613689e-15,3.78680139488377e-11,7.09195568977821e-22,9.52960552709004e-16
