"","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15","r16","r17","r18","r19","r20","r21","r22","r23","r24","r25","r26","r27","r28","r29","r30","r31","r32","r33","r34","r35","r36","r37","r38","r39","r40","r41","r42","r43","r44","r45","r46","r47","r48","r49","r50","r51","r52","r53"
"X90.1",1.24357784064978e-16,0.00584314089327818,5.36075679422638e-15,7.05947726281286e-20,5.37119974186251e-09,0.0873766247515155,0.048005499907448,2.7150926902213e-10,4.19784387375866e-25,0.00391913714264584,0.0310956924518217,2.84909642925702e-11,1.01596362955308e-29,2.20653941637775e-12,2.14527265858805e-20,1.29295225696922e-30,7.02607047389113e-22,2.59421323809519e-29,2.07537588492667e-17,2.93230202167452e-44,8.78062327674482e-05,8.52143508957132e-15,3.99910320377164e-25,1.10517975278747e-29,1.05089490029951e-42,0.0242369133157516,1.84944460003754e-07,0.249991845217678,3.56590966227813e-09,5.11025898646834e-13,8.2324986063781e-21,7.47401508274071e-16,1.87764209241694e-17,3.92426702043724e-18,1.43785224913644e-20,1.81773876889003e-05,1.17893631645226e-09,0.339992821298156,3.26254210877435e-07,0.000733555455695572,0.0119177416209467,4.40253981553061e-21,0.0292899476022164,7.00224792768049e-07,0.0259448703930399,4.36897437654557e-27,6.36777637744649e-30,1.21764058598321e-21,0.0138744157997492,5.6070886555624e-62,0.0551757978557938,2.29543569193282e-16,8.57117583455940e-09
"X158",2.04499768191804e-14,0.0072030054969047,6.9990591968628e-16,1.7431680364857e-18,0.0349023572402849,0.10424611886996,0.0648213887616962,6.52735592235818e-21,0.00658749452937463,3.4662708008412e-07,8.52412029481747e-06,1.32695273570962e-06,4.53312528682039e-09,2.35651050160707e-13,8.38020317749174e-11,2.28764249469007e-35,0.00786213197471684,5.7870355236551e-14,0.00155276687301167,1.68123073057729e-22,3.99023941074546e-29,5.32246649071562e-07,1.80215575241469e-06,4.39463599851726e-16,3.32231379588163e-09,0.0174829983293788,1.36659024075188e-15,0.0592942124710574,6.65649819502629e-08,4.69467325881517e-27,1.84407119304822e-19,6.68294625377715e-19,7.9737403975332e-05,5.46090852369088e-08,1.63995420163039e-08,4.58175008303192e-05,0.00425369732852163,0.432009554118304,1.07769730896109e-15,1.94245314864571e-20,0.16114028275376,4.57264275420576e-18,9.41278676689249e-16,0.00953227877856455,1.5636497595868e-15,1.94482275011019e-21,3.27630734749856e-19,1.36742437190578e-27,1.82256956170668e-17,0.0100168921646519,2.66811904253199e-40,2.78806021283803e-20,1.72790502019483e-19
"X191",3.38180695787574e-08,0.0304391288143729,5.42990980115177e-21,9.58983361567065e-16,0.0388211751197485,0.0230948745625423,0.0143557155233196,1.89867285359381e-14,0.0417802828586377,5.74923711364247e-06,2.19036004666515e-11,1.09917755119368e-22,1.60465025681639e-17,8.38549928201524e-16,4.72172694673608e-18,0.141887084256746,0.00126524147761703,2.40191995838666e-12,0.00167358655734725,8.92901523583048e-11,2.26654316359351e-31,6.01829160429034e-09,1.32878330693885e-13,6.9621705980291e-06,0.0177289863408913,2.7616250118661e-23,2.40213186372623e-17,2.19906017936169e-15,2.29753266746017e-08,8.56301925809264e-29,2.61214297685567e-18,9.1657287884856e-37,5.7801052253117e-13,2.12337084041568e-07,1.53459363085945e-11,2.58677015334157e-16,1.06357532181166e-12,0.252575349184258,9.03517009497282e-20,1.32684157326143e-19,0.341887641962983,0.000765225946901003,2.83620498413532e-24,0.00206512127068345,0.0293189113725709,2.28852170174523e-30,2.16209885447375e-49,3.31333896012503e-31,7.30161403990325e-24,0.0193613216092865,6.55097813584736e-47,5.16468157374875e-20,1.50090423280782e-24
"X109.3",0.00331892953866101,0.0278823488911516,0.0086460823008346,9.89851576418362e-30,7.64065028172095e-11,3.79959962841803e-10,0.0164093290788098,3.44301742794398e-13,0.0276443801408788,0.00833199503346778,0.185029988069214,2.30266247554244e-25,2.05903658612156e-24,9.65240199342557e-19,5.734415627683e-23,0.247692836062611,9.38503888833506e-25,1.87191392998129e-24,0.00628890013893751,5.24825780562657e-39,4.38116954547689e-08,2.00257969856205e-09,0.00797753859680976,1.10992604833766e-06,1.49351430565811e-12,1.15866567214196e-18,0.00932689122477059,0.0031705979906894,3.35686074945643e-23,8.85078125980876e-06,3.45132806563239e-16,0.00286043414227706,5.60052715004333e-24,3.87519003289197e-05,1.84444340255316e-20,6.02852493629491e-09,6.29848919379688e-09,0.0433227452034209,3.36511514419077e-25,1.6289699696247e-05,0.339528648761771,3.25838025696579e-06,2.50851681099919e-16,7.06172446296135e-06,1.23969904181215e-12,1.03307352462087e-28,2.26664053251149e-22,1.14952704509449e-13,0.000943950529223732,2.13246146012352e-21,3.89620692319828e-06,1.64321423699264e-16,5.41335530200174e-17
"X80.2",2.44167570922331e-19,9.42117445953212e-11,0.00633793241785022,1.34898514307683e-17,6.66427306560008e-19,1.73447001675041e-13,0.0450299011288598,6.12806790932535e-11,0.0135632688452392,0.00761135950710678,0.445403322236955,1.17122407470985e-25,1.01227026305471e-10,6.85936677249441e-07,5.64680395964048e-12,0.182827562861833,1.0637200431295e-24,1.68769624795393e-18,1.08389277915076e-05,1.24668196598891e-47,6.38807435521125e-12,3.75542193180252e-12,3.90779582759073e-05,0.00644828925369772,8.2369606699601e-23,1.05984395734611e-13,0.0558790728380244,2.02724275446294e-12,1.85092474841658e-19,2.86892659605542e-06,7.57931022461361e-21,5.70646645228464e-15,9.47445221215744e-14,1.0710102513304e-10,2.00850211743792e-12,1.8866102764327e-11,2.36935577986446e-10,0.0126506112870352,2.19396007139724e-18,1.713241897884e-17,0.127180526133175,3.32430072650381e-15,1.06248776672586e-25,0.0166524430349309,0.00201316129613503,6.01554810027056e-20,0.00345495744489471,1.59595051901406e-21,0.0188840372771883,5.5037042535745e-17,0.000667550942418651,5.25111477525878e-06,1.32396852064946e-08
"X130.1",3.43223135486248e-31,0.0504840950373819,2.69320714960474e-27,0.024885307642247,0.0196607296768113,2.94673062131752e-07,4.63863961991404e-44,2.33338835614653e-28,0.00359197937664775,1.68291154950958e-09,0.450765015620479,1.11586498042471e-10,7.14296251877288e-06,4.48838630767499e-07,1.37598748145643e-18,0.0516047403458034,1.51627722713003e-21,4.66837802991492e-28,4.18067156467977e-08,0.0448278201936398,5.6880957963916e-11,3.98358715223717e-12,7.89867726155568e-19,0.00754480257432477,4.89915089876337e-11,4.06339207900192e-26,0.0207233081986239,5.49880465039996e-11,1.16895357030718e-09,2.37146944574894e-32,1.20333478378311e-22,1.8146777970583e-13,2.29715588687275e-11,2.20710567042716e-27,0.00496305500342163,5.11290073002219e-23,1.35428540246869e-17,0.00714862232582789,9.84040215924586e-19,3.18502413183927e-22,0.000918185970761545,6.82987056531153e-14,3.62165326520033e-26,0.13200034614338,0.146865482688999,2.42056659227376e-12,0.000468787534726448,1.79739567228527e-27,3.38974837403452e-42,0.0107519429220799,5.35621577407829e-17,4.7052279332889e-11,1.76670986872244e-23
"X118.1",5.89097904905333e-47,0.0951657760030387,3.12795334503086e-08,0.000506165661514493,0.0029721489591913,1.57557378519106e-05,3.47402793896822e-44,5.80065492957689e-17,0.00020194294768565,1.55334980881841e-06,0.219417744875054,0.00418502683539451,2.5446126040308e-14,7.50791693043548e-08,1.01937935102616e-17,6.41198566345072e-20,2.19479504755052e-37,3.84358216365659e-24,1.04436292720942e-31,0.140502354776131,3.14633920235682e-20,8.95780173570783e-16,2.07633996089035e-28,2.70852234867175e-21,1.16459774293937e-07,7.56048941792417e-39,1.29953251747916e-15,8.3848447655305e-09,1.31531398172726e-22,5.82548886010474e-20,4.13502120219144e-14,0.00869192793003095,7.77624241784049e-31,2.1864441927847e-14,8.22251797694675e-19,1.0059630755029e-22,2.40071520826381e-13,0.000126685012792003,2.30922031739622e-29,2.48500493188747e-13,3.49681375604839e-07,2.68519950981716e-13,6.42536901951132e-13,0.321506253253399,0.152044576453368,2.75448681931646e-19,8.29651040372956e-10,5.49421747987306e-13,7.24215148943845e-27,0.00980378478526676,1.61695360662156e-36,2.79243710252485e-08,0.0002329618206638
"X122.2",8.70403337025536e-30,0.0517215501044128,0.00529328368165338,2.71088069259709e-20,1.73233880411435e-22,2.70949773754845e-07,0.1461475729831,5.87145715317293e-09,2.95849513802373e-12,0.0268800768931306,0.0436094544998014,0.000919117860326105,1.11672936462932e-08,1.31718138100599e-15,5.21143073771144e-05,1.78084618948143e-13,1.08977485133426e-12,1.50582701989505e-09,1.0734899249332e-05,0.205726997685485,7.60038655669843e-34,9.04662982598859e-10,5.44982076035282e-20,4.85697839883584e-15,0.00736400094086646,1.90540733109111e-05,2.36297766106946e-28,2.23483927965954e-18,3.26488083613377e-26,2.38560932182202e-14,3.44885253805926e-05,2.38525610426704e-17,2.08232020207292e-12,9.03964560966851e-09,1.58310569123785e-25,0.00901867964895252,1.96990232466627e-07,1.82702869606983e-19,0.0366605682133919,2.06149352458073e-19,1.44241761670783e-14,2.41320786509425e-13,2.2709836971413e-09,0.394868082033209,0.00433474150247251,5.30228975714488e-11,4.37076184566756e-37,1.01128426014663e-12,0.0120854292701948,1.47798565943353e-13,2.04526877311569e-09,1.31445474873975e-17,8.70186705138668e-10
"X111.1",3.21556574853672e-05,1.08755937751235e-43,4.91203608179909e-14,0.0920527288000181,2.48782900144379e-16,1.63985724812977e-30,0.221507814535722,3.98654697679203e-16,9.95469695821769e-05,1.58508291346941e-06,1.02242386875131e-05,1.02007535958354e-13,2.54907587084123e-08,7.76277524992389e-32,7.70023546821234e-05,3.18677061440127e-20,1.51419409958728e-08,2.45828733607678e-13,0.000345488709650329,0.148892068888936,7.09686333940074e-10,1.77601636858974e-22,9.10791379510528e-08,1.96213298826172e-18,0.00546996580227689,3.74783101023194e-08,1.41083411538504e-28,1.99342366978803e-20,9.36753349066928e-18,4.50037733455351e-20,5.56370346629058e-11,7.23935063043672e-35,2.34637938077938e-05,5.25595619045573e-29,2.40633847273155e-07,0.0501391829096123,3.72513052434488e-17,3.66748604027436e-17,0.198599100328684,1.07410334671809e-14,5.31498171081059e-36,1.26209020431806e-22,1.45971033507228e-44,0.252931309906217,5.48596536426362e-86,9.87056879852374e-05,1.30822304385917e-35,4.27122535297696e-14,0.0279055332621503,6.90149784952946e-50,2.50369474772229e-33,2.22658160209492e-19,4.82186461660532e-52
"X118.2",7.25121956466201e-16,0.0105513027106966,0.00202575353852745,0.17022880496214,1.55454050031084e-10,7.23743599159253e-15,0.120960331129167,1.13640068161853e-11,0.0273175295513918,4.33178664869097e-11,0.00563072173642695,0.00306936797268195,9.66828539403322e-12,8.65675662462563e-22,1.29791215536341e-10,2.18436249506164e-10,0.0024136996015752,0.00156394231667967,0.00383279128588101,0.0504022116610916,9.83067331202565e-05,8.49118847410009e-17,8.15178742485888e-11,3.97121674663804e-11,3.11844123201387e-19,1.11128852692188e-10,1.40876903877697e-18,2.01597452623982e-05,1.40718239624719e-09,2.52162335874728e-05,1.76003456516587e-11,1.92544903582653e-10,1.70262770097283e-10,1.20013167212619e-15,2.52658599137116e-05,0.116106267247189,7.89747187520975e-15,2.88347501207090e-09,0.361329027746298,3.29976421083195e-05,0.00112267232221397,1.34928647504007e-08,1.20758391916341e-23,0.100163707885394,1.07539727308602e-10,5.40223136220579e-07,2.38880212414676e-33,1.2297134062752e-09,7.31665380794705e-06,3.33700953845146e-10,1.5476371294314e-10,2.75134760806127e-16,0.00165647984576211
"X108.2",1.42502823774528e-33,0.0455626476112987,1.85416277755656e-12,3.28050977732028e-23,8.76556184307159e-06,5.48065322983021e-05,0.0122915719718388,4.90224262517201e-11,0.0303523414877057,2.80953403029873e-08,0.0308558123244817,4.89301300241772e-08,1.38433986834129e-08,2.78032770338835e-08,2.89070195440431e-12,1.12681593622977e-18,0.00505613089688815,0.000103426624767929,5.16161412498903e-10,2.95750612602857e-08,4.25991681476799e-08,1.04125981670725e-17,1.00647107623522e-16,0.000263661223866497,0.0075556342845228,7.70478705585687e-20,2.42721003931911e-12,3.13165441195548e-10,3.59454154006324e-24,1.18792055685878e-09,2.40339979432507e-06,1.30516842371786e-10,4.72753272081728e-08,5.34666152821071e-05,8.16581826447643e-20,0.151922862244772,1.17151702559706e-07,1.06687066519386e-06,0.359271875749131,1.45539768021008e-18,0.000212379829803313,2.28414732936942e-11,6.88731270254869e-14,0.0224255525669532,0.0227567478894986,1.13585631021677e-10,4.97355856834126e-30,6.10313636986564e-08,5.67031515569173e-22,0.0947038357345362,0.00166854312585161,1.07561766002698e-16,0.149544999228145
"X160.1",0.000162669063849365,1.52626767536377e-24,1.09712035512065e-21,0.000462146354744171,1.59401652514692e-12,5.26109930531797e-12,8.0643755729216e-06,4.16957544754933e-13,0.172510153370855,7.28445775312349e-47,1.02559566681016e-13,1.0528790625454e-18,1.31775240735573e-09,7.28369646748971e-32,5.23098071660555e-08,0.00612936347843717,0.0952391695945131,1.18277761551755e-17,7.28666708670361e-23,9.35065920732272e-15,4.970034158336e-12,1.15222344095578e-11,2.35784867204282e-24,1.57620465856245e-09,9.81920681608925e-30,0.177652127040557,6.77007087280982e-15,1.83314873776189e-24,2.07803689919328e-15,1.07896152188104e-14,1.15885963298476e-21,4.08039822692178e-35,7.41927406278833e-05,7.89200200839594e-36,3.67677470604313e-19,4.78213134899713e-17,2.43672165470286e-17,7.44231732344278e-19,0.00127894424924539,6.29221503703117e-06,1.47915325905877e-16,1.05697527771402e-18,1.78285750475492e-19,1.24757595102217e-11,6.19417252016362e-40,2.97209243572698e-24,1.16572017213795e-33,1.66599693969705e-36,1.22112983731727e-21,0.101269463286715,0.275998623588061,1.49628265223766e-13,0.173760038279996
"X82",1.555976311538e-15,7.26730817097567e-06,1.6474223836653e-28,0.143647306689419,3.3280926819843e-06,9.08284268030835e-07,1.60473861720874e-37,8.77257263605089e-16,0.126746922230418,1.89961838650377e-35,3.83819648752053e-28,2.91345435897398e-11,3.95555829642808e-14,4.22485077310753e-11,3.80220385575905e-14,2.9052247234572e-27,0.0908311136896412,6.63303051831768e-11,5.48706833569275e-12,1.54038707419485e-31,7.16220828387308e-11,2.85651250464142e-05,2.20095242332013e-20,3.7315436690932e-17,0.10348710892925,0.175951968690174,2.76501827808633e-27,1.14581544623207e-25,3.31936621227641e-31,5.54154033851552e-26,9.41812173723449e-15,1.23686326916802e-33,1.30675310852924e-19,9.11624729228059e-43,1.71917595999224e-19,1.81835461651513e-19,5.56845921256105e-18,4.55563166220667e-25,1.35476776629353e-12,3.3828885438461e-19,6.84334283921293e-24,6.98025331788734e-19,1.71872393914278e-32,5.71393152096085e-11,8.50708170539857e-20,1.49817060139089e-17,4.67391170314708e-24,3.3733362104297e-13,2.36066600134624e-20,0.0113493133022183,0.359380502336738,1.01465286782772e-14,0.0166491699196063
"X99",5.17881739203196e-21,3.29509157580917e-24,1.09446593029136e-21,0.0315725188921527,0.00789499294918993,0.00954176454888972,1.43949058385627e-21,3.20569930579076e-14,0.023733419382907,5.20038368329658e-16,1.29742957938858e-12,0.0104413324513194,1.65216590909985e-13,6.90690326603273e-06,7.60660064159094e-14,5.60464763713659e-42,0.0522272793210925,0.00139252876663606,2.02851020515213e-07,2.1392541588035e-11,1.71783291601109e-23,8.21030375423933e-10,3.24202532928248e-10,9.49409123853701e-28,0.331443032266311,0.0904172796679396,8.10503766733447e-19,0.0421656342507602,1.06117720834248e-11,7.92723398126173e-28,4.11838643108019e-11,1.01157639339329e-18,3.50426172654907e-18,3.03228809574157e-23,1.7067589751409e-12,0.000124132507390417,2.23997862719195e-18,0.00548646797192387,7.01556543667655e-14,2.33956275344336e-23,2.64580048382931e-05,1.84727777964783e-16,0.0138466275566354,0.00874025779386226,4.44925729307221e-16,1.4690745805151e-08,1.6876783527465e-21,3.07190110908919e-08,3.15974682059865e-09,4.31801565648352e-14,0.378602702200505,4.55494677323973e-19,1.21130801292678e-31
"X126.1",0.000230105695085247,1.66458215620775e-32,4.41166046838399e-19,3.29170680350096e-25,3.06015766849059e-29,2.23446125414326e-26,0.00516906468434987,0.00244828892547513,1.68719114999083e-20,1.1304343254672e-20,5.13479111040301e-30,3.701398222833e-28,2.25732567715641e-18,1.28157852578809e-18,3.80326008358805e-09,1.55426630563814e-16,1.53077871212844e-15,0.00243218432780736,7.75802292321461e-19,0.00418906481416946,5.11944854530273e-18,4.00763580498831e-19,7.54330815434866e-22,9.24408693574717e-08,0.279915336511951,6.53776697662709e-09,2.62842827542933e-17,0.149083884950738,5.26741948900002e-05,7.96084648385448e-14,5.45329001727479e-22,0.00408865950398942,4.26663527968776e-10,0.000943511176973311,2.35632116361085e-22,4.43444381093305e-28,9.62865298162263e-30,0.0146526350567685,1.63655088887953e-21,1.36366613221665e-23,1.59333045704158e-22,7.09815331944998e-15,0.149331594429052,0.0159207502368404,1.33422351387203e-18,1.37998054343533e-10,1.9650348314297e-18,3.35438169189292e-18,3.28706031167612e-32,0.028190585797711,0.328868796889009,4.82011532101445e-21,3.04436347399187e-05
"X119.1",1.27450530109863e-21,0.00435058307441964,4.09404875746831e-22,8.10708377355771e-19,1.17755211851474e-31,1.02596444303199e-45,0.03129826692728,1.53620582678399e-11,1.85505659012803e-07,2.29339427539658e-12,7.70255260108443e-32,1.28708995699277e-69,7.78867744434424e-25,9.70264627276766e-17,2.26408302166308e-24,0.00911715289249922,5.0554279779396e-57,1.95696963935595e-27,7.89734918818343e-33,7.38328888254009e-09,8.02958930913649e-05,4.84777171504552e-32,3.17005795293125e-26,2.15639762226392e-05,0.0774506733851295,1.42115883938799e-32,1.21571199425402e-22,0.184504902959336,2.26501108289979e-11,7.10535246181095e-18,2.77999556841296e-25,0.00569720873645504,5.35875115695717e-17,0.00473359304944287,1.21321961654539e-46,3.87085789883279e-30,4.9548237426997e-27,0.135910798055497,7.12270857627179e-21,1.00841940908363e-21,7.38317612675132e-49,1.52914772015179e-07,0.262585890236144,0.00406761525971623,4.0486206929385e-14,1.55098758681916e-20,6.68808481388658e-11,1.30740440384629e-16,0.000894099907886621,0.00521694136701318,0.212742125685754,7.84810541013315e-23,1.01662301977489e-21
"X97.2",8.91027539432376e-09,4.20676078204484e-05,3.50293725548843e-26,4.84331243689522e-36,0.00447117719235473,7.77122041351286e-06,0.0184877328598835,1.2193540702026e-12,3.06498629908753e-35,3.85241070111016e-20,0.000541905960915264,1.0627158275323e-22,1.71255117295816e-11,7.37916737891931e-20,1.09482014299191e-21,1.23680108511331e-21,3.38103510046558e-09,2.79622942443148e-13,2.69163747953149e-16,4.36792209563108e-13,0.0070248958224091,7.58810820445643e-27,0.00190136838171618,1.58739392277288e-05,4.9998656414829e-32,9.42352531236664e-11,0.00789767190943063,0.0851752857453824,2.08670184639534e-07,0.000715616068932677,1.48565258719892e-11,0.00444876539605541,4.26334705050729e-22,8.61689415193001e-19,3.9287619581745e-12,1.91175395254863e-12,3.90350409421841e-08,0.361742963415436,2.33520416322775e-22,1.70505847715617e-11,1.22874086256078e-09,0.000523942023810947,0.229265810693844,7.78189343047936e-10,1.27432321634403e-28,7.57414359545442e-13,0.0528584486267144,0.0092331723528951,0.0173281488980212,0.000849317791935557,0.116548801205206,8.09646150097594e-12,4.20392041172999e-28
"X109.4",0.00325885393492802,6.74149374838181e-44,1.85838261505997e-21,1.21917238199796e-06,0.0605150670227375,0.000270585481580348,0.000181114487944682,9.52442104587456e-23,4.84148509328213e-22,2.55198496039825e-38,4.3116354546617e-21,0.0525038659091861,0.00941020664044542,2.54747919821279e-30,2.96084245368857e-12,0.0962730356401903,0.00497262758664361,0.000344762339448909,1.17249435142227e-22,0.00525326620260308,1.54943087382868e-18,6.40535712810226e-06,0.000787396475221417,0.000118240329972316,6.51993972356799e-06,0.00461926691353576,4.30115963638246e-13,2.93399571371439e-14,0.000806629058014722,1.05144724571941e-16,4.2773275155022e-17,2.94564653598089e-09,9.16341238173755e-15,4.01441365783769e-29,1.43069806633862e-14,3.57326234613029e-20,3.42123415383797e-26,0.445402343746442,4.50609223170144e-27,2.16115955696407e-29,0.0348332887555507,2.67826233199255e-18,0.0977677491005934,4.27051463811592e-13,1.65321957577558e-25,9.76444180943481e-13,0.103794070479083,9.188816055052e-16,6.26898277635742e-29,0.0197105946942259,0.0158627843218024,2.80829097382145e-06,4.41616898635959e-10
