"","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15","r16","r17","r18","r19","r20","r21","r22","r23","r24","r25","r26","r27","r28","r29","r30","r31","r32","r33","r34","r35","r36","r37","r38","r39","r40","r41","r42","r43","r44","r45","r46","r47","r48","r49","r50","r51","r52","r53"
"X93.3",0.182940052270975,1.05995436896154e-44,1.14252272608415e-22,0.117099952163462,0.00530449282532271,3.65974508933097e-14,0.109744661477418,8.35305432642558e-32,0.00799874337977086,1.10636853206292e-26,1.28089085929007e-05,1.01724032605729e-14,5.53477407971053e-16,1.53922596097089e-32,2.45000232093885e-12,0.000114255543387441,9.83514409234008e-10,2.49733012859607e-09,3.34845756859921e-09,0.261139991152931,2.38430329874291e-08,0.000539661297705083,2.8260085282216e-30,3.23423812056833e-25,6.32145014468855e-12,1.58496596446244e-12,3.98667965291297e-15,4.72658022403192e-08,0.00785578697903762,2.41374051929143e-07,3.86561625894442e-07,1.822829736956e-14,1.91744064963098e-17,5.26455152020012e-10,8.16181096660766e-08,0.223575513941583,9.08493084340068e-25,2.40431724330933e-18,0.0322999149445471,1.01679052042755e-09,9.04920106801046e-20,3.14051399678036e-12,0.000288198505744473,1.93861922873551e-09,0.00594511881087117,3.23843525856466e-26,6.53677617948173e-12,1.96536227268811e-13,0.0180113204399557,0.000979680877018539,4.87264346007255e-16,6.38040667266696e-24,5.01890871555244e-30
"X112",0.0691128831178295,0.000392714753608219,8.67732921717776e-12,0.191390227678625,0.00609900381736721,8.76843514561719e-16,0.0424221831045551,6.3291411518566e-13,2.15749121697005e-13,7.94394782274585e-14,1.31889515915728e-06,1.40375402231277e-19,0.00268590285273533,1.14697871399086e-16,3.59852661785107e-15,1.88254984601465e-05,1.10035137618362e-25,2.63669820193162e-22,1.08786449230801e-29,0.112084512114256,0.000169612443498468,3.31346873109188e-11,1.09579732796505e-25,3.61537917086475e-08,1.39575079932518e-13,4.43672131879434e-21,2.99883999765492e-09,0.00366033784489142,0.0103008721795236,0.00552736451710706,4.60165912791258e-10,2.55431655412508e-09,8.13768771381679e-09,0.00821252116927413,3.69859612574193e-08,0.363714080502273,1.26629753121584e-12,1.76903505861071e-15,0.0867936306072753,1.78357370490512e-07,0.00103003736560684,2.16336018732724e-07,3.40660147841181e-07,2.05735466216509e-11,0.0210363902882924,3.68380504493392e-18,1.02546901850281e-09,0.00485191594074915,0.000162836534048194,9.67346827611336e-28,6.17616274636834e-07,1.99200519775124e-13,0.0171600532544859
"X83.1",2.60167276679592e-08,0.0719086089663392,1.83223925429783e-09,0.000615682836109612,1.97193444574765e-17,1.00866626113631e-12,4.28169395897637e-32,4.4236435133981e-05,4.7186995429807e-11,1.46469829874271e-12,2.17201683877013e-24,2.71800958285157e-17,9.44484470445364e-22,7.36130469940053e-05,2.55244352169947e-11,1.08731724846049e-05,0.00383170184420497,8.14867771380901e-07,6.06630336234816e-19,0.0344892882621341,0.000750702626771673,2.18344295602866e-05,4.47382030696174e-16,4.77988006589411e-08,0.0173543351220061,4.6389874215278e-08,3.12877147039391e-05,1.04651281652729e-17,1.71643747627499e-16,1.14469240577377e-05,2.70012607615436e-06,0.000850592961079925,0.00628435556308759,1.64877107363177e-06,7.29367682574369e-16,0.373274788239126,0.0144829636155047,5.43936859533602e-08,0.114814556525168,2.22411973559149e-24,2.41933755034136e-20,2.83384365633413e-16,5.42996600021069e-12,1.21353270962937e-20,0.0205516160729918,4.07041349227931e-06,0.0224932903257102,0.0148195975450736,6.50715132271245e-12,0.0310917173381041,6.66056929855547e-06,2.05459020978672e-12,0.175054848912882
"X41",2.55752748813905e-05,1.48391096235215e-15,0.000727185899084624,2.86392309848804e-13,2.88897416853787e-24,4.96669055705264e-15,0.026329946456891,0.0317480978946618,0.121178129949596,1.80480243432984e-21,0.00868656321192549,5.98876171291639e-25,1.70115247049705e-20,5.78295855819397e-12,7.76896489209288e-12,2.2175256243432e-07,0.310507206799648,1.37099191961969e-05,4.71118419489267e-15,1.75857772025654e-06,0.0218993273582079,1.09555038475062e-22,8.87018657973155e-08,1.03802672348206e-40,1.31289551823301e-39,0.0169701576685971,1.22225018159752e-16,0.000113804154853461,2.49059189557159e-06,0.000502530076457824,1.70050801455036e-15,4.86504638203611e-16,8.16590154434663e-22,0.0272196053422959,5.8589476946143e-18,5.9875555322042e-18,6.06264295560201e-24,9.36033685426413e-14,0.00139549197357881,0.00616155368374251,8.84257250637257e-07,2.69323617717594e-25,3.53058526389015e-15,4.72825996756693e-19,4.39373504350014e-30,1.83734698190474e-13,8.32523092436006e-10,0.00475974047427461,2.80133449310841e-14,1.18808798857879e-34,0.119341243938014,1.5506955481063e-22,0.217226739394079
"X73",3.53116503750272e-15,0.0168808900994134,0.000125236499125558,0.143474934847556,2.88227603412539e-23,1.43878781519964e-12,0.000209850394365349,0.00108695042340572,0.0550077860018989,0.00234008225740767,3.569209711639e-05,1.13154145204945e-05,5.41137257934206e-30,1.45339210799104e-06,2.49108637492904e-09,1.24332683457836e-12,0.393283105036549,0.00584123894248267,1.24069069037817e-08,1.04379582432251e-18,0.0222744824070698,9.3138995409881e-06,0.0127279445618495,2.1617616202793e-14,0.0366680708708197,0.00254578088972742,1.30193073597054e-11,0.0273701763221681,1.08468109513914e-19,5.67143446053309e-06,3.43236210446106e-11,0.000179457144800578,0.00150626372994095,0.0234797128784502,2.42503447920186e-13,7.17141929889558e-15,2.3687152420951e-10,2.39613155755691e-10,9.77173285432132e-06,2.72080204551341e-06,1.60994170238693e-11,1.42335154030503e-24,0.00978058349046713,3.78108517664985e-08,8.37176776254072e-10,1.09727888987562e-08,0.016416938639243,0.000247720461462927,1.15731143784741e-07,1.97244524739244e-13,0.117721899261734,2.06804611851275e-10,0.0400239262841052
"X72.2",4.82741025894607e-07,0.00365836650311823,9.51689722160858e-05,0.0230257320983823,0.00300127119345171,1.37569713619502e-12,7.84799273110879e-09,4.41326822932481e-09,5.19486137376951e-27,3.36522702261648e-05,5.76255140268937e-06,1.94339558146991e-05,1.75751073009473e-11,0.00251534126503773,2.06704808112941e-13,5.50166486604615e-24,0.333115845234186,2.23616069467549e-18,2.34035440910714e-28,3.63906077460248e-10,6.12359693833205e-18,9.4617808597481e-17,0.00296175602135028,0.032408895611825,0.183571676523464,3.02941559126968e-20,0.001515346074736,0.15740651034874,8.1652613763874e-12,9.0228565335592e-07,1.57772311639751e-11,1.04847665961573e-08,0.0223063713707664,8.25439561058257e-10,1.17364125452262e-10,8.30746160778771e-06,0.0013089964525911,1.18164855078629e-36,0.00319882418941319,1.29317559663202e-20,1.44426754655159e-08,2.22466831616121e-12,3.66122739355711e-12,1.62448556352654e-19,6.10781442286122e-30,1.38134690049186e-19,0.0383770054616889,8.49522510779427e-11,1.52721982103092e-13,0.0544956380706966,0.0613502514962172,5.04432504573578e-05,4.66310230179001e-36
"X114.1",0.000880838494931701,1.70172359085152e-05,3.73132914193527e-10,6.64809255830731e-19,0.0182608810971324,0.00211334142856198,2.12935633619571e-45,9.23495543573668e-19,6.02762178054469e-09,6.09996600617164e-21,8.0242315432574e-12,0.000325000374510139,0.00086504193409244,6.50430628343227e-06,2.32336775805161e-15,0.00174705015583782,0.157136169023425,2.37334833066242e-15,5.52758618239852e-06,0.011359377668404,4.93758329095821e-07,4.70253135424239e-18,1.23981704220001e-24,0.109535546415532,0.150600786485701,2.02997095061962e-13,1.23338746227292e-07,0.352996605242456,9.62990698288543e-13,1.72852612999498e-08,3.52966071203667e-06,5.79184931026819e-18,0.0136474214404699,1.41613887046106e-21,7.79805093085947e-08,5.218581035679e-12,8.95119482149316e-06,6.66295950906374e-15,4.29263797201728e-05,8.98618619799316e-10,1.44496904684415e-05,0.000148870081215644,1.33298503588624e-25,1.65584617951305e-14,1.26895108872242e-25,7.17754930106594e-07,0.0282092828955399,1.5593166373855e-09,7.95631792593556e-19,0.0411491272909016,0.0265038280141722,2.30561275463713e-07,7.4567146353966e-09
"X125",4.92060484208637e-10,0.0153635772838246,4.19379619241128e-05,0.0366243003726144,6.74880242892508e-20,0.127982824187728,3.53911605815718e-10,1.25901204591962e-14,0.00112410664514477,3.2676810021826e-08,1.50266356650381e-07,6.32130800824419e-10,1.06419729067042e-11,6.83857582497496e-13,0.000568740988119138,0.0169612752094857,0.0121677828749774,8.56339086971681e-08,0.0140089473305985,0.0271453909859102,0.00626326998835081,0.000116794344495555,0.000809017804183178,0.0957643553474087,0.0157921799540949,0.0485200273726955,5.11008633397397e-15,0.442569917235204,5.24918155496116e-13,3.06554528712275e-16,2.52836209259977e-15,1.55502506847741e-11,1.26850047397773e-09,9.57419230484326e-06,7.374809985697e-06,3.94490791859041e-12,1.75900434338841e-18,0.0289497927201163,2.28635652279207e-07,0.00142982265655904,5.46291815025304e-11,9.55046334198293e-13,1.68041750739684e-08,3.3462035586269e-14,0.00109962081784418,4.2048146047015e-14,1.710905883195e-08,4.17934031407921e-11,3.08129281082092e-12,4.29924077236265e-06,2.22409978473277e-18,4.57741041846238e-09,8.31899558275462e-05
"X89.1",3.81709143861262e-20,0.0173574771705761,6.10877776273888e-20,1.27284910643812e-05,2.30591706489069e-06,0.297505811644218,0.01301847536498,1.79592384007002e-11,4.26568741653369e-24,4.55803308291228e-10,0.0163885195285496,1.43125208002674e-13,2.62035164696229e-29,2.53790109846281e-24,2.88787063182142e-13,0.000217996030057493,1.23928598770436e-30,1.32864968866546e-17,4.56424625040836e-12,2.80491597649575e-11,3.62011922947377e-05,6.55478138005091e-20,0.00123361359848442,3.89789190320374e-10,2.63538828961013e-45,0.0379111064483478,6.28902697308111e-07,0.294517873667437,1.69686761071309e-28,8.58614493429394e-15,1.31273883052261e-23,9.31403688463054e-10,0.00699402320411887,0.000360816169474953,0.00264984270471378,0.00240074727638208,3.70051498624794e-17,0.141955717052438,2.80325982606299e-12,0.00215960615983923,0.0310153287567781,1.93867684786436e-34,4.50967307779638e-31,2.47941898633868e-13,3.74117958711487e-11,5.00262507859531e-27,3.08085781046445e-12,9.42427107554932e-14,0.0129757549383827,5.52341000836399e-55,1.47289471986783e-27,1.36702125915217e-11,0.00360681529196192
"X137.3",1.43448423691517e-18,0.0169211533844598,2.0659907462634e-27,2.59150444868455e-27,0.0219583189766638,0.330379511346675,0.0290460090507481,3.50690722639427e-14,3.02958681276124e-22,5.20921230324164e-08,6.78635056677085e-11,2.47491832853091e-07,8.02544422882378e-08,2.13278939254139e-07,1.3367867720474e-14,1.77642275596102e-41,0.00351732482697905,6.08237392153691e-16,8.44836502023528e-13,6.49189585722328e-30,1.69305529986659e-16,3.01920924830442e-22,8.97789205144886e-21,1.17110122694468e-42,3.14885597447732e-14,1.93801881217827e-14,2.63989555097822e-29,0.0671412387051568,2.45431745237242e-33,1.38192714144757e-13,3.87975163842715e-07,4.80141069355669e-23,0.014719442492349,1.85683519761169e-05,9.4535826346324e-06,0.000742037979750427,5.91568077592516e-07,0.200043682906675,7.1313807751025e-06,0.00148838296642885,0.202443173644973,1.48670803955214e-05,4.84491344536148e-29,4.12244201675259e-19,1.83660436955028e-24,5.22400405683988e-22,0.00635748648894029,3.09135859583842e-09,5.18977429888386e-12,2.32687853110158e-05,1.57765350507462e-22,4.51960928644349e-17,2.83282250151049e-25
"X167",6.32158569448742e-14,0.0433890316001951,8.15200892575411e-19,0.00788830454980888,0.0271636694281385,0.158295347239557,5.89468041459438e-17,2.96143888649445e-20,0.00345543615461172,1.17139681892656e-18,4.13165278991872e-20,1.12815407020278e-17,1.32469106890641e-12,7.18473370627049e-09,2.31503838336429e-17,5.03032599961643e-54,0.00170816946910911,1.36399095318387e-25,3.86072974633871e-05,0.00547223852147965,0.003094295037725,2.5873834183474e-36,5.11337577471684e-42,0.0104168952063046,0.0138320589660546,3.36227287069871e-29,1.66136279015451e-06,0.000114027118928912,8.23689636069066e-27,3.27941704351505e-12,7.39904037070951e-08,1.83588141982113e-33,2.04786308343474e-08,0.00154707150716336,7.38570195036945e-13,7.89620649426002e-16,8.34134202295055e-14,0.0959867007082215,1.99668793702939e-08,0.00628993135278294,0.440005031814368,0.057988778097048,1.1849677188174e-23,5.57361365666963e-16,2.33396206625772e-14,4.65794562041256e-09,1.25166098246781e-29,1.56356328010134e-17,1.26763952122415e-11,0.00470659866083118,4.34894039462179e-17,9.49739380266605e-13,6.45908429764601e-10
"X130",6.46163069211001e-41,0.0189084519060584,0.00400693365804024,6.31178108636337e-33,4.44194281403836e-27,0.0184695335358262,4.94368589947372e-13,3.03023455176741e-08,1.59283326157725e-16,3.29659992451123e-18,0.123818577362043,8.16341171137006e-21,2.49296207853071e-24,4.58962698531466e-18,1.95029001958036e-27,1.11434182658721e-16,1.32213464532977e-22,1.61255445440991e-13,1.40283374518163e-06,0.00530121890599092,0.0033902547913938,1.59642329989868e-38,1.37381578128665e-20,0.00744000962346595,4.36873796733076e-47,0.000626856533962948,0.0971015786184941,3.45904337322638e-05,6.2914700641128e-27,0.00954515668955259,1.34130304749861e-20,6.21692416495999e-07,2.45464009516362e-10,0.00429267661275819,1.07389326289217e-22,5.32463586171933e-18,1.43194272353502e-14,9.09107672615218e-52,2.27484343483019e-22,0.00530092619892937,0.460526822920686,0.0655825028177546,4.30994110333617e-14,5.28473994581493e-26,2.48070426395531e-25,0.0107946240817251,2.86297370552965e-31,8.81534828811452e-23,0.0205455367494657,3.23378401766336e-43,0.00302343660211403,9.38543680013805e-17,0.00686475449277842
"X112.1",8.48188211016411e-50,0.000417099942749008,8.13491450016673e-06,6.61726518990658e-15,6.33521733032971e-41,5.19001171941388e-06,0.0266114299141898,0.00814862413652087,1.85187731857612e-06,1.23940126759344e-19,0.339592936261966,1.63244277810035e-13,6.17813332137729e-07,1.26150012798959e-11,9.07061612375612e-14,3.13965808896187e-28,7.53238563147423e-17,3.76785238953616e-08,0.00012427008128788,0.0379093186999364,0.000175973680461161,6.24308011182424e-29,3.76829849254466e-15,1.40673175811667e-06,4.94448832262564e-20,1.28645515698921e-08,0.208863692447163,0.00544669423140042,4.73405657263686e-10,0.00652412101931897,3.63228571316191e-22,2.03013214292087e-22,6.9461693435792e-06,0.00128642539436107,4.03189421299835e-19,0.00309940294549886,1.22693305510535e-29,3.2995820009283e-27,1.59138612306591e-23,2.79422777066233e-16,0.219387868648833,0.00403709444227209,6.7515067671728e-09,9.67274147447555e-29,9.21145077368046e-05,0.0118974716905854,1.57544832527725e-39,5.65675136269997e-16,0.0269305880257941,1.26057927184357e-27,3.48248058899748e-05,1.82169305329796e-09,9.77655071659018e-05
"X121",7.23916114769853e-48,0.107457788922348,1.12381433580982e-33,0.00336717370238176,7.8105051882821e-09,2.08606080223676e-06,2.09484776008477e-17,4.38242439476853e-16,0.00122775101492581,5.16831508263105e-39,0.341385202658708,3.30791241972829e-12,2.16826704537908e-07,3.9224541281128e-06,3.32003398558721e-10,1.17716950016646e-53,2.67374244326179e-16,1.83467093917706e-27,4.84347517068186e-16,0.183150236749582,7.27597045482597e-05,3.36746965590696e-22,4.70898354735418e-28,1.95120411314478e-11,0.0101195844478304,1.29595198889072e-31,0.152617403163326,0.000191624605380744,3.21135400698007e-07,1.76086336178436e-28,2.50938438265268e-29,1.18411117212299e-22,2.46295755241965e-11,1.95957741302803e-16,7.27178820529915e-17,9.79001035137044e-18,8.1187008293323e-32,1.34144590994115e-14,1.38366960968668e-28,6.30373355990212e-21,0.0363522167536144,3.68762668361193e-43,7.74518508861019e-20,2.20646784256182e-07,0.141361608203987,1.94183396941271e-22,3.37856897174933e-39,6.99943143119632e-12,2.67333024409331e-09,5.62252296604356e-05,2.34013141321622e-21,5.08165006871997e-20,3.92964420804906e-30
"X92.1",5.57056565741277e-28,0.169987326245568,1.25379150732922e-06,2.86688980911647e-28,9.83825299123801e-34,1.29478416423077e-06,7.12178072236897e-15,1.47884003762778e-05,5.75174643359462e-18,3.58725814496668e-13,0.170188403063066,2.00403927617045e-07,8.72698022971591e-27,0.000697359604880277,2.15423150323595e-22,5.97847222030781e-46,6.82119692323218e-21,3.21608494038589e-34,5.66082506879764e-36,0.364514404746807,3.11101888197512e-19,3.81524824035899e-25,2.90244605390958e-37,1.97050820273094e-34,7.7477929838808e-17,2.59644310725428e-33,0.0395009329567337,1.74417199579702e-09,5.67989900184006e-22,5.54660908277821e-25,5.41948186031313e-25,2.08380165279252e-13,3.53154166289069e-39,7.29071012909499e-09,4.04263108868617e-24,6.6600332831022e-19,7.59312538556859e-16,3.80318060030149e-15,1.28376839285201e-30,1.18621232289057e-12,0.00273097628879109,1.85334677354699e-26,7.37804597764854e-06,0.0746131662452606,0.158158728271838,2.19955151505152e-26,3.82534909274197e-26,3.84368225753411e-05,1.1676706110421e-08,0.0123526883788213,1.46601307361284e-26,2.2098603060035e-14,5.40400109993301e-20
"X123.2",0.0373688536932465,0.0874888814794256,3.67215161342652e-15,5.6193169445206e-22,1.29959574626821e-24,4.45910065131096e-08,0.150668329507403,7.76861655572035e-08,3.96892449300666e-09,0.0103192585431539,0.0358463236063566,1.00540961094701e-12,1.29224045643938e-24,4.03159771355618e-14,4.66461727164948e-13,3.86104012340413e-35,6.74182235569554e-11,9.70269682606352e-25,3.03646165055384e-07,0.427268116475805,6.39876336379703e-21,2.39752085368804e-16,6.98337881432065e-16,5.13108657003915e-30,2.58661992478139e-10,1.23645824757179e-08,7.41546807741487e-10,1.33892092472759e-12,9.95205711642123e-21,9.0129341816764e-21,6.9102245787844e-05,7.05142791227811e-19,0.000675391723320304,2.17312244416333e-08,3.17055068906016e-18,0.0374709172651666,1.04772009242227e-09,1.12243893053648e-23,0.0212874390328018,5.42696706447877e-15,6.17538620540739e-23,8.35638733431734e-05,0.00625696032586121,0.143492345114433,4.49207498107403e-13,9.26104980373154e-10,2.60943148373943e-12,3.96759906022855e-21,0.00279873151492613,0.0133545678534721,7.09651662105695e-12,9.32911038754778e-12,5.39270642961749e-08
"X89.2",0.0434180193973645,6.34863929224023e-17,2.26718183002292e-34,0.104333046669553,4.72049039735492e-08,1.64216673340286e-27,0.220893276995442,1.01949102206711e-36,0.00224000025126751,1.26388227456499e-17,4.10160061570652e-08,2.96090948302343e-22,5.91230370024283e-27,2.09074061881473e-43,7.1726212854559e-15,3.19876931064012e-38,7.68725833086082e-13,7.66861062823931e-26,9.21961532786959e-18,0.293726624444254,7.95148100887641e-14,6.21655601877274e-24,3.89943100071078e-12,4.99619964294834e-38,4.50679209792052e-11,8.62720034230888e-09,7.07596467019538e-31,2.49573831902031e-06,0.000940695434929107,4.43186128740508e-20,5.14880382121251e-06,3.07043159697967e-31,1.04023796802064e-05,1.52161760642945e-14,0.000106683401027719,0.144237797006215,5.7881831468303e-23,2.8196119204456e-24,0.109160192676893,5.76281393809814e-18,5.33091490815752e-30,4.96247330872857e-26,1.9018481742036e-18,0.0847845778958355,3.23968864077467e-90,1.27046547195786e-11,0.00311117403955701,5.00673357667842e-20,5.01191076793994e-08,6.55143074953316e-25,2.64647127973832e-28,6.39975637385704e-20,5.12427775996596e-39
"X88",1.2569365842031e-05,0.0153879019177608,1.5947694123448e-07,0.179927106051967,9.0685436440905e-15,4.50724373801129e-19,0.110042876182973,3.30452643933834e-20,0.0140056541586739,7.0416795700673e-12,2.59636559802749e-07,1.58674675882417e-13,3.07756720371933e-15,8.39222345763325e-17,8.16062852335651e-19,7.5923087521469e-21,2.18199212884816e-06,9.11089133398172e-07,4.15929110761785e-20,0.128801896068946,1.1992545784564e-05,3.11400709487132e-28,1.5031468477009e-10,1.42932308867035e-14,2.97851123571957e-23,3.85479536557328e-09,9.2596131484611e-17,0.00913896939605219,0.00249810211325251,0.00301771821345724,1.15595502969147e-17,3.39434798200047e-24,3.52900707175797e-09,9.05641231814422e-05,2.78471617506065e-12,0.257152472459213,2.20489112667528e-15,6.02179718983355e-15,0.224517903257932,7.85488241215289e-09,0.00344779263518551,1.78450113480606e-11,3.46092579876403e-17,0.0124920325673022,1.65111343509451e-18,2.19220809852781e-06,0.005837238355801,7.72237037766883e-13,6.07583838944755e-36,1.23464055294041e-45,3.72691716037491e-12,3.31764998042004e-16,0.00891097905189636
"X89.3",1.43342298627289e-42,0.070465607319005,2.56721569914201e-11,2.53514281684721e-11,1.04415872986746e-11,1.3829989491695e-14,6.56119122338589e-20,2.40643696304532e-10,0.0304525092762437,5.27346914301678e-19,0.0101063204908826,5.63398591487406e-06,7.19133674492578e-23,1.85310880736644e-08,3.69782292090545e-15,2.99025712190369e-29,0.00414289119382508,0.00250246242147048,8.56109132660881e-14,0.0410854076797851,3.73623360090687e-09,2.74800582071924e-24,1.40025866663519e-12,3.0160661684196e-12,0.0103466973652412,3.2451668707425e-13,1.02040062250626e-16,2.82506940736632e-05,1.41011292615025e-26,0.000746590541703214,8.02466276793852e-21,1.34443160631201e-14,1.51853229550893e-08,0.000130962408276467,2.58828754751144e-34,0.272578504521614,0.00185704441813123,5.91098599415771e-06,0.248575107066329,4.76364517381129e-14,1.99982600908715e-13,3.68089314178514e-22,5.30121297181009e-16,3.1521589639123e-21,5.28019800795701e-05,3.2919028519484e-09,0.0157363854640346,1.38638340716469e-14,2.40165378575361e-45,0.044041430297324,1.1897610281639e-07,2.13335562375148e-20,0.157939972322412
"X88.1",1.66466454755631e-05,9.10597995948679e-24,2.86860934559625e-06,0.000148203741579644,2.33253132285844e-19,1.2556406519327e-23,0.0118302858608995,1.59296290833441e-20,0.173628122619717,2.23946860015985e-30,0.000182087899686872,1.34348991170393e-15,6.93683293044523e-25,1.39951662157516e-20,8.70401398734324e-08,5.61575946031956e-07,0.220054609147669,6.35512610382004e-10,1.49229023884245e-12,1.8509897224355e-21,0.00677952056353508,1.47311026756959e-10,8.13267287509243e-15,1.36525460016269e-34,1.24445702207152e-29,0.0585954812898251,5.83952919942681e-24,1.5390708974505e-15,4.49083997766057e-14,4.48440383390192e-06,6.21930469630784e-19,9.79324199399677e-26,1.62415259331268e-15,0.00600373042800277,4.72097416976172e-28,2.37728775532011e-19,5.64732505577253e-22,2.289225435143e-10,2.02384733539927e-05,0.0038284037621559,6.14104381226575e-23,3.90119888221882e-22,1.54783512663038e-25,8.1838435798663e-17,5.76057649493747e-40,5.76100456895657e-26,2.82138856285893e-35,4.31373293973604e-10,6.91516848525123e-18,0.031792464148681,0.254076995213538,8.28190005816421e-16,0.197704624165981
"X76",8.32600819965033e-26,0.0107074190178114,4.12865476733863e-05,0.139226631660478,3.54272584851772e-23,6.30032049944146e-38,6.50850827208811e-30,1.22452520874118e-48,0.120484479629535,1.24962886694552e-14,3.15063181631136e-12,8.29529578435368e-05,6.64326090858883e-42,1.72277379474945e-07,1.59425700259521e-15,1.47108753860479e-40,0.259422654048379,3.53172189047957e-17,2.29106168836394e-23,9.07903300331596e-31,0.00705043482040852,1.88909892062485e-12,0.000123864876175149,5.17894641445075e-37,0.0671648023291093,0.0385280012015992,5.10914959184271e-18,0.00664071718154166,7.70172159068985e-23,1.34926503566794e-14,3.01290243997318e-21,5.2909830070829e-22,3.1928173966051e-27,9.7766819013803e-05,3.00141976560488e-27,1.19156298755617e-24,1.32666794074837e-20,1.31104978444282e-12,1.13127502264967e-19,1.15057543518923e-06,4.95131989248225e-19,2.48797807947056e-29,1.08498060983035e-40,1.53335380960819e-09,7.49806528760649e-23,1.44151082368231e-25,3.15506206543924e-38,5.96261066744687e-12,5.92245406071224e-26,9.7940496447244e-44,0.312306066891278,5.17981926501027e-12,0.0321414932345432
"X75.1",8.17103641278099e-25,2.61437000972347e-22,1.30026391459698e-09,0.0240857693564799,0.00444169122983825,1.19159097758277e-29,1.38098062778483e-31,2.39572038808276e-44,0.0241562676157653,1.88337910530047e-09,0.00127830558971609,0.00352326912678021,4.6895248885475e-20,0.000534697327767129,1.43272030442486e-15,1.08590010853897e-49,0.200640562869113,2.58085875081632e-20,8.59351047991399e-19,2.17844399063927e-18,8.30024368463616e-32,2.69509880932067e-11,0.00351044400349778,9.34281587281994e-32,0.272921797786941,6.00768651908008e-19,2.08924948665603e-15,0.133651920484563,2.39004897921491e-13,3.11924226675471e-22,1.13764079081199e-14,9.86816998432819e-27,6.76966196712878e-23,9.25247499470617e-28,9.62943298102001e-15,3.88915665268719e-10,3.58976377019397e-10,5.77935869647637e-08,1.64535739266831e-18,3.05005852201384e-24,1.27553378821073e-07,8.53463561931204e-23,5.57244950136421e-43,0.0013925424290082,6.72422192243034e-20,2.24339111893329e-29,1.6513321732646e-27,4.17053987284316e-22,6.07146812084108e-19,0.027966080536151,0.281194061661051,5.00278527089008e-13,6.67396364966064e-38
"X120",7.47741358122178e-05,4.01993788951005e-26,6.57148502508679e-06,4.22199306457574e-35,7.73699660220948e-05,2.51022462771798e-36,0.00867252998877598,1.7679430469785e-09,5.15596502805017e-05,9.27271935366409e-26,3.91745213967062e-10,0.00496734457310272,1.22635042819539e-13,5.05980196561757e-09,6.26224052232226e-11,0.00522540905781945,0.0686773645058391,4.8211433775047e-07,8.00545495596815e-19,2.9577172963137e-10,5.50753766226215e-14,6.65164285542065e-05,2.45825191903292e-06,3.998396475452e-07,0.237109310832606,1.2673257270965e-37,1.86185386627901e-19,0.337997082040947,1.67858644975997e-11,5.65059216454273e-10,4.91362488933285e-09,2.860761248235e-19,5.78195422586405e-12,1.51719636213517e-23,1.03333895106246e-10,2.56526566851032e-13,2.09305687400036e-13,0.0164666353943106,1.59559746276153e-18,1.49379162119362e-21,1.61223216815317e-08,0.00195626482133911,5.32759285454665e-11,0.0206468104523308,0.00438456064940993,0.00201997455895428,2.04096112897503e-20,5.86385941611298e-21,6.19614214182411e-34,0.0413361056947945,0.211957730151011,1.91857893070703e-11,8.26508444241157e-17
"X138.1",3.48199960367337e-11,0.00741847026003815,0.00338907217389175,0.0143263374597425,3.49209370257998e-28,0.00962492235337046,0.0430212480098713,0.00431486135066435,2.67169990900114e-05,7.04717933432493e-07,0.00101750339192487,2.4512324201061e-13,9.95592492700809e-21,1.10995979502046e-12,2.57734765685313e-13,4.69787969738885e-06,1.17919744080826e-19,1.23467095638332e-19,0.00617566612736374,2.09535644806323e-11,6.43492021164845e-06,0.000399656253154249,4.30656235228147e-25,1.08289800400875e-09,0.0575443594957663,6.29838447202419e-05,1.74367613923154e-09,0.402863287129946,1.60286406325716e-08,1.88889151711724e-10,2.46616253791557e-13,1.04084344635693e-15,1.35774918518963e-17,0.00332104509373768,1.69617479581377e-24,9.44551849090612e-14,1.46021655957123e-16,0.142750693993234,2.36639027784795e-07,6.70505984340859e-05,4.12325172981652e-19,0.0150181626770131,0.0653171451467399,0.00488244619435277,0.033010985778626,0.0016495035268789,2.04049420908583e-31,4.11966499326356e-18,8.21830485444374e-15,8.80848900013925e-10,0.130066961916671,4.21407183267544e-17,1.04365144701485e-08
