"","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15","r16","r17","r18","r19","r20","r21","r22","r23","r24","r25","r26","r27","r28","r29","r30","r31","r32","r33","r34","r35","r36","r37","r38","r39","r40","r41","r42","r43","r44","r45","r46","r47","r48","r49"
"X91",0.101892838390182,5.26830388909177e-06,4.01020299565942e-19,0.0146894426362574,0.369006406254528,0.00497912295276299,0.00126213622483149,1.15138387102713e-15,2.80403276309519e-06,7.60886811469945e-10,2.06748977301279e-12,1.68320546048048e-15,0.016955705635159,2.67811646011895e-06,1.83472643033854e-19,0.000382695579557759,0.0133918813636956,1.33041007249307e-23,0.00461274567724137,1.05822438363984e-11,0.00434304099273755,4.43298213502314e-15,0.0073523752665547,8.70599423583647e-07,4.62458223469828e-08,2.77599603057968e-07,4.7312454895711e-09,7.60952155639673e-06,0.0133070358570731,9.40294718969068e-22,8.09703195930159e-05,8.81828275498063e-11,0.000473569194049481,0.00411689808556908,2.29988433970174e-20,0.0985266305412985,1.02735549473021e-16,8.06053166246678e-07,0.0146904714770136,0.000675403007472089,0.00246032996183589,0.152639701190444,3.95324394330444e-17,3.11327504162368e-14,0.0323535823703133,6.23005962641322e-14,1.46503771758447e-28,2.06845688430577e-07,4.76267064074642e-10
"X55.1",4.96038887369551e-14,0.00186800533774552,3.04195041968171e-05,1.9071047972383e-19,0.0017641160102806,6.29134139368186e-38,3.96112089530317e-25,7.71135434378517e-20,1.91356582718305e-22,3.85424763194989e-06,0.179135264139082,6.47826593685576e-12,1.47159241184547e-18,0.000132514122782205,8.72098739065918e-21,0.224761679698446,0.000354139772839326,3.15421870964512e-13,3.39453557717241e-14,2.68408085540823e-10,1.07399598827315e-18,1.65455439679638e-08,1.82509512418118e-13,1.53817548239974e-24,3.01261581565888e-06,1.90319296757235e-24,5.21481858804936e-11,6.22161475250342e-16,0.0198725268509474,3.27497717624523e-17,7.86118089570939e-09,3.66530649087449e-07,1.23158297360502e-07,7.31931545292712e-21,2.49702049354802e-43,0.0134005608228311,3.70525844839957e-17,1.28258161238445e-17,0.268793989732897,2.10339098965948e-07,0.00306634237263065,0.1411911873506,6.73213797305385e-21,6.08384390882721e-07,0.000949206612880751,2.54071988143257e-25,0.0216308369531259,4.42241400955097e-18,7.76192617067547e-05
"X63.1",1.42421917573882e-18,5.11750812796747e-06,0.189497068292091,7.88347702883549e-24,0.00244952464265403,4.17420516140322e-20,1.3847666073773e-10,4.19689445990592e-17,2.86169259947974e-11,0.000298460923377843,0.107784365503224,3.40248455714145e-16,2.09193454342244e-09,5.73234076700245e-06,0.0118940215596192,0.12659532116695,2.07570144580494e-21,8.5260689505284e-22,1.63871021852555e-15,0.000696852148132033,1.46646561614084e-13,1.65116072228563e-07,8.8302501666561e-10,4.88210013829992e-09,4.1213936666458e-07,0.041269968217944,1.95685682328305e-05,8.7982258020916e-24,2.26135067259329e-07,0.00113325229645631,1.42200194518013e-08,0.00961557553406331,0.00338474653551664,1.20416135661665e-07,0.0189875448095355,5.27414834606314e-11,2.74383228608665e-14,1.51878312670206e-10,0.380859876440856,2.01104726864423e-12,7.1831756902781e-05,3.33286417920798e-16,0.000748637884327938,0.0134480917090767,8.69843252126992e-18,1.04411693510167e-16,0.000354332294637421,0.000822106283096913,2.95483774935523e-14
"X87",3.82046232230621e-11,4.35015481710236e-10,0.121894084568773,7.13276245382094e-17,0.00126757557729859,1.29299287536283e-05,6.18321397673817e-05,2.26083164255262e-25,0.0113801987410765,0.000676147149836566,5.61769358255746e-38,4.49919084493366e-25,0.00633393779867363,1.27637076761046e-26,0.00286503528892296,1.21333327502124e-12,2.64218403200901e-24,7.74619764372969e-08,0.00595951084080093,1.0362175195087e-05,9.04756346808121e-05,1.80300080720257e-09,6.75672533305138e-27,1.08017863349405e-19,1.76551608707272e-10,0.134065050270382,1.61898597384284e-06,4.22531596624895e-21,5.25551570754377e-18,0.00121664624396365,8.13781741563529e-16,0.0610980283115005,0.00344655686913263,0.0130144750545604,0.121831432394748,3.21786104586747e-10,2.41618769980619e-09,2.70181559184269e-18,0.38251168808848,3.91708312684727e-24,0.0105186285712164,0.00125503965075103,0.00462852160552207,8.18451675483797e-12,3.37851054435956e-14,5.4470351794725e-16,6.87793906274048e-27,0.000222396889781197,1.56807756142543e-18
"X106.1",1.44930297315485e-21,2.38013482297094e-11,2.05027065995969e-28,9.30745577922168e-23,3.28101233005569e-14,2.40416892088437e-10,5.98287738286194e-06,3.7323561999028e-09,5.18135162135817e-06,0.000250862029802467,4.98074883534195e-44,3.27177086489323e-33,0.00190732602858722,1.11141898150804e-15,0.0122759815535017,3.92516874690748e-30,1.28639379721132e-20,0.00162917617580039,6.06134816404727e-15,0.010463653458665,2.09081924248078e-09,1.1395101132097e-07,1.35438366787487e-31,1.84727497995041e-39,1.18703189111191e-11,0.132979951575604,5.52585207681732e-07,3.885852288627e-18,4.95069158218693e-12,0.00244691086658405,1.14525563715387e-12,0.257128241280653,0.0134889878160729,0.0375467947788362,0.15528542612125,1.98828002986281e-13,0.000242275415133943,8.4216076636545e-16,0.20136329367258,9.72439885136241e-31,0.00653772204987964,0.000687878033287339,0.000521726973340465,9.04108178007403e-26,6.33608217570992e-14,8.72133716485545e-08,0.0112977421021176,6.0209612864762e-21,0.000808170591712263
"X80.1",1.40301696212243e-24,8.63318553676554e-22,1.52855499375251e-22,5.48939316945848e-26,2.5839065897134e-12,1.76723535150246e-07,0.00616400976168414,3.90819861333764e-22,0.00215299840872112,0.00475509675882122,0.0124305366503224,3.43226472156592e-09,3.53079463632651e-16,0.00192561421482463,0.0156085457012088,0.000810189128881172,8.66739004965864e-30,1.25110502807623e-13,3.75765949480905e-14,0.00365380408510493,1.06503669120506e-17,0.055818175043721,4.55029352625153e-14,0.0356622815049974,3.98975270531325e-35,0.0568019151396037,8.23914647767306e-12,8.05097644360015e-18,2.93779202333338e-26,5.58445697640332e-05,1.11847163025839e-08,0.43734949311684,0.0224925515687052,0.0560213665954497,0.0782390886606609,1.28380323957551e-13,1.33836467334972e-10,2.11417609177663e-13,0.0332577492910657,1.60989307171013e-29,0.00957235581323104,2.08047337811616e-14,9.16454044610099e-05,2.91067541189773e-07,5.25110186691236e-11,0.00666971725961269,2.01965961408023e-13,0.00754903861727056,1.09744997517424e-07
"X93.2",2.28897093006732e-13,0.0111986612736061,0.0291725577319561,0.000406431986550527,1.73374655999208e-22,0.0103659047010882,2.22281153884585e-07,1.34379629061484e-36,5.08926927662629e-17,2.85589865573597e-11,0.000696630212196722,2.61587536743766e-13,0.000458014633533328,3.85478089616707e-19,0.0167882707998677,0.00384423813375154,2.5781062930814e-28,1.14446779193868e-48,1.99595749470909e-24,5.63060711206497e-05,8.59346874995249e-09,0.210507352727747,4.52720765761538e-25,0.126380731742838,1.69482466662432e-14,4.04195152336977e-27,3.47100490767468e-09,2.15681996360009e-10,3.43049735518412e-34,1.0727164305599e-14,3.28960870274583e-10,0.332778059557356,8.46103568327639e-15,0.0312102951510471,0.000533503946242622,8.85629461294042e-13,8.68976796182299e-43,6.74272940775004e-23,1.08297336225749e-25,4.46705366678559e-31,0.0858246169298692,1.96935555368082e-06,0.00281209898868613,5.9560689612946e-19,2.70324121572584e-28,0.000237100407645604,1.31588779713632e-36,8.20416887643011e-18,1.10421137737989e-16
"X87.1",0.0104126843176886,0.0257502627055703,0.015124472413921,1.41698907525852e-19,1.62035542253035e-26,0.0015144854818763,4.528688667987e-19,1.86067320077436e-19,5.0639304155707e-09,1.2904285026889e-13,1.23678358733232e-10,2.08056083302241e-21,0.00150700088939542,3.53632209644607e-12,0.00557704679812665,1.10759388233749e-08,1.32362770192122e-19,5.86566824731325e-33,1.14404894013471e-08,0.00124784913335542,3.28285858990473e-05,0.288047521131161,2.37894787112895e-11,0.154314656978983,0.001156515749267,3.13876036476671e-24,9.16921408079043e-10,0.00116172023805495,1.51326748265539e-13,8.98544383428306e-13,0.00445712493355042,0.091964468188645,1.21709188000791e-12,0.00134511587782302,2.34753165461769e-13,8.31742329875201e-16,5.90739654664031e-21,1.00673686976766e-15,7.57637549618646e-15,8.4093023468863e-17,0.265337991515154,2.56264994088398e-23,5.13508262613916e-09,9.81332639119022e-25,2.90913992039016e-18,0.00274943101477421,2.09258568635271e-12,1.2683431411948e-27,1.67566949920711e-13
"X105",1.40132520349827e-33,5.80991885610759e-13,0.0131928063620618,2.16847559215025e-40,4.96492532645883e-17,2.41832533570299e-06,3.37808138155019e-25,1.22227896798752e-06,2.35191153274769e-26,0.00439100665873069,0.001006606275059,5.25456882953169e-12,6.25438457903654e-07,0.00371985920118059,5.14625935608536e-11,5.05362248080405e-17,1.31545222323273e-07,0.0958201102727871,4.8734434783982e-31,6.9762769038166e-14,1.87883771053976e-15,0.176685639675772,0.00683692843379236,0.0651965710140786,6.11269122130735e-05,1.98593379553874e-19,1.32034746243363e-09,1.21380934176799e-17,2.01820537059887e-08,1.68480281596656e-09,0.0140138621093074,2.40641543216237e-22,0.0380647772349106,4.03998654663424e-24,0.00245150378739187,2.30611058848447e-13,0.0239299044560787,6.24293359656489e-10,1.57000847342191e-15,2.92455154630189e-06,0.414349307875366,1.7071977167165e-17,0.0029452159188219,2.21523043320473e-17,2.4454629585657e-10,0.00253871759377704,3.77882375360564e-09,1.50637993206896e-12,0.00824052764825348
"X170",3.429853194051e-19,4.69619334938867e-40,6.17815914456101e-08,0.0562167915651502,7.36795101228292e-06,1.6039739471271e-12,3.86730043717907e-38,1.76577873549838e-17,1.98725437817194e-19,3.80460931664748e-07,1.15970356112471e-19,0.111226876388094,5.29213893071462e-17,0.00353197166808048,1.01024654187888e-24,3.74110465284376e-20,0.000102037819035261,0.169438863286197,7.17891014334354e-37,5.10672258336421e-11,2.7284075196603e-07,0.00516253087157392,0.0180001966854291,3.90660239197464e-53,8.21492366574647e-24,5.61584794098158e-14,1.93462868642163e-16,3.21966892943815e-24,1.47969280269013e-17,5.16790632768904e-11,2.43583197033311e-17,7.86146308998686e-13,2.6030219873422e-05,0.000362825369563681,8.20045319150162e-19,0.0199119554479955,0.0552104237407961,4.33776524319134e-17,4.0758535489636e-24,0.000265852222691617,0.388856315561038,0.00657315870916655,0.00876951071771761,0.0260815793765405,1.91542005676392e-11,1.5698774732414e-31,7.9586645752228e-28,6.47735412221083e-16,6.59182152702257e-10
"X127.3",1.29283480128728e-12,6.36938561592806e-08,1.15082206637225e-30,0.187753664397887,3.13068083631852e-32,5.07862903912265e-37,2.64057986041159e-33,1.67947640371482e-24,9.65562346318839e-37,8.94168721914415e-52,3.35235621144572e-24,0.293853861841172,6.92076553018308e-14,1.49904782695839e-51,1.61770924040508e-20,6.5180458083118e-30,7.59396634777285e-13,0.0982933259565676,1.60059232345439e-14,1.78346136525291e-11,1.11700804039013e-14,1.8138532053062e-49,2.597645443985e-14,6.64883198089848e-51,2.48127221532979e-36,6.29204026273326e-41,2.13854970490818e-17,9.16679551173968e-37,6.55148334992153e-34,3.19592358390162e-27,8.39769753406889e-40,2.11215404362445e-11,1.75939483718964e-38,0.0096851623520253,6.50348543634165e-35,0.0235727960811768,0.00832691158433407,7.49206380964882e-33,1.98042925862096e-10,6.4892082484965e-46,0.222141023538756,2.07006685686148e-25,3.35892153565849e-37,0.0314417947705571,0.00639389288131677,2.72274039631006e-21,8.88338731071081e-11,2.37980234966212e-13,4.54819780157616e-30
"X107.2",1.86003736348533e-37,0.00778989105838073,8.2765625529296e-35,0.198833264622003,0.00439418984284529,2.28949622236748e-22,5.88640890819414e-09,6.91931736736231e-15,1.3309143829018e-20,2.27839405615248e-26,1.95905198810523e-16,0.37574781262821,5.83932150799093e-27,3.74400040453033e-46,4.90460504578328e-10,3.12187691268125e-18,9.62929608218688e-12,0.00815397202639469,0.000231636345490672,6.45613508839151e-11,7.45344304639988e-11,0.00813960656759798,2.78164708454431e-30,3.95678161443122e-15,2.2693175120524e-47,5.0544283881914e-26,2.5427545186667e-11,3.41453998520493e-20,4.80132819829536e-22,5.18955744008013e-19,3.6860581143169e-08,0.00139424588395813,0.155030873025785,0.00563888399029895,6.3616614806788e-12,4.53588076422422e-30,5.37649105944942e-25,3.47138645490404e-16,0.000168297261101669,6.22662841992978e-37,0.0537744263088966,1.38265440699629e-31,3.47232838183688e-25,6.42641736734179e-08,0.033856865683733,1.27770209901037e-07,0.0346226474725523,3.31015612379919e-22,0.0106417387734211
"X94.1",2.36317251622428e-37,1.31664206003974e-24,7.09195644691762e-06,0.0723579575683536,3.17620776232327e-11,5.94414206412259e-08,2.50561990233651e-08,0.00202971153867135,9.86803163007481e-08,0.0348482820543305,1.08492721506454e-07,0.28695866509798,8.2112529916022e-13,2.1871223335433e-13,2.52342302279185e-12,0.0106978329107709,1.90709325994117e-05,3.65790173565741e-18,9.0671106250059e-05,0.0064892737872595,4.63804832630713e-05,0.00348406007541297,3.71308526078326e-11,6.05049254764043e-06,2.94706426066258e-32,4.0730470797242e-16,3.25747414034166e-11,0.00386829944591275,5.5482233280957e-21,1.39880582214503e-06,0.000772502162786128,0.00056168615792554,0.360806620964081,0.0019689311995651,0.00257173917012303,0.0432975547959043,1.31815841489637e-14,0.00222157122068366,0.00041887362973218,0.000926735589848958,0.00157595546162029,2.73402411946894e-05,6.66524245339932e-07,5.59495960259018e-05,0.0200169456727954,4.14249013769401e-25,0.0239042921198002,5.02656233267521e-14,0.0114987250314346
"X71.1",0.0478486049149404,0.000108282728523456,6.96867229797186e-20,1.52264777706828e-13,7.0206403826892e-14,0.00261802315013845,6.23678222681872e-17,4.97173837094934e-05,6.84620713840983e-16,0.0466344139651934,9.92457891642757e-10,0.133412030835604,0.00774281754437568,0.00413560174653737,0.000136456776846141,6.92384274653356e-15,1.46241907142508e-05,1.23076762779940e-09,5.4143869040528e-25,3.28719777585855e-08,4.71824704766579e-12,3.24638400121192e-12,1.78757340004678e-14,1.16423535909044e-07,3.94644630715551e-14,0.00370366608286625,0.00196929740848245,0.000748527076339201,5.36856938546003e-12,0.000861276707759751,1.39515885779616e-07,0.000123371141311499,0.345050847021891,0.0160985614276724,0.00231754365027732,0.232054397654949,0.00796354256032402,0.00129226248785486,1.16454685688571e-10,1.41590739406219e-05,0.00575322069570725,0.0124429127144969,8.65350321266055e-16,2.22980409011589e-06,2.90031710160484e-05,1.40058307561151e-25,2.97526928042334e-10,1.10033746085198e-09,0.0023219962290823
"X93.3",0.0913564450980153,0.0323566894479107,0.0495061581087665,4.51528009140615e-27,0.0921279359051409,3.50015279385796e-20,2.93843028382055e-12,0.0115675831445513,0.00177988310520386,0.000906502247733324,0.000119123608133978,0.0198992726901543,4.06334918316807e-18,7.07411965124261e-29,2.1137364023287e-14,2.16303543456188e-14,2.38199013209706e-15,0.00770860965084349,1.60921638917475e-13,0.00140300231839066,8.17579846604215e-18,0.0025660200441929,2.18759516265933e-28,2.31715754249555e-17,2.03505399115516e-12,6.34520011292118e-21,4.56301573932195e-10,3.61739931977954e-09,4.26590867586767e-08,0.00469744050852355,4.4374334900544e-15,3.07750802066309e-21,0.160102227715191,0.0279493138823849,9.36956140224506e-08,0.369080307064172,2.01755685069968e-11,9.90785299348625e-08,7.91863264686728e-12,3.25652572505177e-06,1.74790733834088e-05,1.04117620240349e-44,3.53196497269403e-24,1.99259501879304e-13,0.00436198823277888,6.12769079087426e-16,0.00724608877940359,4.59661444848546e-12,5.44679694737761e-21
"X112",0.0556529209035048,0.0191894926677151,0.100884878898239,8.02887481058036e-27,0.265779908071092,2.03973332776367e-24,0.011793680671272,2.88003135281789e-23,3.72856186511266e-13,7.03721625469474e-33,3.12139954199276e-18,0.000662460957948865,4.15900235612549e-46,2.37756874543558e-40,5.06920923985096e-33,2.38771147158107e-17,3.85203591250623e-14,8.15643505927341e-10,7.83761221392281e-15,0.00379262113673689,3.64400479440624e-16,2.65490617078154e-16,5.96993361279246e-14,7.19260283024386e-28,2.67662423312745e-37,7.58825908513759e-16,6.19760955844074e-19,1.63900484855776e-15,3.38422860482399e-07,5.98027010736581e-12,5.13762695547086e-12,1.66103235681238e-20,0.0314673150607073,0.0229222953752802,1.90563959057066e-23,0.303955818332369,1.04204376362907e-24,2.48004922937804e-17,5.29187156149406e-11,0.00399032194772795,0.00356175975898799,9.02258286855453e-20,2.32843654754326e-10,2.88669591238933e-18,0.051021975817025,6.23883007220586e-14,0.0174339448276414,5.48466244734568e-09,3.58596851105385e-19
"X83.1",0.0238942748026626,0.000397881169346874,8.20071139093139e-15,4.1188104435305e-10,0.321780746572133,0.0109765177731864,0.0167485164507431,1.93774003153842e-22,6.50007075562095e-06,1.68220665326657e-30,2.45294201805409e-20,0.00176875903249306,3.54901970204315e-36,1.8109442312171e-13,1.94234446671861e-11,0.000117919442623526,0.00867158355440205,3.47254626139046e-18,0.0004567015524296,0.00170592895835927,1.0642118297305e-08,4.95089342621422e-19,0.00969825785107463,5.64556829283986e-14,4.26712928497754e-44,5.05586801190692e-15,5.59605319642573e-10,1.20911520539433e-09,9.94198718379618e-13,2.22723166380888e-36,0.00145563615748915,8.45673670471215e-14,3.04940224661046e-06,7.24934781895681e-05,3.43766546482418e-19,0.185012342238463,3.72525765141804e-18,6.52458457284424e-18,0.0178031096480687,0.00803492221002088,6.20760264310798e-05,0.156977075597404,3.05002837523307e-25,2.94062599043504e-12,0.0944974016958813,2.81878182654908e-29,1.43981072832392e-09,3.73612621870205e-13,8.87727768845467e-20
"X41",0.00141223204728132,3.73013859149294e-10,0.0029600754323398,3.91142401094494e-15,5.6487368710077e-10,9.71782931965953e-19,0.00326463206413517,3.49906950323609e-12,2.21076126896699e-27,1.36451640542009e-18,0.340322568545234,2.30870846873756e-06,9.82358052894145e-08,0.000188882932538724,4.22678650736629e-11,0.119800338818034,0.0089616966618761,5.78245100658344e-06,1.85653293178748e-17,6.19795567864854e-16,2.64247849247137e-12,2.28138457286688e-07,2.29300576170675e-14,6.6383422330606e-31,0.00169427055576888,8.39425155034204e-56,1.1602659663422e-21,1.89887748884558e-05,6.90998657407017e-11,1.53499723580014e-29,0.000177772407359573,2.30997590755245e-22,5.36265061902192e-23,5.40431469897987e-05,5.44022663699343e-19,0.00683080851699206,2.29913070837513e-20,5.00575878236591e-09,0.219546326304152,1.5179693849745e-05,4.38544983791443e-14,0.150638663523677,0.00346433016303023,7.2406316996007e-30,0.00139774712435286,1.40174244887246e-14,0.0225544676316205,2.97232105117239e-11,2.02296175697094e-21
"X73",1.57950236489775e-10,2.240847136402e-15,0.187806529279528,4.91719816345689e-06,6.23603049417291e-09,0.0116534015963588,0.00614238472375896,4.95574951890624e-12,1.25207257476315e-19,3.90713741965007e-10,0.264649151888713,0.000423751528377423,1.55508480595745e-11,0.000521879280371455,0.0073059625231736,0.0345377357472615,2.23699709344435e-09,2.28040952696211e-15,1.05267877461401e-20,1.45808011174236e-13,3.14208051746597e-10,1.56709323005885e-09,0.0131407132502563,6.03882386849124e-08,3.83277644188263e-09,1.96914288970305e-21,2.01146257750068e-07,1.44055323697178e-12,5.56153752251297e-38,2.86548021370271e-07,1.74407894142684e-08,1.52964669266391e-16,9.36471631265235e-08,4.06962530672258e-08,0.0709364846351588,1.46617267765899e-16,2.83871290568921e-17,1.49049937271786e-11,0.317119015486828,9.41946314748843e-06,3.48704155164388e-14,0.00149397233809336,0.00135415367327228,1.84424140870015e-24,5.24991365887502e-15,3.73474408438997e-23,0.00552619489612988,6.55691762912087e-05,5.45142728699286e-19
"X72.2",5.72713412730605e-12,6.78190143447618e-11,0.112266745015814,0.00680648389010785,1.8439654787245e-29,0.0118967850902484,0.0194910855585128,2.40165792622074e-24,7.85614779248227e-13,4.98303013239939e-22,0.0474440310665813,2.84624048707471e-09,0.00997329247367437,3.40939021345291e-15,1.61440670117514e-05,1.87469046866815e-25,5.07539076061228e-15,5.7030292502617e-12,9.49092651121095e-22,3.42432200988535e-18,3.02652158115464e-18,0.0104350471490067,5.13085802413454e-12,0.00605168446737947,2.67591426284297e-08,0.01794203402024,0.00594124597672134,6.31522439591859e-06,1.29779852219437e-39,1.48566223879852e-08,1.37041068182563e-06,0.0242936815883696,0.0016333939660704,0.0122808236130211,0.262533143623302,0.00170176738747755,2.46471859596893e-17,1.35878982351767e-13,0.330592145767139,2.6605047961677e-10,1.21691410565323e-07,6.28837016584298e-18,0.0192810697611316,4.10095657149527e-24,5.09477614707806e-25,1.77939784084788e-07,9.33337698214864e-28,1.71198406683135e-17,2.33016593324155e-20
"X114.1",1.23132793125695e-09,4.01172807990319e-17,1.16457205883432e-50,7.50373823060451e-25,8.20606920824495e-27,2.4222661252294e-07,0.0478999882183881,9.09299515358676e-14,9.54403529899811e-19,2.04905770278116e-17,7.78220628248593e-16,5.82543978527828e-24,0.00592168356114065,2.53633226636943e-11,0.00362814261221821,7.36657149086231e-26,5.30667285595338e-19,1.21705338971496e-17,7.08263525556745e-36,2.44384304677169e-21,1.60935962941597e-22,0.0209146254806934,2.67693112553223e-15,1.61191056795807e-43,3.0727705786373e-21,0.0181871793959881,3.01243746738156e-05,1.00868088765581e-15,1.44438824467395e-22,4.68497441288926e-13,5.13585842327078e-19,0.18521980042391,0.0100704357886619,0.06422995949704,0.322819015159424,7.61254344541084e-07,5.41803446426123e-09,1.45635380554515e-23,0.174437350192017,4.43020224399756e-13,1.0345480978807e-22,1.9973664250967e-18,0.024161362555204,8.22521103924835e-14,5.73262539569108e-18,4.66152682036699e-12,1.3514259173078e-14,1.22817579933243e-24,1.36382460088062e-05
"X125",5.80009279045537e-25,4.81389924540126e-35,2.21403499044636e-16,1.476671700595e-47,2.2576945881203e-19,7.25222380843243e-13,0.0822772526279445,4.66592346085372e-33,6.88639713842294e-36,3.81258307605973e-38,2.29945615154121e-29,1.80452335391737e-14,7.1906680658915e-17,7.05487731723007e-21,2.15140253713996e-05,1.11875908718901e-16,1.55530681208729e-22,1.05720682698966e-38,6.45426345134968e-41,2.47513125865805e-13,5.9605676061461e-25,0.115601667645094,6.68394527603072e-20,4.09733227516094e-57,2.49869921380387e-47,4.22067777614374e-40,1.61871579681542e-25,4.85055409960231e-34,3.38464837604575e-32,5.49388146754497e-28,3.23258005951605e-21,0.325740623061347,0.0117394663253219,0.081873214892666,0.18596579198908,2.84278805889005e-18,7.32615979928793e-05,6.379421649702e-39,0.0195580098585875,7.9597274281496e-23,4.98311596825725e-21,1.30414085652505e-21,0.0191379838828092,0.0452815292396553,1.15749179943786e-29,5.73010392131299e-19,0.000105840214564711,1.01299188422472e-21,9.03877494459157e-15
"X89.1",5.57771185921013e-07,0.00395605422875426,0.0311093583623662,4.90800599099294e-06,2.42653541557598e-13,0.00372681991321702,0.0762417044296454,7.39644422434309e-44,1.04040126558116e-43,5.41855809703169e-30,4.96752428531877e-18,0.00611871416416195,9.22305725002405e-05,3.91713138816234e-17,1.2719043893915e-08,4.55478042776451e-13,6.02046180299603e-08,3.43354083824632e-31,2.27839549044101e-14,3.62715225029799e-14,8.4862106552184e-13,0.334590471451092,1.35087508450205e-15,1.92008941504142e-24,2.30031869627097e-25,5.23879118050298e-43,1.11566181077537e-16,1.34866506511672e-23,1.38757197956061e-44,9.81019336180759e-33,7.15416669236382e-16,0.24171610657451,2.95295912005916e-18,0.0503837832201188,0.0405927524652304,1.77098508896011e-11,1.93991491676263e-18,4.32686205529288e-30,1.83897961608224e-27,5.07829421605099e-17,0.0293159565015771,8.36467075891638e-16,0.00725514488564367,0.0623199951181216,2.70305527739198e-22,8.27633863148778e-20,1.78858039368682e-20,1.31601441970493e-19,3.70461375631427e-23
"X137.3",0.0105872090583799,0.0196137194537117,0.0211290568105973,0.00169431947686912,8.22748092667479e-12,4.22114007870595e-08,0.0416175620059884,5.0411626919741e-12,6.20930667869492e-10,3.17525901992793e-23,2.25479354021343e-07,0.00129575033307526,0.000968706152928255,5.27499155042907e-06,0.000336810509299896,2.5628165809306e-13,1.35817919805802e-08,0.0465821725219643,2.09143089400346e-06,8.8099260184052e-14,3.85430834549809e-07,0.456802863942447,0.00208735004313039,0.0298857692060145,0.000393126683440486,0.000200045597349166,2.20845373015437e-13,0.00461958157274136,7.95243029457751e-10,2.13013555202706e-23,0.0258172615058845,0.0665303086766642,5.7525702136497e-25,0.00690879219789907,1.50694889959709e-05,4.85006754128065e-05,4.3991346958051e-06,2.202303577879e-12,2.94435185083124e-07,0.00142579584080365,0.136259745408979,3.84719962781909e-18,0.000410431257649769,6.49650124154421e-14,1.81236692495017e-09,5.29336309906563e-06,1.06780644631011e-16,2.57954083059195e-12,1.21918729579599e-26
"X167",3.63546296150776e-33,1.1233859497623e-51,0.035856904998163,2.64115504478365e-35,2.85699907644265e-25,4.31242869783282e-32,0.0438814228942783,5.52003963372602e-07,7.44687755047487e-29,2.15311279463177e-23,1.66922591447353e-27,0.0223957656323859,7.34816297525249e-39,0.00401703913054152,1.06514987773102e-19,9.33837401826942e-32,0.00011764585875266,0.202007202627297,8.76781610846278e-45,5.24418571787255e-08,1.14984001270067e-25,0.285231838276537,0.000257885654590425,9.07156561864043e-37,2.20943462378325e-09,1.64983086807215e-16,1.98346121480663e-42,2.29012028815821e-06,0.000156351795746478,2.17199362478914e-55,0.0313440172063364,6.78209296227351e-10,0.0156394642208207,9.98924282857355e-10,2.82469324553549e-05,5.61696286794249e-15,0.00452728026642086,3.88690579878115e-24,1.27315350551417e-08,0.00361245199065092,0.239188202657669,1.00989669210042e-06,0.000313839697209036,1.97603707131283e-70,1.0995185091045e-46,1.31998493834269e-10,1.21531944180487e-10,5.29556737797147e-34,3.3009547905882e-24
"X130",6.12902539763247e-37,4.69028714537222e-56,0.0410563590456253,8.87735461014354e-37,7.22758220505203e-35,6.6620038194019e-27,0.0621274232811821,4.26168371777554e-18,4.48500683888884e-39,1.04506933503621e-35,5.64256909278366e-40,0.149632849441632,8.80911456955843e-31,0.000243803366600327,7.87288223498637e-11,8.73989644056285e-26,0.00809158157025295,0.290315715237881,1.6048411933707e-45,0.00016097766788632,4.83772309511541e-17,0.0639636251093512,0.0150772390292191,8.35595192743499e-54,1.29441236047172e-19,6.00919452210122e-27,1.41632165443262e-31,7.66646139752299e-11,1.06732852406942e-19,9.6759105962875e-82,0.00735753790129906,1.37385197931235e-08,5.31565297316589e-13,0.000101777568403276,5.71681020930543e-23,1.11270397813573e-16,0.003379671581387,4.7257037693832e-31,4.30268686812348e-31,0.000401415548506592,0.245775565858214,0.0139209069407284,0.000287472298325941,4.69000144668362e-58,6.39215915076744e-47,1.81508035531384e-20,2.3399732942737e-23,6.21905002912877e-33,1.71844830597959e-26
"X112.1",0.016191082372619,0.0117970513382201,0.0319993858629229,0.0510599904884435,3.794657127491e-37,2.68736906430393e-22,0.126078250418108,4.11444302639982e-37,2.21731427035079e-31,2.52524749284407e-65,4.96408475001597e-20,0.355098812583767,8.15486884505151e-14,8.33295772032696e-29,1.95212370923702e-08,4.60608418808147e-17,0.00665528636976514,0.19322523213416,9.34108954851866e-05,5.24310190248716e-11,1.54543773197999e-15,6.23333040277126e-30,8.03489834772975e-05,6.99331143324761e-33,0.00192073675987766,1.11923344762289e-21,5.59758727672306e-13,2.98670931616514e-17,1.73431106908539e-30,6.52691389742791e-33,6.21647333218861e-12,0.00372236523571472,1.63681510630937e-61,0.0100404607831573,6.06464057258086e-20,0.000295543731429657,3.5790776472301e-10,7.8038077258645e-27,3.881987417204e-18,7.39939883305428e-23,0.11926077999628,0.00217662813799775,3.67154726216684e-12,1.51231439234392e-08,2.39870904890655e-12,8.66654625269476e-11,5.22049265378844e-27,4.38307375606771e-10,3.64160093788476e-61
