"","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15","r16","r17","r18","r19","r20","r21","r22","r23","r24","r25","r26","r27","r28","r29","r30","r31","r32","r33","r34","r35","r36","r37","r38","r39","r40","r41","r42","r43","r44","r45","r46","r47","r48","r49","r50","r51","r52","r53","r54","r55"
"X116",3.9271590236892e-13,0.082641995068087,1.99724440440303e-11,9.45923750063558e-24,8.54143129775886e-23,0.0161563346000647,1.7340778601043e-16,0.00351406540838915,4.61437639430742e-08,0.000139602883157343,0.105181492493492,7.88765620156669e-14,1.03423761314602e-09,3.13384014029307e-14,0.00800258681240585,6.70020270180125e-20,1.50509942044373e-23,0.113464374860284,0.208211937293687,4.43075883181664e-05,5.4981796847967e-05,4.45922647043372e-10,0.00391821305883642,2.52471680957673e-09,0.000334678203929777,0.0348394448343619,1.73414929787208e-07,1.13514711404263e-27,3.14540544959444e-13,1.18619798332577e-12,6.33030719660109e-09,8.43127045515743e-13,7.16094562966355e-23,6.60568858733231e-05,3.84077820817796e-28,1.3506959548437e-16,1.04951767475929e-08,7.42477834989916e-06,0.00312283784804527,4.57447553607427e-29,2.83184445941566e-06,1.75853231849652e-23,1.07861055371395e-19,1.86991601725743e-25,1.19715383550047e-19,6.31953303747836e-07,2.55890907265416e-22,2.76822777434238e-10,4.59951533757699e-30,2.49092821826449e-18,2.0908188726067e-18,1.00383164639858e-10,3.60284187926068e-20,0.333738520288613,3.4113869134862e-27
"X125.1",0.0432180458780557,3.7896739761986e-17,0.165209201846865,0.000394932572344796,3.41158854916322e-06,0.021697021950677,2.586478907092e-21,0.000303983008844179,6.71286553080456e-23,9.52432815485176e-10,0.0282638403912551,6.76698093134388e-22,5.96408745717013e-16,3.0966359386717e-23,0.0178184571872366,7.6036509635204e-24,0.0335294611437544,0.165345029699267,0.0651517199197329,6.50254540998238e-17,0.00754848450296641,2.83240985000649e-18,2.1866156766606e-31,1.8020352868288e-22,1.42814622924087e-20,0.0112917650653647,2.63277154080299e-26,5.34442368966868e-16,1.54221511613959e-15,4.44346953148049e-22,3.2970725502192e-28,9.88702333126034e-15,3.38479282032352e-15,8.75357953629801e-16,2.46192141502802e-11,1.37944570664356e-23,1.45342749479823e-11,2.54366049420904e-08,1.21843226068004e-12,1.33896774103496e-22,0.000177246563482958,3.35035977618284e-15,3.79085651507073e-29,0.000442598674981184,5.67628037874483e-09,1.81217272397509e-08,2.21695730733344e-05,8.94726011626344e-29,1.19440887565034e-26,1.37218877929518e-35,7.10603815727096e-26,0.000162280937121859,6.16926968802448e-16,0.329784748077385,1.94910652934636e-12
"X136.2",4.9119657952433e-18,2.86080369308061e-08,0.217644959967296,7.34602635040374e-19,0.0364009020467434,1.66624816287316e-07,0.00702641325407231,2.12630433875719e-15,0.000193809284828782,3.10143843030206e-18,1.59623546646745e-11,0.00448665509318061,1.00036752191529e-15,1.95777649083469e-26,0.00629219330140547,0.00728698994656269,2.39697990719855e-05,3.58319254716904e-05,4.67802809384459e-05,0.0672698211478198,0.00317647588995103,0.00254803105371108,3.3116320158127e-16,1.0356616985472e-26,0.000861597775923471,0.176726549527306,5.99922135229468e-22,5.59510288518162e-23,8.41064307524937e-17,4.23608379540828e-18,4.49299385385383e-38,2.99478671322277e-32,2.57927583384666e-15,1.80675633103974e-07,1.34216236003834e-07,2.89537905744358e-15,0.0100565254118927,0.308416329944856,8.92124884321907e-13,6.66944011345225e-19,0.0165505558126761,0.000203436186441802,8.59168574797709e-08,1.90868497043596e-06,2.09915055616895e-06,1.96881846861716e-24,1.2810766126892e-11,7.65714345600705e-20,7.91239454596978e-13,0.000292879371470447,0.0506747745580602,4.15731166175069e-07,4.14246104391039e-08,3.96920566949373e-08,2.07737661901334e-09
"X184",1.05949053591309e-21,0.0114229669893038,0.0445948460000561,1.03491358080094e-30,0.0425082195937666,8.42021239234055e-07,5.15840405733552e-11,1.27717566091666e-14,3.95212484064975e-13,4.35135026091652e-08,0.00179800735894137,0.00627340411489967,3.53253014691108e-18,6.15567720710304e-13,0.00486167595125224,0.012633810970779,8.16426500034045e-12,7.27817394838293e-08,0.00445162678879921,0.196183306537433,0.000355778288630305,2.61006096760971e-07,0.00285596279306209,1.48439593247401e-06,3.86054093431052e-14,0.249282023598255,8.7126782180199e-25,7.26591573484072e-11,4.99488429029328e-20,1.87364036497518e-09,6.10049931114764e-18,1.07568422518743e-10,3.09230698936315e-09,3.79434016290943e-14,5.39719375708397e-13,2.88853401738947e-07,0.0153451484377538,0.260166768391252,7.78516195618882e-19,1.76317586933625e-11,3.68082505718608e-06,2.7892538311838e-05,1.41097145355707e-20,0.00427838667232373,7.59783314435119e-06,1.21253050966999e-14,4.47821419338729e-10,7.05384584949554e-07,8.75536620945452e-12,3.87505946800101e-18,0.0646123868341178,4.42378441235847e-32,9.83829140272094e-18,1.13247422748372e-07,5.89765465640079e-06
"X98.2",0.00689237057993136,0.000805182198379285,2.00122822713291e-19,3.64548212465455e-10,0.0393945009622976,4.14495498446978e-05,6.69994256342852e-11,2.20413521672996e-14,5.87375053024868e-11,0.00884327652595722,0.000532023519164643,0.00902158003067657,3.96283702309405e-15,4.21776826806492e-14,1.1934028522307e-14,0.0200315036542512,2.90389587251825e-21,0.00105781178964621,5.55055829000091e-14,0.377736495523032,9.14304919368202e-11,0.00991610577456659,1.26702564522502e-14,0.00917062328114706,7.7835181362784e-14,0.251077806461685,8.64126002317893e-11,0.0242803385256669,1.38367521882787e-11,6.04649133517226e-14,8.89789668928049e-12,0.0237975892591908,7.08863964755841e-05,2.85269258264666e-12,0.0095341507787649,8.39587300487935e-21,0.0202940523000832,0.106106797052992,1.73911433060776e-09,4.66037865946374e-14,7.71186611940542e-36,7.83973357684183e-08,0.00986111861217837,1.72156461298425e-10,2.06984384122751e-13,2.42434006027461e-10,2.982647527624e-11,2.50282098427681e-12,2.07486299537099e-15,1.08439813606309e-12,0.0128568646851766,6.1682787534545e-24,0.00064721226729796,1.54787601264702e-15,0.00042248710009925
"X103.2",1.92310825949535e-08,8.59986026333932e-07,0.000331030306896122,0.0993975396686361,0.0498911122231836,1.18642596070886e-08,0.00596317220774247,0.00893934644278985,3.80636857107109e-08,0.0129422074351635,0.00104669706036321,2.84860309064932e-06,5.0965776713204e-14,1.85794332616273e-07,2.49759943782127e-16,0.0238961194751519,0.0118803192274591,0.0110752810262396,0.000170017905214908,0.417973720116203,1.37572672335026e-27,0.0984352176899988,0.000118051433628612,1.88110129091015e-05,1.43706104136864e-10,0.132866219371031,1.30852542363103e-05,2.5679242369317e-11,1.27560593283333e-14,1.31851334844897e-15,5.3769912571155e-20,0.00764819623910526,1.64159164349721e-07,2.89066501511301e-12,0.0245161359133217,1.32489390709757e-07,3.67729814750415e-06,2.91175704452187e-05,3.07834280656464e-05,4.209628710011e-05,3.25320224964243e-12,1.20298603733614e-05,0.0110478390564661,3.6367189855995e-18,0.000324092630727907,2.30894382586859e-07,3.72663605036967e-09,7.76265036767228e-26,4.0309208924858e-05,2.59527904884506e-14,6.74805784650173e-16,2.50302694146355e-19,2.39423797840166e-17,3.57292488653933e-24,0.0105695555025384
"X126.2",2.33505076046189e-12,0.000133596718867948,0.00348202659732991,0.180398007332185,0.0801696883135877,0.00154684723610571,2.05949909685578e-24,0.0244826879619871,6.80470556965797e-11,0.0136810230507207,1.75398437440509e-07,7.1235579518413e-14,5.58530620510112e-10,5.67455887384357e-24,1.07655780056207e-17,0.0130011504629495,1.68168974368369e-07,2.17076802376991e-09,3.20822159780692e-09,0.253702232420774,1.3250264928536e-18,0.265138795933336,1.76384491790832e-06,5.26118412516176e-10,1.52813757714271e-07,0.0435341857378126,0.00010841583555928,9.64232281848948e-45,6.07985008996174e-07,4.15058504635871e-05,4.50243924670043e-27,2.3351778030376e-22,1.26534667077035e-18,5.98898456512763e-16,0.0119946742344545,5.13094204738538e-07,1.57595564306569e-15,3.85265246279643e-29,3.6128566896739e-21,1.4961879046282e-10,1.53132138308636e-08,6.84170332890939e-29,3.9833051012321e-16,0.0038336008810461,1.28972194185913e-11,5.55078721126967e-06,1.49454635615639e-11,2.21195110863096e-07,2.52738707620575e-07,1.86576938184432e-11,2.15775719981532e-16,6.57625677212977e-14,2.19048849333637e-26,1.81131314472291e-23,0.0215444830276265
"X101",4.05388829460831e-06,3.92679811857812e-08,7.17120723834641e-06,0.117012006466485,0.097381480445649,0.00297802181736837,8.49403911332437e-13,5.3039080886317e-09,3.03721339513746e-09,0.0186743498109099,0.0168225378533032,0.00453091354359719,2.44670294386568e-16,1.5368626269667e-21,4.48903469753548e-26,2.15071628855547e-08,1.56532741567601e-11,1.34625581666681e-07,6.64772224643476e-14,0.0643683951767713,3.8047511768498e-20,0.444531794826853,0.000124659173795107,2.22911220470137e-08,1.21214380479456e-17,0.0824243624072095,0.00668906454866434,0.023123655699012,0.0116267729586652,5.27184436139933e-15,6.45226783947882e-13,9.44840486570739e-12,1.17924945664442e-16,1.54065404440193e-16,1.34042866855632e-10,9.88166994816378e-14,7.34860188419608e-05,0.000196891040148191,1.58204393187073e-09,3.1904824034306e-25,2.02476489288478e-05,1.1048113354973e-11,0.000208206025672659,0.0060942698941763,1.82379161283373e-07,0.0115065692964889,5.31663374779128e-29,0.00516080432145961,1.34100594572851e-10,6.40405041482495e-15,0.0028641685556551,1.08566048502467e-13,1.63224442350475e-07,6.68639767430783e-13,0.0208848253582215
"X94.2",1.91924520622861e-05,1.88334697142429e-15,2.61648472980692e-18,2.58739678932419e-09,0.109592504532441,2.17390280634346e-07,1.52455473719397e-09,3.68454148591348e-28,4.87008006572232e-14,0.000157345456329107,1.30127718973911e-27,0.0764612332590032,1.04907970055157e-16,0.00563401144041089,5.72545654133654e-10,4.38396229688193e-14,0.0017101393337267,0.00010005150348424,5.2789892062435e-14,2.03276623513791e-28,1.06697674064058e-08,0.409701932012786,0.0043343258643387,3.18505013468373e-34,3.82143708267473e-17,0.117202450469554,0.00236117688505762,0.0806997083065277,2.32378837707467e-23,1.84016284578795e-16,4.57932251667207e-15,1.52332703821925e-07,6.37338616212527e-09,2.33888117534e-27,1.00165631337356e-23,0.00018903704698817,0.00516287782681843,0.000511057018177564,1.37403141473415e-14,9.00241918150771e-19,6.57144451541626e-16,0.00707136122600325,1.07759051462047e-05,0.0491198126686832,0.0112825171304533,4.25021249770428e-12,0.0957264281632145,1.90588871694492e-09,0.000383134237346108,2.20430614533496e-21,7.4367250217769e-12,8.97367754381064e-28,6.51462209052698e-06,5.44933647937775e-11,6.48142100370936e-05
"X140.3",2.46822608465084e-17,0.00813537190143244,2.07607202773236e-19,4.72738910409146e-33,0.118362035505938,3.14093994730605e-31,9.84195671419138e-36,3.61051941760806e-11,2.2037713566491e-22,2.24637690714714e-29,4.35065961337125e-84,0.173583499470029,8.69469347880928e-19,2.82005977290169e-06,1.19774039601161e-23,8.18832483247901e-18,4.15670041086676e-26,0.00764334611643554,2.49090738480045e-05,9.05836519087871e-33,0.00016108921225581,0.219411557261453,7.25096239492324e-06,9.74450855846994e-20,4.18472048096437e-22,0.0426154777739429,3.75629390680427e-09,0.0258250039621233,1.11761804467148e-30,1.72515187647473e-23,6.46957981656201e-29,1.32626826318391e-14,3.92505232882761e-18,4.01132198764636e-37,2.7166178461796e-21,1.15326867639577e-18,0.00282953503835556,3.93643796792526e-07,2.17570502602295e-24,2.76540689403054e-06,5.01767221103509e-24,2.40057737012985e-05,8.74293840678604e-29,0.12187000633161,0.00694308568705381,2.01637626490595e-22,0.275767280869639,6.25948277697925e-28,6.18429296498423e-22,3.57805785579514e-18,5.53357794971407e-19,1.40360353124973e-20,4.75019873091912e-28,0.000106681442525567,1.58306346458003e-22
"X82.1",4.29370089981901e-07,5.46003414425112e-07,2.67650190066215e-10,2.91639827235477e-08,0.184578498373689,0.000989458289886944,1.91473019157228e-33,0.00183438561466467,7.36132864196396e-08,2.64121814201635e-29,0.108705407016906,0.197822355523867,1.01117513078703e-11,1.78109422320954e-14,1.14851592694842e-21,1.63895120918673e-43,0.00725037695293789,4.2560948273715e-07,4.34516592569234e-05,0.00106443487655768,0.000503145672258279,0.0675644151004104,3.99785178081466e-21,0.0116641143804262,3.76597097388747e-17,8.70503586667621e-18,0.00259538654292974,7.93120302063559e-22,8.1527614701435e-14,1.05286429277085e-16,5.887571500485e-17,4.27651108898945e-09,1.14454306687842e-13,4.8169860142424e-22,1.28269137800865e-09,1.54390103081919e-06,0.00757596176020417,0.0055018785350925,5.32613384358544e-08,0.0159987691874037,0.000203206182033128,2.35832038124285e-10,4.19408011669885e-10,0.0575262656262251,2.1148282787103e-05,9.36772441472641e-07,0.346120696838861,0.000114313046117901,2.21448947726462e-36,6.1296314929836e-15,3.05549891893005e-06,0.0116080453706854,4.46296060126723e-21,6.2796857329981e-18,1.09028911167701e-15
"X41.1",2.17055142915209e-10,8.63502886568034e-05,3.50467654501796e-18,1.45238295059334e-15,0.274464857981889,1.092773693769e-18,6.04685082754093e-36,2.3161773648365e-09,3.94595271188384e-17,6.25892798483964e-37,0.315257185984482,0.131661887848436,4.18159044143554e-13,2.35931150446279e-10,8.37965422381358e-12,7.55540989561884e-55,0.142337401159439,6.03002310437569e-07,8.41459389752739e-05,6.16800358340504e-13,3.03449876646875e-09,0.0279055648208142,1.00997842794284e-10,0.00760540276637566,7.6737305742695e-15,4.69254121254272e-30,0.00235024594852834,4.33293210686335e-20,2.06233225401666e-16,5.83361276460915e-26,1.21338544178125e-07,2.08050135510771e-20,1.36693752174243e-13,1.56877044054334e-38,1.34027713849091e-17,1.37157168697727e-10,2.04444960430016e-05,0.00265376379578459,5.22568038116016e-17,1.02844305578822e-13,4.32755056462055e-16,1.65032619147007e-20,5.53765207102114e-08,9.58462441848739e-49,1.14156574778232e-14,5.54557406078609e-27,0.205243200882283,5.54140119312006e-05,1.31764838372322e-25,8.40708988534065e-11,8.17689326810505e-06,0.014099312599292,5.87343481975032e-18,1.87446062259361e-17,4.80370269634507e-11
"X83.2",3.36625551552074e-28,2.11707976534759e-06,5.92154125885616e-09,3.99417583495556e-15,0.310147712300882,1.50104438957173e-29,4.28170354175482e-40,7.89902617651011e-05,9.22982460785008e-17,1.43862732302175e-35,0.219843281572445,0.0498244074779197,1.66641906909123e-26,5.12124371483367e-07,1.02868060355158e-11,8.68136702885843e-44,0.346985012710267,1.32213625804127e-07,0.0467491232747653,1.64635035898525e-17,2.10076973036021e-13,0.011646601868375,4.54872103700987e-09,4.55406486383513e-17,5.50671890323961e-24,1.10579152657585e-25,1.89774256581473e-43,0.00198987388502167,1.86352815720809e-16,1.01937626899887e-21,6.16575767034918e-17,2.78792712894513e-18,2.93519947012443e-08,3.00033870979459e-38,2.39041531828988e-13,5.65191521081911e-23,1.41571845823799e-25,9.02164972555321e-10,3.6514067356507e-24,2.2852582322679e-15,6.00597079449908e-29,1.58320349499545e-14,5.26924788150832e-08,1.47747573965849e-22,9.86894712815387e-07,1.5356795076109e-16,0.0400210819714724,1.77074850117073e-34,0.0370068836729542,0.00538434580368317,4.86228477703784e-17,0.00824249983962055,7.91045082937021e-28,1.24471150813312e-23,2.80048967083033e-21
"X177",0.00352502706632984,8.19591960457753e-26,3.38741459055913e-09,3.86659868420335e-08,0.25005305886901,2.82088337766163e-23,4.15314893289944e-36,6.9138891813933e-06,1.61853998671164e-06,1.44195869540589e-41,4.85446405191667e-12,0.00231443282451818,9.08661459710372e-22,2.73537960518135e-11,5.50907857245695e-11,2.6265240862952e-23,0.344699608676566,1.04002144983699e-09,0.217773706679454,1.20588083115595e-10,1.6664920317598e-20,1.07971216909478e-05,0.00479679881791989,5.7145169733967e-08,1.69892691722066e-23,6.22873099227746e-08,2.66542924020336e-06,8.69245264738815e-09,0.000606527239842478,2.60104150302252e-10,2.00565663566094e-24,4.92989309433466e-11,5.58151053896094e-17,1.59137744694987e-13,2.68552503934576e-07,5.97320798261068e-15,4.48413459838189e-17,1.98258563173515e-16,8.19655251651325e-19,0.00121673688913223,1.3133307222546e-14,0.00529608950109271,0.000840420550866327,0.0211860868187211,0.00705837065475236,9.67724732324932e-05,1.04695659677774e-13,1.14428499516577e-23,0.0926841742894427,5.24960653135311e-16,1.65028323149117e-05,6.29559807563005e-24,3.80640630084901e-15,2.31417608168763e-36,1.62872975250373e-21
"X207.1",0.00853463731853734,6.86407450329627e-19,7.29147072079405e-15,4.53062677034020e-09,0.176023992135833,7.08283834406414e-21,1.12932859837126e-26,2.11923448778341e-12,7.02459034879772e-17,5.33602519460565e-15,4.49879285790887e-08,4.34394286648909e-05,8.01993981248858e-14,1.94362866882872e-14,0.0122508132601438,1.43798191649344e-07,0.130129692152032,0.0163405309364978,0.407616763422344,4.66870901051102e-07,1.53438169368598e-30,2.54052761512342e-09,2.25650999347202e-06,1.28587767550579e-13,3.04663850729519e-14,0.0121195066106284,0.028637085207633,0.00119660151034907,0.000126413288913747,3.54828714334124e-17,3.71403645505385e-24,1.89453273898456e-05,1.54762983788296e-07,5.67925077021902e-07,4.82364455903586e-05,2.44502128235846e-14,5.68202282517606e-29,4.95308379610313e-13,1.17143954625452e-23,2.07846932872332e-05,4.09260746683292e-09,0.00572066914907116,0.0108957504358999,0.000273989919955395,1.95376445736404e-05,5.94100903860554e-18,1.58018348019228e-09,5.77474349769124e-23,0.0911103668259078,5.54754864617467e-19,0.00667290973764648,5.41330064368972e-21,7.51979900783413e-19,2.12068465983637e-24,0.0166286490881388
"X148",2.8601090243452e-17,0.0270044204840549,6.10748661675261e-34,0.000166476893692142,0.123088290838444,5.09745070568927e-30,0.00886393334752992,2.12655349748158e-18,7.18194770603716e-15,2.8185160748605e-07,0.0636082971816931,3.77845179669595e-09,1.08710335038574e-06,1.74961005157885e-23,0.00381040099585896,4.33479316964869e-07,1.58778496406056e-12,0.149762715205904,0.402414934264042,1.46068125419248e-06,6.07102208241195e-29,6.57318681829898e-06,5.82725015793226e-15,1.41231069905767e-09,5.69825104187665e-16,0.0230469066865351,9.25577013045293e-05,2.60302885113831e-18,8.72940811683877e-06,3.85293991629969e-13,1.16826226458288e-13,0.0041412266629671,2.75461281910873e-07,1.92949047308735e-16,0.000408041623384359,6.57761936926504e-13,1.76222463819784e-19,0.00039026395838967,1.24467519203274e-08,4.32759965732052e-12,4.9949362880682e-07,3.02142979062995e-10,0.0133875225340715,8.98945033603784e-27,1.28506415140391e-15,3.81986582249667e-27,1.06379672044398e-09,9.27748647225134e-22,0.0319327970731286,0.0131539327427117,3.5774032863922e-13,1.2282626783078e-35,5.17991432503222e-08,0.0385401183986844,0.0100384193248861
"X118.4",2.24528298666357e-14,0.0465328105919066,0.000352703054779931,1.74209986398339e-17,0.0949943843730476,1.3149173640752e-24,5.0757559866235e-06,7.43554179507174e-19,1.03937477604603e-15,5.10744933644436e-16,0.0652717642796588,0.000820454815433455,3.04171760512665e-06,6.52943334663601e-14,0.00912755124232207,5.9149995016957e-38,1.26972716994606e-29,0.289421068761663,0.210556508093382,1.15025213417704e-08,1.70425408753762e-05,5.11142288384358e-22,2.36155671833229e-14,2.7446193637248e-10,0.000230400172084537,0.0226921393414213,6.60045613659188e-63,3.56283862617652e-16,3.36242715785133e-23,8.07056033372303e-11,7.80630323136719e-05,1.35014493304232e-08,5.38592704716838e-23,8.28683396067746e-07,1.06989749068333e-24,4.36006392687729e-09,7.66989341448328e-15,6.52560262803758e-08,6.71732657150115e-12,2.9592996853148e-14,3.56017535978446e-07,3.63543522056878e-21,0.00878820013653985,1.29945072495852e-29,4.4608230296618e-08,0.0101104586205437,1.05778337653901e-17,4.99007658876995e-18,9.07024342418268e-23,9.06001889076756e-27,0.000741063271101776,1.25024093665904e-34,1.39490212283299e-14,0.140410933053683,6.82165287765811e-20
"X119.2",0.0397640103268764,2.43713252294757e-19,0.153066102189132,3.77769328258996e-11,0.0829531305320241,5.0524828983761e-05,1.6749234900578e-22,3.32011009327231e-19,3.22804132476692e-09,2.96146537421648e-27,0.0156084515646474,1.05309774097299e-06,3.75875256081118e-20,1.00507412623792e-18,0.0134506446468376,6.25322578869897e-28,0.0199137530301837,0.311278585743505,0.0773067505329813,6.50303766480342e-17,0.00191684300070747,1.61143809945837e-24,1.0804047857411e-23,1.88684804110115e-35,1.10517495767077e-14,0.0101756168612592,4.95587472194641e-26,4.6692074596444e-08,6.468986007406e-21,1.71680115817605e-21,9.07246576401748e-22,1.27466281119065e-22,1.86624534422186e-07,5.55580576879564e-19,1.51928168741964e-16,4.44256148272976e-11,2.61661463532374e-12,1.893504006159e-18,1.39851925904361e-18,3.32532404685859e-10,0.00054708741997802,9.57854306106121e-10,8.96244536622676e-12,0.000566572641381471,3.6303699495296e-08,0.00310922736261557,8.03439661163339e-06,9.21661124081284e-25,9.28404573986071e-29,1.6389668433767e-31,1.74467419397387e-15,0.00182417520521437,1.79129548887901e-11,0.159190689309017,0.00162084925159184
"X183.1",1.31944187450308e-06,0.000503812567008744,0.186958505027903,1.01758440580839e-05,0.087509544889452,5.69471249638218e-11,0.00665048379921643,1.95036455869383e-10,0.001461747531148,0.0645859866202884,2.0454249444284e-19,0.000215934298142857,6.51155712753744e-05,1.28592351209539e-30,2.07662506162743e-19,0.00861922216800949,1.02240234701612e-15,0.00264146547788008,1.47821692845334e-14,0.0134342695013348,0.00192355002304587,0.0124509292696418,3.8194717307101e-19,3.75544445548825e-19,2.74337409006703e-06,0.0299189527252749,0.00406765472107006,5.6966261872836e-21,6.47307688509958e-11,1.42901156098979e-15,4.36872699836221e-30,2.1684446409149e-18,3.73536100842239e-19,4.13401149115574e-06,0.00429397917843241,4.26655450121268e-21,5.63642938190371e-17,0.411095110710857,0.00844209743330946,5.31699168975647e-30,0.00689751774732506,8.19335318412338e-19,2.35673168055731e-09,0.0155010527347634,2.9090765636917e-18,2.94969075241868e-21,1.02613611325454e-17,1.56011031898199e-06,3.29815495067704e-08,6.48712992587475e-08,8.84959894013886e-28,0.00142179799875198,4.73725791352689e-15,1.71866763696371e-15,8.98941549503857e-10
"X222.1",2.15085254612375e-14,0.0149629528145465,0.0228823300218592,1.73072658256204e-19,0.103216096055015,2.67771144049982e-16,1.95348792395409e-26,1.68988802248878e-10,2.09829572843464e-25,0.0880023640459127,1.29070402675059e-15,0.00534592120003721,7.84289951186431e-06,9.30103720573177e-12,3.88956916653418e-27,0.0107457483793984,1.88969468235781e-15,0.00046841482147694,2.58689850236003e-07,0.117372134362083,0.00203301774968077,0.000320557140773836,2.76115823921879e-09,0.00805792693961739,4.65290144811193e-19,0.0472327737217254,5.70154423819764e-09,8.24130871119343e-07,2.96348721650078e-22,3.11684719810633e-11,4.27836223541356e-07,0.0120734944907638,6.83022729821134e-12,2.65058988483338e-07,8.93273568046758e-14,2.030033438758e-18,2.59148558487259e-13,0.392824854269424,0.00481814828345345,3.57787205763682e-17,2.13305306905297e-24,1.86403351176028e-27,1.36569494551998e-21,0.0260001959286828,1.3837225233607e-07,1.63702519150931e-09,0.000277478011609632,0.000922009283523544,2.33089805511644e-16,2.04354674216076e-13,6.07394423839709e-06,3.12604219026541e-10,2.91253246735576e-16,5.50948976891474e-12,6.95661715510582e-14
"X144.2",4.76546023056467e-05,3.46715147087094e-11,8.12955951383595e-52,1.50563300405775e-34,0.118332744952426,7.44520114089623e-20,1.62176775647867e-24,8.14384434663269e-28,3.52886783497863e-24,0.136567625569932,3.92013371913212e-10,1.58482577791864e-32,2.39713034939792e-14,1.06503351491988e-13,1.76927500355627e-22,0.0253168680300446,2.57288390580871e-26,0.000976505966383135,7.40151384910785e-20,0.266984976950091,0.000567732819784643,0.0040092108777728,2.05367222919847e-14,0.00261168825767983,1.47946203309099e-15,0.0365911515944716,1.70553696500884e-06,2.95059986329959e-09,3.67754844594127e-09,7.89761201293039e-13,4.3608630730303e-07,0.0129494822687487,4.24908598980645e-08,0.0116180425843833,1.74247850639881e-14,2.69917837043307e-24,0.000764232749900714,0.238164247704662,2.96022175705861e-11,2.29030560483187e-21,2.74111100710062e-25,2.07989355570837e-20,3.75256274183344e-12,0.0183408507941747,6.38334307271755e-22,2.47581062221754e-16,2.00021751190459e-06,2.81782187198823e-22,1.38429100515027e-21,9.94380717296277e-12,5.13913691156147e-22,2.87895771588699e-09,1.69208956661414e-07,3.5994600197671e-16,1.2845765105532e-18
"X111.2",2.46687572909807e-11,1.80163365091674e-18,2.29429047667421e-21,1.54235092358337e-08,0.137466048599669,8.11867530017683e-20,0.000440075440824228,1.52682982935831e-16,1.54156161666276e-05,0.18109012124161,4.52832300612661e-10,5.8643664107794e-39,1.01263436415921e-11,5.82820330115783e-14,1.18675728392563e-17,0.0297593361545308,7.2727191242467e-37,3.03459494754311e-05,3.83624908257358e-11,0.348313458563086,5.08909007197602e-05,0.0710669109114514,1.33322319524343e-16,1.99382825433647e-10,2.79550384037e-05,8.41847725304948e-25,8.06403858768692e-06,5.76050525493363e-28,2.14272450332772e-14,6.15789322029196e-07,1.06720133017828e-13,4.84923526117447e-05,4.33503879182079e-19,0.0178103936082052,0.0052561190595939,9.92892814101461e-24,0.000134354733656377,0.0899768736440552,2.89271072016816e-08,1.89344441189597e-29,0.00235894515468243,3.06914060807843e-16,6.08155255643546e-05,4.96775773721766e-07,3.32455778759976e-22,1.53877372914109e-27,5.63511247117338e-20,5.41797917994889e-20,1.28750521124664e-22,1.69432403303847e-18,4.38350504907041e-20,1.00322811187399e-08,1.39930511769985e-17,3.28941622308612e-29,3.61882902182451e-30
"X105.3",7.87736439429398e-11,0.000341308164267108,0.00820251233386698,0.0265267244491144,0.15694056509506,2.63539905051366e-05,0.000622790610038769,0.00548532187897283,1.30022701562108e-08,0.215060586915558,8.79395615339222e-28,0.00210346369296926,3.02113091254195e-05,5.61781118223015e-28,3.7221563925367e-17,0.0247980090331973,5.95061488159432e-43,5.36218436688844e-08,1.1183709405386e-12,0.271820816120244,3.3524336618267e-08,0.193038751380437,9.34963271613193e-11,3.07729962893743e-20,2.22834585950402e-07,2.6529236611436e-30,4.47797541246772e-12,3.24965311461315e-47,4.10469587644954e-23,0.00292096012535738,7.30353071781222e-25,3.73763089923355e-28,4.50617331933039e-21,0.000591159216329682,9.8991287432699e-08,1.66429278044398e-20,1.37157577396363e-07,3.30772828064291e-05,7.53315488018162e-15,3.28505597120985e-33,0.000172720527024385,6.19131833689283e-36,3.04510975265887e-22,0.00476230323739899,2.8589294758012e-32,5.58273396120712e-29,6.12589192102314e-26,8.08535974862468e-10,1.99359030255059e-27,2.19541210862938e-15,1.36871112855268e-14,2.34614291361241e-10,4.56415875363582e-22,5.81449961453086e-18,5.4287869750252e-28
"X63.2",3.22185568569301e-20,0.0030643800709881,0.00547522555669209,0.0106617535053026,0.167721639596923,0.00604082550379784,8.31787473432688e-05,9.65245723457325e-11,3.25077085075137e-25,0.206652361615691,4.12697318342511e-28,0.0693418796313634,8.75019727338899e-14,1.43214911103822e-15,1.19160625638584e-26,0.0195463274614588,2.3369064697055e-41,4.71834286655153e-14,3.92387209916427e-13,0.0883591190097968,3.71185357788664e-18,0.318402932694542,5.26438731094431e-18,5.99221859249698e-19,1.03902992881754e-20,0.0168293444252853,2.37796563271952e-06,1.03603097289544e-07,5.38695585847892e-10,1.07903724246912e-11,6.15377979218048e-26,7.36402939739322e-15,3.87289448730768e-19,1.78926512274278e-11,4.52154240865786e-18,4.42452194998623e-13,4.17954988953287e-11,6.89670592043807e-21,2.13794682030576e-13,3.6994916869463e-31,0.000265722216441425,2.04210660038908e-14,1.346115352628e-33,0.0229631648495248,5.98448257610627e-30,3.26874330807631e-06,9.03200420040726e-35,1.40244367363193e-11,2.55350676123725e-33,1.63367848449972e-21,0.00387910663599026,8.36015286634474e-22,7.34256146649007e-11,3.01020862871347e-10,1.27208059505606e-05
