"","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15","r16","r17","r18","r19","r20","r21","r22","r23","r24","r25","r26","r27","r28","r29","r30","r31","r32","r33","r34","r35","r36","r37","r38","r39","r40","r41","r42","r43","r44","r45","r46","r47","r48","r49","r50","r51","r52"
"X89",5.87762313871668e-15,7.13778654595623e-25,0.00672297980652814,1.76211944102288e-06,4.23092112434342e-13,3.19110485667348e-06,1.83165916198558e-35,0.179178178967262,1.80808851127499e-11,8.55111478980302e-31,2.38584913733128e-08,3.53534104979855e-41,0.24155786378959,3.30745817756684e-14,0.00746661457235975,4.26742618114929e-12,4.20648747983024e-17,0.0105732635989776,8.92206530448865e-26,0.000959652193886113,3.43859647987687e-18,4.52676918440896e-29,6.86398116964449e-30,0.0319424452411683,1.87160299549995e-23,1.86589854075359e-10,2.49325382544814e-14,2.30155068810388e-07,2.51017048030813e-28,1.41525425409275e-07,2.42875646029701e-27,0.267355339158318,9.08942373511945e-22,5.74500572977003e-06,1.29916026711877e-12,9.68376797294916e-35,1.34183425936602e-22,6.56786711926904e-25,9.19927456533946e-37,1.07222107252503e-24,4.04920703862528e-13,0.0477330693405221,8.14899807430413e-10,6.92870333730207e-26,0.0106977738882287,2.20342081894131e-18,1.35087191476753e-13,6.12867064893827e-08,5.12532001036268e-12,1.59984373606099e-12,0.00060493518707162,0.0320086007502215
"X162",8.05171195128544e-09,0.00363790892807946,0.00162741818709238,4.04020391971929e-08,1.09853190110523e-17,1.11589393000945e-07,6.05244209002843e-24,0.116489978168332,9.205216263845e-13,1.57447692098861e-26,1.15090098300606e-11,0.0641056104532617,0.426626775592532,2.06777766943725e-20,5.63059345804636e-11,5.32052654018245e-11,3.59867084149823e-09,1.56637415355849e-05,7.77057066736047e-22,0.0132635177599559,8.2043254988005e-09,1.6278582188593e-26,4.36118110579333e-34,0.0141240560557632,5.74072294561844e-22,3.45908723776957e-17,1.1494582718444e-15,6.05758782730034e-10,0.000435731903365532,0.00269581273183625,7.58423872606157e-26,0.0964679934777846,9.5900362916854e-12,2.3967159113416e-26,2.61897170198354e-12,4.48108939607561e-33,8.40440801577954e-28,1.55007950686905e-13,2.52971982581308e-14,0.00430726732942161,9.14087881530729e-10,0.0745091750005424,1.98402050269842e-11,4.8748681796791e-23,0.0158148738341486,3.85855310828849e-18,0.0164213294725881,3.12272713103885e-15,0.00291320829599601,0.00935506582015463,0.00171703367398832,0.00781831359474699
"X152",4.87734842077694e-15,0.0212839797977319,2.81767058353296e-17,7.39277609725648e-14,1.35850916797283e-30,0.0251807587533094,3.4907470239529e-27,0.0582372523241865,3.39664645186575e-06,1.35753266507508e-16,1.07215742464411e-15,0.117949134026769,0.422767822050873,9.17695904662035e-29,4.66762753440035e-11,1.53581556341559e-14,2.54529374519295e-20,0.000136747634886606,1.29557886538098e-11,0.12458417299312,3.85071191454316e-13,5.47149745327997e-12,0.0677858428600176,3.3440433185261e-12,8.9396116261876e-13,8.88295800575772e-11,5.57888271761454e-07,2.4670882092761e-22,2.351822076748e-12,0.00147621410194849,2.56321400447772e-26,3.18270632001209e-07,0.00496497739392607,5.57541581618975e-32,2.13471619826024e-16,1.25459060716506e-05,1.28704768506305e-09,0.00820308004274656,8.47193328598877e-05,1.80651495774375e-09,1.72333641849423e-10,0.00667236707304222,4.77206284020365e-24,1.05272338790981e-21,1.01364065175584e-08,3.57956421211973e-20,6.9954852141125e-13,2.69757324755266e-14,0.000509668112278967,0.0372797150087127,0.00787969727661513,5.04143336433041e-18
"X118",9.71033691648877e-08,0.0102970437024517,1.16116544837155e-26,9.12988660367926e-10,1.75087826256016e-36,0.0471426081664963,1.6028228394987e-32,0.0305979044867087,2.16843088528152e-05,3.75814016221635e-07,3.74714220241921e-13,0.153583179673085,0.20755349484062,2.04301202881295e-27,4.04225081888439e-12,7.26441348960109e-11,1.44035459908094e-26,2.57268638704908e-07,1.54621660762384e-12,0.317239401023471,6.01859021864241e-13,2.24527126024314e-05,0.101405503478715,6.65079515711569e-19,1.59549389659345e-17,1.2425248464932e-08,4.03211979802559e-16,2.9935361380754e-28,1.85364972770267e-30,4.11967852962242e-08,5.51950820031645e-28,6.3820708127106e-24,6.74378371565846e-21,1.13355255535795e-16,1.62463745148314e-15,9.03915352824747e-09,0.000230129679472368,1.32775850891918e-11,4.09838692489278e-07,9.38772737026942e-15,1.03172468495936e-24,6.55884966456823e-30,3.85359497046893e-26,8.85898237947223e-11,9.71394039145127e-16,6.1487104522299e-20,8.98051452143366e-30,4.78934968287564e-22,2.01034254072861e-17,0.046119432439518,1.98387862628517e-12,2.19208012083849e-18
"X122.1",8.57411098921251e-09,5.061014499842e-11,0.000339588375780911,0.0103180723823327,0.00212257778233281,0.0372597673852669,1.59506089499214e-29,0.0320442345268888,1.21471296759534e-15,1.26648809964467e-10,1.50668562417017e-09,0.1708181930752,4.80842086919785e-08,3.42876164926172e-11,7.61631595141175e-20,4.17656263175095e-07,4.16942504413524e-11,3.76674196892327e-12,1.30821554737806e-11,0.449588220904192,1.39853466664689e-06,3.86131839714379e-07,0.0406726426448713,9.84685937781235e-05,2.71126032438634e-14,0.000779878932766829,1.24868918515041e-11,1.61815125319492e-16,1.20662991142063e-17,0.000265065593126101,2.06139950404395e-05,7.05329156309603e-09,2.32512003018834e-15,0.00700178054282592,4.21095496741209e-15,2.58481706121385e-09,2.46981282876901e-11,1.83505698046172e-16,2.0447606535849e-10,0.000108776000079287,2.09612521714092e-15,2.7559033563691e-12,5.81282011917088e-07,1.39661703158857e-12,0.00111036990496093,0.0110576677673176,0.0185844467130565,4.93609230423847e-06,5.32220279371407e-09,0.039909139308573,0.000160471661534264,0.0661661983082155
"X81",3.59394379696535e-12,1.0864077200108e-11,2.52688416179005e-09,5.19696025999778e-12,0.0167386870884013,2.70829588621153e-09,2.67328795437157e-34,0.0208672201586464,5.62266904323829e-26,2.27604330835969e-30,3.54001587939837e-17,0.17007951883205,1.45617324263644e-17,8.82032747408816e-08,7.62807596051249e-07,2.45026333484923e-23,3.90709521597104e-15,0.0104248657434581,1.43854240391548e-10,0.349586414647512,7.03069751214483e-17,3.3790017235351e-27,5.1783010786236e-50,2.27798178647346e-21,1.24507053717598e-23,6.3051559713837e-11,0.00628186422500706,1.91479277920836e-13,4.75188565058071e-07,5.52393134692369e-07,7.03547528701227e-11,5.47570983966804e-08,1.10297579938682e-19,9.48900090852252e-30,8.34202087336794e-19,1.62211226461818e-25,1.56070598380222e-14,1.43968215467521e-29,7.44239325212689e-11,0.000252998731901778,1.1045063665199e-13,5.89485234414708e-14,0.00336055106821036,1.81667288539756e-12,1.29447860019052e-09,0.0183182490745391,0.0333983371625443,1.56589737476314e-13,6.67488655683163e-15,0.0144255096337225,0.00844759783252089,0.203523541987823
"X62",2.86888647653621e-06,5.68662859782853e-05,3.49102392309218e-18,1.58747275087096e-10,3.21421129681607e-10,0.0305241895514555,1.86450578494843e-30,0.0122214168440719,4.76734847144759e-10,8.97451265212581e-15,3.68391780943804e-21,0.153058469122616,0.015451966268059,0.0316624266469318,9.77820085449646e-05,6.66335810412417e-05,0.00218246838456425,1.09289566273873e-10,0.000229148462096391,0.154979216775128,9.05630257960086e-08,6.62807153623088e-16,8.80068150428452e-12,2.442575819175e-12,1.35918304715044e-08,2.18778974024756e-07,0.0102112490957455,1.51375302525396e-10,1.83638330641437e-11,5.9588353658633e-05,0.00368941870992973,8.66737146574559e-06,2.71411683370279e-13,2.12287635034679e-21,2.073783030879e-11,2.60971724201389e-17,0.0248640599900223,8.19597482638048e-13,0.000118147013931963,0.00207172237595016,0.00122369911231098,3.29188926727094e-11,0.00361793987758204,1.28567513146949e-10,1.39191609522861e-21,0.0165250337384075,0.00226591151112326,2.9659826091762e-08,2.26713078282475e-05,5.56443693208723e-22,0.0019205985589168,0.368082990121367
"X100",2.66114989721384e-09,0.00648124699554957,4.61298191643938e-17,3.73137706394991e-08,5.41998516016046e-11,0.175943465212072,7.88141615263923e-29,0.00194547032324021,1.88748791013428e-18,2.15298199047783e-08,2.17302725966766e-16,0.108272913104708,0.0240869395740791,0.101848072216467,2.94471342055178e-15,0.0069979701578775,1.16878726807729e-11,7.20676900709302e-24,4.40047507488848e-16,0.012000994395872,5.5675954510539e-10,1.95673064050832e-08,0.0123996036367029,0.000235490054581751,3.31139475496188e-06,1.17328291217067e-07,1.26366749969687e-19,0.0087594656592253,7.1457008806359e-24,9.58526772725553e-05,8.82274203598358e-05,0.00270967070065603,4.78725827876512e-09,9.62271075051710e-12,8.66827265870018e-08,2.8104203933508e-14,0.0174558697661599,0.0241073531027218,2.71264381586905e-25,2.29084731250678e-20,0.00122986173349749,4.48169707978346e-11,6.15328762352967e-09,4.5480794760907e-35,5.01391856584945e-12,1.20265677676231e-22,8.34539005057075e-13,8.35214736488859e-11,2.7163685666344e-13,4.14116255568592e-14,0.00194405646630348,0.369117848006521
"X110",3.89428317799841e-11,0.00572873789661862,2.03744872204717e-16,5.0896114094331e-09,0.00286642035452526,0.309989733929905,1.77911683780333e-31,1.96514319472323e-10,4.56354787849118e-16,5.13564407597942e-15,0.00011341992038725,0.0463037671686119,0.0128521600595899,0.179687307534141,0.000330257566901082,3.26810150209888e-14,2.27436559709051e-17,5.06798116194504e-27,1.72679734870369e-29,3.96804574856472e-18,4.39516647434968e-11,6.19555467703441e-24,2.86873428411876e-07,0.0181663393212085,3.83360187787712e-07,2.19087788750326e-06,4.91316967361611e-31,1.49022188731624e-24,1.93922361736361e-18,0.000936447866742135,9.44968290936018e-20,8.10470793075449e-07,8.25799782834078e-08,4.82154659284046e-15,2.96391968631656e-06,9.17558703116146e-21,5.98591618927696e-23,0.0696204650473089,4.45562215405534e-40,1.71637567320842e-42,4.03580564807951e-14,2.25535003989411e-19,4.18147448424745e-19,1.80924355306816e-38,0.036297616297247,9.15876577692514e-37,7.61250780217078e-23,1.57715670199103e-20,3.24189697651372e-13,0.00239004939553257,0.00317333512641754,0.240438297973949
"X28",4.52024070591906e-16,0.000155424743136995,0.00012162950327958,2.10724688688391e-08,4.09102783243925e-07,0.310067701370037,6.33647985713567e-30,7.84410352678248e-14,4.03993155422293e-18,4.01778135184684e-20,3.35381256202239e-15,9.45633206977304e-22,0.0160076701859464,0.251373888167263,0.0103913324932098,2.05417734451562e-15,3.66003103696419e-14,5.83144902994245e-20,1.61834183434943e-26,0.00572403133727933,1.35215251594434e-17,1.71039238500653e-23,1.07530460798716e-11,0.0203789470897206,7.82656557566837e-14,0.00650092547741853,4.06052732529507e-07,2.38425761396566e-25,4.56535722966764e-12,0.00190872669004428,7.07879746001177e-15,2.81799047275155e-05,3.02465292056014e-19,4.72256672338456e-11,2.70478463634914e-18,2.15833745148928e-14,7.48409919968439e-22,0.0482810390048254,2.05004557869743e-13,2.97585765918032e-15,1.32512802229324e-20,2.05609256352721e-10,1.86447522189508e-09,1.34888823483067e-19,0.166113087999643,2.70918364752814e-26,1.82673446556724e-12,4.00481661218598e-20,0.00134622273864491,0.00670978468378778,0.000402926424416039,0.109976435565419
"X103",3.86277686698806e-08,0.00104898546232715,0.00638539019276719,2.67856248098584e-05,9.42413819161533e-20,0.19787070792832,2.85793121495167e-32,2.77681520473087e-14,2.73272842055782e-18,3.70779178262864e-07,2.12712531939707e-15,4.94480000830314e-23,0.0099329530494899,0.296868500034879,1.19657924674976e-10,1.24036183220384e-05,0.00300930077850513,0.00146071673361769,4.94581776055897e-17,0.0250250916872781,0.00600402944251296,3.06821414822151e-05,5.69859219795522e-14,8.82975287633192e-07,0.00246795149312394,0.00304849558620756,4.00910097652513e-05,3.83576501685848e-07,3.15673874235299e-05,0.000767729690840253,2.26166417671632e-15,0.00256969577653915,2.48396321935753e-26,5.01970188071398e-05,6.96016263587792e-25,0.00103525132412895,0.00353052332190847,2.82975169991571e-19,0.0456064513777192,0.00621765842735233,3.99485018098655e-16,0.000835666181814353,0.00875989155834295,0.00190012336884683,0.283186141781755,0.0135930424737745,1.46021001617893e-15,0.00332123836435345,1.85276321973539e-13,0.000455308292383303,1.61492468606989e-08,0.0255595221622395
"X150",5.1632177437759e-09,0.000962213839971043,1.27969405880672e-07,1.9321847280362e-11,9.28234352417478e-14,0.0470290427394797,3.9265761938311e-23,0.00022856772023361,1.1854295888248e-14,0.0020209103289033,2.62899530227563e-05,4.07523541928992e-18,0.0160978520728714,0.273759873602301,2.36992076372213e-24,1.05088955284844e-13,5.9790981888687e-13,3.4310177375214e-05,1.08634054644418e-14,0.0276621691607209,2.56255250431379e-05,1.68173473755477e-08,1.54118164962153e-11,1.06163653744015e-24,0.000927645129544357,8.21078454119605e-13,0.00278033487385313,8.60645517585094e-07,0.000528398534880716,0.0090518926041387,2.09779176875429e-10,8.10742915765764e-05,6.24655427612561e-09,5.8717760292642e-22,2.29929336174688e-06,1.60471270929825e-20,4.70668802873822e-15,1.54107258943342e-22,0.212674588404102,0.000221783388602448,8.33946671053299e-08,1.78362834061099e-11,0.0201649253811447,2.9061593342296e-22,0.287275021768427,0.0348951235415562,2.2664165313514e-12,0.0103337011673765,1.03445891643151e-25,1.23598030622936e-05,7.28634600683225e-13,0.000129700992916491
"X157",6.88232988228085e-11,0.000426789319431029,1.78851643146411e-08,1.05651699536123e-09,3.06598801036627e-07,0.186637783211242,1.13970225470636e-28,0.0511611674469306,3.63438659906974e-12,5.07618100773572e-27,2.69515975048921e-07,0.0175475292278931,0.0148810905928184,3.41724866728017e-26,0.0146437802453202,3.22139609209117e-17,1.68758384650621e-14,0.00487249795035044,1.65996932646882e-18,0.000233878413760848,4.82973588523695e-14,5.14599669477679e-11,1.38738676678084e-14,0.0769545679517213,1.23494539113856e-19,9.38268673443002e-13,6.15771792540171e-10,1.38737838417536e-25,4.50872249942089e-17,1.02275899813975e-12,0.000567495923725693,0.0201969591610054,3.1180898266197e-15,3.71246041036711e-07,5.47037704659088e-17,1.43699279874387e-23,3.81282086652873e-13,1.08398746733503e-10,0.202264608586204,1.28030293084524e-08,1.44460472415344e-20,0.00870967418551833,3.55720173113876e-09,1.82818197767137e-08,6.63407906125282e-06,0.336198570478317,1.60743939187191e-09,1.87800615566037e-18,1.27573395544221e-05,0.0470226278609733,2.02642609867646e-10,0.0102967100889865
"X104",0.000965556168009692,0.0303844930360779,3.05581848426016e-11,6.40023483751014e-11,6.86688029485405e-15,0.242643242607975,0.00122525537071981,0.0558545030479699,0.000187684898208773,2.20679962736085e-14,1.49679914149281e-18,0.0350824576015589,0.00269609586603651,8.7766868715022e-35,5.525487727847e-29,5.65941408299951e-05,0.00759669157163365,2.21475441671381e-23,3.69452629759069e-10,5.91165990121913e-10,1.1865147433852e-10,6.77661955750008e-27,8.12221030607129e-26,0.0034159614751585,1.19173084190554e-09,4.55668147423998e-30,0.0163783605372087,0.0019582779145479,0.024102536184364,2.0691847028064e-12,5.07407533178243e-21,0.121749374079233,6.28146993742751e-09,7.55209749095509e-24,6.93680771847008e-10,1.28299545690394e-23,3.92129589599214e-05,3.44414810344986e-27,0.0410521343790815,9.88353027625889e-21,1.70011612846841e-05,5.53871815961462e-17,2.64130670748136e-11,5.06732910484192e-08,7.10967391302464e-25,0.317650989483694,4.29427360611248e-17,1.84735291870474e-11,0.00913996374855453,0.0518067904900279,2.96292646053147e-06,2.84132123465904e-11
"X123.1",9.12156745802622e-16,0.0474623275726632,5.35992679957384e-20,6.06729645449719e-12,1.10585058018815e-16,0.165333309586036,6.76356613733947e-06,0.0387415161662887,1.80974729930084e-10,7.70389933595174e-15,4.98132296441426e-15,0.0445735903697745,0.00522323936205336,2.24261796450021e-29,0.00151520052479378,1.95487393769263e-10,8.76709767180629e-09,9.01039877690015e-28,1.80651683773697e-12,0.0078265977426816,2.58464225860105e-06,3.11445536047444e-24,2.4494392148429e-10,1.56281801440992e-43,4.86885147882195e-12,4.52893951911523e-21,0.0224400730637915,6.67822718742497e-18,0.0264179398752418,1.61013630244681e-10,1.06174571748408e-28,0.32384348962471,5.00096249888721e-05,5.30710206615821e-31,0.00338537998204575,3.28751520900332e-27,8.55583466578517e-10,4.96845764771872e-19,3.3196289098949e-23,6.29477647050182e-07,0.00771319363561715,2.75139592099163e-28,7.32090757832028e-19,1.17331680209168e-23,5.18389112967378e-32,0.160629216877733,3.92957323260389e-15,9.06286790073141e-17,0.00525639068357651,0.0573317178510428,0.00016616568371012,4.51218096417253e-06
"X103.1",1.33522767779106e-09,0.0282590402361822,0.000137835271930827,0.000356024148662812,4.34309522294694e-09,0.0576752637332756,4.91747348344118e-13,0.0430812065647865,4.40294080497898e-11,3.29551105466232e-15,8.97847093496169e-08,0.0156343199776745,0.0724727815803163,1.86925420836097e-13,0.0196243853029833,1.75475649603911e-08,5.03431724424575e-05,0.00376693956676481,7.52053790391494e-08,0.00366125248081344,3.40479201163355e-10,1.34969274642281e-10,0.00876237933085797,8.29029047556237e-12,2.26123674167804e-16,8.35019903252025e-14,8.30694783826073e-13,1.38045670776109e-29,1.98926724636999e-08,0.000129768562857721,6.18424915911917e-13,0.432012345137623,1.27609533044718e-10,0.0272750174277613,0.00675680103961002,9.25369832444255e-14,0.00459192652456518,0.00466028840676289,5.92275824068767e-15,8.32951309531289e-05,6.78724187934946e-16,0.0266997059319542,0.000653700602674736,4.23059042867396e-11,1.49213206400404e-12,0.0327571155665207,4.84051099313094e-10,1.90916679799668e-13,1.61822309909357e-11,0.0763341040576861,3.98605051539614e-05,0.0108022006252268
"X27",2.59603618990462e-10,1.21509892979471e-36,0.00771888467824371,8.05068143098542e-21,1.65969858280061e-09,3.11954791211542e-23,2.27560995669131e-07,0.0272783007330259,6.22874223430877e-28,5.14913334483748e-28,9.97630723919511e-20,1.26449308401742e-13,0.209714849180836,8.06340395585619e-13,0.0150182614713811,5.17035116000456e-14,4.12823241596377e-09,0.00546976929751619,1.08866055310056e-19,4.23542832332555e-15,5.66496212787958e-26,7.04259464804506e-25,3.08627951912997e-36,0.00445931967890763,2.1186314252103e-28,6.53098865164334e-18,1.87714378976708e-30,3.30915559236184e-22,2.17925658666792e-20,7.26718823968737e-33,0.00173329202249829,0.301616490779684,1.87197787323223e-33,0.0363002315148418,2.09764358826144e-25,1.37076754246855e-37,3.90733964254594e-10,4.92137720863606e-24,7.68113731856487e-13,0.00295625592757571,2.57953550602259e-26,0.162413855877154,3.97547763055345e-08,3.16745200365621e-10,6.92806962635516e-07,1.92832607908417e-08,3.03396080027041e-12,2.08609018137889e-19,3.32736514363765e-11,0.0966619324938334,2.25362916040242e-10,0.0139677907424333
"X51",2.31553517399932e-08,4.81430608274976e-24,7.57410248902862e-15,3.38086589038747e-17,2.26018759689543e-07,9.53022703276122e-23,0.0119399011389903,0.000135338090843759,3.99709276191478e-24,3.56535871741467e-24,2.07237836883862e-31,7.85028119454176e-40,0.358659771865266,2.85035690703368e-11,0.00684085785513135,4.06762262043988e-22,6.09087216626714e-12,5.60297551471691e-31,1.00962854565602e-28,0.0124130600133081,2.34548317121818e-19,3.9758586173385e-30,0.0129623095720353,6.70507619561958e-15,4.95115642310418e-16,9.3149256716476e-20,5.54541082998659e-21,1.29872514884129e-30,0.0216978473012935,2.74507177270593e-23,1.07263666267557e-10,0.0843720160697001,4.91238926301282e-30,1.89564027328607e-10,3.44676015745464e-26,5.21017170196152e-36,1.7615772591452e-16,4.81080325503822e-33,4.73913939220124e-08,0.0157455000450174,1.11422820827872e-29,0.228184565372165,2.66700394994128e-09,3.54221449385721e-31,1.47917726897607e-18,0.00359157908640664,0.000129403668463746,6.62948107598851e-26,0.00621134153185731,0.161259824443796,0.00124476631930507,8.4610489133332e-07
"X113",5.9910121983804e-13,5.4385908183989e-10,2.07279267699809e-17,5.81772431793951e-18,3.12719386663148e-06,1.46530948343224e-13,1.1111696563493e-11,2.35103391957035e-13,2.13716669207917e-09,3.20460366065531e-24,1.50371948609392e-19,1.29132934169173e-48,0.317670030984035,1.05258852192876e-08,2.65286224574525e-06,7.03302839990863e-15,1.12317723149188e-19,2.58176164687008e-14,1.76089531126004e-13,0.102004832291845,3.10832139837483e-17,6.80844983443717e-36,0.166936503205932,5.14977618598792e-35,1.23310301339026e-20,3.0785531113398e-29,1.44262973957536e-06,2.73230445298139e-23,0.0116278368555912,7.21998982954342e-12,2.84988569407503e-29,5.62327146940496e-21,1.30456568535359e-16,1.25012103012494e-27,4.79424955965932e-16,1.04276903021414e-22,9.61537764793605e-21,2.53410963759319e-22,1.18924845422658e-20,0.0181017481855322,2.98499129783147e-17,0.0855995393602865,1.06797288870011e-21,7.09542732845038e-21,1.01087316309723e-44,6.08669905349967e-10,6.39298651960471e-27,3.18554395618385e-15,0.00040852273368367,0.237858360316735,0.00240991014960162,1.3959938850536e-22
"X93",3.58626134353204e-16,0.0063157334705892,1.93070469018223e-09,0.000194452543374366,3.16281183050592e-08,0.00864832729722246,0.00169447340752221,4.94055886808408e-23,1.10345065052763e-09,1.74716790060998e-25,2.92028818507211e-15,1.95087202887262e-25,0.136603089887949,2.01642863134467e-18,4.12807925737441e-05,5.28183668390904e-06,1.93816264035238e-18,0.00556717181048966,1.33466865001836e-08,0.272547700539626,3.21148366441984e-11,1.00299396659806e-15,0.232403468646202,4.43161301684734e-27,7.81478358953922e-20,8.01919213888518e-29,3.55329933300775e-22,5.27355930113912e-14,2.02090097264011e-26,2.2635558286336e-10,1.52635496728668e-16,6.90753417437269e-07,8.57036603213789e-12,0.00531837600966615,4.42813608120624e-10,2.21375937736883e-09,1.7790170166306e-12,1.36074635770589e-10,6.37865315497915e-27,0.00340506729179125,7.39580407614929e-09,3.10270512293977e-07,1.84725180747119e-20,3.84272591400524e-06,2.21481942660115e-27,0.000266473921130805,6.50324237954535e-05,2.48479350083503e-17,1.81803667639262e-17,0.264605036890773,4.91043638867551e-06,1.19882352610984e-18
"X137.1",5.48070599037046e-08,1.21221133463093e-24,3.09491730228061e-08,0.00411130724084441,0.0154887979304925,2.73186431811345e-08,0.00418767052603928,9.52344098155805e-17,1.82837008144112e-14,8.69085135485348e-28,5.19445736484701e-13,1.8286872013662e-34,9.39013901671149e-25,7.81716444269418e-27,1.36326659513027e-18,0.000704929579943245,5.65842217351187e-10,1.1084503587618e-15,7.29307063883891e-12,0.369375188607915,0.000109009874572962,1.3430764129022e-06,0.10377422455483,0.00167145261386975,6.47416314934105e-24,2.92859034842779e-08,1.21682564725498e-29,1.19865206206256e-06,3.3126379623592e-17,2.00141897401524e-09,7.88485879095634e-13,0.0108214719689654,1.21847380336623e-27,0.00893805759553293,5.58924344308069e-16,4.17638672462061e-27,2.23916309494284e-31,4.66241288360897e-29,1.41348404750229e-22,0.000965324409272549,1.66201036761346e-11,2.36746865448107e-29,2.20975139812476e-09,3.91098103541371e-11,7.748754743806e-20,1.75846715475409e-06,0.11976890385547,7.11208155381348e-18,0.00947894857461465,0.244608272993371,8.31113501252646e-17,0.0261025408524979
"X129.1",1.32525444342715e-09,7.13128746528802e-13,0.00145369807660259,7.28710197915008e-19,0.0228206060020156,1.88848303098885e-34,0.00011253839952245,6.86520255765934e-12,2.52973329107361e-18,2.0153122569323e-20,2.97412753037711e-15,1.13854416367838e-30,6.84105491162448e-36,4.81972821449194e-32,5.67778661506133e-06,2.55429566969599e-18,1.22717994105654e-14,0.00582717578207316,1.34284798081458e-07,0.27730338624643,1.0580378952362e-19,4.6876653890332e-11,7.27445863819835e-25,1.06552898138266e-25,1.59008982560835e-11,2.44339144988391e-09,1.73413755742739e-10,6.56685665036465e-08,0.0056340335747777,1.72142453081593e-16,2.64324770388953e-15,6.35491855318741e-12,6.7385710271336e-07,8.38687336446876e-19,1.8510882140663e-07,8.43252160091312e-14,0.0016619884330871,2.14340268195578e-23,2.02799728195154e-06,0.0130276960884381,6.47562062341504e-10,2.30485781723437e-12,5.57068940060636e-06,5.61374978755581e-08,1.63167958418567e-15,0.00978498015066018,0.191059291453556,2.85515424710468e-10,2.89922159266541e-06,0.209053327972752,0.000188352158727487,0.153855192894334
