"","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15","r16","r17","r18","r19","r20","r21","r22","r23","r24","r25","r26","r27","r28","r29","r30","r31","r32","r33","r34","r35","r36","r37","r38","r39","r40","r41","r42","r43","r44","r45","r46","r47","r48","r49","r50","r51","r52"
"X63.1",0.0147392507665863,2.1403592375022e-42,8.44577052911228e-19,1.04333008099408e-14,3.38512503353614e-26,0.00767595917193064,3.06121677151702e-05,2.96299374107302e-22,0.0109045520610556,9.32178716332128e-16,2.24346315628937e-09,0.0057030383129864,1.6625250422059e-28,0.00684398542405101,1.99902639491486e-07,0.00706129645295549,3.6361759942404e-10,0.00755886584213447,0.0111879191309745,7.54930156674918e-20,0.241559940066919,5.26838974746896e-32,2.31063956317284e-15,0.125654028976774,0.0126968626649023,0.037346816320625,1.54885970613724e-22,0.000582454515367231,0.286726764782648,2.40802131177307e-18,7.87200666510553e-15,3.60083061716273e-21,4.56197647815472e-17,2.63365491407516e-14,3.86926628468603e-27,5.05710553938574e-07,1.06851459692292e-24,5.72928429365706e-07,2.23154994832416e-26,3.52492105177117e-23,2.80788472286859e-17,0.0096808263570628,9.86166379348862e-10,3.68131009337327e-13,0.00577967270400634,0.000295369257761052,7.68479102255101e-11,5.26219681796946e-07,0.0235399813184355,1.52747249249284e-40,6.37413896664606e-14,1.26135778116492e-17
"X87",0.000289728888807723,9.19849874781841e-20,1.76378096334082e-06,1.50244817030949e-18,6.69296283397643e-16,0.00200359084150976,5.52609221799589e-05,5.66840508215157e-18,0.00145797111851679,1.05851856823733e-27,1.51924054939649e-11,1.53297711755214e-05,2.02289777589811e-28,1.07541264541624e-07,0.0724901599895891,2.68942121116851e-09,2.51773885240776e-09,0.0214005085287489,0.00548183326104067,2.80977890649224e-09,0.0718039040184915,1.57584040379834e-17,8.45376280947789e-19,1.15021814275492e-17,0.0213675995695087,0.165371060697407,9.19015874816395e-33,0.00373974177914646,0.394226731681896,2.57732395445519e-10,0.000393907304836653,6.17241115635307e-06,1.27485049324985e-08,0.0410723501055938,0.00423912798955821,9.48851801935449e-06,1.63447482969874e-15,0.00136787853290809,0.00756958815635111,4.63345489299543e-18,3.71294507362306e-24,0.0149234381930588,0.00344823361223575,2.00970584196143e-23,1.52546178146113e-07,4.86530590197417e-07,4.01920639179359e-14,5.49976283980275e-12,0.0153893152603224,1.15087690903648e-20,1.46464117473116e-08,4.31473628231535e-07
"X106.1",1.30580336590657e-17,3.48363216539375e-26,8.90508045818249e-17,2.5570498299147e-05,1.2944704041105e-17,4.55688597537269e-15,1.2841181373285e-17,3.74517947510426e-19,7.55557906793931e-10,4.13436993412682e-18,3.30140812978012e-22,1.40494435274901e-05,2.89711099098408e-12,2.78679375428808e-12,0.0748389080783186,4.70955269852879e-22,1.48564753978411e-18,0.0141247526935023,6.89085302724039e-08,8.95981667831707e-17,5.89612139853887e-08,8.49742810343098e-26,5.21682620278692e-10,2.64273451427695e-26,0.107968964859337,0.253643795664872,9.69274086926197e-16,1.11608427425191e-34,0.204887585957349,1.59298269208577e-09,9.85271226717387e-21,3.63840950074656e-14,1.04824139145447e-24,0.194222134098578,1.28767015567789e-05,5.70990567441035e-11,1.34889012890487e-13,0.000128818905698656,0.0101861134974254,7.80348359659479e-86,1.22898624158094e-18,2.79120457842722e-21,2.09989852987424e-14,6.63164909787436e-23,5.35021095225147e-11,1.24772401565882e-13,1.81871579582689e-07,5.18399231072968e-35,0.00851685841429528,8.01431306955875e-14,0.00285753187588109,6.69869964777337e-19
"X80.1",4.16976394247448e-11,3.80692130554799e-33,9.96499169583644e-32,0.000385771785313999,7.92901390968397e-19,1.38796681045976e-18,1.71688903577591e-09,4.89875940627724e-22,9.44279150978358e-14,1.41551061370156e-23,0.000632212451103662,7.2662177224523e-11,4.2274498029711e-07,1.24419243858566e-07,3.47914561342719e-05,0.000276894980283355,0.0203481032234637,1.32425943452941e-16,1.18587988972829e-07,2.29522906405955e-16,2.11408039451555e-10,9.51431005654823e-38,4.5717590353983e-18,6.26985713915011e-06,0.274878972632424,0.22842560678208,0.0146946159737175,2.08803225587802e-19,0.0118257836965264,2.54694625418522e-07,6.35218553626214e-48,1.9470920430636e-26,1.59565569584633e-36,0.227405822924442,5.41957836163658e-41,5.49066426027703e-15,1.47594684494715e-28,4.8944911020229e-09,1.48888522932455e-25,9.57748505397611e-38,2.83619220357356e-08,9.87984309259788e-26,9.84244432071484e-09,1.04573375510774e-46,7.15704383854877e-12,5.65262719144647e-05,6.50532794148897e-11,1.10546153223068e-06,0.0749890388883613,1.836262167448e-11,0.0282193912195265,1.68657616305047e-06
"X93.2",6.09158360374348e-11,1.60100651218536e-31,1.12331675433609e-16,0.0262878295204068,1.23133937627786e-27,3.3068191542315e-20,0.0112447514343101,1.28541433800215e-19,1.06904576873921e-13,3.43145136923696e-10,2.69069106604387e-06,8.81781478998203e-15,1.53890521081859e-12,5.55221652695988e-05,6.45138744385912e-06,5.07760344877941e-15,3.50219806558668e-05,7.32918136394456e-06,3.43596406822712e-23,1.62038613176509e-12,8.37264597350918e-16,1.78108023966321e-23,8.59900547855192e-17,4.57600162806081e-07,0.410225400915355,0.0976131303694437,0.0462578120300604,3.07598740563073e-17,3.16704065269986e-28,1.22325751541135e-13,5.04527344065358e-36,2.44926397081013e-20,8.25108658839522e-08,0.0803621367986851,2.98152403516964e-44,1.87590626479823e-25,3.53627325991559e-21,1.60441640594547e-09,9.29479796901835e-07,0.11366189702298,4.46266531028842e-12,8.17022271812487e-17,6.31385499618899e-07,1.11009820940827e-22,9.81080133173368e-18,0.00395167453274143,0.011502164310666,7.88625272307908e-09,0.0959611792765015,1.13549702734778e-21,0.0498249291909408,1.01097225000586e-13
"X87.1",6.32333902103462e-27,0.000139568803291183,0.000758660395274672,0.00649350808289883,8.86658529708063e-14,7.74095470235131e-11,3.47380065659636e-06,4.93167352748001e-14,7.04831633345635e-09,9.47984967173851e-05,2.55214339549987e-15,1.7524210000171e-06,7.46174557054286e-18,2.02165633642323e-16,0.0709319797219252,4.62651761080783e-21,1.04922961273307e-24,0.00892299804667378,1.28086924994577e-20,1.07337874509325e-23,1.18932159991253e-17,0.133588217416476,0.00529473470268377,9.79286700516164e-16,0.407562851432079,9.36855981410707e-13,0.00993836487191937,1.40309060064311e-25,4.28983661869621e-06,1.69171430688497e-21,0.0775068538703971,4.88108221821905e-15,2.31613499158915e-06,1.98260757787551e-38,0.0177382171129104,0.0028555992004706,0.000175851008183475,0.00700188661782383,3.87120607019521e-13,0.153285784330139,1.62164285248026e-17,0.0145237581138667,9.54840479610783e-10,0.00785159155797911,3.1221906764218e-13,1.25280761695276e-22,1.35619362089396e-07,4.44016520878354e-33,0.049780369400934,7.14855327596401e-20,2.31444912692552e-15,5.78877385162828e-14
"X105",1.52569599513146e-07,8.62283600340774e-25,8.55844131648973e-35,1.35614321030641e-31,0.00320639531372535,0.0127107576696163,1.01218690195702e-22,8.34729478111256e-17,1.28942100525682e-15,0.00162450884635579,3.15920042916335e-17,1.3045983559504e-14,4.75953415574027e-23,2.30654418686676e-19,0.0589035339469968,7.83908582757203e-08,1.068560081931e-21,1.98297759179669e-32,5.52033378578696e-24,4.41693226907722e-22,4.8170993963591e-14,0.344027796641492,0.00452379717096537,3.9676776731671e-11,0.234300866698131,6.77435515697459e-24,2.38895904072551e-58,4.40716510188409e-14,1.89748902320522e-13,8.16701406943522e-15,0.14231386460801,3.36464141686037e-14,4.05113894405589e-10,1.38860559276442e-27,0.00905788481838013,0.0320514924718249,4.26524378499058e-12,1.27469632952154e-22,8.03506669700188e-26,0.0240105669738844,1.28704126757248e-17,0.00291236621441525,9.0208751209634e-07,0.0257524552440051,0.000494351197527558,3.62921552852533e-26,2.54885478636367e-32,6.70949289252387e-21,0.0224215348663288,6.30938074110247e-38,2.42091314172208e-31,5.57460618251213e-20
"X170",1.75644411154388e-25,3.02521981181367e-28,1.39478807044769e-76,1.66008978692464e-13,1.25846441258057e-06,1.58306545106286e-12,0.00413389402787302,2.79210679948564e-08,3.3246986811199e-08,1.2711125032709e-25,4.97526505115624e-19,2.37263725130916e-37,1.53844310598252e-14,0.000122727554829713,2.24646466539997e-24,0.0213950635765276,7.36927184033559e-07,2.36296603602354e-16,5.41808619478589e-09,4.08925904353775e-07,4.18370037663133e-20,0.411938655919778,9.37384934771491e-09,0.000104643326711413,0.0547179407554992,3.15228917764337e-14,9.60708101868502e-47,2.52026237921586e-06,4.4607476203678e-14,2.59699818685752e-14,0.116454225346111,1.38845328247264e-06,5.29488421229065e-23,0.00333432333689269,1.63172211967878e-30,0.0178771546196967,1.27583472975387e-36,0.00381672845390584,1.31175254757124e-13,1.70161852080914e-44,0.0300369895956198,0.0110507093407957,1.10113247725282e-07,0.00443305954251818,3.93430334928143e-08,0.00505711116286503,9.12312276888898e-13,0.00650698976098962,0.0179268849317371,9.29949909556992e-27,0.182973349556689,2.5342972129516e-07
"X127.3",9.37687691723369e-11,1.70059315191448e-12,0.10289120058875,0.00914978144645757,1.54211660961104e-29,1.2107370634835e-25,5.67739526204993e-09,1.12048654497008e-17,1.19671619272086e-14,5.16655622875469e-36,4.42364329790032e-20,9.79397729561084e-12,2.4157105851053e-30,1.25083231936127e-12,1.83646712101184e-17,0.0149605175911287,3.94617498276409e-17,1.58494787621451e-12,2.29375328128127e-06,6.47989100351949e-28,4.8538320255629e-07,0.249292797521278,4.30193049111978e-10,1.12295576346423e-23,1.45850671326121e-07,0.000507723802455319,4.86446206207687e-12,2.13317163550527e-12,3.10470502913067e-18,1.26347967425701e-10,0.0263811627132477,4.24434104490302e-12,0.00176934154433718,1.18569325517419e-35,3.47067083130648e-19,0.0721234344396589,2.09432885111037e-18,0.0253980712237743,8.22687719605161e-14,0.0175143612619033,4.49418801322696e-05,0.0071283126590468,5.49093610249021e-30,0.00025783801217333,1.24540920926617e-11,1.8292130940259e-14,0.0156403348282127,4.97280151937939e-10,0.0132571772356083,6.33841519261069e-40,0.382880846330684,7.04458681143853e-23
"X107.2",8.34411047305123e-13,6.39265695527542e-07,0.144612245106504,2.52573489360927e-11,7.86982142921607e-07,1.60454018564767e-07,7.5307077572434e-06,1.44297633615966e-10,1.43185478174245e-05,0.000559044406006341,3.87893923887729e-15,2.00542403954398e-05,9.83913224236627e-10,8.70882085215932e-09,0.02999726975439,3.92022009602e-21,7.77308620131894e-10,5.1532880946173e-09,2.36850211717291e-11,1.84433419219051e-21,4.82812891465923e-15,0.0524330499623484,0.0110898680073098,9.20355414712299e-22,2.43158755415619e-05,4.89516822390575e-11,1.15620705200379e-11,1.06223417460656e-07,1.99914717491184e-26,0.00513701601491998,5.55050819054573e-12,1.15782252298685e-07,6.02044948570271e-06,5.45805498332655e-14,0.00439058123304295,0.284041417486738,0.0486632264583371,2.60916277051448e-10,1.02274836472874e-17,2.47025237998843e-11,5.23009887086461e-31,5.78926172814075e-12,3.70648245456225e-09,6.11468521722066e-11,2.8826879891548e-21,1.77704392966496e-20,5.8050838113698e-17,4.0191803107025e-09,0.0713808519998298,1.16612190083002e-28,0.340849961132847,1.21314204521519e-17
"X94.1",1.3006413829049e-12,9.99053890797625e-08,1.28442254962453e-09,0.00923754712743079,0.0935330263424508,1.70435872795289e-10,2.10842849931987e-05,2.28816678383628e-10,7.72436153571403e-05,0.0178746563068805,0.000331357155279122,3.86788229047553e-10,0.0108735810765104,1.95429420345935e-19,5.08867452646377e-08,1.93629639516282e-12,0.00148847787658683,2.06464343313646e-16,1.20191022041005e-10,0.00354382497837668,5.77481827868104e-09,0.00168125857952746,6.22457360344397e-13,0.0108619285936025,0.00202012373041774,4.94669276087716e-07,2.51584627903954e-07,0.00996210689462446,1.91763107713642e-05,0.000686690817222234,7.33443611209131e-12,3.60617960076828e-09,0.00554103714895517,1.78601371315456e-06,0.00670607126020318,0.484585370106601,0.0525165586782097,2.66901607805359e-30,1.4733910037316e-20,5.34335234672326e-17,6.6090996761128e-17,1.31617180949561e-06,2.82835940958386e-08,1.39800743165685e-15,0.000170759052208268,1.36377994105716e-12,1.6213651841317e-05,0.0137173548961938,0.116548368649053,0.0016852233090504,0.137843751702937,7.46654857799323e-12
"X71.1",2.76565475701323e-18,9.87983712020626e-11,3.93097810358292e-49,0.031471083379954,0.166356952752029,2.23002246220927e-23,6.93533288205525e-21,1.37964609617557e-12,7.74814726073381e-22,7.30807898499925e-35,7.87018343565613e-06,1.18557128727064e-22,0.00191312212152548,4.39674678719262e-13,0.0234751055807191,6.66563639803829e-05,1.56223977000254e-19,0.000321782249176082,0.164787027751341,4.00834454241313e-12,2.21725465469463e-17,1.82927493923853e-35,7.06888461192585e-25,7.05788479217811e-07,0.00114501082971471,1.14809274541552e-05,7.46115632078638e-06,1.12695581617655e-29,3.29816589312229e-05,3.02393886246211e-07,2.82396486617494e-07,8.22178590208364e-08,9.32230173182769e-14,0.00271484719357102,1.59232043262243e-23,0.374752273291592,3.74988781212638e-46,2.25161001645144e-05,0.00494941775170056,5.65037610223982e-19,0.0744198526202716,8.72817372770441e-13,1.06879484334264e-39,2.98217042041975e-32,0.00506138623044427,2.21412759858499e-05,1.26210670095766e-07,1.0492226995102e-10,0.0928673079350664,7.52987172000256e-12,2.40610708209327e-11,2.42625343639336e-06
"X93.3",4.04445365674523e-19,1.79524196741036e-29,2.93963282638446e-12,0.013681011964884,0.0792655948187903,0.00051517728507628,9.6724284342043e-13,7.189214101623e-14,2.45067660709412e-25,1.18949537868557e-34,3.30352220520663e-13,6.48031480463456e-11,2.81036963833324e-12,4.44086217676198e-27,0.0724642928903314,2.96990656415946e-15,1.78195494420373e-08,0.0149450405698764,0.376002650326841,1.09017380065317e-26,0.000132302287048928,9.16483697356523e-25,6.35999239739592e-21,6.17771344868183e-08,1.16933614154936e-19,1.4932234152097e-09,1.6709426391255e-22,0.0346426732355562,3.36854437430101e-28,7.49543819144519e-14,5.06516898056751e-07,1.39110780733275e-17,4.47069589236786e-19,1.0437430892156e-10,1.43756794258054e-16,0.129407233392331,3.26079391200072e-39,0.0130756501094602,4.67551243573801e-42,0.00686300472362098,0.0849229631215482,1.18478965670148e-20,1.74936232120575e-46,2.57535162178876e-31,0.00839165951103919,0.00611575184628611,2.76072138844565e-13,3.55574863955039e-13,0.0641907144666353,7.24042431076839e-17,3.50156843280432e-31,7.39761095484962e-26
"X112",2.84554085487775e-05,0.0103190655380105,8.17329368723851e-12,0.000504542865403699,2.48769705613146e-15,0.0336404266454045,2.54961225963401e-15,0.00348227326479363,0.0146129284389079,6.46765295719936e-10,1.53469536302816e-05,1.25808918074884e-07,1.50421378208256e-07,4.30112293913054e-18,0.0119083495540633,7.8166374298299e-20,9.02166983053399e-08,0.00560380835289211,0.389519768351752,0.00784694229096863,6.06257743653172e-13,0.00997086680608328,0.00655545860661369,9.82707115619526e-05,1.02262385683912e-06,0.000542159704871144,6.54795527493245e-12,0.18899159505243,2.54951639698415e-16,3.40985070910752e-11,1.6493130984341e-05,1.01360906852769e-05,1.38237659330815e-16,2.52276580685784e-14,7.29746800282525e-10,0.0322862746875458,0.00625770184002735,7.20397655991291e-12,3.38824351050834e-16,1.31453202166656e-05,0.0156562509007464,2.19028084419125e-05,0.0624464084965181,9.08476219909836e-21,0.00291514476610535,2.30342729745484e-21,2.80047710507727e-10,2.08355966189797e-13,0.0458474065268213,5.96987444451394e-09,3.4269461914801e-14,2.23770382862627e-13
"X83.1",5.4632603282888e-19,0.0112367526568019,1.78503341807486e-31,3.00622146968176e-07,1.53110105248571e-35,3.93291792956319e-44,1.92708723903929e-19,8.65475658905464e-10,0.00214220077151129,6.9121335099928e-06,1.58816012357282e-10,4.38549728412866e-21,9.67083309347006e-16,6.34409652922781e-11,4.52446885915684e-35,1.89447264555712e-21,3.26889397713728e-25,3.9106105736055e-32,0.257707956017527,0.00180614467694984,2.24442628996661e-16,1.14454632473055e-14,1.00375459872007e-19,0.00066183182973051,5.32824818966154e-07,8.96487258635946e-16,7.74801997906041e-18,0.251942280947034,3.76658278407203e-13,5.25319614651931e-15,7.14253723719434e-13,2.61584951955817e-07,0.00674989598872124,4.64064267958464e-27,9.74010262885174e-08,0.00430606173134175,0.00218747310969455,5.00615564382234e-16,0.177839845130621,4.88926944381933e-35,1.08095696466964e-27,0.000377886380137996,0.0996227436594086,4.97385652143299e-31,0.00332312282653305,2.50746799450759e-33,2.90865593550692e-26,1.22893422521675e-10,0.0305532434365028,2.73920355552093e-13,0.00768123032580818,2.9060872229889e-09
"X41",0.00980816949394731,1.08110006190011e-18,5.29143160303515e-09,1.02196022323267e-05,9.1825663009337e-10,7.26059014037071e-06,9.47771900347784e-14,8.59411794296989e-05,0.0073961769669452,8.65490999314219e-21,2.53921031673772e-16,0.000805854577192665,0.000419239204833596,3.40036458289873e-13,0.00239245051083687,2.38886864293343e-14,0.0150944179987559,3.53150226871177e-15,0.00549435136011178,3.01792984740826e-11,0.389870146622351,0.00382864691049698,7.45314728036676e-05,0.150734871533802,6.9060732059441e-07,0.00157699727968451,1.38586683904978e-17,1.75026527189634e-05,0.0354045896231958,0.00744227459259891,3.48885664130689e-14,0.0014089657259052,3.50729714342547e-11,1.11878391404624e-13,1.68927694573909e-16,3.6321776246156e-12,2.03237505449144e-11,0.00430572003525246,0.151670181536002,4.65447235527793e-17,6.46700799150859e-07,8.09289396968794e-10,4.58993559265674e-09,2.99315535253143e-25,5.04064731267877e-17,1.50779795359606e-06,8.6074584184099e-12,1.36762097235771e-08,0.0524240459830255,4.54476781223291e-11,8.08341853696664e-07,5.68238726498663e-16
"X73",0.0123077315451166,0.0130491037077218,3.3519680245203e-16,1.47655319270189e-14,3.35023833318189e-07,0.0147568008249602,1.87010065664758e-08,3.19636718321664e-15,0.0122037030185305,7.91470825405017e-27,0.00106721505998743,0.00799722329812211,6.90339840829048e-06,0.0100784576397989,0.0115042328930267,1.32106097052125e-08,1.0391082341674e-05,0.0108180955797645,1.89723275028995e-05,4.44543646511257e-10,0.377003535330272,1.47848308932095e-10,1.31612354218449e-20,0.0305855754962781,8.69736372410486e-07,0.0552532269281683,0.000270352863596245,5.50327262226066e-05,0.159737788071782,3.26195837731835e-12,4.09960916177368e-16,2.1956804723332e-11,2.13055806868604e-09,4.09332071381238e-28,0.0252354256714736,5.58744433119979e-10,8.02982505682799e-10,6.23299919993404e-15,2.20019474533992e-20,6.02696142886729e-14,6.13879460406555e-09,0.00481618894075438,0.004359034502879,2.81516433595992e-08,4.17328869847169e-08,0.00273700538162847,1.37255916629559e-12,0.00180320663373224,0.0631677400862218,8.88851547591479e-14,6.12148329995007e-07,2.38319155908033e-10
"X72.2",1.25962025843489e-13,0.00509867423440755,1.68054378286608e-13,1.56633907864669e-28,4.1334357716615e-10,5.42738659337152e-24,1.94224212181636e-30,3.04433729449456e-14,5.96486411068819e-20,3.23830188208852e-46,2.09467372861773e-25,2.8480746274766e-13,7.63916087767169e-14,2.87055334945348e-12,0.112561878144639,1.02985936413905e-29,1.78923014553102e-41,0.0434517610018002,5.63005366964704e-16,2.07464073863486e-05,0.144741780514187,3.68943187021887e-13,6.0704581789145e-15,2.55075135853669e-74,6.30947138191961e-08,0.232238834601459,9.76572203341595e-13,7.72439390695563e-20,0.237961898367358,7.44339933752398e-32,1.71291266615516e-26,2.1917199993019e-22,5.94346289446487e-14,6.25709013460014e-40,0.0565799514296871,1.19539185193933e-09,7.25959773625127e-19,3.97307769509278e-15,1.17307231420602e-24,2.40593083777801e-10,5.86004345389915e-37,1.47496202961323e-07,9.38737872620769e-20,9.35347771769751e-11,1.84933954457259e-07,5.71945775004036e-09,1.86831392875207e-25,7.35462061912889e-35,0.0366332011506702,6.20744032439454e-08,2.34639532100194e-20,1.75555601679583e-07
"X114.1",5.30423355140913e-16,0.000839013065551524,1.07607261311198e-08,5.1767019262199e-23,1.24990776132896e-05,9.01586531888727e-18,1.50837002690462e-15,7.4618514413017e-08,3.43558333115194e-19,5.64233501652608e-25,6.07629427716503e-19,3.44998445867338e-18,4.70385640134767e-23,5.84116602980962e-09,0.127173569319375,3.2468199111807e-39,1.00644226245843e-26,0.0321683096819426,4.63941427718836e-09,0.00507254121758086,0.0137929769514795,2.3556241699549e-09,2.13184963681745e-07,2.8056717613974e-15,0.0596135781788628,0.390775439304908,9.68090335033151e-13,4.65092412975329e-27,0.118961857629345,3.85766883911162e-25,1.39042129696156e-17,1.15363830264802e-15,7.44358356154124e-06,0.0562582569452624,0.0323932173115642,0.00097608760135867,2.41039554485827e-09,2.58490418544382e-09,0.0127516070235402,6.42240826736402e-18,1.96367929662685e-28,4.44283879949857e-06,1.71695090395833e-20,7.28104131323007e-05,5.12171386784846e-12,4.42466020360046e-18,2.6365829432114e-18,2.18270803387988e-34,0.0422321619107477,1.77977495114433e-06,4.27044308878802e-16,2.37422320248888e-10
"X125",1.36952308446112e-07,3.57816807294368e-07,1.70500094393987e-06,1.03078976047393e-10,4.64324231765006e-10,0.00503990316248297,0.00255468313180788,3.69901556716142e-16,7.98083448659263e-10,2.7394226839734e-05,0.000821171834058811,9.45924819313744e-13,2.27428314970653e-16,3.10750130122843e-12,0.017964578252831,0.000123035938103542,0.0222031658603396,1.21785392128319e-07,0.00047022835857885,0.00342036294191103,1.40143604312691e-18,4.21522253823084e-15,5.60774381172851e-15,0.00150633477685844,0.196782496278093,0.342691992225117,2.29786152729324e-06,1.72536566790833e-07,1.83023140004353e-11,3.95464648951987e-14,2.73266983602881e-12,1.00133257134209e-06,1.90653445160267e-10,0.073949205461389,1.52525391276208e-17,0.0073179843211352,2.95649103910107e-05,2.13628020419633e-16,2.78966928507515e-18,0.110180733040638,1.39357875432285e-19,1.16307435375294e-14,5.03091880114285e-07,1.18725846245588e-15,5.8858167784597e-15,5.10250325752973e-07,4.74209133976125e-06,0.014546199932922,0.13464859329283,7.56158007276953e-13,0.000303298669201925,1.98942900408656e-11
"X89.1",5.5814949022287e-20,9.10760297736165e-20,8.53864582661113e-11,0.0118770791066412,1.3271248475447e-28,3.77320390941846e-09,3.5851516737837e-22,1.65436381984639e-28,1.01825529024987e-06,0.056051876226989,0.000640579731025618,3.79043448192311e-10,3.16309523629986e-33,7.94563921567013e-22,2.11464889921451e-07,1.03494658475822e-26,0.00811750292315539,4.12104267791009e-22,7.03409477652094e-22,6.57162554561802e-14,1.30328481768838e-27,2.72913208473685e-14,6.06823285968784e-32,1.38687469461305e-06,0.299121059570593,0.156828311705967,5.07029370889171e-39,1.80619263091947e-07,5.54178389035698e-48,4.85245709304419e-18,9.60686106871194e-36,1.45293483462037e-14,2.38081717122643e-11,0.00205203195965497,3.789579144408e-53,1.56585664331823e-21,6.9073275012397e-14,2.39105147606306e-17,1.09261624261494e-19,0.297212885841368,4.12882829128151e-26,1.97071463267087e-27,0.00045268866933703,3.24228725574384e-48,1.21515760276126e-18,0.00038621816770348,4.7292572216328e-15,0.000691576974595463,0.195958881300099,1.65872381346743e-48,0.0102228660073112,3.29630615021003e-21
"X137.3",4.97663817426019e-23,2.89810607630434e-17,9.42371435984669e-24,6.71182946640854e-42,1.4071752421105e-44,1.51364871014918e-23,2.18628271113797e-38,7.60206516898563e-35,1.16445302481313e-25,0.132585700860266,1.94351110576521e-23,2.4292786393859e-14,1.4845039739665e-42,2.31801666285272e-28,0.0929697764072396,5.48722106293961e-54,5.25692779260641e-51,9.10128595857514e-07,2.65863030204527e-38,2.42631150470738e-38,4.31334901351764e-30,0.120652257651481,2.28628586271249e-09,7.39367975712722e-40,0.279139359174547,1.09290070700029e-11,1.17379970479677e-58,5.53250210393301e-35,4.30630829857758e-21,4.31955991849543e-46,4.55999403752577e-32,3.96093448380268e-29,3.39178884162024e-25,4.72746319626364e-46,6.53537333553463e-22,1.58847715464566e-32,2.41295854418829e-19,1.1868838227092e-25,4.06480154326298e-19,0.268907060810783,1.72334422381973e-73,5.30779241809373e-32,4.35412254942708e-20,1.88244705870588e-19,3.24630432321876e-35,1.49484335681698e-39,9.56131124916717e-32,6.96345100057463e-57,0.195040727178718,1.21449309617099e-47,1.26783169781832e-43,2.66202918814851e-36
"X167",1.65483148092216e-13,5.1452938574152e-31,4.99945041734578e-43,3.46788170390619e-62,1.18022107302863e-17,0.0100887656200721,7.16230198803527e-21,2.58552192746134e-19,1.26895833995244e-22,0.131222310715224,7.06347955202163e-35,1.70750497968402e-16,3.28130689589607e-14,2.35598154336616e-20,0.0958229119202681,9.37154427547158e-33,2.57397638388711e-30,1.72173641728956e-25,1.83515992915389e-38,1.27085245948744e-17,6.23199740259296e-24,0.345908018936581,0.000632295235291911,9.18676587153292e-19,0.135688376309073,3.16741204359427e-27,1.1366618429245e-19,5.54659167273835e-32,2.97531672782227e-08,3.9170587870787e-43,0.0135640712521142,5.31470297640135e-20,9.42953722441627e-27,5.24377757888679e-13,8.44731665767584e-12,1.79462251131701e-27,0.0119549043319568,4.83212208278327e-37,8.12951085564478e-08,0.0623717790850755,4.06056860354429e-67,4.90833397173891e-35,4.49535160853413e-21,5.99023058571119e-07,1.06839613554926e-31,1.25417243701489e-43,4.6457720787821e-30,2.74352009251569e-46,0.226284291847004,4.72963378512735e-22,2.76282514367819e-41,2.30425274261645e-26
"X130",3.5578624839764e-23,2.41056809644955e-05,0.0450077315999368,0.0550779018072112,0.00646727054074776,8.2490722402344e-07,0.0127889456426776,0.000570548094600057,0.0014354220421456,0.0424635044271951,8.175653778267e-08,7.13965906313843e-28,0.000372513348410401,1.00250399148565e-05,1.72652134630938e-06,0.012940188410105,0.00531193045965099,1.38383577139165e-32,4.0507039318307e-27,9.55093529715511e-05,1.57443359767977e-15,0.423984668217339,0.000255642698745641,0.00142537465914148,0.0249241403298337,9.1085182439961e-17,0.0101246615696897,1.28597336251577e-08,4.95653912479916e-09,5.24319653950294e-17,0.00227543880236513,1.90834545864573e-06,2.16921719932498e-17,0.0104969899843956,1.95207100680233e-19,9.68510709745625e-09,3.73832543068265e-15,1.18767540737968e-08,0.00645937558531793,2.47351860822205e-08,2.38627632133756e-13,0.000141804800947733,1.1099387662178e-08,2.36878232828957e-07,6.04130189750311e-16,0.0023886091175841,7.62101927387979e-11,1.25206710442701e-11,0.251107765750248,3.60525617788807e-06,0.0766743774887996,1.39880081789656e-08
"X112.1",2.27497472527845e-16,1.89923991168945e-07,0.270724204528507,0.0499887474276154,2.41049676643772e-35,1.15055617283638e-41,6.39708994777455e-13,1.21466328724858e-16,1.35837089835793e-31,1.4077463284608e-24,2.37051815510274e-25,3.92176638261548e-16,2.4455806635451e-25,1.53094554336656e-19,2.8880599136085e-38,0.00429472216704413,5.29044097115484e-11,1.78037948545694e-38,1.84950354919796e-13,2.52998720592318e-28,9.49785366768104e-16,0.234491224165133,4.53379870716214e-15,2.33635317403488e-24,1.20985096555162e-28,1.0699869455935e-06,1.21607255079023e-13,9.62721742301144e-16,6.56896717918555e-21,1.72876420837219e-26,1.83842757353955e-30,2.62944931209459e-22,9.48047613858321e-07,4.29287733839672e-25,2.49974710114052e-23,0.0246017293849521,9.58088026647055e-38,0.00981415033922776,1.19976910753391e-10,0.029794812466756,5.05765295687565e-17,7.41657389269072e-07,5.2748349652935e-36,9.57110722347995e-24,5.09909483472311e-19,0.000238109739937698,8.93234182125622e-06,2.68258175943069e-11,0.199525853910533,1.69603453638607e-42,0.202219207080017,2.78994297002167e-24
