"","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15","r16","r17","r18","r19","r20","r21","r22","r23","r24","r25","r26","r27","r28","r29","r30","r31","r32","r33","r34","r35","r36","r37","r38","r39","r40","r41","r42","r43","r44","r45","r46","r47","r48","r49","r50","r51"
"X91.1",1.70065393987109e-24,0.0216755134694984,0.0353640311724365,0.000209190812529775,7.30966103547623e-05,0.340311909244339,3.81760349308823e-30,1.1991784532931e-24,0.0121534977336356,1.98560237867748e-07,9.12830058672763e-13,2.50727784954752e-12,0.0197395353799593,2.23913413750241e-19,0.186243102033176,0.0145431007824435,1.68314586216375e-13,1.66773759020313e-23,2.62186106378321e-23,0.00560039951296397,2.65419082725101e-39,1.53929378487667e-14,2.58942411821647e-11,1.21253904740772e-20,1.03228222577657e-17,3.93703561675669e-19,1.54588445535311e-11,0.000882053642582754,7.65971023533156e-10,4.60675021448652e-26,4.42846966927435e-17,1.1297472039257e-24,6.26792258004826e-25,4.79703385249e-07,5.33657076969068e-12,2.44306786919457e-06,2.00381461127092e-15,0.0228064445035186,1.32385997635855e-46,1.34395360047683e-12,2.03592774785997e-23,7.89395898853312e-10,7.52965048891965e-08,3.02731627175479e-10,0.00624372606756556,5.40069926086559e-14,0.288806229543965,2.04190332106671e-24,1.62899099324078e-09,1.71610595427842e-13,4.39857909694434e-21
"X161.1",1.05318851208467e-27,3.04013992434315e-27,4.32127460146461e-06,1.11799639182523e-24,5.95151045707348e-10,0.0876834790293421,7.75220617744034e-34,3.6534958215686e-17,0.0469964514907784,7.91860420775576e-26,1.92400812930098e-38,6.63772142090377e-21,9.27013256934931e-18,3.16433523867257e-22,0.234022251788813,0.105890894991286,3.16879550880389e-31,3.3543663062306e-39,5.44688667683316e-24,5.93484019014207e-11,2.13901283536789e-36,1.54112945655195e-28,2.99917508816681e-39,2.61180698084556e-07,5.01534003576581e-28,4.20393276292622e-13,0.00161921494977847,3.20930721027378e-23,9.83967969415013e-27,1.71053640976259e-40,6.02041475186536e-18,0.0714013750353797,1.98242101861694e-23,7.23933739513605e-24,1.57251667531172e-26,1.25637781102603e-07,2.35031848009944e-22,0.0153989252906258,1.0396660802193e-89,1.22640272808956e-21,5.97468012680189e-29,5.73916819933189e-29,1.686532695936e-20,1.00649557512203e-14,0.00713362123265653,1.83407070141623e-16,0.381447066893075,9.95894486174343e-24,4.6748791749478e-21,6.18378413206776e-20,2.19415924532843e-28
"X183",1.9370227979614e-09,1.03779572495002e-43,2.24598434834806e-18,7.0193174843194e-08,8.10849239386725e-21,9.54189421801737e-12,2.8551890523972e-14,5.59548479567127e-12,0.0723983457564672,2.66750311494463e-15,2.47853825559348e-21,2.57767679697728e-29,1.05848064084491e-19,3.64957426676416e-17,0.163171097090524,0.255455531135607,3.49037845169062e-08,2.47680291158704e-21,3.94131137170741e-32,1.16974397644182e-10,1.60379424614448e-23,0.00626326007553432,1.07295099451112e-27,0.000331038396460162,0.0036530947318759,4.6590250382409e-15,3.99808869498771e-06,1.76020780217509e-13,2.4935088688093e-17,0.000124856942365397,4.81717013785866e-19,0.179566162590542,0.00711704903914403,3.25236978959109e-19,1.85127597247884e-16,0.000677254712694798,1.74371607048667e-07,1.77633344273628e-08,1.68095090845623e-27,1.37314553370012e-19,9.92319858307034e-05,3.75786614196992e-13,6.72424174517926e-19,1.05732684620249e-18,1.6594738979228e-14,1.03041472150855e-24,0.25571858743449,8.20842041548098e-06,5.47582877725848e-13,7.60056401731203e-16,4.2751149373497e-10
"X179",0.00118621447567809,0.093898867597723,8.87487007829782e-25,3.54095565634054e-13,2.69756383746576e-20,7.18395417026456e-07,5.73342484766358e-10,1.46419797438258e-09,0.0524043963054871,0.000646302122600619,0.00361605633230565,7.58607505255211e-28,0.00013846394527703,4.66991799445188e-18,0.0603475816309032,0.374107207701429,9.24100690018447e-10,1.53594516390393e-05,3.49544592108582e-05,1.69936592928919e-08,5.37196294896767e-24,0.00966254832231989,0.00247240847661513,0.000236338214129317,2.93112658190314e-06,0.000240269364888172,1.49742361061836e-10,1.45529320045802e-09,2.45843234260587e-09,0.0746270743935887,1.25941601815823e-08,0.158222538525221,9.78587071222487e-07,1.52900421764400e-11,6.36048366877385e-08,3.82299341616834e-17,2.51633118114764e-09,1.62325362328575e-31,0.00436664016946857,1.3960262426321e-16,2.36105596308923e-13,1.91333993660132e-05,0.000462472861728384,4.03007355301748e-18,2.89845270759608e-21,1.50180955235315e-11,0.0969665361512832,6.96152521805194e-09,1.82273420960183e-12,3.40028312800654e-12,3.80014269300717e-09
"X116",2.01981236842443e-26,0.186783501977956,0.0118173593839913,4.1789234189028e-17,0.00463357998030008,1.80735910719962e-06,6.09103140613466e-22,1.678318620893e-10,0.00196816244486161,1.12428314766878e-11,1.41487490453791e-19,1.47498146146089e-13,1.59746040747341e-05,4.18256773101192e-07,6.67480055534217e-29,0.353968476324161,4.00078064652421e-11,0.00155694102729158,0.0144609094480008,7.75275447002993e-09,0.0145471537357743,0.0115484202156504,4.30078988380888e-12,1.45624384024154e-17,9.36889602635453e-24,1.54347041108061e-11,5.66912069715876e-17,8.10673633457721e-16,0.00032796069075943,0.2021042937919,1.82364694730798e-15,0.0228715062065179,4.62470551151915e-39,0.000323485259858161,3.41262708298842e-10,7.0946960734268e-29,4.494515654457e-17,3.46502771830665e-38,0.0100413026843138,1.34810899564635e-14,1.48149193108324e-23,2.52713670574999e-28,3.98134750783965e-14,3.14994192964076e-05,0.001082907683751,0.038543559949163,0.0470248940261501,8.7101471805282e-22,5.63105726735464e-17,0.0134798501501513,1.86062425765648e-27
"X125.1",8.48586050330344e-10,0.0132848281651266,0.028570961022613,3.3744744050187e-18,0.0197765808325114,1.97960191009101e-12,1.47671444276261e-46,5.58843220963485e-24,1.61635502674993e-36,5.31428950849335e-38,8.00145717979514e-37,1.24533979290027e-22,0.00440363946508712,1.66749195385057e-36,1.43692693608103e-37,0.251497382315824,1.88759517023777e-14,2.63046469588533e-22,0.0214309327776913,2.23548139829122e-25,0.043734481450511,8.87856900269628e-08,4.37767674480304e-40,1.46991233877355e-19,3.63908284615276e-39,8.68862155491748e-36,3.266050609318e-09,3.02009024679026e-24,5.78812892003218e-14,0.224207440928547,4.75023843489786e-33,2.03240192360226e-38,1.30600027944175e-37,1.30946377509363e-20,1.95612883849295e-19,2.9856233839547e-25,2.74678890585668e-38,2.63979421335932e-26,5.79856955708568e-05,1.00199293427054e-32,6.16181382315071e-27,7.04043854417378e-21,2.12245668944366e-19,0.000652425014366625,5.80700312335497e-18,0.21030698226989,0.0404277143232084,2.68854118682381e-25,1.93854485622138e-23,0.03242112444793,1.60307147372335e-40
"X136.2",0.155264833707655,1.75292332896161e-48,1.18331254358481e-10,4.37758449941843e-10,0.0771191005338725,2.31806540760484e-12,1.06283351741185e-20,2.00010720532301e-10,0.0795677678349033,6.65919257767854e-48,1.97300062334036e-20,2.64798567864645e-18,0.028295749665466,4.05992174323343e-28,0.00298996762971548,0.00334397083396604,9.06693072251833e-14,0.0656956205057713,0.0327009054638691,1.75066863967138e-32,1.27784999637601e-07,0.00589115202887298,5.24870348142814e-10,2.93760278482999e-20,2.50789052832053e-18,8.77875432417772e-28,4.60406174903675e-49,1.18616865942226e-13,0.000464618348549747,9.07786670823433e-24,3.63614814458814e-10,3.53234712424441e-06,4.45730938972531e-23,1.35789808845306e-12,2.57267370427267e-05,1.68764133050923e-21,2.42905025831157e-31,1.06083388794673e-17,7.07840068923324e-19,1.91863312784345e-26,3.43537518858276e-18,2.51907852337787e-40,1.27022734625498e-14,1.14800252592659e-11,4.13060431763493e-22,0.121397301117134,8.46989437025953e-05,8.15068338314816e-22,1.43382887017107e-24,0.339404210956538,1.82672481003545e-23
"X184",0.0767720574718364,0.0746180801894946,2.06988801024296e-19,1.0366201957038e-05,0.0484870156676075,0.00137178684162361,6.65224837944661e-17,5.89980396916328e-19,0.191893968272687,3.46670302307925e-34,1.08724853276044e-26,4.62240030884631e-07,0.0437991669087439,1.90575094630138e-24,0.00101683006438704,0.00482541419330644,1.99111876109697e-18,0.128877898687224,2.63159097290841e-10,2.4286269338776e-10,8.20127998579171e-14,9.20624198241975e-10,1.7839281308562e-19,2.77395285675509e-26,2.85908793008994e-22,3.53312556176308e-16,5.88357399314697e-29,1.75412834743609e-08,2.0033573988952e-07,1.50410282330879e-10,4.37088907374675e-05,3.78353393239343e-19,3.8739992055167e-14,0.00456331504819999,0.00173515329184472,2.96930971255645e-29,2.14981268993404e-17,3.62725415657244e-12,0.000145102102678657,5.4708755719047e-28,1.37366320459093e-42,1.08603035855589e-08,2.54009710834794e-26,3.85403091408921e-13,0.0055511866625837,3.26823487763515e-06,1.48462655638612e-17,1.98123853825227e-14,1.7849455245165e-26,0.355125239591558,4.65463762596083e-12
"X98.2",3.66736318781928e-14,5.22779577969125e-13,2.02236258190735e-11,0.00112362446681121,0.0015914332846394,0.00122024256978655,1.70729516699541e-13,2.13324548589515e-30,0.244537398570144,2.04889431881506e-10,6.01613758435816e-21,1.55631905946656e-09,0.120264112606954,6.96554685814293e-21,1.50556234066883e-24,3.43669929540226e-12,0.00130181031419268,0.225540682387656,1.26758690276066e-21,0.0020441060306057,2.86047571998757e-19,1.09608132285589e-31,3.16873081626968e-20,8.37008019145331e-35,0.0029551518368295,0.0113546124681668,0.0173372890045615,0.00143345045475778,1.76110211488198e-05,0.00377317495014886,0.000217979543364996,2.03944232843238e-09,8.30902719449964e-11,3.79335016321389e-06,0.0062814557048823,7.63113228661008e-18,5.53618722533062e-07,8.7409440316631e-12,0.00305375579467525,0.00131606246577959,1.16814093886302e-21,0.0328728306034698,1.25120276190716e-14,1.5923131745437e-17,2.62149608066945e-14,1.56305368746552e-15,4.05529045533936e-46,0.00426970669951959,2.32224058385091e-16,0.213374745145643,1.48310366438254e-07
"X103.2",8.19277450359249e-27,5.25343848434003e-12,2.08865296788735e-05,9.67904504519885e-06,4.46979881812679e-23,1.31035199260771e-07,9.99506108645891e-09,8.78730963862582e-25,0.151505532206688,9.29822257479159e-06,3.29858820420657e-13,3.84643871116826e-08,0.248891378421396,5.90501551393598e-15,0.000492224531400076,5.78862834558555e-05,0.000123720595880962,0.260580258493785,0.00799528871038112,0.00374625373668712,4.60280880734356e-14,1.05879673674027e-43,4.48566202589343e-08,1.93452127613222e-41,0.000132115756619972,0.0109640289833407,0.0138206018969813,3.36705291822051e-28,1.26890521483042e-09,6.69036452292872e-16,2.53766263028314e-19,0.0020295511260908,0.00806276771308025,6.37541212430799e-20,0.0472587962477363,2.25665646897885e-15,2.46429911763089e-09,0.00233630599597842,1.28483895691706e-05,9.55158292767698e-07,5.35357546409673e-05,0.0135593967710024,9.31050420339715e-08,0.00895602940173638,2.68147376032829e-07,1.10300717476039e-10,6.28746383514078e-07,1.15131780863325e-07,2.05991595582562e-22,0.0604124263651806,4.00167632515075e-07
"X126.2",8.33677801761227e-11,0.00510487352468319,0.000117351623888497,1.96772168764407e-14,2.11426699709831e-21,0.00121748536089921,0.00609863217923971,3.16652659867822e-07,0.0316278061810618,0.00662134259845259,8.57499370162098e-09,1.50575702849394e-16,0.326117588805997,1.75184113551353e-16,0.00891426725111559,2.62334553242231e-13,3.68706293782639e-11,0.172204230563483,0.0119022488377915,4.54105864376234e-10,3.31453481553524e-18,2.406085804849e-34,4.71619051444198e-05,3.08251594818623e-25,1.59412781047109e-16,0.00145614343410402,0.0147464055689125,0.00109351635482939,7.15440325752695e-06,8.38930126744669e-18,0.00510083855187193,0.00965212973434144,0.0203834621841717,0.00480983393533479,0.168165329475316,3.75258606808024e-10,1.42133327717608e-16,0.00079069014023524,1.26193584327892e-39,1.67768106632613e-15,3.11649295869326e-08,2.76650116390139e-26,1.43380332783898e-11,0.00263150909807776,2.64795192637327e-13,0.00047060224994818,0.000119696226761413,1.00163265189231e-07,1.82898783256483e-12,0.000262535500644178,1.56437538018393e-12
"X101",3.69117800780486e-12,4.77295417418077e-21,8.99714334329375e-21,0.0111574714670198,0.00172260766113785,0.0120464826358539,0.00962810950123529,3.90575921550841e-11,1.65700265623345e-29,0.000946299979345094,1.85455954419314e-16,2.34619877162665e-07,0.266594961473687,9.49569883444714e-09,2.25365247360636e-12,8.27551322798499e-11,2.24355122599179e-27,0.0363718057308581,3.81586666409243e-16,4.36275656047024e-13,9.55275246898964e-14,1.78225957874096e-28,0.00283466052922155,1.42933134221946e-32,2.02621607249673e-17,0.00253038854257849,0.0145090984523792,0.105257539363924,1.17762380210643e-05,7.21884456526951e-09,6.34339924794899e-15,0.000790863549138864,5.08249014442083e-19,0.00760594485571018,0.315068072774009,4.33221482759336e-14,2.38371228632124e-14,1.04485321567115e-23,5.27897842511388e-42,1.50678943819032e-14,6.06811188912511e-42,0.00317745962915324,2.67123406695822e-18,9.4152780764243e-30,6.873201920058e-18,6.91068616728705e-11,8.18208311829507e-07,0.00249841537888752,1.22610723352102e-18,0.00185757517648905,7.73795628169625e-20
"X94.2",1.98065916276012e-08,5.33981033704479e-11,2.94581099446739e-41,0.168056825104306,0.00852321910177084,3.14822509834102e-10,3.19328636400329e-29,2.49878006145331e-20,5.728262892364e-09,1.67328352065122e-07,7.22383690718106e-11,1.01902128803567e-08,0.115652006535178,4.0226446962324e-15,0.0207350879080374,2.22410808401093e-16,7.9216252498752e-27,8.6712562908129e-13,1.92653228766368e-33,0.015110543005785,4.87721690744857e-09,1.74261042786307e-37,0.000281815143258921,2.95263178025851e-25,1.08373113563096e-12,0.00156709552467669,0.000941299513117117,0.14758484990262,0.00532108264398311,2.01066569353825e-13,6.773104544193e-25,4.81564895030169e-15,5.04516164722699e-35,1.45008081492348e-08,0.327221023333762,1.08646568767204e-22,3.08692094674425e-12,2.63380601118139e-16,1.00067994460466e-24,0.000431324462080666,1.73149075285304e-20,0.00730866904556896,3.93518843591891e-20,1.83332465410194e-18,1.51652034678062e-12,1.01765884918516e-08,0.0003848614183393,1.79843629103966e-05,3.27602199235149e-13,0.0018284146023898,3.7147135698634e-07
"X140.3",8.26771913815584e-10,0.0217977156130834,2.18587037045018e-07,0.411941163706223,0.00594516303731452,4.80597672642222e-07,1.48055832709856e-09,4.44492933800338e-15,0.000920805596530307,6.95157632321017e-13,2.1526947932662e-13,1.46685483215683e-11,0.0157688114164561,7.75235005760595e-15,0.0143947422844079,1.53378183134375e-06,8.29350809289873e-07,5.67380294246019e-17,0.0041926560868483,0.0136596382389988,0.0137568038278818,1.81334260763051e-29,0.000400079286664988,0.0164823675361455,9.87079739210276e-08,1.08026633286697e-07,0.000241611022489186,0.0497736876431787,0.00852621648815331,0.000856698936380292,1.01993942461594e-11,0.00197369617272935,7.99986334827032e-08,2.14648175925418e-13,0.229457075127545,7.76356631553781e-18,1.18678306966764e-11,0.0148470852237393,0.0165005293002506,9.3246892799698e-05,3.31486279457121e-05,7.37074477911814e-15,1.09061267592929e-08,1.01339459267274e-05,1.6711333753831e-11,1.1536605246913e-10,0.013501266277966,0.00263575515380874,9.09880897853871e-09,0.00458688752276711,3.80460549352443e-06
"X82.1",3.20195730501102e-23,0.00441542939422842,0.0298675319270563,0.407614219459892,0.00092124819220275,0.137205188818832,0.000975287275505887,4.00776676976224e-13,2.29057305524244e-12,2.22252847934573e-19,1.4569981558073e-15,9.84090737561095e-14,8.10463104221734e-20,2.33169226446142e-18,0.0654566783727029,1.43338243236976e-17,0.00255501530513437,6.94416311261946e-08,0.0117302954862223,4.19799937402399e-29,1.3535432973566e-27,1.71640143098897e-19,2.50565298160159e-14,0.0265373133062253,2.37604889885982e-08,0.000166947919703511,0.00446747163156461,2.24243333511746e-53,3.16567179813152e-12,1.00070427233081e-13,3.51866762953666e-08,0.007924593734874,0.00417831811619533,4.52644814878246e-10,0.10918383887638,7.37981105655327e-09,3.51872398484933e-20,4.96481826256746e-17,0.0733995426808107,1.90030914772478e-07,9.37565862016235e-14,1.97109489818648e-23,0.000971142612941594,4.86814786069635e-12,3.50968560705743e-18,5.69885192633588e-08,1.42138980753152e-43,4.94578715811668e-05,5.8257621623935e-07,2.86305034153653e-06,2.42854850700875e-06
"X41.1",3.12698093989221e-26,0.0200728535205739,0.0297995483962627,0.17192141729475,0.00928464962406467,0.33090166446474,7.95484985095918e-08,3.26758985849075e-19,4.76028352653219e-36,2.15451672254839e-09,4.83666535818879e-13,1.46294989453598e-17,4.35676229331932e-09,3.33710972291097e-14,0.192515320998228,2.0588077307763e-18,4.05572150257584e-08,6.84875360232334e-07,1.37125700544156e-24,6.97301638197036e-06,1.20376777472407e-32,1.26968875128543e-24,5.2740818790342e-23,4.91030474365944e-18,8.25732776719262e-08,8.89063731782995e-06,6.81556205816329e-09,4.85951720385601e-24,3.22540964437239e-17,1.80056461225441e-16,2.17884349904782e-22,0.00920839864565437,2.09271107984272e-30,1.89158054551005e-06,0.0531089785443058,1.22956822021078e-19,2.29176838251546e-07,4.19111686977499e-39,0.0740063921250489,8.22258463185167e-14,5.71006246513565e-40,5.0065211632086e-05,0.000692532109166217,4.16281372074746e-09,1.70001926894538e-17,2.60851993123584e-23,2.94928913154076e-38,1.01870052780952e-16,7.88419426694523e-06,2.51598851325864e-19,1.96697165889388e-12
"X83.2",1.75406195283483e-28,0.0321027376530331,0.0268880567596441,0.00973949416164306,0.0136234759372158,0.289763822848149,3.00775077896985e-09,4.15118575411034e-31,0.00113823816164109,5.99485003429939e-13,1.46328534420263e-13,9.93171328555828e-12,0.000879557155960841,2.45060591543466e-19,0.353518433537795,0.0254482576969841,7.3278307186603e-05,3.84527576683937e-06,1.90059251601964e-29,0.00650490364864607,4.0784754082276e-10,5.44391551642976e-25,4.83147759470304e-18,4.78577256366426e-21,2.21880778501598e-12,1.32986697722949e-09,1.42863745699446e-13,0.000249168584311628,3.03230776240665e-10,4.10447096859492e-09,1.23260327592388e-24,9.73778436802553e-22,1.94356286971444e-38,9.36948492502246e-16,0.0294540797851283,1.55499952415068e-18,5.84003808949285e-08,2.93372096276519e-16,0.0336445655649195,5.11900342184675e-18,2.34132916569374e-31,0.00340264479346736,1.13064494706737e-05,8.4979718841723e-14,1.03423514188133e-10,6.69828158521838e-20,0.0504705770903257,2.70652584184334e-16,6.88572052031001e-12,1.09428732555947e-16,3.77526840238201e-18
"X177",4.72018427181011e-15,9.93535037126537e-18,0.010892127562205,0.000288003594424448,0.00292583195875325,0.078182572101901,0.0101318506509693,9.65349971380693e-12,0.0512151017222231,3.26600245995807e-06,4.12500887985839e-07,6.00098700710491e-06,9.79892400914546e-06,4.36809835673874e-09,0.405896187654572,0.125848089379231,3.6762963769186e-07,0.00141107545774522,3.18480519468307e-12,0.00236934060583608,0.0274548716806961,3.94621871600685e-34,1.72221371089089e-05,3.0268092508221e-10,2.86268519975223e-11,0.000254766145210103,0.00404505328957017,0.00130655689832756,2.80299672616669e-18,1.08997649827545e-26,0.000234357682399993,7.27087683664434e-24,2.0509080800474e-09,3.81313791135935e-11,1.00408223312117e-05,0.00272074087584127,2.51654829834782e-16,0.0100091437699365,5.70688112115448e-25,4.03627996383926e-05,2.82274755232005e-06,1.54886001865369e-21,4.92668625719772e-11,9.37229753855144e-11,2.1823008366118e-10,1.85133820556429e-11,0.124217240256198,1.28010124529965e-09,4.4663924857468e-07,3.83414308521794e-10,2.87911954697894e-11
"X207.1",0.00243791211888304,1.73265602276736e-12,6.42985468284373e-13,2.2196794319853e-06,6.59704511363641e-32,8.5523621803452e-23,0.00824342560175587,3.2010355566748e-16,0.0725462359773976,1.70387315501353e-07,6.09631226357276e-17,7.8982263205518e-07,8.85986972273597e-21,6.46883905853678e-14,0.30483017431717,0.273584454017633,1.11244551101072e-10,0.010429722301974,7.07593518086298e-13,4.0395376150734e-23,0.0463084361379059,5.39170146729607e-23,1.42102913031723e-09,4.30226619005251e-24,0.00384939329763777,0.000525511511448449,0.00098054306039862,0.0023270049808035,1.17970477953561e-08,2.11846020310451e-29,0.000362176929937569,0.0394847700831689,0.0241431840866008,2.36201785461574e-12,5.76377778718441e-21,0.00557838657111685,1.05421942439787e-22,8.80544323340778e-17,1.31608128258769e-15,1.91188675343877e-05,0.00995261406336784,6.2559108730055e-11,2.07592367685518e-13,0.000243907202374135,7.30946255427571e-11,1.39402642630123e-28,0.0429114398855523,9.22275568173173e-11,2.68469150996236e-08,4.58758621481016e-10,8.48560867435936e-05
"X148",2.48047172470323e-06,0.105257555315844,1.2189251405526e-07,0.000380733747650241,0.00107607171907671,3.50833959108692e-12,0.00374427933335958,2.4196154393683e-09,0.0269264020222454,8.26497011364413e-05,0.00613036272580035,1.62578740553703e-08,5.69936154501086e-05,1.62084509609159e-08,0.135613120791423,0.374760068622448,3.11982680867511e-10,0.0366319338729009,3.47132211300823e-05,1.04891780113749e-23,0.0921762887229626,8.39184193171414e-27,0.00294674547844997,2.63529964338727e-20,7.13103366814585e-05,0.00414592913129492,4.60687259464167e-05,0.00614480941302094,8.67275272129737e-07,1.00602542682554e-14,0.00197645206775771,0.044134110759882,1.5331316484908e-06,6.58015490241938e-11,1.81432206078776e-20,6.89579546269137e-05,2.89773703889875e-08,1.60035447961954e-12,1.52359224802394e-10,0.00147612936591168,0.000174143210432649,0.0116186298636127,0.000153954054974573,3.49390369739648e-13,5.96420110424455e-13,2.59739255643454e-18,3.22484973211628e-50,7.15345484525272e-07,3.15180398476819e-07,1.54427479593163e-08,0.00803258520064569
"X118.4",1.15791651504797e-15,0.209776693311107,0.0250290496360833,0.00134548891932055,0.0106687486430424,0.0124554261588047,1.82492958159634e-14,9.50789613980615e-18,2.11030403719309e-19,1.72534305240591e-11,2.38512187897312e-12,0.00734728652141485,0.000165089201053734,0.0033347729956594,0.00332797058826742,0.347211664018515,3.41057858179556e-18,0.0234596373283089,0.00198168854041168,0.000201154853221219,0.151621494550703,4.79881315359599e-28,1.52702810970321e-07,8.21756370745691e-23,7.7157992532004e-29,7.20822824592919e-15,9.66252233797153e-14,3.11314025678975e-09,2.56395810393519e-12,0.0342856196769308,8.73944363232357e-11,5.30539469396101e-49,5.52512362517833e-23,0.000841263577488231,6.8096898100059e-07,6.4988702425809e-27,7.6477241207736e-09,0.00103605245319478,3.38071579047292e-08,2.6235656974296e-06,3.35677874202465e-16,0.00777313984478849,5.85569049731442e-15,0.00022560561387347,7.0245130991842e-13,0.0441241804344326,3.1566490867571e-38,3.73462186410523e-09,4.82765598012536e-13,0.0169191873667615,6.64302843299766e-20
"X119.2",0.000324933189588845,0.0560383805710251,0.038914194417697,3.33080451160483e-10,0.0155772770021655,0.0152132276882611,1.33893514094434e-28,3.51146945605579e-16,8.76725718115183e-38,8.25211694447903e-41,1.47861109560571e-28,9.81506599814699e-12,0.00196255810606176,4.4879230228311e-24,6.32804262113145e-23,0.251529692828646,1.54031815570326e-14,5.43376566781689e-05,0.00299042495097985,1.53619374845652e-15,0.156514903880691,6.04420799283143e-31,2.0102742861754e-25,1.96495109241827e-20,7.16043014121518e-33,1.18636706166622e-20,8.01905781883813e-22,1.22521165558562e-12,4.26111065298372e-15,0.0755695012916753,3.63258774604808e-29,1.69477742355235e-54,7.63668668352861e-20,1.63987633895988e-15,2.41996741532371e-05,8.82712187671259e-24,1.53775565044425e-24,0.00313414271126558,2.41380947388147e-23,7.40325185502387e-24,1.90260538190402e-20,0.00426774810244826,4.83109997419293e-18,0.0124849104253545,5.99357860856688e-18,0.199963254863969,1.54348728818382e-16,0.000126289726241245,8.32788245726452e-18,0.0387733160574471,4.4007585161964e-32
"X183.1",0.0884706411702958,1.49086846557821e-23,6.83594584202916e-09,2.64268657597506e-39,0.0918856443344473,1.26542344092233e-42,1.23573480688998e-39,1.01976357327667e-26,1.81283784272693e-36,5.00756878612917e-86,2.96688910775073e-22,1.8853285519745e-48,2.28701220176797e-35,1.48944589757541e-36,0.00196428062660504,3.23891551481257e-28,1.71769246773542e-46,0.144471880470648,0.0385716338889588,1.0847208689921e-62,2.18466593676509e-05,0.0753519827935091,5.74774799315174e-09,1.54339821005784e-18,7.34184721874792e-45,1.06600566753801e-61,3.48972601802584e-56,8.41084971700727e-24,6.92487374874102e-25,9.70190087835692e-36,6.53989396022317e-31,7.96924644501621e-07,3.13834441278823e-35,3.46834901693837e-42,4.12513809450029e-09,5.89389562678921e-40,4.07469776183461e-51,1.71133701933815e-30,1.39278356227876e-41,1.18800981482731e-45,5.65494773234038e-19,2.4589529566889e-38,1.75834986040408e-15,3.59394024248602e-22,4.43508395129849e-48,0.118660415240479,5.59243387308815e-23,9.10186014327515e-33,1.66631853790356e-43,0.340168896777235,2.91538900605034e-53
"X222.1",0.0177577303164591,0.0947028526823427,2.82325760554263e-07,5.13065728798102e-11,0.0786524240378586,3.49551954937677e-26,3.37531210147804e-35,5.18533988802457e-35,0.0395955242074305,2.04058246807259e-51,1.71871081781588e-20,1.91797268209147e-22,4.81011564052391e-24,2.51722803075178e-12,0.000100736607055074,3.11540690521394e-19,4.65940309893686e-41,0.239851971912626,0.00846163286364741,2.53755253417363e-29,9.01643711274859e-09,0.075278038712101,5.33385504075855e-13,0.00334922250333675,7.15296278545546e-38,2.63083076459494e-57,1.98482413129367e-23,1.05385537500685e-13,1.32703766460039e-36,2.64120406616456e-19,6.02686716230543e-14,9.26387646311265e-31,3.03380445556916e-13,3.47461957843078e-17,3.65742744861875e-07,2.75749863038593e-31,4.94146203397401e-23,3.10553340007681e-17,5.14657491826558e-16,1.1747354195867e-33,2.1757153966806e-32,0.0143606486344063,7.88635774233876e-18,4.91921586704504e-27,2.99642479272047e-21,2.01880747028632e-14,8.34463379449848e-17,1.39544433238691e-18,8.81864060229119e-29,0.347650548626236,2.1126989326254e-35
"X144.2",5.5055435608344e-17,0.0291912717143764,7.55942470234243e-09,0.0123887388463544,0.0338487095590073,0.000368919296714509,1.67098971689499e-11,5.49971086810728e-22,0.0648732088857129,2.30748262974895e-18,6.59205163708464e-15,4.26898102054617e-11,0.0151882660473715,0.00506370092126151,3.18356698658741e-06,4.0498319603614e-19,1.34223432417176e-09,0.364218654118133,0.00532959523350714,9.8190110728199e-11,1.41011866000689e-07,0.0679664755654279,0.0016615181522431,3.53218217036551e-06,1.19253926357808e-16,7.35162962650685e-13,4.80927132206576e-11,3.13855839522704e-09,5.49448144667304e-12,0.00947521969775673,3.92003661730365e-06,2.86155099231059e-15,1.22752182587755e-12,8.0724962827469e-21,0.00962221870867549,1.25422885285419e-19,2.04321713607801e-05,0.000416181470091401,1.99602405805338e-06,6.41372054244439e-05,0.00253204759352806,0.0355007956569933,2.73192111276470e-11,1.01176198004546e-14,8.62682878272428e-10,2.03052586779713e-29,7.25040341634088e-27,4.089973443907e-05,2.76328134406034e-11,0.217582469902447,2.73497670285681e-12
"X111.2",1.45529609162786e-10,7.58680155296861e-13,9.87720394366928e-13,1.58070954307399e-12,0.00245009953807103,1.16335029792521e-08,8.19666755098155e-11,1.87502243771252e-16,0.0262726279093915,7.76056386817112e-21,4.87028255697738e-07,3.5299091445343e-20,0.0919841496997731,0.00271077346774117,4.25291264863262e-06,6.45588798642366e-10,0.00549838606948433,0.421683128158456,0.0179662812934602,3.86976867133187e-06,8.8204927859466e-12,0.0572027243172042,0.00098576037012185,1.4234355476874e-12,1.32213162332159e-10,0.007156019643988,5.03608668836876e-20,9.41807333970782e-30,2.52185112042107e-15,9.74736267015179e-05,2.83045531539451e-24,0.000430958107721519,6.63409351503169e-15,1.31526583431917e-29,0.0721904477372537,2.77820891227014e-14,1.11973476491054e-11,1.14442974116039e-05,0.00414758631017524,5.2650305465222e-07,0.020306538675783,0.0149090644325833,0.00268336826473383,0.00185740828442301,4.23906790548345e-18,1.40336495212285e-18,1.85732240082581e-12,1.45405015712505e-21,1.98911604127527e-11,0.0705484664093421,6.10299898311651e-21
